Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,목표과열,목표과냉과열,현재고압,현재저압,현재과열,현재과냉과열,가중평균실내온도,압축비,현재과냉,,4WAY,HOT GAS,예열운전1,Base Pan 히터,흡입 V/V,,,,,,,,,,,,,,,,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,과냉각기EEV,VI EEV1,,,,,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,과냉입구온도,과냉출구온도,액관온도,INV IPM온도,INV토출과열도,습도,,,,,,,,,
1572,14:48:33,1,,,2533,804,0.0,15.0,2533,752,0.9,23.5,4.50,3.09,8.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,29.4,3.1,43.6,2.2,54.0,22.5,-65.2,25.7,34.9,76,10.4,0,,,,,,,,,
1573,14:48:35,1,,,2533,804,0.0,15.0,2533,752,1.2,22.7,4.50,3.09,9.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.1,3.4,43.6,2.2,54.0,22.1,-65.2,24.9,34.5,76,10.4,0,,,,,,,,,
1574,14:48:37,1,,,2533,804,0.0,15.0,2533,752,1.2,22.7,4.50,3.09,9.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.1,3.4,43.6,2.2,54.0,22.1,-65.2,24.9,34.5,76,10.4,0,,,,,,,,,
1575,14:48:39,1,,,2533,804,0.0,15.0,2533,752,1.2,22.7,4.80,3.09,7.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.1,3.4,43.6,2.2,54.0,22.5,-100.0,24.9,35.7,77,10.4,0,,,,,,,,,
1576,14:48:41,1,,,2533,804,0.0,15.0,2533,752,1.2,22.7,4.80,3.09,7.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.1,3.4,43.6,2.2,54.0,22.5,-100.0,24.9,35.7,77,10.4,0,,,,,,,,,
1577,14:48:43,1,,,2533,804,0.0,15.0,2533,752,1.2,22.7,4.80,3.09,7.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.1,3.4,43.6,2.2,54.0,22.5,-100.0,24.9,35.7,77,10.4,0,,,,,,,,,
1578,14:48:45,1,,,2533,804,0.0,15.0,2533,739,2.0,23.6,4.80,3.13,6.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.5,3.7,43.6,1.7,55.0,22.1,-100.0,25.3,37.0,77,11.4,0,,,,,,,,,
1579,14:48:47,1,,,2533,804,0.0,15.0,2533,739,2.0,23.6,4.80,3.13,6.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.5,3.7,43.6,1.7,55.0,22.1,-100.0,25.3,37.0,77,11.4,0,,,,,,,,,
1580,14:48:49,1,,,2565,804,0.0,15.0,2533,725,2.2,24.8,4.80,3.19,5.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,3.4,43.6,1.2,55.0,22.5,-100.0,26.0,37.9,77,11.4,0,,,,,,,,,
1581,14:48:51,1,,,2565,804,0.0,15.0,2533,725,2.2,24.8,4.80,3.19,5.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,3.4,43.6,1.2,55.0,22.5,-100.0,26.0,37.9,77,11.4,0,,,,,,,,,
1582,14:48:53,1,,,2565,804,0.0,15.0,2533,725,2.2,24.8,4.80,3.19,5.7,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,3.4,43.6,1.2,55.0,22.5,-100.0,26.0,37.9,77,11.4,0,,,,,,,,,
1583,14:48:55,1,,,2533,804,0.0,15.0,2533,725,2.2,25.9,4.80,3.19,4.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,3.4,43.6,1.2,55.0,22.1,-100.0,27.1,38.8,77,11.4,0,,,,,,,,,
1584,14:48:57,1,,,2533,804,0.0,15.0,2533,725,2.2,25.9,4.80,3.19,4.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,3.4,43.6,1.2,55.0,22.1,-100.0,27.1,38.8,77,11.4,0,,,,,,,,,
1585,14:48:59,1,,,2533,804,0.0,15.0,2533,725,2.2,25.9,4.80,3.19,4.8,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,3.4,43.6,1.2,55.0,22.1,-100.0,27.1,38.8,77,11.4,0,,,,,,,,,
1586,14:49:01,1,,,2565,804,0.0,15.0,2533,712,2.4,27.5,4.80,3.24,3.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,3.1,43.6,0.7,55.0,22.1,-100.0,28.2,39.7,78,11.4,0,,,,,,,,,
1587,14:49:03,1,,,2565,804,0.0,15.0,2533,712,2.4,27.5,4.80,3.24,3.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,3.1,43.6,0.7,55.0,22.1,-100.0,28.2,39.7,78,11.4,0,,,,,,,,,
1588,14:49:05,1,,,2565,804,0.0,15.0,2533,712,2.4,27.5,4.80,3.24,3.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,3.1,43.6,0.7,55.0,22.1,-100.0,28.2,39.7,78,11.4,0,,,,,,,,,
1589,14:49:07,1,,,2565,804,0.0,15.0,2565,712,2.4,28.6,4.80,3.28,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,3.1,44.1,0.7,55.0,22.1,-100.0,29.3,40.6,78,10.9,0,,,,,,,,,
1590,14:49:09,1,,,2565,804,0.0,15.0,2565,712,2.4,28.6,4.80,3.28,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,3.1,44.1,0.7,55.0,22.1,-100.0,29.3,40.6,78,10.9,0,,,,,,,,,
1591,14:49:11,1,,,2598,804,0.0,15.0,2598,699,2.6,30.3,4.80,3.37,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.8,44.6,0.2,55.0,22.1,-100.0,30.5,40.6,78,10.4,0,,,,,,,,,
1592,14:49:13,1,,,2598,804,0.0,15.0,2598,699,2.6,30.3,4.80,3.37,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.8,44.6,0.2,55.0,22.1,-100.0,30.5,40.6,78,10.4,0,,,,,,,,,
1593,14:49:15,1,,,2598,804,0.0,15.0,2598,699,2.6,30.3,4.80,3.37,4.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.8,44.6,0.2,55.0,22.1,-100.0,30.5,40.6,78,10.4,0,,,,,,,,,
1594,14:49:17,1,,,2598,804,0.0,15.0,2598,699,2.3,31.1,4.50,3.37,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.5,44.6,0.2,55.0,22.5,-65.2,31.3,41.1,78,10.4,0,,,,,,,,,
1595,14:49:19,1,,,2598,804,0.0,15.0,2598,699,2.3,31.1,4.50,3.37,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.5,44.6,0.2,55.0,22.5,-65.2,31.3,41.1,78,10.4,0,,,,,,,,,
1596,14:49:21,1,,,2631,804,0.0,15.0,2631,699,2.0,32.2,4.50,3.41,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.1,0.2,56.0,22.5,-65.2,32.4,42.1,78,10.9,0,,,,,,,,,
1597,14:49:23,1,,,2631,804,0.0,15.0,2631,699,2.0,32.2,4.50,3.41,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.1,0.2,56.0,22.5,-65.2,32.4,42.1,78,10.9,0,,,,,,,,,
1598,14:49:25,1,,,2631,804,0.0,15.0,2631,699,2.0,32.2,4.50,3.41,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.1,0.2,56.0,22.5,-65.2,32.4,42.1,78,10.9,0,,,,,,,,,
1599,14:49:27,1,,,2663,804,0.0,15.0,2663,686,2.6,33.2,4.10,3.51,3.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.6,-0.4,56.0,22.8,-100.0,32.8,42.5,78,10.4,0,,,,,,,,,
1600,14:49:29,1,,,2663,804,0.0,15.0,2663,686,2.6,33.2,4.10,3.51,3.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.6,-0.4,56.0,22.8,-100.0,32.8,42.5,78,10.4,0,,,,,,,,,
1601,14:49:31,1,,,2663,804,0.0,15.0,2663,686,2.6,33.2,4.10,3.51,3.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.6,-0.4,56.0,22.8,-100.0,32.8,42.5,78,10.4,0,,,,,,,,,
1602,14:49:33,1,,,2663,804,0.0,15.0,2663,686,2.6,34.0,4.10,3.51,3.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.6,-0.4,56.0,22.8,-65.2,33.6,42.5,79,10.4,0,,,,,,,,,
1603,14:49:35,1,,,2663,804,0.0,15.0,2663,686,2.6,34.0,4.10,3.51,3.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,2.2,45.6,-0.4,56.0,22.8,-65.2,33.6,42.5,79,10.4,0,,,,,,,,,
1604,14:49:37,1,,,2663,804,0.0,15.0,2663,686,2.3,34.5,3.80,3.51,2.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,45.6,-0.4,56.0,22.5,-65.2,34.1,43.0,79,10.4,0,,,,,,,,,
1605,14:49:39,1,,,2663,804,0.0,15.0,2663,686,2.3,34.5,3.80,3.51,2.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,45.6,-0.4,56.0,22.5,-65.2,34.1,43.0,79,10.4,0,,,,,,,,,
1606,14:49:41,1,,,2696,804,0.0,15.0,2663,686,2.3,34.5,3.80,3.51,2.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,45.6,-0.4,56.0,22.5,-65.2,34.1,43.0,79,10.4,0,,,,,,,,,
1607,14:49:43,1,,,2696,804,0.0,15.0,2696,686,2.0,34.9,3.80,3.55,3.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,46.1,-0.4,57.0,22.8,-100.0,34.5,43.0,80,10.9,0,,,,,,,,,
1608,14:49:45,1,,,2696,804,0.0,15.0,2696,686,2.0,34.9,3.80,3.55,3.1,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,46.1,-0.4,57.0,22.8,-100.0,34.5,43.0,80,10.9,0,,,,,,,,,
1609,14:49:47,1,,,2729,804,0.0,15.0,2696,686,2.3,35.3,3.80,3.55,2.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,46.1,-0.4,57.0,22.8,-65.2,34.9,43.5,80,10.9,0,,,,,,,,,
1610,14:49:49,1,,,2729,804,0.0,15.0,2696,686,2.3,35.3,3.80,3.55,2.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,46.1,-0.4,57.0,22.8,-65.2,34.9,43.5,80,10.9,0,,,,,,,,,
1611,14:49:51,1,,,2729,804,0.0,15.0,2696,686,2.3,35.3,3.80,3.55,2.6,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,46.1,-0.4,57.0,22.8,-65.2,34.9,43.5,80,10.9,0,,,,,,,,,
1612,14:49:53,1,,,2729,804,0.0,15.0,2729,686,2.3,35.3,3.40,3.59,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,46.6,-0.4,57.0,22.8,-100.0,34.9,44.1,80,10.4,0,,,,,,,,,
1613,14:49:55,1,,,2729,804,0.0,15.0,2729,686,2.3,35.3,3.40,3.59,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,46.6,-0.4,57.0,22.8,-100.0,34.9,44.1,80,10.4,0,,,,,,,,,
1614,14:49:57,1,,,2729,804,0.0,15.0,2729,686,2.3,35.3,3.40,3.59,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.9,46.6,-0.4,57.0,22.8,-100.0,34.9,44.1,80,10.4,0,,,,,,,,,
1615,14:49:59,1,,,2729,804,0.0,15.0,2729,686,2.0,35.3,3.40,3.59,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,46.6,-0.4,57.0,22.8,-100.0,34.9,44.1,80,10.4,0,,,,,,,,,
1616,14:50:01,1,,,2729,804,0.0,15.0,2729,686,2.0,35.3,3.40,3.59,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,46.6,-0.4,57.0,22.8,-100.0,34.9,44.1,80,10.4,0,,,,,,,,,
1617,14:50:03,1,,,2761,804,0.0,15.0,2761,686,2.0,35.3,3.40,3.64,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.6,47.1,-0.4,57.0,22.8,-100.0,34.9,44.1,80,9.9,0,,,,,,,,,
1618,14:50:05,1,,,2761,804,0.0,15.0,2761,686,2.0,35.3,3.40,3.64,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.6,47.1,-0.4,57.0,22.8,-100.0,34.9,44.1,80,9.9,0,,,,,,,,,
1619,14:50:07,1,,,2761,804,0.0,15.0,2761,686,2.0,35.3,3.40,3.64,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,30.8,1.6,47.1,-0.4,57.0,22.8,-100.0,34.9,44.1,80,9.9,0,,,,,,,,,
1620,14:50:09,1,,,2761,804,0.0,15.0,2761,699,1.4,34.7,3.40,3.58,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,47.1,0.2,58.0,23.2,-100.0,34.9,44.6,81,10.9,0,,,,,,,,,
1621,14:50:11,1,,,2761,804,0.0,15.0,2761,699,1.4,34.7,3.40,3.58,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,47.1,0.2,58.0,23.2,-100.0,34.9,44.6,81,10.9,0,,,,,,,,,
1622,14:50:13,1,,,2761,804,0.0,15.0,2761,699,1.4,34.7,3.40,3.58,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,47.1,0.2,58.0,23.2,-100.0,34.9,44.6,81,10.9,0,,,,,,,,,
1623,14:50:15,1,,,2761,804,0.0,15.0,2794,699,1.4,34.7,3.40,3.62,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,47.6,0.2,58.0,22.8,-100.0,34.9,44.1,81,10.4,0,,,,,,,,,
1624,14:50:17,1,,,2761,804,0.0,15.0,2794,699,1.4,34.7,3.40,3.62,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.2,1.6,47.6,0.2,58.0,22.8,-100.0,34.9,44.1,81,10.4,0,,,,,,,,,
1625,14:50:19,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.40,3.62,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.6,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,44.6,81,11.4,0,,,,,,,,,
1626,14:50:21,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.40,3.62,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.6,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,44.6,81,11.4,0,,,,,,,,,
1627,14:50:23,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.40,3.62,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.6,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,44.6,81,11.4,0,,,,,,,,,
1628,14:50:25,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.80,3.62,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.6,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,44.6,81,11.4,0,,,,,,,,,
1629,14:50:27,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.80,3.62,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,31.6,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,44.6,81,11.4,0,,,,,,,,,
1630,14:50:29,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.3,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,45.1,81,11.4,0,,,,,,,,,
1631,14:50:31,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.3,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,45.1,81,11.4,0,,,,,,,,,
1632,14:50:34,1,,,2794,804,0.0,15.0,2794,699,1.7,34.7,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.3,1.9,47.6,0.2,59.0,22.8,-100.0,34.9,45.1,81,11.4,0,,,,,,,,,
1633,14:50:36,1,,,2794,804,0.0,15.0,2794,699,2.0,34.7,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.7,2.2,47.6,0.2,59.0,22.8,-65.2,34.9,45.1,82,11.4,0,,,,,,,,,
1634,14:50:38,1,,,2794,804,0.0,15.0,2794,699,2.0,34.7,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.7,2.2,47.6,0.2,59.0,22.8,-65.2,34.9,45.1,82,11.4,0,,,,,,,,,
1635,14:50:40,1,,,2794,804,0.0,15.0,2794,699,2.0,34.7,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.7,2.2,47.6,0.2,59.0,22.8,-65.2,34.9,45.1,82,11.4,0,,,,,,,,,
1636,14:50:42,1,,,2794,804,0.0,15.0,2794,712,1.5,34.6,3.80,3.56,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.7,2.2,47.6,0.7,60.0,22.8,-100.0,35.3,45.1,82,12.4,0,,,,,,,,,
1637,14:50:44,1,,,2794,804,0.0,15.0,2794,712,1.5,34.6,3.80,3.56,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,32.7,2.2,47.6,0.7,60.0,22.8,-100.0,35.3,45.1,82,12.4,0,,,,,,,,,
1638,14:50:46,1,,,2794,804,0.0,15.0,2794,699,2.0,35.1,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,47.6,0.2,60.0,22.8,-65.2,35.3,45.1,82,12.4,0,,,,,,,,,
1639,14:50:48,1,,,2794,804,0.0,15.0,2794,699,2.0,35.1,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,47.6,0.2,60.0,22.8,-65.2,35.3,45.1,82,12.4,0,,,,,,,,,
1640,14:50:50,1,,,2827,804,0.0,15.0,2794,699,2.0,35.1,3.80,3.62,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,47.6,0.2,60.0,22.8,-65.2,35.3,45.1,82,12.4,0,,,,,,,,,
1641,14:50:52,1,,,2827,804,0.0,15.0,2827,699,2.0,35.1,4.10,3.66,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.1,0.2,60.0,23.2,-100.0,35.3,45.1,83,11.9,0,,,,,,,,,
1642,14:50:54,1,,,2827,804,0.0,15.0,2827,699,2.0,35.1,4.10,3.66,3.0,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.1,0.2,60.0,23.2,-100.0,35.3,45.1,83,11.9,0,,,,,,,,,
1643,14:50:56,1,,,2827,804,0.0,15.0,2827,699,2.3,35.9,4.10,3.66,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.5,48.1,0.2,60.0,23.2,-100.0,36.1,45.6,83,11.9,0,,,,,,,,,
1644,14:50:58,1,,,2827,804,0.0,15.0,2827,699,2.3,35.9,4.10,3.66,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.5,48.1,0.2,60.0,23.2,-100.0,36.1,45.6,83,11.9,0,,,,,,,,,
1645,14:51:00,1,,,2827,804,0.0,15.0,2827,699,2.3,35.9,4.10,3.66,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.5,48.1,0.2,60.0,23.2,-100.0,36.1,45.6,83,11.9,0,,,,,,,,,
1646,14:51:02,1,,,2859,804,0.0,15.0,2859,699,2.0,36.4,4.10,3.70,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.6,0.2,60.0,23.2,-65.2,36.6,45.1,83,11.4,0,,,,,,,,,
1647,14:51:04,1,,,2859,804,0.0,15.0,2859,699,2.0,36.4,4.10,3.70,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.6,0.2,60.0,23.2,-65.2,36.6,45.1,83,11.4,0,,,,,,,,,
1648,14:51:06,1,,,2859,804,0.0,15.0,2859,699,2.0,36.4,4.10,3.70,3.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.6,0.2,60.0,23.2,-65.2,36.6,45.1,83,11.4,0,,,,,,,,,
1649,14:51:08,1,,,2859,804,0.0,15.0,2859,686,2.6,37.0,4.10,3.76,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.6,-0.4,61.0,23.2,-65.2,36.6,46.1,83,12.4,0,,,,,,,,,
1650,14:51:10,1,,,2859,804,0.0,15.0,2859,686,2.6,37.0,4.10,3.76,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.6,-0.4,61.0,23.2,-65.2,36.6,46.1,83,12.4,0,,,,,,,,,
1651,14:51:12,1,,,2892,804,0.0,15.0,2859,686,2.6,37.0,4.10,3.76,2.5,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,48.6,-0.4,61.0,23.2,-65.2,36.6,46.1,83,12.4,0,,,,,,,,,
1652,14:51:14,1,,,2892,804,0.0,15.0,2892,686,2.6,37.8,4.10,3.80,2.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,49.0,-0.4,60.0,23.2,-100.0,37.4,46.1,83,11.0,0,,,,,,,,,
1653,14:51:16,1,,,2892,804,0.0,15.0,2892,686,2.6,37.8,4.10,3.80,2.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.1,2.2,49.0,-0.4,60.0,23.2,-100.0,37.4,46.1,83,11.0,0,,,,,,,,,
1654,14:51:18,1,,,2892,804,0.0,15.0,2892,686,2.6,37.8,4.10,3.80,2.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.5,2.2,49.0,-0.4,61.0,23.2,-100.0,37.4,46.1,84,12.0,0,,,,,,,,,
1655,14:51:20,1,,,2892,804,0.0,15.0,2892,686,2.6,37.8,4.10,3.80,2.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.5,2.2,49.0,-0.4,61.0,23.2,-100.0,37.4,46.1,84,12.0,0,,,,,,,,,
1656,14:51:22,1,,,2892,804,0.0,15.0,2892,686,2.6,37.8,4.10,3.80,2.9,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.5,2.2,49.0,-0.4,61.0,23.2,-100.0,37.4,46.1,84,12.0,0,,,,,,,,,
1657,14:51:24,1,,,2892,804,0.0,15.0,2925,686,2.3,38.3,3.80,3.84,3.4,,0,0,0,0,0,,,,,,,,,,,,,,,,15,15,0,0,0,0,600,48,0,,,,,,33.9,1.9,49.5,-0.4,61.0,23.2,-100.0,37.9,46.1,84,11.5,0,,,,,,,,,
