Micom IDU2 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량9,모드9,풍량9,EEV9,공기9,배관in9,배관out9,SC/SH9,추가정보9,통신9,CEN9,에러9,TGT9,TGT29,,,,,용량10,모드10,풍량10,EEV10,공기10,배관in10,배관out10,SC/SH10,추가정보10,통신10,CEN10,에러10,TGT10,TGT210,,,,
160,14:01:11,1,,,12,5,1,150,33.50,24.23,30.49,6.26,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
161,14:01:13,1,,,12,5,1,150,33.50,24.23,30.49,6.26,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
162,14:01:15,1,,,12,5,1,150,33.50,19.05,30.49,11.44,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
163,14:01:17,1,,,12,5,1,150,33.50,19.05,30.49,11.44,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
164,14:01:19,1,,,12,5,1,150,33.50,19.05,30.49,11.44,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
165,14:01:21,1,,,12,5,1,150,33.89,16.69,30.49,13.80,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
166,14:01:23,1,,,12,5,1,150,33.89,16.69,30.49,13.80,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
167,14:01:25,1,,,12,5,1,150,33.89,15.02,30.49,15.47,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
168,14:01:27,1,,,12,5,1,150,33.89,15.02,30.49,15.47,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
169,14:01:29,1,,,12,5,1,150,33.89,15.02,30.49,15.47,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
170,14:01:31,1,,,12,5,1,150,34.28,14.01,30.49,16.48,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
171,14:01:33,1,,,12,5,1,150,34.28,14.01,30.49,16.48,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
172,14:01:35,1,,,12,5,1,150,34.68,13.68,30.49,16.81,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
173,14:01:37,1,,,12,5,1,150,34.68,13.68,30.49,16.81,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
174,14:01:39,1,,,12,5,1,150,34.68,13.68,30.49,16.81,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
175,14:01:41,1,,,12,5,1,150,34.68,13.35,30.10,16.75,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
176,14:01:43,1,,,12,5,1,150,34.68,13.35,30.10,16.75,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
177,14:01:45,1,,,12,5,1,150,34.68,13.35,30.10,16.75,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
178,14:01:47,1,,,12,5,1,150,35.08,13.01,30.10,17.09,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
179,14:01:49,1,,,12,5,1,150,35.08,13.01,30.10,17.09,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
180,14:01:51,1,,,12,5,1,150,35.08,12.68,29.72,17.04,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
181,14:01:53,1,,,12,5,1,150,35.08,12.68,29.72,17.04,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
182,14:01:56,1,,,12,5,1,150,35.08,12.68,29.72,17.04,,0,06,0,0,1,,,,,,-1,-1,,,,,,,,,,,,,,,
183,14:01:58,1,,,12,5,1,150,35.48,12.34,29.34,17.00,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
184,14:02:00,1,,,12,5,1,150,35.48,12.34,29.34,17.00,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
185,14:02:02,1,,,12,5,1,150,35.48,12.34,29.34,17.00,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
186,14:02:04,1,,,12,5,1,150,35.48,12.34,29.34,17.00,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
187,14:02:06,1,,,12,5,1,150,35.48,12.34,29.34,17.00,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
188,14:02:08,1,,,12,5,1,150,35.48,12.01,28.96,16.95,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
189,14:02:10,1,,,12,5,1,150,35.48,12.01,28.96,16.95,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
190,14:02:12,1,,,12,5,1,150,35.48,12.01,28.96,16.95,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
191,14:02:14,1,,,12,5,1,150,35.48,12.01,28.96,16.95,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
192,14:02:16,1,,,12,5,1,150,35.48,12.01,28.96,16.95,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
193,14:02:18,1,,,12,5,1,150,35.48,12.01,28.96,16.95,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
194,14:02:20,1,,,12,5,1,150,35.48,11.67,28.59,16.92,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
195,14:02:22,1,,,12,5,1,150,35.48,11.67,28.59,16.92,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
196,14:02:24,1,,,12,5,1,150,35.48,11.67,28.59,16.92,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
197,14:02:26,1,,,12,5,1,150,35.48,11.67,28.59,16.92,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
198,14:02:28,1,,,12,5,1,150,35.48,11.67,28.59,16.92,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
199,14:02:30,1,,,12,5,1,150,35.48,11.67,28.59,16.92,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
200,14:02:32,1,,,12,5,1,150,35.48,11.67,28.59,16.92,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
201,14:02:34,1,,,12,5,1,150,35.48,11.34,28.22,16.88,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
202,14:02:36,1,,,12,5,1,150,35.48,11.34,28.22,16.88,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
203,14:02:38,1,,,12,5,1,150,35.48,11.34,28.22,16.88,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
204,14:02:40,1,,,12,5,1,150,35.48,11.34,28.22,16.88,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
205,14:02:42,1,,,12,5,1,150,35.48,11.34,28.22,16.88,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
206,14:02:44,1,,,12,5,1,150,35.48,11.34,28.22,16.88,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
207,14:02:46,1,,,12,5,1,150,35.48,11.00,28.22,17.22,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
208,14:02:48,1,,,12,5,1,150,35.48,11.00,28.22,17.22,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
209,14:02:50,1,,,12,5,1,150,35.48,11.00,27.85,16.85,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
210,14:02:52,1,,,12,5,1,150,35.48,11.00,27.85,16.85,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
211,14:02:54,1,,,12,5,1,150,35.48,11.00,27.85,16.85,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
212,14:02:56,1,,,12,5,1,150,35.48,10.66,27.85,17.19,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
213,14:02:58,1,,,12,5,1,150,35.48,10.66,27.85,17.19,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
214,14:03:00,1,,,12,5,1,150,35.48,10.33,27.48,17.15,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
215,14:03:02,1,,,12,5,1,150,35.48,10.33,27.48,17.15,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
216,14:03:04,1,,,12,5,1,150,35.48,10.33,27.48,17.15,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
217,14:03:06,1,,,12,5,1,150,35.48,9.99,27.48,17.49,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
218,14:03:08,1,,,12,5,1,150,35.48,9.99,27.48,17.49,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
219,14:03:10,1,,,12,5,1,150,35.48,9.99,27.48,17.49,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
220,14:03:12,1,,,12,5,1,150,35.48,9.32,27.11,17.79,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
221,14:03:14,1,,,12,5,1,150,35.48,9.32,27.11,17.79,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
222,14:03:16,1,,,12,5,1,150,35.89,8.98,27.11,18.13,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
223,14:03:18,1,,,12,5,1,150,35.89,8.98,27.11,18.13,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
224,14:03:20,1,,,12,5,1,150,35.89,8.98,27.11,18.13,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
225,14:03:22,1,,,12,5,1,150,35.48,8.64,27.11,18.47,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
226,14:03:24,1,,,12,5,1,150,35.48,8.64,27.11,18.47,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
227,14:03:26,1,,,12,5,1,150,35.48,8.64,27.11,18.47,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
228,14:03:28,1,,,12,5,1,150,35.48,8.30,26.74,18.44,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
229,14:03:30,1,,,12,5,1,150,35.48,8.30,26.74,18.44,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
230,14:03:32,1,,,12,5,1,150,35.48,7.96,26.74,18.78,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
231,14:03:34,1,,,12,5,1,150,35.48,7.96,26.74,18.78,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
232,14:03:36,1,,,12,5,1,150,35.48,7.96,26.74,18.78,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
233,14:03:38,1,,,12,5,1,150,35.48,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
234,14:03:40,1,,,12,5,1,150,35.48,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
235,14:03:42,1,,,12,5,1,150,35.89,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
236,14:03:44,1,,,12,5,1,150,35.89,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
237,14:03:46,1,,,12,5,1,150,35.89,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
238,14:03:48,1,,,12,5,1,150,35.89,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
239,14:03:50,1,,,12,5,1,150,35.89,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
240,14:03:52,1,,,12,5,1,150,35.89,7.96,26.38,18.42,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
241,14:03:54,1,,,12,5,1,150,35.89,8.30,26.02,17.72,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
242,14:03:56,1,,,12,5,1,150,35.89,8.30,26.02,17.72,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
243,14:03:58,1,,,12,5,1,171,35.89,8.30,26.02,17.72,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
244,14:04:00,1,,,12,5,1,171,35.89,8.30,26.02,17.72,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
245,14:04:02,1,,,12,5,1,171,35.89,8.30,26.02,17.72,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
246,14:04:04,1,,,12,5,1,171,35.89,8.64,26.02,17.38,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
247,14:04:06,1,,,12,5,1,171,35.89,8.64,26.02,17.38,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
248,14:04:08,1,,,12,5,1,171,35.89,8.64,26.02,17.38,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
249,14:04:10,1,,,12,5,1,171,35.89,8.64,26.02,17.38,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
250,14:04:12,1,,,12,5,1,171,35.89,8.64,26.02,17.38,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
251,14:04:14,1,,,12,5,1,171,35.89,8.64,25.66,17.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
252,14:04:16,1,,,12,5,1,171,35.89,8.64,25.66,17.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
253,14:04:18,1,,,12,5,1,171,35.89,8.64,25.66,17.02,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
254,14:04:20,1,,,12,5,1,171,35.89,8.98,25.66,16.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
255,14:04:22,1,,,12,5,1,171,35.89,8.98,25.66,16.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
256,14:04:24,1,,,12,5,1,171,35.89,8.98,25.66,16.68,,0,06,0,0,2,,,,,,-1,-1,,,,,,,,,,,,,,,
257,14:04:26,1,,,12,5,1,180,35.89,8.98,25.30,16.32,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
258,14:04:28,1,,,12,5,1,180,35.89,8.98,25.30,16.32,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
259,14:04:30,1,,,12,5,1,180,35.89,9.32,25.30,15.98,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
260,14:04:32,1,,,12,5,1,180,35.89,9.32,25.30,15.98,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
261,14:04:34,1,,,12,5,1,180,35.89,9.32,25.30,15.98,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
262,14:04:36,1,,,12,5,1,180,35.89,9.65,24.94,15.29,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
263,14:04:39,1,,,12,5,1,180,35.89,9.65,24.94,15.29,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
264,14:04:41,1,,,12,5,1,180,35.89,9.99,24.59,14.60,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
265,14:04:43,1,,,12,5,1,180,35.89,9.99,24.59,14.60,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
266,14:04:45,1,,,12,5,1,180,35.89,9.99,24.59,14.60,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
267,14:04:47,1,,,12,5,1,180,35.89,10.33,24.59,14.26,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
268,14:04:49,1,,,12,5,1,180,35.89,10.33,24.59,14.26,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
269,14:04:51,1,,,12,5,1,180,35.89,10.33,24.59,14.26,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
270,14:04:53,1,,,12,5,1,180,35.89,11.00,23.88,12.88,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
271,14:04:55,1,,,12,5,1,180,35.89,11.00,23.88,12.88,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
272,14:04:57,1,,,12,5,1,189,35.48,11.34,23.53,12.19,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
273,14:04:59,1,,,12,5,1,189,35.48,11.34,23.53,12.19,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
274,14:05:01,1,,,12,5,1,189,35.48,11.34,23.53,12.19,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
275,14:05:03,1,,,12,5,1,189,35.48,11.67,23.18,11.51,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
276,14:05:05,1,,,12,5,1,189,35.48,11.67,23.18,11.51,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
277,14:05:07,1,,,12,5,1,189,35.48,11.67,23.18,11.51,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
278,14:05:09,1,,,12,5,1,189,35.48,12.01,22.83,10.82,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
279,14:05:11,1,,,12,5,1,189,35.48,12.01,22.83,10.82,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
280,14:05:13,1,,,12,5,1,189,35.48,12.34,22.48,10.14,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
281,14:05:15,1,,,12,5,1,189,35.48,12.34,22.48,10.14,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
282,14:05:17,1,,,12,5,1,189,35.48,12.34,22.48,10.14,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
283,14:05:19,1,,,12,5,1,189,35.48,12.34,22.13,9.79,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
284,14:05:21,1,,,12,5,1,189,35.48,12.34,22.13,9.79,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
285,14:05:23,1,,,12,5,1,189,35.48,12.34,22.13,9.79,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
286,14:05:25,1,,,12,5,1,189,35.48,12.68,21.79,9.11,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
287,14:05:27,1,,,12,5,1,189,35.48,12.68,21.79,9.11,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
288,14:05:29,1,,,12,5,1,195,35.48,12.34,21.44,9.10,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
289,14:05:31,1,,,12,5,1,195,35.48,12.34,21.44,9.10,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
290,14:05:33,1,,,12,5,1,195,35.48,12.34,21.44,9.10,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
291,14:05:35,1,,,12,5,1,195,35.48,12.34,21.10,8.76,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
292,14:05:37,1,,,12,5,1,195,35.48,12.34,21.10,8.76,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
293,14:05:39,1,,,12,5,1,195,35.08,12.34,21.10,8.76,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
294,14:05:41,1,,,12,5,1,195,35.08,12.34,21.10,8.76,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
295,14:05:43,1,,,12,5,1,195,35.08,12.34,21.10,8.76,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
296,14:05:45,1,,,12,5,1,195,35.08,12.01,21.10,9.09,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
297,14:05:47,1,,,12,5,1,195,35.08,12.01,21.10,9.09,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
298,14:05:49,1,,,12,5,1,195,35.08,12.01,21.10,9.09,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
299,14:05:51,1,,,12,5,1,195,35.08,11.67,21.10,9.43,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
300,14:05:53,1,,,12,5,1,195,35.08,11.67,21.10,9.43,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
301,14:05:55,1,,,12,5,1,222,35.08,11.67,21.44,9.77,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
302,14:05:57,1,,,12,5,1,222,35.08,11.67,21.44,9.77,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
303,14:05:59,1,,,12,5,1,222,35.08,11.67,21.44,9.77,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
304,14:06:01,1,,,12,5,1,222,35.08,11.34,21.79,10.45,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
305,14:06:03,1,,,12,5,1,222,35.08,11.34,21.79,10.45,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
306,14:06:05,1,,,12,5,1,222,35.08,11.34,21.79,10.45,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
307,14:06:07,1,,,12,5,1,222,35.08,10.66,22.13,11.47,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
308,14:06:09,1,,,12,5,1,222,35.08,10.66,22.13,11.47,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
309,14:06:11,1,,,12,5,1,222,35.08,10.33,22.48,12.15,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
310,14:06:13,1,,,12,5,1,222,35.08,10.33,22.48,12.15,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
311,14:06:15,1,,,12,5,1,222,35.08,10.33,22.48,12.15,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
312,14:06:17,1,,,12,5,1,222,35.08,9.99,22.83,12.84,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
313,14:06:19,1,,,12,5,1,222,35.08,9.99,22.83,12.84,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
314,14:06:21,1,,,12,5,1,222,35.08,9.99,22.83,12.84,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
315,14:06:23,1,,,12,5,1,222,35.08,9.32,23.18,13.86,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
316,14:06:25,1,,,12,5,1,222,35.08,9.32,23.18,13.86,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
317,14:06:27,1,,,12,5,1,253,35.08,8.98,23.53,14.55,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
318,14:06:29,1,,,12,5,1,253,35.08,8.98,23.53,14.55,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
319,14:06:31,1,,,12,5,1,253,35.08,8.98,23.53,14.55,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
320,14:06:33,1,,,12,5,1,253,35.08,9.32,23.88,14.56,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
321,14:06:35,1,,,12,5,1,253,35.08,9.32,23.88,14.56,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
322,14:06:37,1,,,12,5,1,253,35.08,9.65,23.88,14.23,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
323,14:06:39,1,,,12,5,1,253,35.08,9.65,23.88,14.23,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
324,14:06:41,1,,,12,5,1,253,35.08,9.65,23.88,14.23,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
325,14:06:43,1,,,12,5,1,253,35.08,9.99,23.53,13.54,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
326,14:06:45,1,,,12,5,1,253,35.08,9.99,23.53,13.54,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
327,14:06:47,1,,,12,5,1,253,35.08,9.99,23.53,13.54,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
328,14:06:49,1,,,12,5,1,253,35.08,10.66,23.18,12.52,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
329,14:06:51,1,,,12,5,1,253,35.08,10.66,23.18,12.52,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
330,14:06:53,1,,,12,5,1,253,35.08,11.00,22.83,11.83,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
331,14:06:55,1,,,12,5,1,253,35.08,11.00,22.83,11.83,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
332,14:06:57,1,,,12,5,1,253,35.08,11.00,22.83,11.83,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
333,14:06:59,1,,,12,5,1,266,35.08,11.67,22.48,10.81,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
334,14:07:01,1,,,12,5,1,266,35.08,11.67,22.48,10.81,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
335,14:07:03,1,,,12,5,1,266,35.08,12.01,21.79,9.78,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
336,14:07:05,1,,,12,5,1,266,35.08,12.01,21.79,9.78,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
337,14:07:07,1,,,12,5,1,266,35.08,12.01,21.79,9.78,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
338,14:07:09,1,,,12,5,1,266,34.68,12.34,21.44,9.10,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
339,14:07:11,1,,,12,5,1,266,34.68,12.34,21.44,9.10,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
340,14:07:13,1,,,12,5,1,266,34.68,12.34,21.44,9.10,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
341,14:07:15,1,,,12,5,1,266,34.68,12.68,21.10,8.42,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
342,14:07:17,1,,,12,5,1,266,34.68,12.68,21.10,8.42,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
343,14:07:19,1,,,12,5,1,266,34.68,12.68,21.10,8.42,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
