Micom IDU2 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량9,모드9,풍량9,EEV9,공기9,배관in9,배관out9,SC/SH9,추가정보9,통신9,CEN9,에러9,TGT9,TGT29,,,,,용량10,모드10,풍량10,EEV10,공기10,배관in10,배관out10,SC/SH10,추가정보10,통신10,CEN10,에러10,TGT10,TGT210,,,,
344,14:07:22,1,,,12,5,1,266,34.68,13.01,20.75,7.74,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
345,14:07:24,1,,,12,5,1,266,34.68,13.01,20.75,7.74,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
346,14:07:26,1,,,12,5,1,270,34.68,13.35,20.41,7.06,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
347,14:07:28,1,,,12,5,1,270,34.68,13.35,20.41,7.06,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
348,14:07:30,1,,,12,5,1,270,34.68,13.35,20.41,7.06,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
349,14:07:32,1,,,12,5,1,270,34.68,13.35,20.07,6.72,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
350,14:07:34,1,,,12,5,1,270,34.68,13.35,20.07,6.72,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
351,14:07:36,1,,,12,5,1,270,34.68,13.35,20.07,6.72,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
352,14:07:38,1,,,12,5,1,270,34.68,13.35,20.07,6.72,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
353,14:07:40,1,,,12,5,1,270,34.68,13.35,20.07,6.72,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
354,14:07:42,1,,,12,5,1,270,34.68,13.35,19.73,6.38,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
355,14:07:44,1,,,12,5,1,270,34.68,13.35,19.73,6.38,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
356,14:07:46,1,,,12,5,1,270,34.68,13.35,19.73,6.38,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
357,14:07:48,1,,,12,5,1,270,34.68,13.35,19.73,6.38,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
358,14:07:50,1,,,12,5,1,270,34.68,13.35,19.73,6.38,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
359,14:07:52,1,,,12,5,1,270,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
360,14:07:54,1,,,12,5,1,270,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
361,14:07:56,1,,,12,5,1,270,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
362,14:07:58,1,,,12,5,1,274,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
363,14:08:00,1,,,12,5,1,274,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
364,14:08:02,1,,,12,5,1,274,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
365,14:08:04,1,,,12,5,1,274,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
366,14:08:06,1,,,12,5,1,274,34.68,13.35,19.39,6.04,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
367,14:08:08,1,,,12,5,1,274,34.28,13.35,19.05,5.70,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
368,14:08:10,1,,,12,5,1,274,34.28,13.35,19.05,5.70,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
369,14:08:12,1,,,12,5,1,274,34.28,13.35,19.05,5.70,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
370,14:08:14,1,,,12,5,1,274,34.68,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
371,14:08:16,1,,,12,5,1,274,34.68,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
372,14:08:18,1,,,12,5,1,274,34.68,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
373,14:08:20,1,,,12,5,1,274,34.68,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
374,14:08:22,1,,,12,5,1,274,34.68,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
375,14:08:24,1,,,12,5,1,274,34.28,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
376,14:08:26,1,,,12,5,1,274,34.28,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
377,14:08:28,1,,,12,5,1,274,34.28,13.68,19.05,5.37,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
378,14:08:30,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
379,14:08:32,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
380,14:08:34,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
381,14:08:36,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
382,14:08:38,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
383,14:08:40,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
384,14:08:42,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
385,14:08:44,1,,,12,5,1,283,34.28,13.68,18.71,5.03,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
386,14:08:46,1,,,12,5,1,283,34.28,13.68,18.37,4.69,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
387,14:08:48,1,,,12,5,1,283,34.28,13.68,18.37,4.69,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
388,14:08:50,1,,,12,5,1,283,34.28,13.68,18.37,4.69,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
389,14:08:52,1,,,12,5,1,283,34.28,13.68,18.37,4.69,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
390,14:08:54,1,,,12,5,1,283,34.28,13.68,18.37,4.69,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
391,14:08:56,1,,,12,5,1,283,34.28,13.35,18.37,5.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
392,14:08:58,1,,,12,5,1,283,34.28,13.35,18.37,5.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
393,14:09:00,1,,,12,5,1,283,34.28,13.35,18.04,4.69,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
394,14:09:02,1,,,12,5,1,283,34.28,13.35,18.04,4.69,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
395,14:09:04,1,,,12,5,1,283,34.28,13.35,18.04,4.69,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
396,14:09:06,1,,,12,5,1,283,34.28,13.35,18.04,4.69,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
397,14:09:08,1,,,12,5,1,283,34.28,13.35,18.04,4.69,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
398,14:09:10,1,,,12,5,1,283,34.28,13.35,18.04,4.69,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
399,14:09:12,1,,,12,5,1,283,34.28,13.35,17.70,4.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
400,14:09:14,1,,,12,5,1,283,34.28,13.35,17.70,4.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
401,14:09:16,1,,,12,5,1,283,33.89,13.35,17.70,4.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
402,14:09:18,1,,,12,5,1,283,33.89,13.35,17.70,4.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
403,14:09:20,1,,,12,5,1,283,33.89,13.35,17.70,4.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
404,14:09:22,1,,,12,5,1,283,33.89,13.35,17.36,4.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
405,14:09:24,1,,,12,5,1,283,33.89,13.35,17.36,4.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
406,14:09:26,1,,,12,5,1,283,33.89,13.35,17.36,4.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
407,14:09:28,1,,,12,5,1,283,33.89,13.35,17.36,4.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
408,14:09:30,1,,,12,5,1,283,33.89,13.35,17.36,4.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
409,14:09:32,1,,,12,5,1,283,33.89,13.01,17.03,4.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
410,14:09:34,1,,,12,5,1,283,33.89,13.01,17.03,4.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
411,14:09:36,1,,,12,5,1,283,33.89,13.01,17.03,4.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
412,14:09:38,1,,,12,5,1,283,33.89,13.01,17.03,4.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
413,14:09:40,1,,,12,5,1,283,33.89,13.01,17.03,4.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
414,14:09:42,1,,,12,5,1,283,33.89,13.01,17.03,4.02,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
415,14:09:44,1,,,12,5,1,283,33.89,13.01,16.69,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
416,14:09:46,1,,,12,5,1,283,33.89,13.01,16.69,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
417,14:09:48,1,,,12,5,1,283,33.89,13.01,16.69,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
418,14:09:50,1,,,12,5,1,283,33.89,13.01,16.69,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
419,14:09:52,1,,,12,5,1,283,33.89,13.01,16.69,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
420,14:09:54,1,,,12,5,1,283,33.89,13.01,16.69,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
421,14:09:56,1,,,12,5,1,283,33.89,13.01,16.69,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
422,14:09:58,1,,,12,5,1,283,33.89,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
423,14:10:00,1,,,12,5,1,283,33.89,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
424,14:10:03,1,,,12,5,1,283,33.89,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
425,14:10:05,1,,,12,5,1,283,33.89,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
426,14:10:07,1,,,12,5,1,283,33.89,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
427,14:10:09,1,,,12,5,1,283,33.89,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
428,14:10:11,1,,,12,5,1,283,33.50,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
429,14:10:13,1,,,12,5,1,283,33.50,12.68,16.36,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
430,14:10:15,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
431,14:10:17,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
432,14:10:19,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
433,14:10:21,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
434,14:10:23,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
435,14:10:25,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
436,14:10:27,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
437,14:10:29,1,,,12,5,1,283,33.50,12.68,16.02,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
438,14:10:31,1,,,12,5,1,283,33.50,12.34,16.02,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
439,14:10:33,1,,,12,5,1,283,33.50,12.34,16.02,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
440,14:10:35,1,,,12,5,1,283,33.50,12.34,16.02,3.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
441,14:10:37,1,,,12,5,1,283,33.50,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
442,14:10:39,1,,,12,5,1,283,33.50,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
443,14:10:41,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
444,14:10:43,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
445,14:10:45,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
446,14:10:47,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
447,14:10:49,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
448,14:10:51,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
449,14:10:53,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
450,14:10:55,1,,,12,5,1,283,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
451,14:10:57,1,,,12,5,1,282,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
452,14:10:59,1,,,12,5,1,282,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
453,14:11:01,1,,,12,5,1,282,33.11,12.34,15.69,3.35,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
454,14:11:03,1,,,12,5,1,282,33.11,12.34,15.35,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
455,14:11:05,1,,,12,5,1,282,33.11,12.34,15.35,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
456,14:11:07,1,,,12,5,1,282,33.11,12.34,15.35,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
457,14:11:09,1,,,12,5,1,282,33.11,12.34,15.35,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
458,14:11:11,1,,,12,5,1,282,33.11,12.34,15.35,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
459,14:11:13,1,,,12,5,1,282,33.11,12.01,15.35,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
460,14:11:15,1,,,12,5,1,282,33.11,12.01,15.35,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
461,14:11:17,1,,,12,5,1,282,33.11,12.01,15.35,3.34,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
462,14:11:19,1,,,12,5,1,282,33.11,12.01,15.02,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
463,14:11:21,1,,,12,5,1,282,33.11,12.01,15.02,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
464,14:11:23,1,,,12,5,1,282,33.11,12.01,15.02,3.01,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
465,14:11:25,1,,,12,5,1,282,33.11,12.34,15.02,2.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
466,14:11:27,1,,,12,5,1,282,33.11,12.34,15.02,2.68,,0,06,0,0,4,,,,,,-1,-1,,,,,,,,,,,,,,,
467,14:11:29,1,,,12,5,1,282,33.11,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
468,14:11:31,1,,,12,5,1,282,33.11,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
469,14:11:33,1,,,12,5,1,282,33.11,12.34,15.02,2.68,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
470,14:11:35,1,,,12,5,1,282,33.50,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
471,14:11:37,1,,,12,5,1,282,33.50,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
472,14:11:39,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
473,14:11:41,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
474,14:11:43,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
475,14:11:45,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
476,14:11:47,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
477,14:11:49,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
478,14:11:51,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
479,14:11:53,1,,,12,5,1,282,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
480,14:11:55,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
481,14:11:57,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
482,14:11:59,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
483,14:12:01,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
484,14:12:03,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
485,14:12:05,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
486,14:12:07,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
487,14:12:09,1,,,12,5,1,281,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
488,14:12:11,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
489,14:12:13,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
490,14:12:15,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
491,14:12:17,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
492,14:12:19,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
493,14:12:21,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
494,14:12:23,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
495,14:12:25,1,,,12,5,1,281,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
496,14:12:27,1,,,12,5,1,280,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
497,14:12:29,1,,,12,5,1,280,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
498,14:12:31,1,,,12,5,1,280,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
499,14:12:33,1,,,12,5,1,280,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
500,14:12:35,1,,,12,5,1,280,33.11,12.01,14.35,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
501,14:12:37,1,,,12,5,1,280,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
502,14:12:39,1,,,12,5,1,280,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
503,14:12:41,1,,,12,5,1,280,33.11,12.34,14.35,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
504,14:12:44,1,,,12,5,1,280,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
505,14:12:46,1,,,12,5,1,280,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
506,14:12:48,1,,,12,5,1,280,33.11,12.34,14.68,2.34,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
507,14:12:50,1,,,12,5,1,280,33.11,12.68,14.68,2.00,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
508,14:12:52,1,,,12,5,1,280,33.11,12.68,14.68,2.00,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
509,14:12:54,1,,,12,5,1,280,33.11,12.68,14.68,2.00,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
510,14:12:56,1,,,12,5,1,280,33.11,12.68,14.68,2.00,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
511,14:12:58,1,,,12,5,1,280,33.11,12.68,14.68,2.00,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
512,14:13:00,1,,,12,5,1,276,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
513,14:13:02,1,,,12,5,1,276,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
514,14:13:04,1,,,12,5,1,276,33.11,13.01,15.02,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
515,14:13:06,1,,,12,5,1,276,33.11,13.01,15.02,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
516,14:13:08,1,,,12,5,1,276,33.11,13.01,15.02,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
517,14:13:10,1,,,12,5,1,276,33.11,13.01,15.02,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
518,14:13:12,1,,,12,5,1,276,33.11,13.01,15.02,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
519,14:13:14,1,,,12,5,1,276,33.11,13.01,15.02,2.01,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
520,14:13:16,1,,,12,5,1,276,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
521,14:13:18,1,,,12,5,1,276,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
522,14:13:20,1,,,12,5,1,276,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
523,14:13:22,1,,,12,5,1,276,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
524,14:13:24,1,,,12,5,1,276,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
525,14:13:26,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
526,14:13:28,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
527,14:13:30,1,,,12,5,1,272,33.11,13.01,14.68,1.67,,0,06,0,0,3,,,,,,-1,-1,,,,,,,,,,,,,,,
