Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Friday, December 04 18:51:44, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V H/P,Multi V 5,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점1,Version:,"0.0.0",LGMV:,8.2.9U,External:,"0"
Installer:,설치자1,EEPROM:,"0.0.0",COMP:,"12.12",FAN:,"2.2"
Model:,모델1,IDU NUM:,10,Connect:,ODU
Site:,현장1,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,목표과열,목표과냉과열,현재고압,현재저압,현재과열,현재과냉과열,가중평균실내온도,압축비,현재과냉,,ACCUM.,4WAY,HEX V/V,균유 V/V,리시버 IN,리시버 OUT,흡입 V/V,오일센서,오일센서2,,열교환기상부,열교환기하부,INV1 예열,INV2 예열,오일제어1,오일제어2,Dry Contact,적설,,,INV 목표/현재,INV 목표/현재,INV2 목표/현재,INV2 목표/현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,,Main EEV,Sub EEV,과냉각기EEV,TVI EEV,VI EEV1,VI EEV2,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,INV2 토출온도,열교환기온도,상부열교환기,하부열교환기,과냉입구온도,과냉출구온도,액관온도,TVI 입구온도,TVI 출구온도,INV IPM온도,INV2 IPM온도,Fan Heatsink,Fan2 Heatsink,습도,소음레벨,
1,18:51:44,2,,,2990,1000,7.0,15.0,2990,712,7.4,6.2,27.50,3.80,5.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.1,50.4,0.7,60.0,7.0,-0.2,220.0,220.0,12.3,6.9,45.1,220.0,220.0,59,39,15,15,22,0,
2,18:51:46,2,,,2990,1000,7.0,15.0,2982,718,7.2,6.0,27.50,3.76,5.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.1,50.3,0.9,60.0,7.0,0.1,220.0,220.0,12.3,6.9,45.1,220.0,220.0,59,39,15,15,22,0,
3,18:51:48,2,,,2990,1000,7.0,15.0,2982,721,7.0,5.8,27.50,3.75,5.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.1,50.3,1.1,60.0,7.0,0.1,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
4,18:51:50,2,,,2990,1000,7.0,15.0,2982,725,7.0,5.7,27.50,3.73,5.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.2,50.3,1.2,60.0,7.0,0.5,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
5,18:51:52,2,,,2990,1000,7.0,15.0,2974,725,7.0,5.7,27.50,3.72,5.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.2,50.2,1.2,60.0,7.0,0.5,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
6,18:51:54,2,,,2990,1000,7.0,15.0,2974,732,6.7,5.5,27.50,3.69,5.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.8,8.2,50.2,1.5,60.0,7.0,0.5,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
7,18:51:56,2,,,2990,1000,7.0,15.0,2974,732,6.7,5.5,27.50,3.69,5.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.8,8.2,50.2,1.5,60.0,7.0,0.5,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
8,18:51:58,2,,,2990,1000,7.0,15.0,2966,735,6.6,5.3,27.50,3.67,5.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.8,8.2,50.1,1.6,61.0,7.0,0.9,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
9,18:52:00,2,,,2990,1000,7.0,15.0,2966,739,6.5,5.2,27.50,3.65,5.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.2,50.1,1.7,61.0,7.0,0.9,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
10,18:52:02,2,,,2990,1000,7.0,15.0,2966,739,6.5,5.2,27.50,3.65,5.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.2,50.1,1.7,61.0,7.0,0.9,220.0,220.0,12.3,6.9,44.6,220.0,220.0,59,39,15,15,22,0,
11,18:52:04,2,,,2990,1000,7.0,15.0,2966,742,6.4,5.1,27.80,3.64,6.0,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.2,50.1,1.8,61.0,7.0,0.9,220.0,220.0,12.3,6.9,44.1,220.0,220.0,59,39,15,15,22,0,
12,18:52:06,2,,,2990,1000,7.0,15.0,2966,742,6.4,5.1,27.80,3.64,6.0,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.2,50.1,1.8,61.0,7.0,1.2,220.0,220.0,12.3,6.9,44.1,220.0,220.0,59,39,15,15,22,0,
13,18:52:08,2,,,2990,1000,7.0,15.0,2958,745,6.2,5.0,27.80,3.61,5.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,223,0,10,0,8,8,,8.9,8.2,50.0,2.0,61.0,7.0,1.2,220.0,220.0,12.3,6.9,44.1,220.0,220.0,59,39,15,15,22,0,
14,18:52:10,2,,,2990,1000,7.0,15.0,2958,745,6.2,5.0,27.80,3.61,5.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,221,0,10,0,8,8,,8.9,8.2,50.0,2.0,61.0,7.0,1.2,220.0,220.0,12.3,6.9,44.1,220.0,220.0,59,39,15,15,22,0,
15,18:52:12,2,,,2990,1000,7.0,15.0,2958,748,6.1,4.8,27.80,3.60,5.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,221,0,10,0,8,8,,8.8,8.2,50.0,2.1,61.0,7.0,1.2,220.0,220.0,12.3,6.9,44.1,220.0,220.0,59,39,15,15,22,0,
16,18:52:14,2,,,2990,1000,7.0,15.0,2949,748,6.1,4.8,27.80,3.59,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,221,0,10,0,8,8,,8.8,8.2,49.9,2.1,61.0,7.0,1.6,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,39,15,15,22,0,
17,18:52:16,2,,,2990,1000,7.0,15.0,2949,748,6.1,4.8,27.80,3.59,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,219,0,10,0,8,8,,8.8,8.2,49.9,2.1,61.0,7.0,1.6,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,39,15,15,22,0,
18,18:52:18,2,,,2990,1000,7.0,15.0,2949,752,6.0,4.7,27.80,3.57,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,219,0,10,0,8,8,,8.8,8.2,49.9,2.2,61.0,7.0,1.6,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,39,15,15,22,0,
19,18:52:20,2,,,2990,1000,7.0,15.0,2949,752,6.0,4.7,27.80,3.57,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,217,0,10,0,8,8,,8.8,8.2,49.9,2.2,61.0,7.0,1.6,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,39,15,15,22,0,
20,18:52:22,2,,,2990,1000,7.0,15.0,2941,755,5.9,4.6,27.80,3.55,5.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,217,0,10,0,8,8,,8.8,8.2,49.8,2.3,61.0,7.0,1.6,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,39,15,15,22,0,
21,18:52:24,2,,,2990,1000,7.0,15.0,2949,758,5.7,4.5,27.80,3.55,6.4,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,215,0,10,0,8,8,,8.8,8.2,49.9,2.5,61.0,7.0,2.0,220.0,220.0,12.3,6.9,43.5,220.0,220.0,58,39,15,15,22,0,
22,18:52:26,2,,,2990,1000,7.0,15.0,2941,758,5.8,4.5,27.80,3.54,6.3,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,215,0,10,0,8,8,,8.7,8.3,49.8,2.5,61.0,7.0,2.0,220.0,220.0,12.7,6.9,43.5,220.0,220.0,58,39,15,15,22,0,
23,18:52:28,2,,,2990,1000,7.0,15.0,2941,761,5.7,4.3,28.20,3.53,6.3,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,215,0,10,0,8,8,,8.7,8.3,49.8,2.6,61.0,7.0,2.0,220.0,220.0,12.7,6.9,43.5,220.0,220.0,58,39,15,15,22,0,
24,18:52:30,2,,,2990,1000,7.0,15.0,2941,765,5.5,4.2,28.20,3.51,6.3,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,17,17.0,0,0.0,1000,1000,1000,1000,,213,0,10,0,8,8,,8.7,8.3,49.8,2.7,61.0,7.0,2.0,220.0,220.0,12.7,6.9,43.5,220.0,220.0,58,39,15,15,22,0,
25,18:52:32,2,,,2990,1000,7.0,15.0,2941,765,5.5,4.2,28.20,3.51,6.3,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,17.0,0,0.0,1000,1000,1000,1000,,213,0,10,0,8,8,,8.7,8.3,49.8,2.7,61.0,7.0,2.0,220.0,220.0,12.7,6.9,43.5,220.0,220.0,58,39,15,15,22,0,
26,18:52:34,2,,,2990,1000,7.0,15.0,2941,765,5.5,4.2,28.20,3.51,6.8,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,17.0,0,0.0,1000,1000,1000,1000,,211,0,10,0,8,8,,8.7,8.3,49.8,2.7,61.0,7.0,2.0,220.0,220.0,12.7,6.9,43.0,220.0,220.0,58,39,15,15,22,0,
27,18:52:36,2,,,2990,1000,7.0,15.0,2941,765,5.5,4.2,28.20,3.51,6.8,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,18.0,0,0.0,1000,1000,1000,1000,,211,0,10,0,8,8,,8.7,8.3,49.8,2.7,61.0,7.0,2.3,220.0,220.0,12.7,6.9,43.0,220.0,220.0,58,39,15,15,23,0,
28,18:52:38,2,,,2990,1000,7.0,15.0,2949,758,5.8,4.5,28.20,3.55,6.9,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,20.0,0,0.0,1000,1000,1000,1000,,211,0,10,0,8,8,,8.7,8.3,49.9,2.5,61.0,7.0,2.3,220.0,220.0,12.7,6.9,43.0,220.0,220.0,58,39,15,15,23,0,
29,18:52:40,2,,,2990,1000,7.0,15.0,2958,752,6.0,4.7,28.20,3.59,7.0,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,22.0,0,0.0,1000,1000,1000,1000,,209,0,10,0,8,8,,8.7,8.3,50.0,2.2,61.0,7.0,2.3,220.0,220.0,12.7,6.9,43.0,220.0,220.0,58,39,15,15,23,0,
30,18:52:42,2,,,2990,1000,7.0,15.0,2966,742,6.4,5.1,28.20,3.64,7.1,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,24.0,0,0.0,1000,1000,1000,1000,,209,0,10,0,8,8,,8.6,8.3,50.1,1.8,61.0,7.0,2.3,220.0,220.0,12.7,6.9,43.0,220.0,220.0,58,39,15,15,22,0,
31,18:52:44,2,,,2990,1000,7.0,15.0,2974,735,6.7,5.3,28.20,3.68,7.2,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,26.0,0,0.0,1000,1000,1000,1000,,209,0,10,0,8,8,,8.6,8.3,50.2,1.6,61.0,7.0,2.3,220.0,220.0,12.7,6.9,43.0,220.0,220.0,58,39,15,15,22,0,
32,18:52:46,2,,,2990,1000,7.0,15.0,2982,728,6.9,5.6,28.20,3.72,7.8,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,291,0,10,0,8,90,,8.6,8.3,50.3,1.3,61.0,7.0,2.3,220.0,220.0,12.3,6.9,42.5,220.0,220.0,58,39,15,15,22,0,
33,18:52:48,2,,,2990,1000,7.0,15.0,2998,725,7.0,6.1,28.20,3.75,8.0,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,374,,8.6,8.3,50.5,1.2,61.0,7.0,2.3,220.0,220.0,12.3,7.3,42.5,220.0,220.0,58,39,15,15,22,0,
34,18:52:50,2,,,2990,1000,7.0,15.0,3006,725,7.0,6.1,28.20,3.76,8.2,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,496,,8.6,8.3,50.7,1.2,61.0,7.0,2.3,220.0,220.0,12.3,7.3,42.5,220.0,220.0,58,39,15,15,22,0,
35,18:52:52,2,,,2990,1000,7.0,15.0,3006,732,6.8,5.9,28.20,3.73,8.2,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,780,,8.6,8.3,50.7,1.5,61.0,7.0,2.3,220.0,220.0,12.3,7.3,42.5,220.0,220.0,58,39,15,15,22,0,
36,18:52:54,2,,,2990,1000,7.0,15.0,3014,735,6.6,5.7,28.20,3.73,7.8,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,922,,8.6,8.2,50.8,1.6,61.0,7.0,2.3,220.0,220.0,12.3,7.3,43.0,220.0,220.0,58,39,15,15,22,0,
37,18:52:56,2,,,2990,1000,7.0,15.0,3014,742,6.4,5.5,28.20,3.69,7.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,1186,,8.6,8.2,50.8,1.8,61.0,7.0,2.3,220.0,220.0,12.3,7.3,43.0,220.0,220.0,58,39,15,15,22,0,
38,18:52:58,2,,,2990,1000,7.0,15.0,3014,745,6.2,5.4,28.20,3.68,7.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,1327,,8.6,8.2,50.8,2.0,61.0,7.0,2.3,220.0,220.0,12.3,7.3,43.0,220.0,220.0,58,39,15,15,22,0,
39,18:53:00,2,,,2990,1000,7.0,15.0,3023,752,6.0,4.7,28.20,3.66,7.4,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,1612,,8.6,8.2,50.9,2.2,61.0,7.0,2.0,220.0,220.0,12.3,6.9,43.5,220.0,220.0,58,39,15,15,22,0,
40,18:53:02,2,,,2990,1000,7.0,15.0,3023,755,5.8,5.0,28.20,3.65,7.4,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,1754,,8.6,8.1,50.9,2.3,61.0,7.0,2.0,220.0,220.0,12.3,7.3,43.5,220.0,220.0,58,39,15,15,22,0,
41,18:53:04,2,,,2990,1000,7.0,15.0,3014,761,5.5,4.3,28.20,3.61,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,8.1,50.8,2.6,61.0,7.0,2.0,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,39,15,15,22,0,
42,18:53:06,2,,,2990,1000,7.0,15.0,3014,761,5.5,4.3,28.20,3.61,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,0.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,8.1,50.8,2.6,61.0,7.0,2.0,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,40,15,15,22,0,
43,18:53:08,2,,,2990,1000,7.0,15.0,3014,745,6.2,5.0,28.20,3.68,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,20.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,8.1,50.8,2.0,61.0,7.0,2.0,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,43,15,15,22,0,
44,18:53:10,2,,,2990,1000,7.0,15.0,3014,732,6.7,5.5,28.20,3.74,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,24.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,8.1,50.8,1.5,62.0,7.0,2.3,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,42,15,15,22,0,
45,18:53:12,2,,,2990,1000,7.0,15.0,3014,718,7.1,6.0,28.60,3.80,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,8.0,50.8,0.9,62.0,7.0,2.3,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,41,15,15,22,0,
46,18:53:14,2,,,2990,1000,7.0,15.0,3014,712,7.3,6.2,28.60,3.83,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,8.0,50.8,0.7,62.0,7.0,2.3,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,42,15,15,22,0,
47,18:53:16,2,,,2990,1000,7.0,15.0,3014,702,7.7,6.6,28.60,3.88,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,8.0,50.8,0.3,62.0,7.0,2.3,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,42,15,15,22,0,
48,18:53:18,2,,,2990,1000,7.0,15.0,3014,692,8.0,7.0,28.60,3.93,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,7.9,50.8,-0.1,62.0,7.0,2.0,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,42,15,15,22,0,
49,18:53:20,2,,,2990,1000,7.0,15.0,3014,686,8.3,7.3,28.60,3.96,6.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,1000,1000,1000,1000,,359,0,10,0,8,1950,,8.6,7.9,50.8,-0.4,62.0,7.0,2.0,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,42,15,15,22,0,
50,18:53:22,2,,,2500,1000,7.0,15.0,3006,676,8.6,7.7,28.60,4.00,6.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,1000,0,1000,,359,0,10,0,8,1929,,8.6,7.9,50.7,-0.8,62.0,7.0,2.0,220.0,220.0,12.3,6.9,44.1,220.0,220.0,58,43,15,15,22,0,
51,18:53:24,2,,,2500,1000,7.0,15.0,3014,669,8.8,7.9,28.60,4.04,7.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,1000,0,0,,359,0,10,0,8,1645,,8.6,7.8,50.8,-1.0,62.0,9.0,2.0,220.0,220.0,12.3,6.9,43.5,220.0,220.0,58,43,15,15,22,0,
52,18:53:26,2,,,2500,1000,7.0,15.0,3006,647,9.7,8.9,28.60,4.15,7.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,359,0,10,0,8,1117,,8.7,7.7,50.7,-2.0,62.0,9.0,1.6,220.0,220.0,12.3,6.9,43.5,220.0,220.0,58,43,15,15,22,0,
53,18:53:28,2,,,2500,1000,7.0,15.0,3006,634,10.2,9.4,28.60,4.23,7.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,359,0,10,0,8,833,,8.7,7.7,50.7,-2.5,62.0,9.0,1.6,220.0,220.0,12.3,6.9,43.0,220.0,220.0,58,44,13,13,22,0,
54,18:53:30,2,,,2500,1000,7.0,15.0,3006,598,11.7,11.0,28.60,4.44,7.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,359,0,10,0,8,305,,8.7,7.6,50.7,-4.1,62.0,11.0,1.2,220.0,220.0,12.3,6.9,43.0,220.0,220.0,58,44,13,13,22,0,
55,18:53:32,2,,,2500,1000,7.0,15.0,3006,582,12.3,11.7,28.60,4.55,8.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,359,0,10,0,8,21,,8.7,7.5,50.7,-4.8,62.0,11.0,0.9,220.0,220.0,12.3,6.9,42.5,220.0,220.0,58,45,13,13,22,0,
56,18:53:34,2,,,2500,1000,7.0,15.0,3006,552,13.5,13.0,28.60,4.76,8.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,559,0,20,0,8,8,,8.7,7.4,50.7,-6.1,62.0,11.0,0.5,220.0,220.0,12.3,6.9,42.5,220.0,220.0,58,45,13,13,22,0,
57,18:53:36,2,,,2500,1000,7.0,15.0,2998,549,13.5,13.1,28.60,4.77,8.4,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,681,0,20,0,8,8,,8.7,7.3,50.5,-6.2,62.0,13.0,0.1,220.0,220.0,12.3,6.9,42.1,220.0,220.0,58,45,13,13,22,0,
58,18:53:38,2,,,2500,1000,7.0,15.0,2990,556,13.2,12.8,28.60,4.70,8.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,965,0,20,0,8,8,,8.7,7.3,50.4,-5.9,63.0,15.0,-0.6,220.0,220.0,12.3,6.9,42.1,220.0,220.0,58,45,13,13,22,0,
59,18:53:40,2,,,2500,1000,7.0,15.0,2982,565,12.7,12.3,28.60,4.63,8.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,1107,0,20,0,8,8,,8.7,7.3,50.3,-5.4,63.0,15.0,-1.0,220.0,220.0,12.3,6.9,41.6,220.0,220.0,58,46,13,13,22,0,
60,18:53:42,2,,,2500,1000,7.0,15.0,2974,585,11.8,11.6,28.60,4.48,9.1,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,1371,0,20,0,8,8,,8.7,7.2,50.2,-4.7,64.0,17.0,-1.4,220.0,220.0,12.3,6.9,41.1,220.0,220.0,58,46,13,13,22,0,
61,18:53:44,2,,,2500,1000,7.0,15.0,2966,604,10.8,10.7,28.60,4.35,9.0,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,1513,0,20,0,8,8,,8.7,7.1,50.1,-3.8,64.0,17.0,-1.8,220.0,220.0,12.3,6.9,41.1,220.0,220.0,58,47,13,13,22,0,
62,18:53:46,2,,,2500,1000,7.0,15.0,2958,614,10.4,10.3,29.00,4.28,8.9,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,30,30.0,30,30.0,0,0,0,0,,1655,0,20,0,8,8,,8.7,7.1,50.0,-3.3,64.0,19.0,-1.8,220.0,220.0,12.3,6.9,41.1,220.0,220.0,57,47,13,13,22,0,
63,18:53:48,2,,,2500,1000,7.0,15.0,2941,627,9.8,9.7,29.00,4.18,8.2,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,65,30.0,65,30.0,0,0,0,0,,1919,0,20,0,8,8,,8.7,7.0,49.8,-2.8,64.0,19.0,-1.8,220.0,220.0,12.3,6.9,41.6,220.0,220.0,57,47,13,13,22,0,
64,18:53:50,2,,,2500,1000,7.0,15.0,2491,778,3.8,3.8,29.00,2.95,0.9,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,65,30.0,65,30.0,0,0,0,0,,1950,0,20,0,8,8,,8.7,6.9,43.0,3.1,64.0,20.0,-1.8,220.0,220.0,12.7,6.9,42.1,220.0,220.0,57,47,13,13,22,0,
65,18:53:52,2,,,2500,1000,7.0,15.0,1920,1918,-26.2,-26.0,29.30,1.00,-9.7,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,65,34.0,65,35.0,0,0,0,0,,1950,0,20,0,8,8,,8.7,6.7,32.8,32.9,65.0,22.0,-1.4,220.0,220.0,12.7,6.9,42.5,220.0,220.0,55,47,13,13,22,0,
66,18:53:54,2,,,2500,1000,7.0,15.0,1903,1885,-25.2,-25.3,29.30,1.01,-10.0,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,65,35.0,65,35.0,0,0,0,0,,1950,0,20,0,8,8,,8.7,7.0,32.5,32.2,65.0,23.0,-1.0,220.0,220.0,12.7,6.9,42.5,220.0,220.0,54,47,13,13,22,0,
67,18:53:56,2,,,2500,1000,7.0,15.0,1879,1790,-21.1,-22.3,29.30,1.05,-10.1,,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,65,36.0,65,37.0,0,0,0,0,,1950,0,20,0,8,8,,8.7,9.1,32.0,30.3,65.0,23.0,0.5,220.0,220.0,13.0,8.0,42.1,220.0,220.0,52,45,13,13,22,0,
