Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Friday, December 04 18:51:44, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V H/P,Multi V 5,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점1,Version:,"0.0.0",LGMV:,8.2.9U,External:,"0"
Installer:,설치자1,EEPROM:,"0.0.0",COMP:,"12.12",FAN:,"2.2"
Model:,모델1,IDU NUM:,10,Connect:,ODU
Site:,현장1,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,목표과열,목표과냉과열,현재고압,현재저압,현재과열,현재과냉과열,가중평균실내온도,압축비,현재과냉,,ACCUM.,4WAY,HEX V/V,균유 V/V,리시버 IN,리시버 OUT,흡입 V/V,오일센서,오일센서2,,열교환기상부,열교환기하부,INV1 예열,INV2 예열,오일제어1,오일제어2,Dry Contact,적설,,,INV 목표/현재,INV 목표/현재,INV2 목표/현재,INV2 목표/현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,,Main EEV,Sub EEV,과냉각기EEV,TVI EEV,VI EEV1,VI EEV2,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,INV2 토출온도,열교환기온도,상부열교환기,하부열교환기,과냉입구온도,과냉출구온도,액관온도,TVI 입구온도,TVI 출구온도,INV IPM온도,INV2 IPM온도,Fan Heatsink,Fan2 Heatsink,습도,소음레벨,
190,18:58:03,2,,,2990,1000,7.0,15.0,1560,451,30.8,23.3,16.00,3.01,4.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,49.0,0,0.0,1000,1000,1000,1000,,621,0,10,0,8,8,,9.5,19.8,25.2,-11.0,32.0,20.0,5.2,220.0,220.0,17.0,12.3,20.4,220.0,220.0,38,29,20,20,21,0,
191,18:58:05,2,,,2990,1000,7.0,15.0,1576,457,30.2,22.7,16.40,3.00,5.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,621,0,10,0,8,8,,9.5,19.5,25.6,-10.7,32.0,20.0,3.8,220.0,220.0,17.0,12.0,20.4,220.0,220.0,37,29,20,20,21,0,
192,18:58:07,2,,,2990,1000,7.0,15.0,1601,490,27.8,21.0,16.70,2.88,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,639,0,10,0,8,8,,9.4,18.8,26.1,-9.0,32.0,20.0,1.2,220.0,220.0,16.7,12.0,20.4,220.0,220.0,37,29,20,20,21,0,
193,18:58:09,2,,,2990,1000,7.0,15.0,1609,503,26.8,20.4,17.00,2.83,5.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,639,0,10,0,8,8,,9.4,18.4,26.3,-8.4,32.0,20.0,0.5,220.0,220.0,16.7,12.0,20.4,220.0,220.0,37,28,20,20,20,0,
194,18:58:11,2,,,2990,1000,7.0,15.0,1626,512,26.0,19.6,17.00,2.82,6.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,658,0,10,0,8,8,,9.4,18.0,26.7,-7.9,32.0,20.0,-0.2,220.0,220.0,16.7,11.7,20.4,220.0,220.0,37,28,20,20,20,0,
195,18:58:13,2,,,2990,1000,7.0,15.0,1650,535,24.0,18.1,18.00,2.75,6.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,658,0,10,0,8,8,,9.4,17.2,27.2,-6.8,32.0,19.0,-1.4,220.0,220.0,16.4,11.3,21.1,220.0,220.0,37,28,20,20,20,0,
196,18:58:15,2,,,2990,1000,7.0,15.0,1666,522,24.2,18.8,18.00,2.84,6.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,658,0,10,0,8,8,,9.4,16.8,27.5,-7.4,33.0,19.0,-1.8,220.0,220.0,16.4,11.3,21.4,220.0,220.0,37,28,20,20,20,0,
197,18:58:17,2,,,2990,1000,7.0,15.0,1691,483,25.2,19.7,19.10,3.07,6.0,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,677,0,10,0,8,8,,9.3,15.8,28.1,-9.4,33.0,19.0,-2.6,220.0,220.0,16.4,10.3,22.1,220.0,220.0,37,28,19,19,20,0,
198,18:58:19,2,,,2990,1000,7.0,15.0,1699,473,25.3,19.9,19.10,3.13,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,677,0,10,0,8,8,,9.3,15.4,28.3,-9.9,33.0,19.0,-2.6,220.0,220.0,16.0,10.0,22.5,220.0,220.0,36,28,19,19,20,0,
199,18:58:21,2,,,2990,1000,7.0,15.0,1707,460,25.7,20.3,19.10,3.22,5.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,677,0,10,0,8,8,,9.3,15.1,28.4,-10.6,33.0,19.0,-3.0,220.0,220.0,16.0,9.7,22.5,220.0,220.0,36,28,19,19,21,0,
200,18:58:23,2,,,2990,1000,7.0,15.0,1732,444,25.6,20.4,19.70,3.36,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,731,0,10,0,8,8,,9.2,14.2,29.0,-11.4,33.0,19.0,-3.8,220.0,220.0,16.0,9.0,23.2,220.0,220.0,36,28,19,19,20,0,
201,18:58:25,2,,,2990,1000,7.0,15.0,1740,454,24.6,19.5,19.70,3.32,5.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,731,0,10,0,8,8,,9.2,13.8,29.1,-10.9,33.0,19.0,-4.2,220.0,220.0,16.0,8.6,23.5,220.0,220.0,36,28,19,19,21,0,
202,18:58:27,2,,,2990,1000,7.0,15.0,1764,473,22.8,17.9,20.40,3.25,5.4,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,767,0,10,0,8,8,,9.1,12.9,29.6,-9.9,33.0,19.0,-5.0,220.0,220.0,15.7,8.0,24.2,220.0,220.0,36,28,18,18,21,0,
203,18:58:29,2,,,2990,1000,7.0,15.0,1772,473,22.5,17.5,20.40,3.26,5.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,767,0,10,0,8,8,,9.1,12.6,29.8,-9.9,32.0,19.0,-5.4,220.0,220.0,15.7,7.6,24.2,220.0,220.0,36,28,18,18,21,0,
204,18:58:31,2,,,2990,1000,7.0,15.0,1797,457,22.5,18.0,20.80,3.40,5.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,790,0,10,0,8,8,,9.1,11.8,30.4,-10.7,32.0,19.0,-5.8,220.0,220.0,15.4,7.3,24.9,220.0,220.0,36,28,18,18,21,0,
205,18:58:33,2,,,2990,1000,7.0,15.0,1805,451,22.5,17.9,20.80,3.45,5.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,790,0,10,0,8,8,,9.1,11.5,30.5,-11.0,33.0,17.0,-5.8,220.0,220.0,15.4,6.9,25.3,220.0,220.0,36,28,18,18,21,0,
206,18:58:35,2,,,2990,1000,7.0,15.0,1822,431,22.9,18.7,21.40,3.61,5.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,790,0,10,0,8,8,,9.0,10.8,30.9,-12.1,33.0,17.0,-6.3,220.0,220.0,15.4,6.6,25.7,220.0,220.0,37,28,18,18,21,0,
207,18:58:37,2,,,2990,1000,7.0,15.0,1838,425,22.9,19.0,21.40,3.68,5.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,853,0,10,0,8,8,,9.0,10.5,31.1,-12.4,33.0,17.0,-6.3,220.0,220.0,15.0,6.6,26.0,220.0,220.0,37,28,18,18,21,0,
208,18:58:39,2,,,2990,1000,7.0,15.0,1846,428,22.3,18.4,21.40,3.68,4.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,853,0,10,0,8,8,,8.9,10.1,31.3,-12.2,33.0,17.0,-7.1,220.0,220.0,15.0,6.2,26.4,220.0,220.0,37,28,18,18,21,0,
209,18:58:41,2,,,2990,1000,7.0,15.0,1862,425,22.2,18.3,21.80,3.73,4.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,874,0,10,0,8,8,,8.9,9.8,31.6,-12.4,33.0,17.0,-7.1,220.0,220.0,15.0,5.9,26.7,220.0,220.0,37,28,18,18,21,0,
210,18:58:43,2,,,2990,1000,7.0,15.0,1879,431,21.2,18.0,21.80,3.72,4.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,921,0,10,0,8,8,,8.9,9.1,32.0,-12.1,33.0,17.0,-8.0,220.0,220.0,14.7,5.9,27.1,220.0,220.0,37,28,17,17,21,0,
211,18:58:45,2,,,2990,1000,7.0,15.0,1887,428,21.2,17.7,21.80,3.76,5.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,921,0,10,0,8,8,,8.9,9.0,32.2,-12.2,33.0,17.0,-8.0,220.0,220.0,14.7,5.5,27.1,220.0,220.0,37,29,17,17,21,0,
212,18:58:47,2,,,2990,1000,7.0,15.0,1895,428,20.9,17.7,22.10,3.77,4.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,967,0,10,0,8,8,,8.9,8.6,32.3,-12.2,33.0,17.0,-8.5,220.0,220.0,14.7,5.5,27.5,220.0,220.0,37,29,17,17,21,0,
213,18:58:49,2,,,2990,1000,7.0,15.0,1912,428,20.6,17.7,22.10,3.80,4.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,967,0,10,0,8,8,,8.8,8.4,32.6,-12.2,33.0,17.0,-8.5,220.0,220.0,14.3,5.5,27.8,220.0,220.0,37,29,17,17,21,0,
214,18:58:51,2,,,2990,1000,7.0,15.0,1928,428,20.4,17.4,22.50,3.83,5.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1044,0,10,0,8,8,,8.8,8.2,33.0,-12.2,33.0,17.0,-8.5,220.0,220.0,14.3,5.2,27.8,220.0,220.0,37,29,17,17,21,0,
215,18:58:53,2,,,2990,1000,7.0,15.0,1928,431,20.0,17.3,22.50,3.81,4.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1044,0,10,0,8,8,,8.7,7.9,33.0,-12.1,33.0,17.0,-8.9,220.0,220.0,14.3,5.2,28.2,220.0,220.0,37,29,17,17,21,0,
216,18:58:55,2,,,2990,1000,7.0,15.0,1936,431,19.9,17.3,22.50,3.83,4.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1044,0,10,0,8,8,,8.7,7.8,33.1,-12.1,33.0,17.0,-8.9,220.0,220.0,14.3,5.2,28.2,220.0,220.0,38,29,17,17,21,0,
217,18:58:57,2,,,2990,1000,7.0,15.0,1952,434,19.4,17.1,22.10,3.84,5.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1127,0,10,0,8,8,,8.7,7.5,33.5,-11.9,33.0,17.0,-8.9,220.0,220.0,14.0,5.2,28.2,220.0,220.0,38,29,17,17,21,0,
218,18:58:59,2,,,2990,1000,7.0,15.0,1952,434,19.2,16.7,22.10,3.84,4.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1127,0,10,0,8,8,,8.6,7.3,33.5,-11.9,33.0,17.0,-9.4,220.0,220.0,14.0,4.8,28.6,220.0,220.0,38,30,16,16,21,0,
219,18:59:01,2,,,2990,1000,7.0,15.0,1968,441,18.6,16.3,22.50,3.82,5.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.6,7.1,33.8,-11.5,33.0,17.0,-8.9,220.0,220.0,13.7,4.8,28.6,220.0,220.0,38,30,16,16,21,0,
220,18:59:03,2,,,2990,1000,7.0,15.0,1968,441,18.5,16.3,22.50,3.82,5.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.6,7.0,33.8,-11.5,33.0,17.0,-9.4,220.0,220.0,14.0,4.8,28.6,220.0,220.0,38,30,16,16,21,0,
221,18:59:05,2,,,2990,1000,7.0,15.0,1977,447,18.1,16.0,22.50,3.79,5.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.6,6.9,33.9,-11.2,33.0,17.0,-9.4,220.0,220.0,14.0,4.8,28.6,220.0,220.0,38,30,16,16,21,0,
222,18:59:07,2,,,2990,1000,7.0,15.0,1993,477,16.4,14.5,21.80,3.62,5.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.6,6.7,34.2,-9.7,33.0,15.0,-9.4,220.0,220.0,13.7,4.8,28.6,220.0,220.0,38,30,16,16,21,0,
223,18:59:09,2,,,2990,1000,7.0,15.0,2001,490,15.7,13.5,21.80,3.56,5.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.6,6.7,34.3,-9.0,33.0,15.0,-9.4,220.0,220.0,13.7,4.5,29.0,220.0,220.0,38,30,16,16,21,0,
224,18:59:11,2,,,2990,1000,7.0,15.0,2018,519,14.2,12.1,21.80,3.42,5.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,6.6,34.7,-7.6,33.0,15.0,-8.9,220.0,220.0,13.7,4.5,29.0,220.0,220.0,38,30,16,16,21,0,
225,18:59:13,2,,,2990,1000,7.0,15.0,2026,532,13.4,11.0,21.80,3.36,5.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,6.5,34.8,-6.9,33.0,15.0,-8.9,220.0,220.0,13.7,4.1,29.0,220.0,220.0,38,30,16,16,21,0,
226,18:59:15,2,,,2990,1000,7.0,15.0,2050,562,12.0,9.0,21.40,3.24,6.0,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,6.4,35.3,-5.6,33.0,15.0,-8.5,220.0,220.0,13.3,3.4,29.3,220.0,220.0,39,30,16,16,21,0,
227,18:59:17,2,,,2990,1000,7.0,15.0,2058,569,11.7,8.4,21.40,3.22,6.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,6.3,35.4,-5.3,34.0,15.0,-8.0,220.0,220.0,13.3,3.1,29.3,220.0,220.0,39,30,16,16,21,0,
228,18:59:19,2,,,2990,1000,7.0,15.0,2083,578,11.2,7.2,21.40,3.22,6.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,6.3,35.8,-4.9,34.0,15.0,-7.6,220.0,220.0,13.3,2.3,29.7,220.0,220.0,39,31,15,16,21,0,
229,18:59:21,2,,,2990,1000,7.0,15.0,2099,585,10.8,6.3,21.10,3.21,6.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,6.2,36.2,-4.7,34.0,15.0,-7.1,220.0,220.0,13.3,1.6,29.7,220.0,220.0,39,31,16,16,21,0,
230,18:59:23,2,,,2990,1000,7.0,15.0,2116,582,11.0,5.7,21.40,3.24,6.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.4,6.2,36.5,-4.8,34.0,15.0,-6.7,220.0,220.0,13.3,0.9,29.7,220.0,220.0,39,31,15,15,21,0,
231,18:59:25,2,,,2990,1000,7.0,15.0,2124,575,11.2,5.6,21.10,3.29,6.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.4,6.1,36.6,-5.1,34.0,15.0,-6.3,220.0,220.0,13.3,0.5,29.7,220.0,220.0,39,31,15,15,21,0,
232,18:59:27,2,,,2990,1000,7.0,15.0,2141,545,12.5,6.1,21.10,3.47,7.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.4,6.1,36.9,-6.3,34.0,15.0,-5.4,220.0,220.0,13.0,-0.2,29.0,220.0,220.0,39,31,15,15,21,0,
233,18:59:29,2,,,2990,1000,7.0,15.0,2149,545,12.4,5.7,20.80,3.48,8.4,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.4,6.1,37.0,-6.3,34.0,15.0,-5.4,220.0,220.0,13.0,-0.6,28.6,220.0,220.0,39,31,15,15,21,0,
234,18:59:31,2,,,2990,1000,7.0,15.0,2165,565,11.4,4.0,20.80,3.40,9.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.4,6.0,37.3,-5.4,34.0,15.0,-5.0,220.0,220.0,13.0,-1.4,28.2,220.0,220.0,39,30,15,15,21,0,
235,18:59:33,2,,,2990,1000,7.0,15.0,2165,578,10.9,3.5,20.40,3.34,9.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.4,6.0,37.3,-4.9,36.0,15.0,-5.0,220.0,220.0,13.0,-1.4,27.8,220.0,220.0,39,30,15,15,21,0,
236,18:59:35,2,,,2990,1000,7.0,15.0,2181,611,9.4,1.7,20.40,3.20,10.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,5.9,37.7,-3.5,36.0,15.0,-5.0,220.0,220.0,13.0,-1.8,27.5,220.0,220.0,39,30,15,15,21,0,
237,18:59:37,2,,,2990,1000,7.0,15.0,2181,624,8.9,0.8,20.40,3.15,10.6,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,5.9,37.7,-3.0,36.0,15.0,-4.6,220.0,220.0,13.0,-2.2,27.1,220.0,220.0,39,30,15,15,21,0,
238,18:59:39,2,,,2990,1000,7.0,15.0,2197,653,7.6,-0.5,20.40,3.05,10.9,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,5.9,38.0,-1.7,36.0,15.0,-4.2,220.0,220.0,13.0,-2.2,27.1,220.0,220.0,39,30,15,15,21,0,
239,18:59:42,2,,,2990,1000,7.0,15.0,2197,663,7.2,-0.9,20.40,3.01,11.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.5,5.9,38.0,-1.3,36.0,15.0,-3.8,220.0,220.0,12.7,-2.2,26.7,220.0,220.0,39,30,15,15,21,0,
240,18:59:44,2,,,2990,1000,7.0,15.0,2214,682,6.4,-2.1,20.10,2.96,11.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.6,5.9,38.3,-0.5,37.0,15.0,-3.0,220.0,220.0,12.7,-2.6,26.7,220.0,220.0,39,30,15,15,21,0,
241,18:59:46,2,,,2990,1000,7.0,15.0,2222,689,6.2,-2.3,20.40,2.94,11.7,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1200,0,10,0,8,8,,8.6,5.9,38.4,-0.3,37.0,15.0,-3.0,220.0,220.0,12.7,-2.6,26.7,220.0,220.0,39,30,15,15,21,0,
242,18:59:48,2,,,2990,1000,7.0,15.0,2239,699,5.7,-3.2,20.10,2.92,12.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1188,0,10,0,8,8,,8.6,5.9,38.7,0.2,37.0,15.0,-1.8,220.0,220.0,12.7,-3.0,26.4,220.0,220.0,39,30,15,15,21,0,
243,18:59:50,2,,,2990,1000,7.0,15.0,2239,705,5.5,-3.4,20.40,2.90,12.3,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1188,0,10,0,8,8,,8.6,6.0,38.7,0.4,37.0,15.0,-1.8,220.0,220.0,12.7,-3.0,26.4,220.0,220.0,39,30,15,15,21,0,
244,18:59:52,2,,,2990,1000,7.0,15.0,2247,708,5.4,-3.6,20.10,2.90,12.4,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1188,0,10,0,8,8,,8.6,6.0,38.8,0.6,37.0,15.0,-1.4,220.0,220.0,12.7,-3.0,26.4,220.0,220.0,39,29,15,15,21,0,
245,18:59:54,2,,,2990,1000,7.0,15.0,2263,715,5.1,-3.8,20.10,2.90,13.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1177,0,10,0,8,8,,8.6,6.0,39.1,0.8,38.0,15.0,-0.6,220.0,220.0,12.7,-3.0,26.0,220.0,220.0,39,29,15,15,21,0,
246,18:59:56,2,,,2990,1000,7.0,15.0,2263,718,5.1,-3.9,20.10,2.89,13.1,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1177,0,10,0,8,8,,8.6,6.1,39.1,0.9,38.0,15.0,0.1,220.0,220.0,12.7,-3.0,26.0,220.0,220.0,39,29,15,15,21,0,
247,18:59:58,2,,,2990,1000,7.0,15.0,2271,721,5.0,-4.1,20.10,2.88,13.5,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1166,0,10,0,8,8,,8.6,6.1,39.2,1.1,38.0,15.0,0.5,220.0,220.0,12.7,-3.0,25.7,220.0,220.0,39,29,15,15,21,0,
248,19:00:00,2,,,2990,1000,7.0,15.0,2279,728,4.7,-4.3,20.80,2.87,14.0,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1166,0,10,0,8,8,,8.6,6.1,39.3,1.3,38.0,15.0,0.9,220.0,220.0,12.7,-3.0,25.3,220.0,220.0,39,29,15,15,21,0,
249,19:00:02,2,,,2990,1000,7.0,15.0,2287,735,4.4,-4.6,20.40,2.86,14.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1166,0,10,0,8,8,,8.6,6.0,39.5,1.6,39.0,15.0,1.2,220.0,220.0,12.3,-3.0,25.3,220.0,220.0,39,29,15,15,21,0,
250,19:00:04,2,,,2990,1000,7.0,15.0,2295,742,4.0,-4.8,21.10,2.84,14.8,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1155,0,10,0,8,8,,8.6,5.8,39.7,1.8,39.0,13.0,2.0,220.0,220.0,12.3,-3.0,24.9,220.0,220.0,38,29,15,15,21,0,
251,19:00:06,2,,,2990,1000,7.0,15.0,2304,745,3.9,-4.5,21.40,2.84,15.2,,0,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1155,0,10,0,8,8,,8.6,5.8,39.8,2.0,39.0,13.0,2.0,220.0,220.0,12.3,-2.6,24.6,220.0,220.0,38,29,15,15,21,0,
252,19:00:08,2,,,2990,1000,7.0,15.0,2320,752,3.4,-4.8,22.10,2.84,15.5,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1132,0,10,0,8,8,,8.5,5.6,40.1,2.2,39.0,13.0,2.7,220.0,220.0,12.3,-2.6,24.6,220.0,220.0,38,28,15,15,21,0,
253,19:00:10,2,,,2990,1000,7.0,15.0,2328,761,2.9,-5.2,22.80,2.82,15.6,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1132,0,10,0,8,8,,8.5,5.4,40.3,2.6,40.0,13.0,2.7,220.0,220.0,12.3,-2.6,24.6,220.0,220.0,38,28,15,15,21,0,
254,19:00:12,2,,,2990,1000,7.0,15.0,2345,765,2.6,-5.3,23.20,2.82,15.9,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1099,0,10,0,8,8,,8.5,5.3,40.5,2.7,40.0,13.0,3.1,220.0,220.0,12.3,-2.6,24.6,220.0,220.0,38,28,15,15,21,0,
255,19:00:14,2,,,2990,1000,7.0,15.0,2345,768,2.4,-5.4,24.20,2.81,15.9,,1,1,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,,,50,50.0,0,0.0,1000,1000,1000,1000,,1099,0,10,0,8,8,,8.5,5.2,40.5,2.8,40.0,13.0,3.4,220.0,220.0,12.3,-2.6,24.6,220.0,220.0,38,28,15,15,21,0,
