Micom IDU2 Data,Time Interval = 2 sec,Save Start Time:,"Friday, December 04 18:51:44, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V H/P,Multi V 5,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점1,Version:,"0.0.0",LGMV:,8.2.9U,External:,"0"
Installer:,설치자1,EEPROM:,"0.0.0",COMP:,"12.12",FAN:,"2.2"
Model:,모델1,IDU NUM:,10,Connect:,ODU
Site:,현장1,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량9,모드9,풍량9,EEV9,공기9,배관in9,배관out9,SC/SH9,추가정보9,통신9,CEN9,에러9,습도9,H/L9,,,,,용량10,모드10,풍량10,EEV10,공기10,배관in10,배관out10,SC/SH10,추가정보10,통신10,CEN10,에러10,습도10,H/L10,,,,
826,19:19:19,2,,,18,6,2,234,17.82,42.06,60.43,8.72,,18,0,0,0,0,,,,,28,6,2,1350,18.47,40.16,62.93,10.62,,11,0,0,0,0,,,,
827,19:19:21,2,,,18,6,2,231,17.82,42.55,61.24,8.45,,18,0,0,0,0,,,,,28,6,2,1350,18.47,40.16,62.93,10.84,,11,0,0,0,0,,,,
828,19:19:23,2,,,18,6,2,231,17.82,42.55,61.24,8.55,,19,0,0,0,0,,,,,28,6,2,1350,18.47,40.16,62.93,10.94,,11,0,0,0,0,,,,
829,19:19:25,2,,,18,6,2,231,17.82,42.55,61.24,8.65,,19,0,0,0,0,,,,,28,6,2,1350,18.47,40.16,62.93,11.04,,12,0,0,0,0,,,,
830,19:19:27,2,,,18,6,2,231,17.82,42.55,61.24,8.75,,20,0,0,0,0,,,,,28,6,2,1350,18.79,40.16,63.81,11.14,,12,0,0,0,0,,,,
831,19:19:29,2,,,18,6,2,231,17.82,42.55,61.24,8.88,,20,0,0,0,0,,,,,28,6,2,1350,18.79,40.16,63.81,11.26,,13,0,0,0,0,,,,
832,19:19:31,2,,,18,6,2,231,17.82,42.55,62.08,8.88,,20,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,64.71,12.18,,13,0,0,0,0,,,,
833,19:19:33,2,,,18,6,2,231,17.82,42.55,62.08,9.13,,21,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,64.71,12.43,,14,0,0,0,0,,,,
834,19:19:35,2,,,18,6,2,228,17.82,42.55,62.93,9.13,,21,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,64.71,12.43,,14,0,0,0,0,,,,
835,19:19:37,2,,,18,6,2,228,17.82,42.55,62.93,9.25,,22,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,64.71,12.56,,15,0,0,0,0,,,,
836,19:19:39,2,,,18,6,2,228,17.82,42.55,62.93,9.35,,22,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,64.71,12.66,,15,0,0,0,0,,,,
837,19:19:41,2,,,18,6,2,228,17.82,42.55,62.93,9.45,,23,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,65.63,12.76,,16,0,0,0,0,,,,
838,19:19:43,2,,,18,6,2,228,17.82,42.55,62.93,9.55,,23,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,65.63,12.86,,16,0,0,0,0,,,,
839,19:19:45,2,,,18,6,2,228,17.82,42.06,63.81,10.04,,24,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,65.63,12.86,,16,0,0,0,0,,,,
840,19:19:47,2,,,18,6,2,228,17.82,42.06,63.81,10.14,,24,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,65.63,12.96,,17,0,0,0,0,,,,
841,19:19:49,2,,,18,6,2,228,17.82,42.06,63.81,10.26,,24,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,66.58,13.08,,17,0,0,0,0,,,,
842,19:19:51,2,,,18,6,2,228,17.82,42.06,63.81,10.39,,25,0,0,0,0,,,,,28,6,2,1350,18.79,39.24,66.58,13.21,,18,0,0,0,0,,,,
843,19:19:53,2,,,18,6,2,228,17.82,42.06,64.71,10.39,,25,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,67.57,14.12,,18,0,0,0,0,,,,
844,19:19:55,2,,,18,6,2,228,17.82,42.06,64.71,10.39,,26,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,67.57,14.12,,19,0,0,0,0,,,,
845,19:19:57,2,,,18,6,2,228,17.82,42.06,65.63,10.51,,26,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,67.57,14.24,,19,0,0,0,0,,,,
846,19:19:59,2,,,18,6,2,228,17.82,42.06,65.63,10.51,,27,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,67.57,14.24,,20,0,0,0,0,,,,
847,19:20:01,2,,,18,6,2,229,17.82,42.06,65.63,10.64,,27,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,67.57,14.37,,20,0,0,0,0,,,,
848,19:20:03,2,,,18,6,2,229,17.82,42.06,65.63,10.64,,28,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,68.58,14.37,,21,0,0,0,0,,,,
849,19:20:05,2,,,18,6,2,229,17.82,42.06,65.63,10.64,,28,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,68.58,14.37,,21,0,0,0,0,,,,
850,19:20:07,2,,,18,6,2,229,17.82,42.06,66.58,10.74,,29,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,68.58,14.47,,21,0,0,0,0,,,,
851,19:20:09,2,,,18,6,2,229,17.82,42.06,66.58,10.74,,29,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,68.58,14.47,,22,0,0,0,0,,,,
852,19:20:11,2,,,18,6,2,229,17.82,41.58,66.58,11.22,,29,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,69.62,14.47,,22,0,0,0,0,,,,
853,19:20:13,2,,,18,6,2,229,17.82,41.58,66.58,11.22,,30,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,69.62,14.47,,23,0,0,0,0,,,,
854,19:20:15,2,,,18,6,2,229,17.82,41.58,67.57,11.22,,30,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,69.62,14.47,,23,0,0,0,0,,,,
855,19:20:17,2,,,18,6,2,229,17.82,41.58,67.57,11.22,,31,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,69.62,14.47,,24,0,0,0,0,,,,
856,19:20:19,2,,,18,6,2,229,17.82,41.58,67.57,11.22,,31,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,69.62,14.47,,24,0,0,0,0,,,,
857,19:20:21,2,,,18,6,2,229,17.82,41.58,67.57,11.22,,32,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,69.62,14.47,,25,0,0,0,0,,,,
858,19:20:23,2,,,18,6,2,229,17.82,41.58,67.57,11.22,,32,0,0,0,0,,,,,28,6,2,1350,18.79,38.33,69.62,14.47,,25,0,0,0,0,,,,
859,19:20:25,2,,,18,6,2,229,17.82,41.10,68.58,11.70,,33,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,70.70,14.91,,25,0,0,0,0,,,,
860,19:20:27,2,,,18,6,2,229,17.82,41.10,68.58,11.60,,33,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,70.70,14.81,,26,0,0,0,0,,,,
861,19:20:29,2,,,18,6,2,229,17.82,41.10,68.58,11.60,,33,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,70.70,14.81,,26,0,0,0,0,,,,
862,19:20:31,2,,,18,6,2,229,17.82,41.10,68.58,11.70,,34,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,70.70,14.91,,27,0,0,0,0,,,,
863,19:20:33,2,,,18,6,2,237,17.82,41.10,69.62,11.60,,34,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,70.70,14.81,,27,0,0,0,0,,,,
864,19:20:35,2,,,18,6,2,237,17.82,41.10,69.62,11.60,,35,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,70.70,14.81,,28,0,0,0,0,,,,
865,19:20:37,2,,,18,6,2,237,17.82,41.10,69.62,11.60,,35,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,70.70,14.81,,28,0,0,0,0,,,,
866,19:20:39,2,,,18,6,2,237,17.82,41.10,69.62,11.48,,36,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,71.82,14.69,,29,0,0,0,0,,,,
867,19:20:41,2,,,18,6,2,237,17.82,41.10,69.62,11.48,,36,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,71.82,14.69,,29,0,0,0,0,,,,
868,19:20:43,2,,,18,6,2,237,17.82,41.10,69.62,11.48,,37,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,71.82,14.69,,30,0,0,0,0,,,,
869,19:20:45,2,,,18,6,2,237,17.82,41.10,69.62,11.48,,37,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,71.82,14.69,,30,0,0,0,0,,,,
870,19:20:47,2,,,18,6,2,237,17.82,40.16,69.62,12.29,,38,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,71.82,14.56,,31,0,0,0,0,,,,
871,19:20:49,2,,,18,6,2,237,17.82,40.16,69.62,12.29,,38,0,0,0,0,,,,,28,6,2,1350,18.79,37.89,71.82,14.56,,31,0,0,0,0,,,,
872,19:20:51,2,,,18,6,2,237,17.82,41.10,70.70,11.23,,39,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,71.82,14.44,,32,0,0,0,0,,,,
873,19:20:53,2,,,18,6,2,237,17.82,41.10,70.70,11.23,,39,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,71.82,14.44,,32,0,0,0,0,,,,
874,19:20:55,2,,,18,6,2,237,17.82,40.16,70.70,12.04,,40,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,71.82,14.31,,32,0,0,0,0,,,,
875,19:20:57,2,,,18,6,2,237,17.82,40.16,70.70,11.94,,40,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,71.82,14.21,,33,0,0,0,0,,,,
876,19:20:59,2,,,18,6,2,237,17.82,40.16,70.70,11.94,,40,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,71.82,14.21,,33,0,0,0,0,,,,
877,19:21:01,2,,,18,6,2,237,17.82,40.16,70.70,11.84,,41,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,72.98,14.11,,34,0,0,0,0,,,,
878,19:21:03,2,,,18,6,2,237,17.82,40.16,70.70,11.84,,41,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,72.98,14.11,,34,0,0,0,0,,,,
879,19:21:05,2,,,18,6,2,250,17.82,40.16,70.70,11.74,,42,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,72.98,14.01,,35,0,0,0,0,,,,
880,19:21:07,2,,,18,6,2,250,17.82,40.16,70.70,11.74,,42,0,0,0,0,,,,,28,6,2,1350,19.45,37.89,72.98,14.01,,35,0,0,0,0,,,,
881,19:21:09,2,,,18,6,2,250,17.82,40.16,70.70,11.64,,43,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,14.35,,36,0,0,0,0,,,,
882,19:21:11,2,,,18,6,2,250,17.82,40.16,70.70,11.51,,43,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,14.22,,36,0,0,0,0,,,,
883,19:21:13,2,,,18,6,2,250,17.82,39.24,71.82,12.31,,44,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,14.10,,37,0,0,0,0,,,,
884,19:21:15,2,,,18,6,2,250,17.82,39.24,71.82,12.31,,44,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,14.10,,37,0,0,0,0,,,,
885,19:21:17,2,,,18,6,2,250,17.82,39.24,71.82,12.06,,45,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.85,,37,0,0,0,0,,,,
886,19:21:19,2,,,18,6,2,250,17.82,39.24,71.82,12.06,,45,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.85,,38,0,0,0,0,,,,
887,19:21:21,2,,,18,6,2,250,17.82,39.24,71.82,11.96,,46,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.75,,38,0,0,0,0,,,,
888,19:21:23,2,,,18,6,2,250,17.82,39.24,71.82,11.96,,46,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.75,,39,0,0,0,0,,,,
889,19:21:25,2,,,18,6,2,250,17.82,38.33,71.82,12.77,,46,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.65,,39,0,0,0,0,,,,
890,19:21:27,2,,,18,6,2,250,17.82,38.33,71.82,12.77,,47,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.65,,40,0,0,0,0,,,,
891,19:21:29,2,,,18,6,2,250,17.82,38.33,71.82,12.67,,47,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.55,,40,0,0,0,0,,,,
892,19:21:31,2,,,18,6,2,250,17.82,38.33,71.82,12.57,,48,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.45,,41,0,0,0,0,,,,
893,19:21:33,2,,,18,6,2,250,17.82,38.33,71.82,12.57,,48,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.45,,41,0,0,0,0,,,,
894,19:21:35,2,,,18,6,2,273,17.82,38.33,71.82,12.44,,49,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.33,,42,0,0,0,0,,,,
895,19:21:37,2,,,18,6,2,273,17.82,38.33,71.82,12.44,,49,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.33,,42,0,0,0,0,,,,
896,19:21:39,2,,,18,6,2,273,17.82,38.33,71.82,12.44,,49,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.33,,42,0,0,0,0,,,,
897,19:21:41,2,,,18,6,2,273,17.82,38.33,71.82,12.32,,50,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.20,,43,0,0,0,0,,,,
898,19:21:43,2,,,18,6,2,273,17.82,38.33,71.82,12.32,,50,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.20,,43,0,0,0,0,,,,
899,19:21:45,2,,,18,6,2,273,17.82,38.33,71.82,12.32,,51,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.20,,44,0,0,0,0,,,,
900,19:21:47,2,,,18,6,2,273,17.82,38.33,71.82,12.32,,51,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.20,,44,0,0,0,0,,,,
901,19:21:49,2,,,18,6,2,273,17.82,37.89,71.82,12.64,,52,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.08,,45,0,0,0,0,,,,
902,19:21:51,2,,,18,6,2,273,17.82,37.89,71.82,12.64,,52,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.08,,45,0,0,0,0,,,,
903,19:21:53,2,,,18,6,2,273,17.82,37.89,71.82,12.64,,53,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.08,,46,0,0,0,0,,,,
904,19:21:55,2,,,18,6,2,273,17.82,37.89,71.82,12.64,,53,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,13.08,,46,0,0,0,0,,,,
905,19:21:57,2,,,18,6,2,273,17.82,37.89,71.82,12.51,,54,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,12.95,,46,0,0,0,0,,,,
906,19:21:59,2,,,18,6,2,273,17.82,37.89,71.82,12.51,,54,0,0,0,0,,,,,28,6,2,1350,19.45,37.45,72.98,12.95,,47,0,0,0,0,,,,
907,19:22:01,2,,,18,6,2,273,17.82,37.45,71.82,12.95,,54,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,72.98,13.82,,47,0,0,0,0,,,,
908,19:22:03,2,,,18,6,2,273,17.82,37.45,71.82,12.95,,55,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,72.98,13.82,,48,0,0,0,0,,,,
909,19:22:05,2,,,18,6,2,309,17.82,37.45,71.82,12.95,,55,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,72.98,13.82,,48,0,0,0,0,,,,
910,19:22:07,2,,,18,6,2,309,17.82,37.45,71.82,12.95,,56,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,72.98,13.82,,49,0,0,0,0,,,,
911,19:22:09,2,,,18,6,2,309,17.82,37.45,71.82,12.95,,56,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,72.98,13.82,,49,0,0,0,0,,,,
912,19:22:11,2,,,18,6,2,309,17.82,37.45,71.82,12.95,,57,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.82,,50,0,0,0,0,,,,
913,19:22:13,2,,,18,6,2,309,17.82,37.45,71.82,12.95,,57,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.82,,50,0,0,0,0,,,,
914,19:22:15,2,,,18,6,2,309,17.82,37.45,70.70,12.85,,58,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.72,,51,0,0,0,0,,,,
915,19:22:17,2,,,18,6,2,309,17.82,37.45,70.70,12.85,,58,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.72,,51,0,0,0,0,,,,
916,19:22:19,2,,,18,6,2,309,17.82,37.45,70.70,12.85,,59,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.72,,51,0,0,0,0,,,,
917,19:22:21,2,,,18,6,2,309,17.82,37.45,70.70,12.85,,59,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.72,,52,0,0,0,0,,,,
918,19:22:23,2,,,18,6,2,309,17.82,37.45,70.70,12.85,,59,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.72,,52,0,0,0,0,,,,
919,19:22:25,2,,,18,6,2,309,17.82,37.45,70.70,12.75,,60,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.62,,53,0,0,0,0,,,,
920,19:22:27,2,,,18,6,2,309,17.82,37.45,70.70,12.75,,60,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.62,,53,0,0,0,0,,,,
921,19:22:29,2,,,18,6,2,309,17.82,37.45,70.70,12.75,,61,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.62,,54,0,0,0,0,,,,
922,19:22:31,2,,,18,6,2,350,17.82,37.45,70.70,12.75,,61,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.62,,54,0,0,0,0,,,,
923,19:22:33,2,,,18,6,2,350,17.82,37.45,70.70,12.65,,62,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.52,,55,0,0,0,0,,,,
924,19:22:35,2,,,18,6,2,350,17.82,36.58,70.70,13.52,,62,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,71.82,13.52,,55,0,0,0,0,,,,
925,19:22:37,2,,,18,6,2,350,17.82,36.58,70.70,13.52,,63,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,71.82,14.38,,55,0,0,0,0,,,,
926,19:22:39,2,,,18,6,2,350,17.82,36.58,70.70,13.52,,63,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,71.82,14.38,,56,0,0,0,0,,,,
927,19:22:41,2,,,18,6,2,350,17.82,36.58,70.70,13.52,,63,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,71.82,14.38,,56,0,0,0,0,,,,
928,19:22:43,2,,,18,6,2,350,17.82,36.58,70.70,13.42,,64,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,71.82,14.28,,57,0,0,0,0,,,,
929,19:22:45,2,,,18,6,2,350,17.82,36.58,70.70,13.42,,64,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,57,0,0,0,0,,,,
930,19:22:47,2,,,18,6,2,350,17.82,36.58,70.70,13.42,,65,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,58,0,0,0,0,,,,
931,19:22:49,2,,,18,6,2,350,17.82,36.58,70.70,13.42,,65,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,58,0,0,0,0,,,,
932,19:22:51,2,,,18,6,2,350,17.82,36.58,70.70,13.42,,66,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,59,0,0,0,0,,,,
933,19:22:53,2,,,18,6,2,350,17.82,36.58,70.70,13.42,,66,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,59,0,0,0,0,,,,
934,19:22:55,2,,,18,6,2,350,17.82,36.58,69.62,13.42,,67,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,59,0,0,0,0,,,,
935,19:22:57,2,,,18,6,2,350,17.82,36.58,69.62,13.42,,67,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,60,0,0,0,0,,,,
936,19:22:59,2,,,18,6,2,350,17.82,36.58,69.62,13.42,,68,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,60,0,0,0,0,,,,
937,19:23:01,2,,,18,6,2,350,17.82,36.58,69.62,13.42,,68,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.28,,61,0,0,0,0,,,,
938,19:23:03,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,68,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.15,,61,0,0,0,0,,,,
939,19:23:05,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,69,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.15,,62,0,0,0,0,,,,
940,19:23:07,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,69,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.15,,62,0,0,0,0,,,,
941,19:23:09,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,70,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.15,,63,0,0,0,0,,,,
942,19:23:11,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,70,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,70.70,14.15,,63,0,0,0,0,,,,
943,19:23:13,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,71,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.15,,64,0,0,0,0,,,,
944,19:23:15,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,71,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.15,,64,0,0,0,0,,,,
945,19:23:17,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,72,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.15,,64,0,0,0,0,,,,
946,19:23:19,2,,,18,6,2,395,17.82,36.58,69.62,13.29,,72,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.15,,65,0,0,0,0,,,,
947,19:23:21,2,,,18,6,2,395,17.82,36.58,68.58,13.29,,72,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.15,,65,0,0,0,0,,,,
948,19:23:23,2,,,18,6,2,395,17.82,36.58,68.58,13.17,,73,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.03,,66,0,0,0,0,,,,
949,19:23:25,2,,,18,6,2,395,17.82,36.58,68.58,13.17,,73,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.03,,66,0,0,0,0,,,,
950,19:23:27,2,,,18,6,2,395,17.82,36.58,68.58,13.17,,74,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.03,,67,0,0,0,0,,,,
951,19:23:29,2,,,18,6,2,395,17.82,36.58,68.58,13.17,,74,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.03,,67,0,0,0,0,,,,
952,19:23:32,2,,,18,6,2,395,17.82,36.58,68.58,13.17,,75,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.03,,68,0,0,0,0,,,,
953,19:23:34,2,,,18,6,2,445,17.82,36.58,68.58,13.17,,75,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,14.03,,68,0,0,0,0,,,,
954,19:23:36,2,,,18,6,2,445,17.82,36.58,68.58,13.04,,76,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,13.90,,68,0,0,0,0,,,,
955,19:23:38,2,,,18,6,2,445,17.82,36.58,68.58,13.04,,76,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,69.62,13.90,,69,0,0,0,0,,,,
956,19:23:40,2,,,18,6,2,445,17.82,36.58,68.58,13.04,,76,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,69.62,13.04,,69,0,0,0,0,,,,
957,19:23:42,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,77,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,69.62,12.92,,70,0,0,0,0,,,,
958,19:23:44,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,77,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,68.58,12.92,,70,0,0,0,0,,,,
959,19:23:46,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,78,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,68.58,12.92,,71,0,0,0,0,,,,
960,19:23:48,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,78,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,68.58,12.92,,71,0,0,0,0,,,,
961,19:23:50,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,79,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,68.58,12.92,,72,0,0,0,0,,,,
962,19:23:52,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,79,0,0,0,0,,,,,28,6,2,1350,19.45,36.58,68.58,12.92,,72,0,0,0,0,,,,
963,19:23:54,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,80,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.78,,72,0,0,0,0,,,,
964,19:23:56,2,,,18,6,2,445,17.82,36.58,68.58,12.92,,80,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.78,,73,0,0,0,0,,,,
965,19:23:58,2,,,18,6,2,445,17.82,36.58,67.57,13.04,,80,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.90,,73,0,0,0,0,,,,
966,19:24:00,2,,,18,6,2,445,17.82,36.58,67.57,13.04,,81,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.90,,74,0,0,0,0,,,,
967,19:24:02,2,,,18,6,2,445,17.82,36.58,67.57,13.04,,81,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.90,,74,0,0,0,0,,,,
968,19:24:04,2,,,18,6,2,445,17.82,36.58,67.57,13.04,,82,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.90,,75,0,0,0,0,,,,
969,19:24:06,2,,,18,6,2,470,17.82,37.45,67.57,12.17,,82,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.90,,75,0,0,0,0,,,,
970,19:24:08,2,,,18,6,2,470,17.82,37.45,67.57,12.17,,83,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.90,,76,0,0,0,0,,,,
971,19:24:10,2,,,18,6,2,470,17.82,37.45,67.57,12.17,,83,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,13.90,,76,0,0,0,0,,,,
972,19:24:12,2,,,18,6,2,470,17.82,37.45,67.57,12.30,,84,0,0,0,0,,,,,28,6,2,1350,19.45,35.72,68.58,14.03,,77,0,0,0,0,,,,
