Micom IDU2 Data,Time Interval = 2 sec,Save Start Time:,"Friday, December 04 18:51:44, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V H/P,Multi V 5,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점1,Version:,"0.0.0",LGMV:,8.2.9U,External:,"0"
Installer:,설치자1,EEPROM:,"0.0.0",COMP:,"12.12",FAN:,"2.2"
Model:,모델1,IDU NUM:,10,Connect:,ODU
Site:,현장1,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량9,모드9,풍량9,EEV9,공기9,배관in9,배관out9,SC/SH9,추가정보9,통신9,CEN9,에러9,습도9,H/L9,,,,,용량10,모드10,풍량10,EEV10,공기10,배관in10,배관out10,SC/SH10,추가정보10,통신10,CEN10,에러10,습도10,H/L10,,,,
1,18:51:44,2,,,18,6,1,1350,17.49,22.13,19.73,28.27,,158,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.07,28.27,,151,0,0,0,0,,,,
2,18:51:46,2,,,18,6,1,1350,17.49,22.13,19.73,28.27,,158,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.07,28.27,,151,0,0,0,0,,,,
3,18:51:48,2,,,18,6,1,1350,17.49,22.13,20.07,28.17,,159,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.07,28.17,,151,0,0,0,0,,,,
4,18:51:50,2,,,18,6,1,1350,17.49,22.13,20.07,28.17,,159,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.07,28.17,,152,0,0,0,0,,,,
5,18:51:52,2,,,18,6,1,1350,17.49,22.13,20.41,28.07,,159,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.41,28.07,,152,0,0,0,0,,,,
6,18:51:54,2,,,18,6,1,1350,17.49,22.13,20.41,28.07,,160,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.41,28.07,,153,0,0,0,0,,,,
7,18:51:56,2,,,18,6,1,1350,17.49,22.13,20.41,28.07,,160,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.41,28.07,,153,0,0,0,0,,,,
8,18:51:58,2,,,18,6,1,1350,17.49,22.13,20.41,28.07,,161,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.41,28.07,,154,0,0,0,0,,,,
9,18:52:00,2,,,18,6,1,1350,17.49,22.13,20.41,27.97,,161,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.41,27.97,,154,0,0,0,0,,,,
10,18:52:02,2,,,18,6,1,1350,17.49,22.13,20.41,27.97,,162,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.97,,155,0,0,0,0,,,,
11,18:52:04,2,,,18,6,1,1350,17.49,22.13,20.41,27.97,,162,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.97,,155,0,0,0,0,,,,
12,18:52:06,2,,,18,6,1,1350,17.49,22.13,20.41,27.97,,163,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.97,,155,0,0,0,0,,,,
13,18:52:08,2,,,18,6,1,1350,17.49,22.13,20.41,27.87,,163,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.87,,156,0,0,0,0,,,,
14,18:52:10,2,,,18,6,1,1350,17.49,22.13,20.41,27.87,,163,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.87,,156,0,0,0,0,,,,
15,18:52:12,2,,,18,6,1,1350,17.49,22.13,20.41,27.87,,164,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.87,,157,0,0,0,0,,,,
16,18:52:14,2,,,18,6,1,1350,17.49,22.13,20.75,27.75,,164,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.75,,157,0,0,0,0,,,,
17,18:52:16,2,,,18,6,1,1350,17.49,22.13,20.75,27.75,,165,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.75,,158,0,0,0,0,,,,
18,18:52:18,2,,,18,6,1,1350,17.49,22.13,20.75,27.75,,165,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.75,,158,0,0,0,0,,,,
19,18:52:20,2,,,18,6,1,1350,17.49,22.13,20.75,27.75,,166,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.75,,159,0,0,0,0,,,,
20,18:52:22,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,166,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.62,,159,0,0,0,0,,,,
21,18:52:24,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,167,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.62,,159,0,0,0,0,,,,
22,18:52:26,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,167,0,0,0,0,,,,,28,6,1,1350,17.16,22.13,20.75,27.62,,160,0,0,0,0,,,,
23,18:52:28,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,168,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.62,,160,0,0,0,0,,,,
24,18:52:30,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,168,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.62,,161,0,0,0,0,,,,
25,18:52:32,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,168,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.62,,161,0,0,0,0,,,,
26,18:52:34,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,169,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.62,,162,0,0,0,0,,,,
27,18:52:36,2,,,18,6,1,1350,17.49,22.13,20.75,27.62,,169,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.62,,162,0,0,0,0,,,,
28,18:52:38,2,,,18,6,1,1350,17.49,22.13,20.75,27.75,,170,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.75,,163,0,0,0,0,,,,
29,18:52:40,2,,,18,6,1,1350,17.49,22.13,20.75,27.87,,170,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.75,,163,0,0,0,0,,,,
30,18:52:42,2,,,18,6,1,1350,17.49,22.13,20.75,27.87,,171,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.87,,164,0,0,0,0,,,,
31,18:52:44,2,,,18,6,1,1350,17.49,22.13,20.75,27.97,,171,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,27.97,,164,0,0,0,0,,,,
32,18:52:46,2,,,18,6,1,1350,17.49,22.13,20.41,28.17,,172,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.41,28.17,,164,0,0,0,0,,,,
33,18:52:48,2,,,18,6,1,1350,17.49,22.13,20.41,28.27,,172,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.41,28.27,,165,0,0,0,0,,,,
34,18:52:50,2,,,18,6,1,1350,17.49,22.13,20.41,28.52,,172,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.41,28.52,,165,0,0,0,0,,,,
35,18:52:52,2,,,18,6,1,1350,17.49,22.13,20.41,28.52,,173,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.41,28.52,,166,0,0,0,0,,,,
36,18:52:54,2,,,18,6,1,1350,17.49,22.13,20.41,28.65,,173,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.07,28.65,,166,0,0,0,0,,,,
37,18:52:56,2,,,18,6,1,1350,17.49,22.13,20.41,28.65,,174,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.07,28.65,,167,0,0,0,0,,,,
38,18:52:58,2,,,18,6,1,1350,17.49,22.13,20.41,28.65,,174,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.41,28.65,,167,0,0,0,0,,,,
39,18:53:00,2,,,18,6,1,1350,17.49,22.13,20.41,28.77,,175,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.41,28.77,,168,0,0,0,0,,,,
40,18:53:02,2,,,18,6,1,1350,17.49,22.13,20.41,28.77,,175,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.41,28.77,,168,0,0,0,0,,,,
41,18:53:04,2,,,18,6,1,1350,17.49,22.13,20.41,28.77,,176,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,28.77,,168,0,0,0,0,,,,
42,18:53:06,2,,,18,6,1,1350,17.49,22.13,20.41,28.65,,176,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,20.75,28.65,,169,0,0,0,0,,,,
43,18:53:08,2,,,18,6,1,1350,17.49,22.13,20.75,28.65,,177,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,21.10,28.65,,169,0,0,0,0,,,,
44,18:53:10,2,,,18,6,1,1350,17.49,22.13,20.75,28.65,,177,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,21.10,28.65,,170,0,0,0,0,,,,
45,18:53:12,2,,,18,6,1,1350,17.49,22.13,21.10,28.65,,177,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,21.44,28.65,,170,0,0,0,0,,,,
46,18:53:14,2,,,18,6,1,1350,17.49,22.13,21.10,28.65,,178,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,21.44,28.65,,171,0,0,0,0,,,,
47,18:53:16,2,,,18,6,1,1350,17.49,22.13,21.79,28.65,,178,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,22.48,28.65,,171,0,0,0,0,,,,
48,18:53:18,2,,,18,6,1,1350,17.49,22.13,21.79,28.65,,179,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,22.48,28.65,,172,0,0,0,0,,,,
49,18:53:20,2,,,18,6,1,1350,17.49,22.13,22.13,28.65,,179,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,22.48,28.65,,172,0,0,0,0,,,,
50,18:53:22,2,,,18,6,1,1350,17.49,22.13,22.13,28.65,,180,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,22.83,28.65,,173,0,0,0,0,,,,
51,18:53:24,2,,,18,6,1,1350,17.49,22.13,22.13,28.65,,180,0,0,0,0,,,,,28,6,1,1350,16.84,22.13,22.83,28.65,,173,0,0,0,0,,,,
52,18:53:26,2,,,18,6,1,1138,17.49,22.13,22.48,28.65,,181,0,0,0,0,,,,,28,6,1,940,16.84,22.13,23.88,28.65,,173,0,0,0,0,,,,
53,18:53:28,2,,,18,6,1,1138,17.49,22.13,22.48,28.52,,181,0,0,0,0,,,,,28,6,1,940,16.84,22.13,23.88,28.52,,174,0,0,0,0,,,,
54,18:53:30,2,,,18,6,1,400,17.49,22.13,22.83,28.52,,181,0,0,0,0,,,,,28,6,1,400,16.84,22.13,24.23,28.52,,174,0,0,0,0,,,,
55,18:53:32,2,,,18,6,1,400,17.49,22.13,22.83,28.52,,182,0,0,0,0,,,,,28,6,1,400,16.84,22.13,24.23,28.52,,175,0,0,0,0,,,,
56,18:53:34,2,,,18,6,1,400,17.49,22.13,23.18,28.40,,182,0,0,0,0,,,,,28,6,1,400,16.84,22.13,24.94,28.40,,175,0,0,0,0,,,,
57,18:53:36,2,,,18,6,1,400,17.49,22.13,23.18,28.40,,183,0,0,0,0,,,,,28,6,1,400,16.84,22.13,24.94,28.40,,176,0,0,0,0,,,,
58,18:53:38,2,,,18,6,1,400,17.49,22.13,23.53,28.40,,183,0,0,0,0,,,,,28,6,1,400,16.84,22.13,24.94,28.40,,176,0,0,0,0,,,,
59,18:53:40,2,,,18,6,1,400,17.49,22.13,23.53,28.17,,184,0,0,0,0,,,,,28,6,1,400,16.84,22.13,25.66,28.17,,177,0,0,0,0,,,,
60,18:53:42,2,,,18,6,1,400,17.49,22.13,23.53,28.17,,184,0,0,0,0,,,,,28,6,1,400,16.84,22.13,25.66,28.17,,177,0,0,0,0,,,,
61,18:53:44,2,,,18,6,1,400,17.49,22.13,23.53,28.07,,185,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.02,28.07,,177,0,0,0,0,,,,
62,18:53:46,2,,,18,6,1,400,17.49,22.13,23.53,27.87,,185,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.02,27.87,,178,0,0,0,0,,,,
63,18:53:48,2,,,18,6,1,400,17.49,22.13,23.18,27.75,,185,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.38,27.75,,178,0,0,0,0,,,,
64,18:53:50,2,,,18,6,1,400,17.49,22.13,23.18,20.82,,186,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.38,20.82,,179,0,0,0,0,,,,
65,18:53:52,2,,,18,6,1,400,17.49,22.13,23.18,8.87,,186,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.38,8.87,,179,0,0,0,0,,,,
66,18:53:54,2,,,18,6,1,400,17.49,22.13,23.18,10.32,,187,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.38,10.32,,180,0,0,0,0,,,,
67,18:53:56,2,,,18,6,1,400,17.49,22.13,23.18,9.87,,187,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.38,9.87,,180,0,0,0,0,,,,
68,18:53:58,2,,,18,6,1,400,17.49,22.13,23.18,10.82,,188,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.74,10.82,,181,0,0,0,0,,,,
69,18:54:00,2,,,18,6,1,400,17.49,22.13,23.18,12.07,,188,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.74,12.07,,181,0,0,0,0,,,,
70,18:54:02,2,,,18,6,1,400,17.49,22.13,23.18,14.47,,189,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.74,14.47,,182,0,0,0,0,,,,
71,18:54:04,2,,,18,6,1,400,17.49,22.13,23.18,15.97,,189,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.74,15.97,,182,0,0,0,0,,,,
72,18:54:06,2,,,18,6,1,400,17.49,22.13,22.48,17.82,,190,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.38,17.82,,183,0,0,0,0,,,,
73,18:54:08,2,,,18,6,1,400,17.49,22.13,22.48,18.90,,190,0,0,0,0,,,,,28,6,1,400,16.84,22.13,26.38,18.90,,183,0,0,0,0,,,,
74,18:54:10,2,,,18,6,1,400,17.49,23.53,21.79,18.59,,191,0,0,0,0,,,,,28,6,1,400,16.84,22.13,25.66,20.00,,184,0,0,0,0,,,,
75,18:54:12,2,,,18,6,1,400,17.49,23.53,21.79,18.97,,191,0,0,0,0,,,,,28,6,1,400,16.84,22.13,25.66,20.37,,184,0,0,0,0,,,,
76,18:54:14,2,,,18,6,1,400,17.49,24.94,21.10,18.91,,192,0,0,0,0,,,,,28,6,1,400,16.84,22.83,24.94,21.02,,185,0,0,0,0,,,,
77,18:54:16,2,,,18,6,1,400,17.49,24.94,21.10,19.41,,192,0,0,0,0,,,,,28,6,1,400,16.84,22.83,24.94,21.52,,185,0,0,0,0,,,,
78,18:54:18,2,,,18,6,1,400,17.49,25.66,20.41,19.81,,193,0,0,0,0,,,,,28,6,1,400,16.84,24.23,23.53,21.24,,185,0,0,0,0,,,,
79,18:54:20,2,,,18,6,1,400,17.49,25.66,20.41,20.31,,193,0,0,0,0,,,,,28,6,1,400,16.84,24.23,23.53,21.74,,186,0,0,0,0,,,,
80,18:54:22,2,,,18,6,1,400,17.49,25.66,20.41,21.06,,193,0,0,0,0,,,,,28,6,1,400,16.84,24.23,23.53,22.49,,186,0,0,0,0,,,,
81,18:54:24,2,,,18,6,1,400,17.49,25.66,20.07,22.31,,194,0,0,0,0,,,,,28,6,1,400,16.84,24.23,22.48,23.74,,187,0,0,0,0,,,,
82,18:54:26,2,,,18,6,1,400,17.49,25.66,20.07,22.94,,194,0,0,0,0,,,,,28,6,1,400,16.84,24.23,22.48,24.37,,187,0,0,0,0,,,,
83,18:54:28,2,,,18,6,1,600,17.49,24.23,19.39,24.67,,195,0,0,0,0,,,,,28,6,1,600,16.84,23.53,21.10,25.37,,188,0,0,0,0,,,,
84,18:54:31,2,,,18,6,1,600,17.49,24.23,19.39,24.57,,195,0,0,0,0,,,,,28,6,1,600,16.84,23.53,21.10,25.27,,188,0,0,0,0,,,,
85,18:54:33,2,,,18,6,1,600,17.49,23.53,18.37,24.94,,196,0,0,0,0,,,,,28,6,1,600,16.84,22.83,20.07,25.64,,188,0,0,0,0,,,,
86,18:54:35,2,,,18,6,1,600,17.49,23.53,18.37,24.94,,196,0,0,0,0,,,,,28,6,1,600,16.84,22.83,20.07,25.64,,189,0,0,0,0,,,,
87,18:54:37,2,,,18,6,1,600,17.49,22.83,17.36,25.39,,197,0,0,0,0,,,,,28,6,1,600,16.84,21.44,18.71,26.78,,189,0,0,0,0,,,,
88,18:54:39,2,,,18,6,1,600,17.49,22.83,17.36,24.89,,197,0,0,0,0,,,,,28,6,1,600,16.84,21.44,18.71,26.28,,190,0,0,0,0,,,,
89,18:54:41,2,,,18,6,1,600,17.49,22.83,16.69,24.39,,197,0,0,0,0,,,,,28,6,1,600,16.84,21.44,17.70,25.78,,190,0,0,0,0,,,,
90,18:54:43,2,,,18,6,1,600,17.49,22.83,16.69,24.39,,198,0,0,0,0,,,,,28,6,1,600,16.84,21.44,17.70,25.78,,191,0,0,0,0,,,,
91,18:54:45,2,,,18,6,1,600,17.49,22.13,16.02,25.22,,198,0,0,0,0,,,,,28,6,1,600,16.84,21.10,17.03,26.25,,191,0,0,0,0,,,,
92,18:54:47,2,,,18,6,1,600,17.49,22.13,16.02,25.22,,199,0,0,0,0,,,,,28,6,1,600,16.84,21.10,17.03,26.25,,192,0,0,0,0,,,,
93,18:54:49,2,,,18,6,1,600,17.49,21.44,15.35,26.16,,199,0,0,0,0,,,,,28,6,1,600,16.84,21.10,17.03,26.50,,192,0,0,0,0,,,,
94,18:54:51,2,,,18,6,1,600,17.49,21.44,15.35,26.16,,200,0,0,0,0,,,,,28,6,1,600,16.84,20.41,16.36,27.19,,192,0,0,0,0,,,,
95,18:54:53,2,,,18,6,1,600,17.49,21.44,15.35,26.03,,200,0,0,0,0,,,,,28,6,1,600,16.84,20.41,16.36,27.06,,193,0,0,0,0,,,,
96,18:54:55,2,,,18,6,1,600,17.49,21.10,14.68,26.25,,201,0,0,0,0,,,,,28,6,1,600,16.84,19.39,15.35,27.96,,193,0,0,0,0,,,,
97,18:54:57,2,,,18,6,1,600,17.49,21.10,14.68,26.25,,201,0,0,0,0,,,,,28,6,1,600,16.84,19.39,15.35,27.96,,194,0,0,0,0,,,,
98,18:54:59,2,,,18,6,1,600,17.49,19.39,13.68,27.58,,201,0,0,0,0,,,,,28,6,1,600,16.84,18.71,14.35,28.26,,194,0,0,0,0,,,,
99,18:55:01,2,,,18,6,1,600,17.49,19.39,13.68,27.21,,202,0,0,0,0,,,,,28,6,1,600,16.84,18.71,14.35,27.89,,195,0,0,0,0,,,,
100,18:55:03,2,,,18,6,1,600,17.49,18.71,12.68,27.01,,202,0,0,0,0,,,,,28,6,1,600,16.84,17.70,13.35,28.02,,195,0,0,0,0,,,,
101,18:55:05,2,,,18,6,1,600,17.49,18.71,12.68,26.64,,203,0,0,0,0,,,,,28,6,1,600,16.84,17.70,13.35,27.65,,196,0,0,0,0,,,,
102,18:55:07,2,,,18,6,1,600,17.49,17.70,11.34,26.65,,203,0,0,0,0,,,,,28,6,1,600,16.84,17.70,13.35,26.65,,196,0,0,0,0,,,,
103,18:55:09,2,,,18,6,1,600,17.49,17.70,11.34,26.27,,204,0,0,0,0,,,,,28,6,1,600,16.84,16.36,11.67,27.61,,196,0,0,0,0,,,,
104,18:55:11,2,,,18,6,1,600,17.49,17.70,11.34,24.95,,204,0,0,0,0,,,,,28,6,1,600,16.84,16.36,11.67,26.29,,197,0,0,0,0,,,,
105,18:55:13,2,,,18,6,1,600,17.49,17.03,10.33,25.09,,205,0,0,0,0,,,,,28,6,1,600,16.84,15.35,10.66,26.77,,197,0,0,0,0,,,,
106,18:55:15,2,,,18,6,1,600,17.49,17.03,10.33,24.37,,205,0,0,0,0,,,,,28,6,1,600,16.84,15.35,10.66,26.05,,198,0,0,0,0,,,,
107,18:55:17,2,,,18,6,1,600,17.49,16.36,9.32,24.42,,205,0,0,0,0,,,,,28,6,1,600,16.84,14.35,9.65,26.43,,198,0,0,0,0,,,,
108,18:55:19,2,,,18,6,1,600,17.49,16.36,9.32,23.59,,206,0,0,0,0,,,,,28,6,1,600,16.84,14.35,9.65,25.60,,199,0,0,0,0,,,,
109,18:55:21,2,,,18,6,1,600,17.49,15.35,7.96,24.30,,206,0,0,0,0,,,,,28,6,1,600,16.84,13.35,8.30,26.30,,199,0,0,0,0,,,,
110,18:55:23,2,,,18,6,1,600,17.49,15.35,7.96,23.85,,207,0,0,0,0,,,,,28,6,1,600,16.84,13.35,8.30,25.85,,200,0,0,0,0,,,,
111,18:55:25,2,,,18,6,1,600,17.49,14.35,6.93,24.60,,207,0,0,0,0,,,,,28,6,1,600,16.84,13.35,8.30,25.60,,200,0,0,0,0,,,,
112,18:55:27,2,,,18,6,1,600,17.49,14.35,6.93,24.20,,208,0,0,0,0,,,,,28,6,1,600,16.84,12.34,7.27,26.21,,201,0,0,0,0,,,,
113,18:55:29,2,,,18,6,1,600,17.49,14.35,6.93,24.20,,208,0,0,0,0,,,,,28,6,1,600,16.84,12.34,7.27,26.21,,201,0,0,0,0,,,,
114,18:55:31,2,,,18,6,1,600,17.49,13.68,5.89,24.72,,209,0,0,0,0,,,,,28,6,1,600,16.84,11.34,6.24,27.06,,202,0,0,0,0,,,,
115,18:55:33,2,,,18,6,1,600,17.49,13.68,5.89,24.72,,209,0,0,0,0,,,,,28,6,1,600,16.84,11.34,6.24,27.06,,202,0,0,0,0,,,,
116,18:55:35,2,,,18,6,1,600,17.49,13.01,5.19,25.54,,210,0,0,0,0,,,,,28,6,1,600,16.84,10.66,5.54,27.89,,203,0,0,0,0,,,,
117,18:55:37,2,,,18,6,1,600,17.49,13.01,5.19,25.54,,210,0,0,0,0,,,,,28,6,1,600,16.84,10.66,5.54,27.89,,203,0,0,0,0,,,,
118,18:55:39,2,,,18,6,1,600,17.49,12.34,4.14,26.49,,211,0,0,0,0,,,,,28,6,1,600,16.84,9.99,4.49,28.71,,203,0,0,0,0,,,,
119,18:55:41,2,,,18,6,1,600,17.49,12.34,4.14,26.49,,211,0,0,0,0,,,,,28,6,1,600,16.84,9.99,4.49,28.84,,204,0,0,0,0,,,,
120,18:55:43,2,,,18,6,1,600,17.49,11.67,3.78,27.28,,211,0,0,0,0,,,,,28,6,1,600,16.84,9.99,4.49,28.96,,204,0,0,0,0,,,,
121,18:55:45,2,,,18,6,1,600,17.49,11.67,3.78,27.83,,212,0,0,0,0,,,,,28,6,1,600,16.84,9.32,3.78,30.18,,205,0,0,0,0,,,,
122,18:55:47,2,,,18,6,1,600,17.49,11.67,3.78,27.98,,212,0,0,0,0,,,,,28,6,1,600,16.84,9.32,3.78,30.33,,205,0,0,0,0,,,,
123,18:55:49,2,,,18,6,1,600,17.49,10.66,2.71,29.44,,213,0,0,0,0,,,,,28,6,1,600,16.84,8.64,3.43,31.46,,206,0,0,0,0,,,,
124,18:55:51,2,,,18,6,1,600,17.49,10.66,2.71,29.74,,213,0,0,0,0,,,,,28,6,1,600,16.84,8.64,3.43,31.76,,206,0,0,0,0,,,,
125,18:55:53,2,,,18,6,1,600,17.49,10.66,2.35,30.24,,214,0,0,0,0,,,,,28,6,1,600,16.84,7.96,2.35,32.94,,207,0,0,0,0,,,,
126,18:55:55,2,,,18,6,1,600,17.49,10.66,2.35,30.37,,214,0,0,0,0,,,,,28,6,1,600,16.84,7.96,2.35,33.07,,207,0,0,0,0,,,,
127,18:55:57,2,,,18,6,1,600,17.49,9.99,1.62,31.71,,215,0,0,0,0,,,,,28,6,1,600,16.84,7.96,1.98,33.74,,208,0,0,0,0,,,,
128,18:55:59,2,,,18,6,1,600,17.49,9.99,1.62,31.86,,215,0,0,0,0,,,,,28,6,1,600,16.84,7.96,1.98,33.89,,208,0,0,0,0,,,,
129,18:56:01,2,,,18,6,1,600,17.49,9.99,0.88,32.26,,216,0,0,0,0,,,,,28,6,1,600,16.84,7.27,0.88,34.98,,208,0,0,0,0,,,,
130,18:56:03,2,,,18,6,1,600,17.49,9.99,0.88,32.39,,216,0,0,0,0,,,,,28,6,1,600,16.84,7.27,0.88,35.11,,209,0,0,0,0,,,,
131,18:56:05,2,,,18,6,1,600,17.49,9.32,0.51,33.33,,216,0,0,0,0,,,,,28,6,1,600,16.84,6.58,0.51,36.07,,209,0,0,0,0,,,,
132,18:56:07,2,,,18,6,1,600,17.49,9.32,0.51,33.48,,217,0,0,0,0,,,,,28,6,1,600,16.84,6.58,0.51,36.22,,210,0,0,0,0,,,,
133,18:56:09,2,,,18,6,1,600,17.49,9.32,-0.24,34.15,,217,0,0,0,0,,,,,28,6,1,200,16.84,6.58,0.13,36.89,,210,0,0,0,0,,,,
134,18:56:11,2,,,18,6,1,600,17.49,9.32,-0.24,34.40,,218,0,0,0,0,,,,,28,6,1,200,16.84,6.58,0.13,37.14,,211,0,0,0,0,,,,
135,18:56:13,2,,,18,6,1,200,17.49,8.64,-0.24,35.58,,218,0,0,0,0,,,,,28,6,1,200,16.84,5.89,-0.24,38.33,,211,0,0,0,0,,,,
136,18:56:15,2,,,18,6,1,200,17.49,8.64,-0.24,35.71,,219,0,0,0,0,,,,,28,6,1,200,16.84,5.89,-0.24,38.46,,212,0,0,0,0,,,,
137,18:56:17,2,,,18,6,1,200,17.49,8.64,-1.00,36.08,,219,0,0,0,0,,,,,28,6,1,200,16.84,5.89,-0.24,38.83,,212,0,0,0,0,,,,
138,18:56:19,2,,,18,6,1,200,17.49,8.64,-1.00,36.21,,220,0,0,0,0,,,,,28,6,1,200,16.84,5.54,-0.62,39.31,,212,0,0,0,0,,,,
139,18:56:21,2,,,18,6,1,200,17.49,8.64,-1.00,36.21,,220,0,0,0,0,,,,,28,6,1,200,16.84,5.54,-0.62,39.31,,213,0,0,0,0,,,,
140,18:56:23,2,,,18,6,1,200,17.49,8.64,-1.39,36.21,,220,0,0,0,0,,,,,28,6,1,200,16.84,4.49,-1.39,40.36,,213,0,0,0,0,,,,
141,18:56:25,2,,,18,6,1,200,17.49,8.64,-1.39,36.21,,221,0,0,0,0,,,,,28,6,1,200,16.84,4.49,-1.39,40.36,,214,0,0,0,0,,,,
142,18:56:27,2,,,18,6,1,200,17.49,7.96,-1.77,36.76,,221,0,0,0,0,,,,,28,6,1,200,16.84,3.78,-1.77,40.94,,214,0,0,0,0,,,,
143,18:56:29,2,,,18,6,1,200,17.49,7.96,-1.77,36.76,,222,0,0,0,0,,,,,28,6,1,200,16.84,3.78,-1.77,40.94,,215,0,0,0,0,,,,
144,18:56:31,2,,,18,6,1,200,17.49,7.96,-2.56,36.64,,222,0,0,0,0,,,,,28,6,1,200,16.84,3.07,-2.56,41.53,,215,0,0,0,0,,,,
145,18:56:33,2,,,18,6,1,200,17.49,7.96,-2.56,36.51,,223,0,0,0,0,,,,,28,6,1,200,16.84,3.07,-2.56,41.40,,216,0,0,0,0,,,,
146,18:56:35,2,,,18,6,1,200,17.49,8.64,-2.56,35.71,,223,0,0,0,0,,,,,28,6,1,200,16.84,3.07,-2.56,41.28,,216,0,0,0,0,,,,
147,18:56:37,2,,,18,6,1,200,17.49,8.64,-2.56,14.51,,224,0,0,0,0,,,,,28,6,1,200,16.84,2.35,-2.95,20.80,,216,0,0,0,0,,,,
