Micom IDU1 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,TGT1,TGT21,,,,,용량2,모드2,풍량2,EEV2,공기2,배관in2,배관out2,SC/SH2,추가정보2,통신2,CEN2,에러2,TGT2,TGT22,,,,,용량3,모드3,풍량3,EEV3,공기3,배관in3,배관out3,SC/SH3,추가정보3,통신3,CEN3,에러3,TGT3,TGT23,,,,,용량4,모드4,풍량4,EEV4,공기4,배관in4,배관out4,SC/SH4,추가정보4,통신4,CEN4,에러4,TGT4,TGT24,,,,,용량5,모드5,풍량5,EEV5,공기5,배관in5,배관out5,SC/SH5,추가정보5,통신5,CEN5,에러5,TGT5,TGT25,,,,,용량6,모드6,풍량6,EEV6,공기6,배관in6,배관out6,SC/SH6,추가정보6,통신6,CEN6,에러6,TGT6,TGT26,,,,,용량7,모드7,풍량7,EEV7,공기7,배관in7,배관out7,SC/SH7,추가정보7,통신7,CEN7,에러7,TGT7,TGT27,,,,,용량8,모드8,풍량8,EEV8,공기8,배관in8,배관out8,SC/SH8,추가정보8,통신8,CEN8,에러8,TGT8,TGT28,,,,
1193,14:35:50,1,,,7,0,0,40,24.45,13.35,12.68,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.43,12.01,14.35,2.34,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,12.68,2.35,,0,05,0,0,2,,,,,7,5,2,167,26.87,9.99,10.66,0.67,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,9.65,-0.34,,0,08,0,0,1,,,,,7,5,2,150,21.76,9.32,15.35,6.03,,0,02,0,0,2,,,,
1194,14:35:52,1,,,7,0,0,40,24.45,13.35,12.68,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.43,12.01,14.35,2.34,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,12.68,2.35,,0,05,0,0,2,,,,,7,5,2,167,26.87,9.99,10.66,0.67,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,9.65,-0.34,,0,08,0,0,1,,,,,7,5,2,150,21.76,9.32,15.35,6.03,,0,02,0,0,2,,,,
1195,14:35:54,1,,,7,0,0,40,24.45,13.35,12.68,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,11.34,14.35,3.01,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,26.87,9.99,10.66,0.67,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,9.65,-0.34,,0,08,0,0,1,,,,,7,5,2,150,21.76,9.32,15.35,6.03,,0,02,0,0,2,,,,
1196,14:35:56,1,,,7,0,0,40,24.45,13.35,12.68,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,11.34,14.35,3.01,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,26.87,9.99,10.66,0.67,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,9.99,-0.34,,0,08,0,0,1,,,,,7,5,2,150,21.76,9.32,15.35,6.03,,0,02,0,0,2,,,,
1197,14:35:58,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.65,13.35,3.70,,0,00,0,0,1,,,,,7,5,2,150,20.76,10.66,14.68,4.02,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,26.87,9.99,10.66,0.67,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,9.99,-0.34,,0,08,0,0,1,,,,,7,5,2,150,21.76,9.32,15.35,6.03,,0,02,0,0,2,,,,
1198,14:36:00,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.65,13.35,3.70,,0,00,0,0,1,,,,,7,5,2,150,20.76,10.66,14.68,4.02,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.00,1.01,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,10.33,0.00,,0,08,0,0,1,,,,,7,5,2,155,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1199,14:36:02,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.65,13.35,3.70,,0,00,0,0,1,,,,,7,5,2,150,20.76,10.66,14.68,4.02,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.00,1.01,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,10.33,0.00,,0,08,0,0,1,,,,,7,5,2,155,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1200,14:36:04,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.99,13.35,3.36,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.99,15.02,5.03,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.00,1.01,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,10.33,0.00,,0,08,0,0,1,,,,,7,5,2,155,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1201,14:36:06,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.99,13.35,3.36,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.99,15.02,5.03,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.34,1.35,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.98,9.99,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,10.66,0.33,,0,08,0,0,1,,,,,7,5,2,155,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1202,14:36:08,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,230,24.11,9.99,13.35,3.36,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.99,15.02,5.03,,0,01,0,0,2,,,,,7,5,2,241,31.96,10.33,13.01,2.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.34,1.35,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.98,9.99,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,10.66,0.33,,0,08,0,0,1,,,,,7,5,2,155,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1203,14:36:10,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,231,24.11,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,15.02,5.37,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,13.35,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.67,1.68,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,9.99,1.35,,0,07,0,0,2,,,,,12,5,2,162,24.79,10.33,10.66,0.33,,0,08,0,0,1,,,,,7,5,2,155,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1204,14:36:12,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,231,24.11,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,15.02,5.37,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,13.35,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.67,1.68,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,9.99,1.35,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,11.00,1.01,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1205,14:36:14,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,231,23.77,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,15.35,5.70,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,13.35,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,11.67,1.68,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,9.99,1.35,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,11.00,1.01,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1206,14:36:16,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,231,23.77,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,15.35,5.70,,0,01,0,0,2,,,,,7,5,2,242,31.96,9.99,13.35,3.36,,0,05,0,0,2,,,,,7,5,2,167,26.87,9.99,12.01,2.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,11.34,1.35,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1207,14:36:18,1,,,7,0,0,40,24.45,13.68,13.01,-0.67,,0,03,0,0,2,,,,,28,5,2,231,23.77,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,15.35,5.70,,0,01,0,0,2,,,,,7,5,2,242,31.96,9.99,13.35,3.36,,0,05,0,0,2,,,,,7,5,2,167,26.87,9.99,12.01,2.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,11.34,1.35,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1208,14:36:20,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.35,6.03,,0,01,0,0,2,,,,,7,5,2,242,31.96,9.99,13.35,3.36,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.01,2.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.79,9.99,11.34,1.35,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1209,14:36:22,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,9.99,13.68,3.69,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.35,6.03,,0,01,0,0,2,,,,,7,5,2,242,31.96,9.99,13.35,3.36,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.01,2.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,11.67,1.68,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1210,14:36:24,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,13.68,3.35,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.35,6.03,,0,01,0,0,2,,,,,7,5,2,242,31.96,9.99,13.35,3.36,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.01,2.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,11.67,1.68,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1211,14:36:26,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,13.68,3.35,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.69,6.37,,0,01,0,0,2,,,,,7,5,2,242,31.96,9.99,13.68,3.69,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.34,2.35,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.01,2.02,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1212,14:36:28,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,13.68,3.35,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.69,6.37,,0,01,0,0,2,,,,,7,5,2,242,31.96,9.99,13.68,3.69,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.34,2.35,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.01,2.02,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1213,14:36:30,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,13.01,2.68,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.69,6.37,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,13.68,3.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.34,2.35,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.33,1.69,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.01,2.02,,0,08,0,0,1,,,,,7,5,2,163,21.42,9.32,15.35,6.03,,0,02,0,0,2,,,,
1214,14:36:32,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,13.01,2.68,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.69,6.37,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,13.68,3.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.68,2.69,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.34,2.35,,0,08,0,0,1,,,,,7,5,2,163,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1215,14:36:34,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,13.01,2.68,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,15.69,6.37,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,13.68,3.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.68,2.69,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.34,2.35,,0,08,0,0,1,,,,,7,5,2,163,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1216,14:36:36,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,12.34,2.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.68,2.69,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.34,2.35,,0,08,0,0,1,,,,,7,5,2,163,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1217,14:36:38,1,,,7,0,0,40,24.45,14.01,13.01,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.33,12.34,2.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.68,2.69,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.34,2.35,,0,08,0,0,1,,,,,7,5,2,163,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1218,14:36:40,1,,,7,0,0,40,24.79,14.35,13.01,-1.34,,0,03,0,0,2,,,,,28,5,2,231,24.11,10.33,12.01,1.68,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,242,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,12.68,2.69,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.64,10.66,2.02,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.34,2.35,,0,08,0,0,1,,,,,7,5,2,163,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1219,14:36:42,1,,,7,0,0,40,24.79,14.35,13.01,-1.34,,0,03,0,0,2,,,,,28,5,2,231,24.11,10.33,12.01,1.68,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.68,2.69,,0,08,0,0,1,,,,,7,5,2,163,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1220,14:36:44,1,,,7,0,0,40,24.79,14.35,13.01,-1.34,,0,03,0,0,2,,,,,28,5,2,231,24.11,10.33,12.01,1.68,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.68,2.69,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1221,14:36:46,1,,,7,0,0,40,24.79,14.35,13.01,-1.34,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,11.34,0.68,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,201,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.45,9.99,12.68,2.69,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1222,14:36:48,1,,,7,0,0,40,24.79,14.35,13.01,-1.34,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,11.34,0.68,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.11,9.99,13.01,3.02,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1223,14:36:50,1,,,7,0,0,40,24.79,14.35,13.35,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,11.34,0.68,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.11,9.99,13.01,3.02,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1224,14:36:52,1,,,7,0,0,40,24.79,14.35,13.35,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,11.00,0.34,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.11,9.99,13.01,3.02,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.32,15.35,6.03,,0,02,0,0,2,,,,
1225,14:36:54,1,,,7,0,0,40,24.79,14.35,13.35,-1.00,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,11.00,0.34,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.01,2.68,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
1226,14:36:56,1,,,7,0,0,40,24.79,14.35,13.35,-1.00,,0,03,0,0,2,,,,,28,5,2,231,24.11,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.33,14.01,3.68,,0,05,0,0,2,,,,,7,5,2,167,27.22,9.99,13.01,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,8.98,10.66,1.68,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.01,2.68,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
1227,14:36:58,1,,,7,0,0,40,24.79,14.35,13.35,-1.00,,0,03,0,0,2,,,,,28,5,2,231,24.11,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,14.01,3.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.01,2.68,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
1228,14:37:00,1,,,7,0,0,40,24.79,14.35,13.35,-1.00,,0,03,0,0,2,,,,,28,5,2,231,24.11,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.02,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,14.01,3.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.01,2.68,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
1229,14:37:02,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.36,7.04,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.01,2.68,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
1230,14:37:05,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.36,7.04,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
1231,14:37:07,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.32,16.36,7.04,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
