Micom IDU1 Data,Time Interval = 2 sec,Save Start Time:,"Wednesday, November 04 13:55:51, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Multi V S,Multi V S,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kW"
Distributor:,전문점,Version:,"22.4.0",LGMV:,8.1.9R,External:,"-"
Installer:,설치자,EEPROM:,"0.0.0",COMP:,"-",FAN:,"-"
Model:,모델,IDU NUM:,10,Connect:,IDU
Site:,현장,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,TGT1,TGT21,,,,,용량2,모드2,풍량2,EEV2,공기2,배관in2,배관out2,SC/SH2,추가정보2,통신2,CEN2,에러2,TGT2,TGT22,,,,,용량3,모드3,풍량3,EEV3,공기3,배관in3,배관out3,SC/SH3,추가정보3,통신3,CEN3,에러3,TGT3,TGT23,,,,,용량4,모드4,풍량4,EEV4,공기4,배관in4,배관out4,SC/SH4,추가정보4,통신4,CEN4,에러4,TGT4,TGT24,,,,,용량5,모드5,풍량5,EEV5,공기5,배관in5,배관out5,SC/SH5,추가정보5,통신5,CEN5,에러5,TGT5,TGT25,,,,,용량6,모드6,풍량6,EEV6,공기6,배관in6,배관out6,SC/SH6,추가정보6,통신6,CEN6,에러6,TGT6,TGT26,,,,,용량7,모드7,풍량7,EEV7,공기7,배관in7,배관out7,SC/SH7,추가정보7,통신7,CEN7,에러7,TGT7,TGT27,,,,,용량8,모드8,풍량8,EEV8,공기8,배관in8,배관out8,SC/SH8,추가정보8,통신8,CEN8,에러8,TGT8,TGT28,,,,
1232,14:37:09,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,21.09,9.65,15.02,5.37,,0,02,0,0,2,,,,
1233,14:37:11,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,231,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.68,4.69,,0,02,0,0,2,,,,
1234,14:37:13,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,10.33,1.01,,0,07,0,0,2,,,,,12,5,2,162,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.68,4.69,,0,02,0,0,2,,,,
1235,14:37:15,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.68,4.69,,0,02,0,0,2,,,,
1236,14:37:17,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.77,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.68,4.69,,0,02,0,0,2,,,,
1237,14:37:19,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,200,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,24.11,10.33,13.35,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.68,4.69,,0,02,0,0,2,,,,
1238,14:37:21,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,24.11,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.35,4.36,,0,02,0,0,2,,,,
1239,14:37:23,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,10.66,13.68,3.02,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,24.11,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.35,4.36,,0,02,0,0,2,,,,
1240,14:37:25,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.35,4.36,,0,02,0,0,2,,,,
1241,14:37:27,1,,,7,0,0,40,24.79,14.68,13.35,-1.33,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.66,0.00,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.01,4.02,,0,02,0,0,2,,,,
1242,14:37:29,1,,,7,0,0,40,24.79,15.02,13.68,-1.34,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.33,-0.33,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.33,13.35,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.01,4.02,,0,02,0,0,2,,,,
1243,14:37:31,1,,,7,0,0,40,24.79,15.02,13.68,-1.34,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.33,-0.33,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.01,4.02,,0,02,0,0,2,,,,
1244,14:37:33,1,,,7,0,0,40,24.79,14.68,13.68,-1.00,,0,03,0,0,2,,,,,28,5,2,230,23.43,10.66,10.33,-0.33,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.99,0.67,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.01,4.02,,0,02,0,0,2,,,,
1245,14:37:35,1,,,7,0,0,40,24.79,14.68,13.68,-1.00,,0,03,0,0,2,,,,,28,5,2,230,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,14.01,4.02,,0,02,0,0,2,,,,
1246,14:37:37,1,,,7,0,0,40,24.79,14.68,13.68,-1.00,,0,03,0,0,2,,,,,28,5,2,230,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.68,3.69,,0,02,0,0,2,,,,
1247,14:37:39,1,,,7,0,0,40,24.79,15.02,13.68,-1.34,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.68,3.69,,0,02,0,0,2,,,,
1248,14:37:41,1,,,7,0,0,40,24.79,15.02,13.68,-1.34,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.35,3.36,,0,02,0,0,2,,,,
1249,14:37:43,1,,,7,0,0,40,24.79,15.02,13.68,-1.34,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.35,3.36,,0,02,0,0,2,,,,
1250,14:37:45,1,,,7,0,0,40,24.79,15.02,13.68,-1.34,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,164,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.35,3.36,,0,02,0,0,2,,,,
1251,14:37:47,1,,,7,0,0,40,24.79,15.02,13.68,-1.34,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.35,3.36,,0,02,0,0,2,,,,
1252,14:37:49,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,10.33,-0.67,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.22,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,199,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.35,3.36,,0,02,0,0,2,,,,
1253,14:37:51,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.76,9.99,13.35,3.36,,0,02,0,0,2,,,,
1254,14:37:53,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,13.01,3.02,,0,02,0,0,2,,,,
1255,14:37:55,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,13.68,3.02,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,13.01,3.02,,0,02,0,0,2,,,,
1256,14:37:57,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,13.01,3.02,,0,02,0,0,2,,,,
1257,14:37:59,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,21.09,9.65,16.36,6.71,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,13.01,3.02,,0,02,0,0,2,,,,
1258,14:38:01,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.69,7.04,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,13.01,3.02,,0,02,0,0,2,,,,
1259,14:38:03,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.69,7.04,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.68,2.69,,0,02,0,0,2,,,,
1260,14:38:05,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.65,16.69,7.04,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.57,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.32,9.65,0.33,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.68,2.69,,0,02,0,0,2,,,,
1261,14:38:07,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.65,9.65,0.00,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.68,2.69,,0,02,0,0,2,,,,
1262,14:38:09,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,227,23.43,11.00,9.99,-1.01,,0,00,0,0,1,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.65,9.65,0.00,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.68,2.69,,0,02,0,0,2,,,,
1263,14:38:11,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,2,,,,,7,5,2,245,31.96,11.00,13.35,2.35,,0,05,0,0,2,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.65,9.65,0.00,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.68,2.69,,0,02,0,0,2,,,,
1264,14:38:13,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,2,,,,,7,5,2,244,31.96,11.00,13.35,2.35,,0,05,0,0,3,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.65,9.65,0.00,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.34,2.35,,0,02,0,0,3,,,,
1265,14:38:15,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,2,,,,,7,5,2,244,31.96,11.00,13.35,2.35,,0,05,0,0,3,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.65,9.65,0.00,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.34,2.35,,0,02,0,0,3,,,,
1266,14:38:17,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,3,,,,,7,5,2,244,31.96,11.00,13.35,2.35,,0,05,0,0,3,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,197,22.42,9.65,9.65,0.00,,0,07,0,0,2,,,,,12,5,2,166,23.77,10.66,14.01,3.35,,0,08,0,0,1,,,,,7,5,2,186,20.43,9.99,12.34,2.35,,0,02,0,0,3,,,,
1267,14:38:19,1,,,7,0,0,40,24.79,15.35,13.68,-1.67,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,3,,,,,7,5,2,244,31.96,11.00,13.35,2.35,,0,05,0,0,3,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,191,22.42,9.65,9.65,0.00,,0,07,0,0,3,,,,,12,5,2,168,24.11,11.00,14.01,3.01,,0,08,0,0,2,,,,,7,5,2,186,20.10,10.33,12.34,2.01,,0,02,0,0,3,,,,
1268,14:38:21,1,,,7,0,0,40,24.79,15.69,14.01,-1.68,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,3,,,,,7,5,2,244,31.96,11.00,13.35,2.35,,0,05,0,0,3,,,,,7,5,2,167,27.93,10.66,13.68,3.02,,0,04,0,0,2,,,,,7,5,2,191,22.42,9.65,9.65,0.00,,0,07,0,0,3,,,,,12,5,2,168,24.11,11.00,14.01,3.01,,0,08,0,0,2,,,,,7,5,2,186,20.10,10.33,12.34,2.01,,0,02,0,0,3,,,,
1269,14:38:23,1,,,7,0,0,40,24.79,15.69,14.01,-1.68,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,3,,,,,7,5,2,244,31.96,11.34,13.01,1.67,,0,05,0,0,3,,,,,7,5,2,167,27.93,11.00,13.35,2.35,,0,04,0,0,3,,,,,7,5,2,191,22.42,9.65,9.65,0.00,,0,07,0,0,3,,,,,12,5,2,168,24.11,11.00,14.01,3.01,,0,08,0,0,2,,,,,7,5,2,186,20.10,10.33,12.34,2.01,,0,02,0,0,3,,,,
1270,14:38:25,1,,,7,0,0,40,24.79,15.69,14.01,-1.68,,0,03,0,0,2,,,,,28,5,2,219,23.43,11.00,9.99,-1.01,,0,00,0,0,2,,,,,7,5,2,150,20.76,9.99,16.69,6.70,,0,01,0,0,3,,,,,7,5,2,244,31.96,11.34,13.01,1.67,,0,05,0,0,3,,,,,7,5,2,167,27.93,11.00,13.35,2.35,,0,04,0,0,3,,,,,7,5,2,191,22.42,9.65,9.65,0.00,,0,07,0,0,3,,,,,12,5,2,168,24.11,11.00,14.01,3.01,,0,08,0,0,2,,,,,7,5,2,186,20.10,10.33,12.01,1.68,,0,02,0,0,3,,,,
