CH Name,D_정면,D_측면,D_2R,D_5R,D_6R,D_manifold,S_정면,S_측면,S_2R,S_5R,S_7R,S_8R,D_정면,D_측면,D_2R,D_5R,D_6R,D_manifold,S_정면,S_측면,S_2R,S_5R,S_7R,S_8R
CH No.,CH17,CH18,CH19,CH20,CH21,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH17,CH18,CH19,CH20,CH21,CH25,CH26,CH27,CH28,CH29,CH30,CH31
1,0.2,0.2,0.3,0.2,0.3,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
2,0.3,0.2,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
3,0.3,0.3,0.3,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.2,0.5,120,120,120,120,120,120,120,120,120,120,120,120
4,0.2,0.3,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
5,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.6,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
6,0.3,0.3,0.3,0.2,0.2,0.3,0.5,0.7,0.3,0.5,0.2,0.5,120,120,120,120,120,120,120,120,120,120,120,120
7,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
8,0.3,0.3,0.3,0.2,0.2,0.3,0.4,0.6,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
9,0.2,0.2,0.4,0.3,0.2,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
10,0.2,0.2,0.4,0.3,0.2,0.3,0.4,0.6,0.3,0.4,0.3,0.5,120,120,120,120,120,120,120,120,120,120,120,120
11,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
12,0.2,0.3,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
13,0.2,0.3,0.4,0.3,0.2,0.3,0.5,0.6,0.4,0.5,0.3,0.4,120,120,120,10,120,120,120,120,120,120,120,120
14,0.2,0.3,0.3,0.2,0.3,0.3,0.5,0.7,0.4,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
15,0.2,0.3,0.4,0.2,0.2,0.3,0.5,0.6,0.4,0.5,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
16,0.2,0.3,0.4,0.3,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
17,0.2,0.2,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
18,0.3,0.2,0.5,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
19,0.3,0.3,0.4,0.2,0.2,0.3,0.4,0.6,0.3,0.5,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
20,0.2,0.2,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
21,0.3,0.3,0.4,0.2,0.2,0.3,0.5,0.7,0.3,0.5,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
22,0.2,0.3,0.4,0.2,0.3,0.3,0.5,0.6,0.4,0.4,0.3,0.4,120,120,120,9,120,120,120,120,120,120,120,120
23,0.3,0.3,0.4,0.3,0.3,0.3,0.5,0.6,0.3,0.5,0.2,0.4,120,120,120,10,120,120,120,120,120,120,120,120
24,0.2,0.3,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
25,0.3,0.2,0.3,0.2,0.2,0.3,0.5,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
26,0.2,0.3,0.4,0.3,0.2,0.3,0.4,0.6,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
27,0.2,0.3,0.3,0.2,0.2,0.3,0.5,0.6,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
28,0.2,0.2,0.4,0.3,0.2,0.4,0.5,0.6,0.3,0.4,0.3,0.4,120,120,120,10,120,120,120,120,120,120,120,120
29,0.3,0.2,0.3,0.2,0.2,0.3,0.5,0.6,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
30,0.2,0.3,0.3,0.3,0.2,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,9,120,120,120,120,120,120,120,120
31,0.2,0.2,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.3,0.4,120,120,120,9,120,120,120,120,120,120,120,120
32,0.3,0.3,0.4,0.2,0.2,0.4,0.6,0.7,0.4,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
33,0.3,0.2,0.4,0.2,0.2,0.3,0.6,0.6,0.3,0.5,0.3,0.4,120,120,120,9,120,120,120,120,120,120,120,120
34,0.2,0.3,0.4,0.2,0.2,0.3,0.4,0.6,0.3,0.5,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
35,0.2,0.2,0.3,0.2,0.3,0.2,0.5,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
36,0.2,0.2,0.4,0.2,0.2,0.3,0.5,0.6,0.3,0.5,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
37,0.2,0.2,0.3,0.2,0.2,0.3,0.5,0.6,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
38,0.2,0.4,0.3,0.4,0.2,0.3,0.5,0.6,0.3,0.5,0.2,0.4,120,120,120,10,120,120,120,120,120,120,120,120
39,0.5,2.6,1.0,1.9,0.8,0.8,1.3,2.3,1.9,0.9,0.7,1.2,120,31,120,32,33,120,120,120,33,120,120,120
40,0.9,3.7,2.0,2.4,1.4,0.6,2.1,2.9,3.5,1.6,1.3,1.6,30,30,30,30,30,120,30,30,30,4,30,30
41,0.3,0.6,0.4,0.5,0.3,0.4,0.6,0.9,0.4,0.5,0.3,0.5,120,120,120,9,120,120,120,120,120,120,120,120
42,0.9,3.2,1.8,2.1,1.2,1.2,1.9,2.7,3.2,0.9,0.9,1.4,120,27,120,13,13,12,120,120,26,120,120,120
43,0.5,1.9,1.1,1.7,1.0,0.7,1.3,2.0,1.9,0.9,0.7,1.7,120,32,32,16,32,120,120,32,32,120,32,120
44,0.4,1.1,0.7,1.3,0.6,0.8,0.7,1.0,0.9,0.6,0.4,0.9,120,41,120,21,41,21,120,120,41,120,41,41
45,0.4,1.3,0.7,1.2,0.6,0.8,0.7,1.0,1.0,0.6,0.4,0.9,43,43,43,22,43,22,120,120,43,120,43,43
46,0.4,1.5,0.8,1.2,0.6,0.9,0.8,1.1,1.2,0.6,0.5,1.1,45,45,45,23,45,23,120,120,45,120,45,45
47,0.5,1.6,0.9,1.3,0.7,0.8,0.9,1.4,1.2,0.7,0.6,1.1,47,47,47,24,47,24,120,120,47,120,47,47
48,0.5,1.7,0.9,1.2,0.7,0.8,0.7,1.2,1.3,0.6,0.7,1.0,49,49,49,25,49,25,120,120,49,120,49,25
49,0.4,1.7,0.8,1.0,0.5,0.8,0.6,1.1,1.0,0.7,0.5,0.8,51,26,51,26,51,26,120,120,51,120,51,26
50,0.5,1.6,0.9,1.0,0.7,1.4,0.8,1.3,1.0,0.7,0.6,0.9,53,27,53,27,27,27,120,27,53,120,53,27
51,0.6,1.9,0.9,1.0,0.7,1.5,0.8,1.3,1.3,0.7,0.6,0.8,55,28,55,28,28,28,120,28,55,120,55,28
52,0.7,2.2,1.2,0.9,0.7,1.3,0.9,1.5,1.6,0.7,0.6,1.0,57,29,29,29,29,29,120,29,29,120,57,29
53,0.6,2.2,1.1,0.8,0.6,1.3,1.1,1.4,1.5,0.8,0.6,1.0,59,30,30,30,30,30,30,120,30,120,30,30
54,0.7,2.2,1.0,0.6,0.7,1.0,0.9,1.2,1.5,0.7,0.5,0.9,62,31,31,8,31,31,31,120,31,120,31,31
55,0.9,2.4,1.1,0.7,1.0,1.3,1.1,1.2,1.6,0.7,0.6,1.1,64,32,32,8,32,32,32,120,32,120,32,32
56,0.9,2.5,1.0,0.9,1.1,1.6,1.0,1.5,1.4,0.7,0.7,0.9,66,33,66,33,33,33,33,120,33,120,33,33
57,0.9,2.3,0.9,1.0,1.1,1.7,0.9,1.9,1.2,0.7,0.7,1.2,68,34,68,34,34,34,120,34,68,120,34,34
58,0.9,2.5,1.0,0.9,1.1,1.5,1.2,2.0,1.5,0.6,0.8,1.4,70,35,70,35,35,35,35,35,70,120,35,35
59,1.0,2.9,1.1,1.2,1.2,1.7,1.2,2.3,1.6,0.6,0.9,1.4,72,36,72,36,36,36,36,36,72,120,36,36
60,0.9,2.4,1.2,1.3,1.1,1.6,1.1,2.4,1.5,0.7,0.7,1.5,74,37,74,37,37,37,37,37,74,120,37,37
61,1.0,2.0,1.1,1.4,1.0,1.5,1.2,2.5,1.4,0.7,0.7,1.3,74,37,37,37,37,37,37,37,74,120,37,37
62,0.9,2.0,1.1,1.5,1.1,1.4,1.1,2.5,1.4,0.7,0.8,1.4,74,37,74,37,37,37,37,37,74,120,37,37
63,1.0,2.1,1.2,1.6,1.1,1.3,1.2,2.3,1.4,0.8,0.8,1.3,74,37,74,37,37,37,37,37,74,120,74,37
64,0.9,2.2,1.3,1.7,1.0,1.6,1.2,2.4,1.5,0.8,0.8,1.4,74,37,74,37,37,37,37,37,74,120,74,37
65,1.0,2.0,1.2,1.7,1.1,1.4,1.2,2.4,1.3,0.9,0.8,1.3,74,37,74,37,37,37,120,37,74,120,74,37
66,1.0,2.4,1.3,1.7,1.1,1.5,1.2,2.3,1.4,0.8,0.9,1.3,74,37,74,37,37,37,37,37,74,120,74,37
67,1.1,2.1,1.3,1.8,1.1,1.5,1.1,2.5,1.5,0.8,0.9,1.4,74,37,74,37,37,37,120,37,74,120,74,37
68,1.0,2.2,1.3,1.6,1.1,1.4,1.2,2.4,1.4,0.9,0.9,1.3,74,37,74,37,37,37,37,37,74,120,37,37
69,1.1,2.0,1.3,1.6,1.1,1.4,1.2,2.3,1.3,0.8,0.9,1.3,74,37,74,37,37,37,74,37,74,120,74,37
70,1.0,2.0,1.1,1.7,1.2,1.5,1.1,2.3,1.2,0.8,0.9,1.4,74,37,74,37,37,37,74,37,74,120,74,37
71,1.0,2.1,1.3,1.5,1.1,1.4,1.3,2.5,1.4,0.7,0.8,1.3,74,37,74,37,37,37,74,37,75,120,37,37
72,1.0,2.3,1.3,1.5,1.0,1.5,1.1,2.4,1.4,0.8,0.9,1.3,74,37,74,37,37,37,74,37,74,120,37,37
73,1.0,2.1,1.2,1.6,1.1,1.5,1.1,2.4,1.3,0.9,0.8,1.4,74,37,74,37,37,37,74,37,74,120,74,37
74,1.1,2.1,1.2,1.5,1.1,1.5,1.1,2.3,1.3,0.9,0.9,1.3,74,37,74,37,37,37,74,37,74,120,74,37
75,1.1,2.2,1.3,1.6,1.1,1.6,1.2,2.4,1.4,0.9,0.9,1.4,74,37,74,37,37,37,74,37,74,120,74,37
76,1.0,2.2,1.2,1.6,1.1,1.5,1.1,2.3,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,37,74,120,74,37
77,1.1,2.1,1.2,1.6,1.1,1.5,1.1,2.3,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,37,74,120,74,37
78,1.1,2.3,1.3,1.6,1.1,1.5,1.3,2.3,1.4,0.8,0.9,1.4,74,37,74,37,37,37,74,37,74,120,74,37
79,1.1,2.2,1.2,1.6,1.1,1.7,1.1,2.4,1.3,0.9,0.9,1.3,74,37,74,37,37,37,74,37,74,120,37,37
80,1.1,2.1,1.2,1.6,1.1,1.5,1.2,2.4,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,37,74,120,37,37
81,1.1,2.1,1.2,1.5,1.1,1.5,1.2,2.5,1.2,0.8,0.9,1.3,74,37,74,37,37,37,120,37,74,120,74,37
82,1.1,2.2,1.3,1.6,1.1,1.6,1.2,2.4,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,37,74,120,74,37
83,1.1,2.3,1.3,1.5,1.1,1.5,1.4,2.3,1.4,0.9,0.9,1.4,74,37,75,37,37,37,120,37,74,120,37,37
84,1.2,2.2,1.3,1.5,1.1,1.5,1.2,2.3,1.5,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,37,37
85,1.1,2.0,1.2,1.7,1.1,1.6,1.1,2.4,1.2,0.8,0.9,1.3,74,37,74,37,37,37,120,74,74,120,74,37
86,1.1,2.2,1.3,1.6,1.2,1.5,1.2,2.4,1.3,0.9,0.9,1.4,74,37,74,37,37,37,74,37,74,120,74,37
87,1.1,2.1,1.3,1.6,1.1,1.5,1.1,2.5,1.4,1.0,0.9,1.4,74,37,74,37,37,37,120,74,74,120,74,37
88,1.1,2.4,1.3,1.5,1.0,1.6,1.3,2.4,1.6,0.9,0.9,1.4,74,37,74,37,37,37,120,74,74,120,37,37
89,1.1,2.1,1.3,1.6,1.2,1.5,1.1,2.5,1.3,0.9,0.9,1.3,74,37,74,37,37,37,74,74,74,120,74,37
90,1.0,2.2,1.2,1.7,1.1,1.5,1.3,2.4,1.4,1.0,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
91,1.1,2.2,1.2,1.6,1.1,1.5,1.2,2.3,1.3,0.8,0.9,1.3,74,37,74,37,37,37,74,74,74,120,37,37
92,1.0,2.0,1.2,1.5,1.0,1.4,1.1,2.4,1.3,0.8,0.8,1.3,74,37,74,37,37,37,74,74,74,120,74,37
93,1.1,2.3,1.2,1.6,1.1,1.5,1.3,2.4,1.5,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,74,37
94,1.1,2.1,1.1,1.5,1.1,1.6,1.1,2.4,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
95,1.1,2.5,1.3,1.6,1.2,1.7,1.3,2.4,1.5,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,74,37
96,1.1,2.0,1.3,1.5,1.1,1.5,1.2,2.4,1.3,0.8,0.9,1.3,74,37,74,37,37,37,74,74,74,120,74,37
97,1.0,2.1,1.2,1.5,1.1,1.5,1.2,2.4,1.3,0.8,0.8,1.4,74,37,74,37,37,37,74,74,74,120,74,37
98,1.1,2.0,1.2,1.6,1.1,1.5,1.2,2.4,1.4,0.8,0.9,1.3,74,37,74,37,37,37,74,74,74,120,74,37
99,1.0,2.2,1.2,1.5,1.0,1.6,1.2,2.4,1.4,0.8,1.0,1.4,74,37,74,37,37,37,74,74,74,120,74,37
100,1.1,2.2,1.2,1.6,1.2,1.6,1.2,2.4,1.4,0.8,1.0,1.5,74,37,74,37,37,37,74,74,74,120,74,37
101,1.1,2.0,1.2,1.6,1.1,1.6,1.2,2.4,1.2,0.9,0.8,1.4,74,37,74,37,37,37,74,74,74,120,74,37
102,1.1,2.1,1.3,1.7,1.1,1.5,1.1,2.4,1.4,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
103,1.1,2.3,1.2,1.5,1.2,1.5,1.2,2.5,1.3,0.8,1.0,1.3,74,37,74,37,37,37,74,74,74,120,37,37
104,1.1,2.1,1.3,1.6,1.1,1.6,1.2,2.4,1.4,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
105,1.1,2.0,1.2,1.6,1.1,1.6,1.1,2.4,1.3,0.9,0.9,1.3,74,37,74,37,37,37,74,74,74,120,37,37
106,1.1,2.1,1.3,1.6,1.1,1.7,1.2,2.5,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
107,1.1,2.5,1.2,1.6,1.0,1.5,1.3,2.6,1.5,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,74,37
108,1.1,2.2,1.2,1.5,1.1,1.5,1.1,2.4,1.4,0.8,0.9,1.3,74,37,74,37,37,37,74,74,74,120,74,37
109,1.1,2.1,1.2,1.5,1.1,1.6,1.1,2.5,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
110,1.1,2.1,1.3,1.6,1.1,1.7,1.2,2.5,1.4,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
111,1.1,2.1,1.3,1.6,1.1,1.5,1.1,2.5,1.3,0.8,0.9,1.3,74,37,74,37,37,37,74,74,74,120,74,37
112,1.1,2.1,1.3,1.5,1.1,1.4,1.2,2.5,1.3,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
113,1.1,2.2,1.3,1.6,1.1,1.6,1.2,2.5,1.3,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,74,37
114,1.1,2.2,1.3,1.6,1.2,1.6,1.2,2.6,1.5,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
115,1.1,2.0,1.3,1.4,1.1,1.6,1.2,2.5,1.4,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
116,1.0,2.2,1.2,1.4,1.1,1.5,1.2,2.5,1.4,0.8,0.8,1.4,74,37,74,37,37,37,74,74,74,120,74,37
117,1.1,2.0,1.2,1.5,1.1,1.6,1.2,2.5,1.4,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,37,37
118,1.1,2.4,1.3,1.6,1.2,1.6,1.2,2.6,1.5,0.8,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
119,1.1,2.3,1.3,1.5,1.1,1.5,1.2,2.6,1.5,0.9,0.9,1.5,74,37,74,37,37,37,74,74,74,120,74,37
120,1.0,2.1,1.3,1.5,1.1,1.5,1.3,2.5,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
121,1.0,2.3,1.3,1.6,1.2,1.5,1.2,2.5,1.5,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
122,1.1,2.1,1.2,1.6,1.1,1.6,1.3,2.4,1.3,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,37,37
123,1.1,2.2,1.3,1.7,1.2,1.6,1.3,2.5,1.4,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
124,1.2,2.2,1.2,1.7,1.1,1.6,1.1,2.5,1.4,0.9,0.9,1.6,74,37,74,37,37,37,74,74,74,120,74,37
125,1.1,2.3,1.4,1.6,1.1,1.7,1.2,2.7,1.6,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,74,37
126,1.1,2.1,1.3,1.6,1.1,1.6,1.2,2.6,1.4,0.8,1.0,1.4,74,37,74,37,37,37,74,74,74,120,74,37
127,1.2,2.3,1.3,1.5,1.1,1.5,1.2,2.5,1.5,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
128,1.1,2.1,1.2,1.5,1.1,1.5,1.1,2.4,1.3,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,74,37
129,1.1,2.0,1.2,1.7,1.1,1.5,1.3,2.4,1.3,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,37,37
130,1.1,2.2,1.3,1.6,1.1,1.6,1.3,2.5,1.4,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
131,1.2,2.1,1.3,1.6,1.1,1.5,1.2,2.4,1.4,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,74,37
132,1.1,2.0,1.3,1.5,1.1,1.6,1.1,2.6,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,74,37
133,1.2,2.1,1.4,1.6,1.2,1.6,1.2,2.4,1.4,0.9,1.0,1.4,74,37,74,37,37,37,74,74,74,120,37,37
134,1.2,2.1,1.3,1.6,1.1,1.5,1.1,2.5,1.3,0.8,0.9,1.4,74,37,74,37,37,37,74,74,74,120,37,37
135,1.1,2.2,1.4,1.5,1.1,1.6,1.2,2.7,1.5,0.9,1.0,1.5,74,37,74,37,37,37,37,74,74,120,37,37
136,1.2,2.1,1.3,1.6,1.1,1.6,1.2,2.6,1.4,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,74,37
137,1.1,2.1,1.2,1.6,1.1,1.5,1.2,2.5,1.4,0.9,0.9,1.5,74,37,74,37,37,37,74,74,74,120,37,37
138,1.2,2.2,1.3,1.6,1.1,1.5,1.2,2.4,1.4,0.9,1.0,1.4,74,37,74,37,37,37,74,74,74,120,37,37
139,1.1,2.1,1.3,1.6,1.1,1.6,1.3,2.4,1.4,0.8,1.0,1.4,74,37,74,37,37,37,74,74,74,120,37,37
140,1.0,2.2,1.2,1.6,1.2,1.6,1.1,2.6,1.3,0.9,1.0,1.4,74,37,74,37,37,37,74,74,74,120,37,37
141,1.1,2.2,1.3,1.6,1.1,1.7,1.2,2.6,1.4,1.0,0.9,1.4,74,37,74,37,37,37,74,74,74,120,37,37
142,1.2,2.1,1.2,1.7,1.2,1.6,1.3,2.4,1.3,0.8,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
143,1.1,2.0,1.2,1.6,1.2,1.6,1.1,2.5,1.4,0.8,0.9,1.5,74,37,74,37,37,37,74,74,74,120,37,37
144,1.0,2.3,1.2,1.5,1.1,1.6,1.2,2.6,1.4,0.9,0.9,1.5,74,37,74,37,37,37,74,74,74,120,37,37
145,1.2,2.0,1.3,1.6,1.2,1.6,1.3,2.4,1.4,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
146,1.1,2.5,1.3,1.6,1.2,1.7,1.2,2.6,1.5,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
147,1.1,2.1,1.3,1.6,1.1,1.5,1.1,2.5,1.3,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
148,1.2,2.4,1.3,1.6,1.2,1.6,1.2,2.5,1.6,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
149,1.1,2.1,1.3,1.5,1.1,1.5,1.2,2.6,1.5,0.9,1.0,1.5,74,37,74,37,37,37,74,74,74,120,37,37
150,1.2,2.2,1.3,1.6,1.2,1.6,1.2,2.5,1.3,0.9,0.9,1.4,74,37,74,37,37,37,74,74,74,120,37,37
151,1.1,2.4,1.3,1.5,1.1,1.5,1.2,2.6,1.3,0.8,1.0,1.6,75,75,75,38,38,38,75,75,75,75,75,38
152,1.2,2.5,1.5,1.5,1.0,1.4,1.2,2.5,1.6,0.8,1.1,1.8,77,77,77,39,39,77,77,77,77,120,77,39
153,1.3,1.9,1.2,1.5,0.9,1.4,1.1,2.7,1.2,0.9,1.0,2.0,79,79,79,40,40,14,79,79,79,79,79,40
154,1.4,1.8,1.3,1.7,0.9,1.1,1.1,2.8,1.4,1.0,1.0,1.8,81,81,81,41,41,14,81,81,81,81,81,41
155,1.4,1.9,1.2,1.4,0.9,1.1,1.1,2.6,1.5,0.9,0.9,1.7,83,83,83,42,42,14,83,83,83,83,83,42
156,1.4,1.9,1.3,1.4,1.0,1.1,1.2,2.5,1.7,1.0,1.0,1.7,85,85,85,43,85,14,85,85,85,85,85,85
157,1.5,2.0,1.4,1.4,0.9,1.2,1.3,2.4,1.8,0.9,0.9,1.8,87,87,87,14,87,87,87,87,87,87,87,87
158,1.5,2.0,1.3,1.5,0.8,1.2,1.1,2.3,1.8,0.9,0.9,1.8,89,89,89,14,89,89,89,89,89,120,89,89
159,1.5,2.5,1.2,1.7,0.8,1.2,1.2,2.3,1.7,0.8,0.9,1.8,91,91,91,14,91,91,46,91,91,120,91,91
160,1.5,2.9,1.2,1.6,1.0,1.4,1.3,2.0,1.8,0.8,1.0,2.0,93,187,93,14,93,93,93,93,93,120,93,93
161,1.5,3.9,1.4,1.7,0.9,1.4,1.2,1.8,1.7,0.8,0.9,1.9,95,191,48,14,14,95,48,95,95,120,95,48
162,1.7,4.3,1.3,1.8,0.9,1.4,1.2,1.9,1.7,0.7,0.9,1.8,97,195,49,97,14,97,97,120,97,120,97,97
163,1.6,4.4,1.3,2.0,0.9,1.4,1.2,1.6,1.7,0.7,0.9,1.6,99,197,49,99,99,99,99,120,99,120,99,99
164,1.7,4.5,1.3,1.8,0.8,1.4,1.1,1.6,1.9,0.7,0.8,1.6,99,197,49,99,99,99,99,120,99,120,99,99
165,1.7,4.6,1.4,1.9,0.9,1.4,1.2,1.6,1.8,0.6,0.9,1.7,99,197,49,99,99,99,99,99,99,120,99,99
166,1.7,4.6,1.2,1.8,0.9,1.4,1.1,1.8,1.6,0.7,0.9,1.7,99,197,99,99,99,99,99,120,99,120,99,99
167,1.7,4.5,1.4,1.9,0.9,1.5,1.1,1.5,1.7,0.8,0.9,1.8,99,197,49,99,14,99,99,120,49,120,99,99
168,1.6,4.4,1.3,1.8,0.8,1.3,1.1,1.4,1.5,0.6,0.8,1.6,99,197,49,99,99,99,49,120,49,120,99,99
169,1.5,4.4,1.2,1.9,0.8,1.4,1.1,1.5,1.5,0.7,0.8,1.6,99,197,49,99,99,99,99,120,99,120,99,99
170,1.6,4.4,1.1,1.8,0.8,1.4,1.0,1.5,1.5,0.7,0.9,1.6,99,197,49,99,148,99,99,120,99,120,99,99
171,1.6,4.5,1.2,1.9,0.8,1.5,1.1,1.5,1.6,0.6,0.8,1.6,99,197,49,99,14,99,49,120,49,120,99,99
172,1.6,4.5,1.2,1.9,0.8,1.3,1.1,1.5,1.5,0.7,0.8,1.5,99,197,49,99,14,99,49,120,99,120,99,99
173,1.6,4.5,1.2,1.8,0.8,1.3,1.1,1.5,1.7,0.7,0.8,1.7,99,197,49,99,99,99,99,120,99,120,99,99
174,1.6,4.5,1.2,1.8,0.9,1.3,1.2,1.6,1.6,0.7,0.9,1.7,99,197,49,99,14,99,120,120,49,120,99,99
175,1.6,4.5,1.2,2.0,0.8,1.3,1.1,1.5,1.5,0.7,0.9,1.6,99,197,49,99,99,99,99,120,49,120,99,99
176,1.6,4.6,1.2,1.9,0.8,1.4,1.0,1.5,1.5,0.7,0.8,1.6,99,197,49,99,14,99,99,120,99,120,99,99
177,1.5,4.4,1.2,1.9,0.8,1.3,1.1,1.4,1.6,0.7,0.9,1.6,99,197,49,99,14,99,99,120,99,120,99,99
178,1.6,4.3,1.2,2.0,0.8,1.4,1.1,1.6,1.7,0.8,0.9,1.6,99,197,49,99,14,99,99,120,49,120,99,99
179,1.5,4.5,1.2,1.9,0.8,1.4,1.1,1.5,1.5,0.7,0.9,1.7,99,197,49,99,99,99,99,99,49,120,99,99
180,1.6,4.5,1.2,2.0,0.9,1.5,1.1,1.6,1.5,0.6,0.9,1.7,99,197,49,99,14,99,99,120,99,120,99,99
181,1.5,4.0,0.9,1.7,0.7,1.3,1.1,1.5,1.2,0.6,0.8,1.4,100,199,50,100,100,100,50,120,50,120,100,50
182,2.0,2.8,1.1,1.9,0.9,1.3,1.1,1.4,1.4,0.6,1.1,1.6,102,203,51,102,102,102,51,120,51,120,102,51
183,1.9,2.7,1.3,1.9,0.9,1.5,1.1,1.5,1.7,0.7,1.0,1.6,104,207,52,104,104,104,104,120,52,120,52,104
184,2.1,2.5,1.1,1.9,0.7,1.7,1.1,1.3,1.6,0.8,1.0,1.5,106,53,53,106,106,106,106,120,53,120,106,106
185,2.1,2.4,1.2,2.2,0.7,1.9,1.3,1.5,1.6,0.9,1.2,1.5,108,54,54,108,14,108,108,120,54,120,108,108
186,2.4,2.4,1.3,2.3,0.8,2.0,1.3,1.6,1.5,0.9,1.3,1.5,110,55,55,110,14,110,110,120,55,120,110,110
