CH Name,D_정면,D_측면,D_2R,D_5R,D_6R,D_manifold,S_정면,S_측면,S_2R,S_5R,S_7R,S_8R,D_정면,D_측면,D_2R,D_5R,D_6R,D_manifold,S_정면,S_측면,S_2R,S_5R,S_7R,S_8R
CH No.,CH17,CH18,CH19,CH20,CH21,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH17,CH18,CH19,CH20,CH21,CH25,CH26,CH27,CH28,CH29,CH30,CH31
923,0.3,0.8,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
924,0.3,0.7,0.5,1.2,0.7,0.9,0.6,1.1,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
925,0.3,0.8,0.6,1.2,0.7,1.0,0.7,1.1,0.7,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
926,0.3,0.8,0.5,1.2,0.6,1.0,0.6,1.0,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
927,0.3,0.9,0.5,1.2,0.6,1.0,0.6,1.2,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
928,0.3,0.8,0.5,1.2,0.7,0.9,0.7,1.2,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
929,0.3,0.8,0.5,1.2,0.7,0.9,0.7,1.0,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
930,0.3,0.8,0.5,1.3,0.7,0.9,0.6,1.1,0.6,0.6,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
931,0.3,0.8,0.5,1.2,0.7,1.0,0.6,1.0,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
932,0.3,0.8,0.5,1.2,0.7,0.9,0.6,1.0,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
933,0.3,0.8,0.5,1.2,0.6,0.9,0.6,1.1,0.7,0.5,0.4,0.9,120,40,120,14,14,14,120,120,120,120,120,120
934,0.4,0.8,0.6,1.3,0.6,0.9,0.7,1.0,0.6,0.6,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
935,0.4,0.8,0.5,1.2,0.6,1.0,0.6,1.1,0.7,0.6,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
936,0.3,0.9,0.6,1.3,0.7,0.9,0.6,1.0,0.8,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
937,0.3,0.9,0.6,1.1,0.6,0.9,0.6,1.0,0.7,0.6,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
938,0.3,0.9,0.5,1.2,0.7,0.9,0.7,1.2,0.6,0.5,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
939,0.3,0.8,0.5,1.2,0.6,0.9,0.7,1.1,0.7,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
940,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
941,0.3,0.9,0.5,1.2,0.6,1.0,0.5,1.0,0.5,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
942,0.3,0.7,0.6,1.1,0.6,0.9,0.6,0.9,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
943,0.3,0.8,0.5,1.1,0.6,0.9,0.6,0.9,0.6,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
944,0.3,0.8,0.5,1.2,0.7,0.9,0.5,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
945,0.4,0.7,0.6,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
946,0.3,0.8,0.5,1.2,0.7,0.9,0.5,0.9,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
947,0.3,0.8,0.6,1.1,0.6,0.9,0.5,0.7,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
948,0.4,0.9,0.5,1.3,0.6,0.9,0.6,0.9,0.6,0.5,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
949,0.3,0.8,0.5,1.1,0.6,0.8,0.6,0.7,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
950,0.3,0.8,0.6,1.3,0.6,0.9,0.6,0.9,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
951,0.3,0.9,0.5,1.2,0.6,0.9,0.5,0.8,0.5,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
952,0.3,0.8,0.5,1.1,0.7,1.0,0.6,0.7,0.6,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
953,0.4,0.7,0.5,1.3,0.6,1.0,0.6,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
954,0.3,0.8,0.5,1.0,0.6,0.9,0.5,0.7,0.5,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
955,0.3,0.8,0.5,1.2,0.7,1.0,0.6,0.8,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
956,0.3,0.7,0.5,1.2,0.6,0.9,0.5,0.7,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
957,0.3,0.8,0.5,1.1,0.7,0.9,0.5,0.8,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
958,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.8,0.5,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
959,0.3,0.7,0.5,1.0,0.6,0.9,0.6,0.8,0.5,0.4,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
960,0.3,0.8,0.6,1.1,0.6,0.9,0.6,0.8,0.6,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
961,0.3,0.9,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
962,0.3,0.8,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.5,0.7,120,40,120,14,14,14,120,120,120,120,120,120
963,0.3,0.8,0.5,1.0,0.6,0.8,0.5,0.8,0.5,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
964,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
965,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.7,0.5,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
966,0.3,0.8,0.4,1.2,0.6,0.9,0.6,0.8,0.5,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
967,0.3,0.8,0.4,1.2,0.6,0.8,0.6,0.8,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
968,0.3,0.8,0.5,1.1,0.6,0.9,0.5,0.7,0.6,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
969,0.3,0.9,0.5,1.2,0.6,0.9,0.5,0.7,0.6,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
970,0.3,0.7,0.4,1.2,0.6,0.9,0.5,0.8,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
971,0.3,0.8,0.5,1.2,0.5,0.9,0.5,0.7,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
972,0.3,0.8,0.5,1.2,0.6,0.8,0.5,0.7,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
973,0.3,0.9,0.5,1.2,0.7,1.0,0.5,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
974,0.3,0.9,0.5,1.2,0.7,0.9,0.6,0.8,0.6,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
975,0.3,0.9,0.5,1.2,0.5,0.9,0.6,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
976,0.3,0.9,0.5,1.2,0.6,0.9,0.5,0.8,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
977,0.3,0.8,0.5,1.2,0.6,0.8,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
978,0.4,0.8,0.5,1.3,0.6,1.0,0.5,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
979,0.3,0.8,0.4,1.2,0.6,0.8,0.5,0.9,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
980,0.3,0.8,0.5,1.0,0.6,1.0,0.6,0.8,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
981,0.3,0.8,0.5,1.2,0.5,0.9,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
982,0.3,0.8,0.5,1.2,0.6,0.9,0.5,1.0,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
983,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.7,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
984,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.5,0.5,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
985,0.3,0.9,0.6,1.1,0.6,1.0,0.6,0.9,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
986,0.3,0.8,0.6,1.2,0.6,0.9,0.5,0.9,0.7,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
987,0.3,0.9,0.6,1.1,0.5,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
988,0.3,0.8,0.5,1.1,0.5,1.0,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
989,0.3,0.9,0.5,1.1,0.7,1.0,0.6,0.8,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
990,0.3,0.8,0.5,1.2,0.6,1.0,0.5,0.8,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
991,0.3,0.8,0.5,1.2,0.6,0.8,0.6,0.7,0.6,0.4,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
992,0.3,0.9,0.5,1.2,0.6,0.9,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
993,0.3,0.9,0.4,1.2,0.6,0.9,0.5,0.8,0.5,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
994,0.4,0.8,0.5,1.3,0.6,0.9,0.6,0.8,0.6,0.4,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
995,0.3,0.8,0.5,1.2,0.6,0.9,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
996,0.3,0.8,0.5,1.3,0.6,0.9,0.6,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
997,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.7,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
998,0.3,0.9,0.5,1.1,0.6,0.8,0.5,0.9,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
999,0.3,0.7,0.4,1.2,0.6,0.8,0.5,0.8,0.5,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1000,0.3,0.8,0.5,1.3,0.6,1.0,0.5,0.7,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1001,0.3,0.8,0.5,1.1,0.6,0.9,0.5,0.8,0.6,0.4,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1002,0.3,0.7,0.4,1.2,0.6,0.8,0.5,0.8,0.5,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1003,0.4,0.9,0.5,1.2,0.6,0.9,0.5,0.7,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1004,0.3,0.9,0.5,1.2,0.7,0.8,0.6,0.8,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1005,0.3,1.0,0.6,1.1,0.6,0.9,0.5,0.8,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1006,0.3,0.9,0.6,1.2,0.6,0.9,0.6,0.9,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1007,0.4,0.8,0.5,1.2,0.5,0.9,0.6,0.8,0.6,0.4,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1008,0.3,0.8,0.5,1.2,0.6,0.8,0.5,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1009,0.3,0.9,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1010,0.3,0.8,0.5,1.2,0.6,0.8,0.6,0.9,0.6,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1011,0.4,0.8,0.5,1.2,0.6,0.9,0.7,0.9,0.5,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1012,0.3,0.8,0.6,1.2,0.6,0.9,0.7,0.9,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1013,0.3,0.8,0.5,1.1,0.6,1.0,0.5,0.8,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1014,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1015,0.3,0.7,0.6,1.3,0.7,1.0,0.6,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1016,0.3,0.7,0.5,1.2,0.6,0.9,0.5,0.7,0.7,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1017,0.3,0.8,0.5,1.3,0.6,1.0,0.6,0.8,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1018,0.3,0.8,0.5,1.2,0.6,0.9,0.5,0.8,0.5,0.6,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1019,0.3,0.7,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1020,0.3,0.7,0.5,1.2,0.7,0.8,0.5,0.9,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1021,0.3,0.8,0.6,1.2,0.6,0.9,0.5,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1022,0.3,0.7,0.5,1.2,0.6,0.8,0.5,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1023,0.3,0.7,0.5,1.3,0.6,0.9,0.5,0.8,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1024,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.8,0.5,0.4,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1025,0.3,0.8,0.5,1.2,0.6,0.8,0.6,0.8,0.6,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1026,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1027,0.3,0.7,0.6,1.3,0.6,0.9,0.5,0.8,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1028,0.3,0.8,0.5,1.2,0.6,0.9,0.5,0.8,0.5,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1029,0.3,0.7,0.5,1.2,0.6,0.9,0.6,0.9,0.5,0.6,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1030,0.3,0.7,0.6,1.3,0.6,0.9,0.5,0.9,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1031,0.3,0.7,0.5,1.2,0.6,1.0,0.5,0.8,0.5,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1032,0.3,0.7,0.5,1.1,0.6,0.9,0.5,0.8,0.6,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1033,0.3,0.7,0.5,1.2,0.7,0.9,0.6,0.9,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1034,0.3,0.8,0.5,1.3,0.8,1.0,0.6,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1035,0.3,0.7,0.4,1.1,0.6,0.9,0.6,0.7,0.5,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1036,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.8,0.5,0.5,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1037,0.3,0.7,0.5,1.1,0.6,0.9,0.5,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1038,0.3,0.7,0.5,1.2,0.7,0.9,0.5,0.9,0.5,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1039,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.9,0.6,0.4,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1040,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1041,0.3,0.9,0.5,1.2,0.7,0.8,0.5,0.9,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1042,0.3,0.7,0.4,1.1,0.6,0.9,0.6,0.9,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1043,0.3,0.7,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.4,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1044,0.3,0.8,0.4,1.1,0.6,0.9,0.6,0.7,0.5,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1045,0.4,0.8,0.4,1.1,0.6,0.9,0.5,0.7,0.5,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1046,0.3,0.9,0.5,1.2,0.6,1.0,0.5,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1047,0.3,0.7,0.4,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1048,0.3,0.7,0.4,1.3,0.6,0.9,0.5,0.9,0.5,0.5,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1049,0.3,0.8,0.5,1.2,0.5,0.9,0.5,0.8,0.6,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1050,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1051,0.3,0.8,0.4,1.2,0.6,0.9,0.5,0.8,0.6,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1052,0.3,0.9,0.5,1.2,0.6,0.8,0.5,1.0,0.7,0.6,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1053,0.3,0.8,0.5,1.3,0.6,0.8,0.6,0.9,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1054,0.3,0.7,0.4,1.2,0.6,0.9,0.6,0.9,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1055,0.3,0.9,0.5,1.0,0.6,0.8,0.7,0.9,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1056,0.3,0.9,0.5,1.1,0.6,0.9,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1057,0.3,0.9,0.5,1.2,0.5,0.8,0.5,0.8,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1058,0.3,0.8,0.5,1.2,0.6,1.0,0.6,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1059,0.3,1.0,0.6,1.2,0.6,0.9,0.6,1.0,0.7,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1060,0.3,0.9,0.6,1.2,0.6,0.8,0.5,0.8,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1061,0.3,0.8,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1062,0.3,0.8,0.5,1.2,0.6,0.9,0.5,0.8,0.7,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1063,0.3,0.8,0.5,1.1,0.5,0.9,0.6,0.8,0.5,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1064,0.3,1.0,0.5,1.3,0.6,0.9,0.6,0.8,0.7,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1065,0.3,0.8,0.5,1.2,0.6,0.9,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1066,0.3,0.7,0.5,1.1,0.7,0.9,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1067,0.3,0.8,0.5,1.2,0.6,0.9,0.5,0.9,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1068,0.3,0.9,0.5,1.1,0.6,0.8,0.7,0.8,0.6,0.6,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1069,0.3,0.8,0.6,1.1,0.7,0.9,0.6,0.8,0.6,0.6,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1070,0.3,0.8,0.5,1.3,0.6,0.9,0.5,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1071,0.3,1.0,0.5,1.3,0.6,0.9,0.7,0.8,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1072,0.3,0.9,0.5,1.2,0.7,0.9,0.5,0.7,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1073,0.3,0.8,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1074,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1075,0.3,0.9,0.5,1.2,0.7,0.8,0.5,0.8,0.7,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1076,0.3,0.8,0.5,1.3,0.6,0.9,0.6,0.7,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1077,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1078,0.3,0.8,0.5,1.2,0.6,0.8,0.5,0.7,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1079,0.3,0.7,0.5,1.1,0.6,0.9,0.5,0.8,0.5,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1080,0.3,0.8,0.5,1.2,0.6,1.0,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1081,0.3,0.9,0.5,1.2,0.6,0.9,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1082,0.3,0.7,0.4,1.1,0.6,0.9,0.6,0.8,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1083,0.3,0.8,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1084,0.3,0.9,0.5,1.2,0.5,0.9,0.5,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1085,0.3,0.7,0.5,1.2,0.6,0.8,0.6,0.8,0.7,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1086,0.3,0.7,0.5,1.2,0.5,0.9,0.6,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1087,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1088,0.3,0.9,0.4,1.2,0.6,1.0,0.6,0.9,0.5,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1089,0.4,0.7,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1090,0.3,0.8,0.5,1.2,0.5,0.9,0.6,0.8,0.5,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1091,0.3,0.8,0.5,1.2,0.6,0.9,0.5,0.7,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1092,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.8,0.6,0.5,0.4,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1093,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.7,0.6,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1094,0.3,0.8,0.5,1.2,0.5,0.9,0.5,0.8,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1095,0.3,0.8,0.5,1.2,0.6,0.9,0.6,0.8,0.6,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1096,0.3,0.7,0.5,1.1,0.6,0.9,0.5,0.7,0.5,0.5,0.3,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1097,0.3,0.7,0.5,1.1,0.6,0.9,0.6,0.7,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1098,0.3,0.8,0.5,1.3,0.6,0.9,0.6,0.7,0.6,0.4,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1099,0.3,0.8,0.5,1.1,0.6,0.9,0.5,0.8,0.6,0.4,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1100,0.3,0.7,0.4,1.3,0.7,0.8,0.6,0.7,0.5,0.5,0.3,0.8,120,40,120,14,14,14,120,120,120,120,120,120
1101,0.3,0.8,0.4,1.1,0.6,0.9,0.5,0.8,0.5,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1102,0.3,0.7,0.5,1.2,0.6,0.8,0.5,0.7,0.5,0.5,0.3,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1103,0.3,0.7,0.5,1.1,0.7,1.0,0.5,0.8,0.6,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1104,0.3,0.7,0.5,1.3,0.6,0.9,0.5,0.7,0.5,0.5,0.4,0.6,120,40,120,14,14,14,120,120,120,120,120,120
1105,0.3,0.6,0.5,1.1,0.5,0.9,0.5,0.8,0.5,0.5,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
1106,0.3,0.8,0.4,1.2,0.6,0.9,0.5,0.8,0.5,0.6,0.4,0.7,120,40,120,14,14,14,120,120,120,120,120,120
