CH Name,Dis AD 전(하단),Dis AD 후(상단),Dis 8R,Dis AD 좌(상단),Dis 1R,Dis 2R,VI 8R,Suc AD 후 상,Suc  AD 우 중,Suc  AD 전 하,DIS 전 중,Suc  AD 전 중,Suc  1R,Suc  3R,압력센서 하,저압 SV 용접부,VI 용접부,VI 7R,압력센서 상,Suc  2R,Dis AD 전(하단),Dis AD 후(상단),Dis 8R,Dis AD 좌(상단),Dis 1R,Dis 2R,VI 8R,Suc AD 후 상,Suc  AD 우 중,Suc  AD 전 하,DIS 전 중,Suc  AD 전 중,Suc  1R,Suc  3R,압력센서 하,저압 SV 용접부,VI 용접부,VI 7R,압력센서 상,Suc  2R
CH No.,CH02,CH04,CH06,CH07,CH09,CH11,CH14,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH24,CH25,CH26,CH27,CH29,CH32,CH02,CH04,CH06,CH07,CH09,CH11,CH14,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH24,CH25,CH26,CH27,CH29,CH32
92,1.5,2.1,1,0.3,1.1,0.8,1.8,1,0.8,1.2,0.6,0.4,1.8,2.1,0.2,0.7,1,3.3,1.1,0.9,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,202,101,101,101
93,2.1,3,1.2,0.4,1.4,0.7,2.8,1.4,1,1.9,0.8,0.6,2.2,3.2,0.3,0.7,1.2,4.3,1.1,1,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,202,101,101,101
94,2.7,4,1.5,0.5,2.5,2,6.5,3.9,2.3,4.2,1.9,1.6,4.5,7.3,0.4,1.5,3,12.2,3.4,2.5,91,91,96,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
95,2.2,3.9,1,0.4,2.8,1.9,6.5,3.8,2.3,4.2,1.8,1.6,4.4,7,0.4,1.6,3,9.6,3.3,2.5,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
96,2.2,3.8,1.2,0.4,2.8,1.9,6.6,3.8,2.4,4.3,1.8,1.6,4.7,7,0.4,1.5,3.1,9.4,3.3,2.5,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
97,2.1,3.7,1,0.4,2.6,1.8,6.6,3.8,2.3,4.2,1.8,1.6,4.6,7,0.4,1.5,3,9.5,3.3,2.2,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
98,2.2,3.7,1,0.4,2.6,1.8,6.6,3.8,2.3,4.3,1.8,1.6,4.8,7,0.4,1.5,3.2,9.5,3.3,2.3,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
99,2.3,3.7,1.1,0.4,2.8,1.8,6.3,4,2.3,4.2,1.8,1.6,4.8,7,0.5,1.4,3.1,10.1,3.3,2.4,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
100,2.3,3.7,1.1,0.4,3,1.8,6.2,3.9,2.3,4.3,1.7,1.6,4.9,7.1,0.4,1.5,3,10.1,3.5,2.5,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
101,2.4,3.8,1.1,0.5,2.9,1.8,6.4,3.9,2.3,4.3,1.8,1.7,5,7,0.4,1.5,3,9.9,3.4,2.7,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
102,2.2,3.7,1.1,0.5,2.9,1.8,6.6,3.9,2.3,4.3,1.7,1.6,5,7.1,0.4,1.5,3,9.8,3.4,3,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
103,2.2,3.6,1.1,0.4,2.9,1.7,6.7,3.9,2.3,4.2,1.8,1.6,4.9,7.1,0.4,1.4,3.1,9.7,3.2,2.4,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
104,2.3,3.6,1.1,0.4,2.9,1.6,6.4,3.9,2.3,4.2,1.7,1.6,4.8,7.1,0.4,1.4,3,9.6,3.3,2.3,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
105,2.3,3.6,1.1,0.4,2.9,1.9,6.2,3.9,2.4,4.1,1.8,1.6,5,7.2,0.4,1.4,3.1,10.2,3.3,2.4,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
106,2.2,3.8,1.1,0.5,3,1.7,6.5,3.9,2.3,4.3,1.8,1.7,5,7.2,0.4,1.5,3.1,10.2,3.4,2.5,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
107,2.3,3.8,1.2,0.5,3,1.8,6.6,3.9,2.4,4.2,1.8,1.6,5,7.2,0.4,1.5,3.1,9.7,3.3,2.6,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
108,2.2,3.6,1.1,0.4,3,1.6,6.3,3.8,2.3,4.1,1.7,1.6,5,7,0.4,1.4,3,9.4,3.4,2.4,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
109,2.3,3.6,1.1,0.5,3.1,1.8,6.4,3.8,2.4,4.2,1.7,1.6,4.9,7.1,0.4,1.5,3,9.8,3.4,2.2,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
110,2.2,3.7,1.1,0.5,3.3,1.8,6.5,3.7,2.4,4.4,1.7,1.6,4.9,7.3,0.4,1.4,3.1,10.2,3.3,2.4,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
111,2.3,3.7,1.1,0.5,3.1,1.7,6.4,4,2.3,4.2,1.8,1.6,4.8,7.1,0.4,1.5,3.1,9.9,3.2,2.5,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
112,2.3,3.6,1.1,0.5,2.5,1.7,6.5,3.8,2.3,4.2,1.8,1.6,4.9,7.1,0.4,1.4,3.1,9.8,3.3,2.3,91,91,91,91,91,91,91,91,91,91,91,91,91,91,273,91,91,91,91,91
113,2.2,3.5,1.4,0.4,3.3,3.8,6.5,6,2.3,6.2,2.6,2.4,8,7.2,0.5,1.5,3.1,9.8,3.1,4.6,90,90,84,90,90,84,90,84,90,84,84,84,84,90,272,90,90,90,90,84
114,1.9,2.5,1.3,0.3,2.9,3.6,4.3,5.9,1.6,6.1,2.2,2.3,6.4,4.6,0.5,1.3,1.7,4.1,1.1,3.7,81,81,242,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,161,81
115,1.9,2.7,1.3,0.3,2.9,3.5,4.3,5.8,1.6,6.1,2.2,2.5,6.5,4.5,0.6,1.4,1.8,4,1,3.6,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
116,1.9,2.5,1.3,0.3,2.6,3.4,4.2,5.8,1.6,6.2,2.2,2.3,6.5,4.6,0.6,1.3,1.7,4.1,1,3.1,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
117,1.9,2.4,1.3,0.4,2.7,3.4,4.3,5.9,1.5,6.2,2.2,2.3,6.6,4.6,0.5,1.3,1.8,4.3,1,3,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
118,1.9,2.5,1.3,0.5,2.7,3.5,4.3,6,1.6,6.1,2.2,2.3,6.5,4.6,0.5,1.3,1.8,4.2,0.9,3.2,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
119,1.9,2.6,1.2,1.1,2.5,3.5,4.4,5.9,1.6,6.2,2.2,2.3,6.6,4.7,0.6,1.3,1.9,4.2,1,3.2,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
120,2,2.6,1.3,0.8,3,3.6,4.4,6,1.7,6.1,2.2,2.3,6.8,4.7,0.5,1.3,1.8,4.2,1,3,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
121,1.9,2.5,1.3,0.4,3.2,3.4,4.4,5.9,1.6,6.2,2.2,2.4,6.7,4.8,0.6,1.3,1.8,4.3,1,3.2,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
122,1.9,2.5,1.3,0.3,3.1,3.4,4.4,5.8,1.6,6,2.2,2.3,6.7,4.7,0.6,1.4,1.7,4.1,0.9,3.3,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
123,1.9,2.5,1.3,0.3,3.4,3.4,4.4,5.8,1.6,6,2.1,2.3,6.8,4.8,0.5,1.3,1.7,4.3,0.9,3.3,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
124,1.8,2.4,1.2,0.4,2.9,3.5,4.4,5.8,1.6,6.2,2.2,2.3,6.6,4.7,0.6,1.3,1.7,4.2,1,3.3,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
125,1.9,2.5,1.3,0.6,3.2,3.5,4.4,5.9,1.6,6.3,2.2,2.3,6.6,4.8,0.6,1.3,1.7,4.4,0.9,3.2,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
126,2,2.5,1.3,0.6,2.9,3.5,4.4,6.1,1.6,6.3,2.2,2.4,6.6,4.7,0.6,1.3,1.8,4.2,1,3.7,81,81,81,81,81,81,81,81,81,81,81,81,81,81,404,81,81,81,162,81
127,2,2.6,1.8,0.5,2.8,3.5,4.1,5.9,1.5,6.1,2.1,2.3,6.5,4.6,0.5,1.3,1.8,4.3,1.3,3.4,80,79,73,80,79,79,80,79,79,79,79,79,80,79,403,80,79,80,160,79
128,1,1.2,2,0.2,2.4,2.4,2.2,4.6,1.5,4.9,1,1.8,4,3.9,0.5,0.9,1.8,3.6,1.6,2.7,71,141,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
129,1,1.2,1.9,0.3,1.9,2.4,2.1,4.6,1.4,4.8,1.1,1.8,3.9,3.9,0.4,0.9,1.8,3.1,1.3,2.6,71,141,71,212,71,71,71,71,71,71,71,71,71,71,71,71,71,71,141,71
130,1.1,1.2,1.9,0.3,2.1,2.4,2.1,4.6,1.4,4.7,1.1,1.8,3.9,3.8,0.5,0.9,1.8,3.1,1.4,2.6,71,141,71,212,71,71,71,71,71,71,71,71,71,71,71,71,71,71,141,71
131,1.1,1.2,1.9,0.3,1.9,2.4,2,4.6,1.4,4.7,1.1,1.8,3.8,3.7,0.4,0.9,1.7,3.3,1.3,2.6,71,71,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
132,1.1,1.2,1.9,0.3,1.9,2.5,2,4.5,1.3,4.7,1.1,1.8,3.9,3.8,0.4,0.9,1.7,3.7,1.4,2.5,71,71,71,212,71,71,71,71,71,71,71,71,71,71,71,71,71,71,141,71
133,1.1,1.3,1.9,0.3,2.1,2.4,2,4.4,1.4,4.4,1.1,1.7,4,3.8,0.5,1,1.7,3.7,1.4,2.4,71,141,71,212,71,71,71,71,71,71,71,71,71,71,71,71,71,71,141,71
134,1.1,1.1,1.7,0.3,2.2,2.3,1.9,4.3,1.4,4.5,1,1.7,3.8,3.7,0.5,0.9,1.7,3.7,1.4,2.4,71,141,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
135,1.1,1.2,1.8,0.3,2,2.4,2,4.4,1.4,4.5,1.2,1.7,4,3.8,0.5,1,1.7,3.5,1.3,2.8,71,141,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
136,1.1,1.2,1.9,0.3,2,2.4,2,4.4,1.5,4.7,1.1,1.7,3.9,3.7,0.5,0.9,1.7,3.4,1.4,2.7,71,141,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
137,1.1,1.2,1.8,0.3,2.1,2.3,2,4.6,1.4,4.7,1.1,1.8,3.9,3.7,0.5,1,1.7,3.2,1.4,2.7,71,141,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
138,1.1,1.2,1.7,0.3,2,2.4,2,4.5,1.5,4.7,1.1,1.7,3.9,3.8,0.5,0.9,1.8,3.4,1.3,2.6,71,71,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
139,1.1,1.2,1.8,0.3,1.9,2.4,2,4.5,1.5,4.6,1.1,1.8,3.8,3.8,0.5,0.9,1.8,3.5,1.3,2.5,71,71,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
140,1.1,1.2,1.8,0.3,1.9,2.4,2,4.4,1.5,4.5,1.1,1.7,3.9,3.8,0.5,0.9,1.8,3.8,1.3,2.5,71,141,71,212,71,71,71,71,71,71,71,71,71,71,141,71,71,71,141,71
141,1.1,1.2,1.8,0.3,2.1,2.4,2.6,4.4,1.7,4.6,1.1,1.7,4.5,4.5,0.7,1.1,2,3.7,1.7,3,71,141,70,212,70,71,70,70,70,70,71,70,70,70,141,70,70,71,141,71
142,0.7,1.2,2.1,0.3,2.6,2,3.1,4.5,2,4.6,1,1.7,5.6,6.3,0.7,1.2,2.2,2.4,2,3.3,61,241,60,181,61,60,60,61,61,61,60,61,61,61,61,61,64,61,130,61
143,0.6,0.8,1,0.3,2.2,1.1,2.3,2.9,1.3,3,0.5,1.2,3.6,4.2,0.4,0.6,1.5,2.5,0.9,2.7,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,121,61
144,0.5,0.7,0.9,0.3,2.3,1,2.2,3,1.3,2.9,0.5,1.2,3.7,4.5,0.4,0.6,1.4,2.4,0.9,2.7,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
145,0.6,0.7,0.9,0.3,2.4,1,2.2,3,1.3,2.9,0.5,1.1,3.9,4.6,0.4,0.6,1.4,2.3,0.9,2.3,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,121,61
146,0.6,0.8,0.9,0.3,2.5,1,2.3,3,1.4,3,0.5,1.1,4,4.6,0.4,0.6,1.4,2.4,0.9,2.1,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
147,0.6,0.7,0.9,0.3,2.3,0.9,2.2,3.1,1.4,3.1,0.5,1.2,4.1,4.6,0.4,0.7,1.4,2.4,1,2,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,121
148,0.6,0.8,0.9,0.3,2.2,0.9,2.3,3.1,1.3,3.1,0.5,1.2,4,4.6,0.4,0.8,1.4,2.5,0.9,1.8,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
149,0.5,0.7,0.8,0.2,2.3,0.8,2.4,3.2,1.3,3.2,0.5,1.2,4,4.5,0.4,0.7,1.5,2.9,0.9,1.8,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
150,0.6,0.7,0.8,0.3,2.3,0.9,2.3,3,1.3,3.4,0.5,1.2,4.1,4.5,0.4,0.6,1.5,2.9,0.9,1.7,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,121,61
151,0.6,0.7,0.8,0.3,2.2,0.9,2.3,3.1,1.3,3.1,0.5,1.2,4.2,4.6,0.4,0.7,1.6,3,0.9,1.9,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
152,0.5,0.8,1,0.3,2.2,0.9,2.2,3,1.4,3.1,0.5,1.2,4.1,4.9,0.4,0.7,1.5,2.9,0.8,1.8,61,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
153,0.6,0.7,1,0.3,2.6,1,2.2,3.2,1.3,3.3,0.5,1.2,4,4.8,0.5,0.7,1.4,2.1,0.9,2,61,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,121,61
154,0.5,0.7,0.9,0.3,2.9,0.9,2.2,3.2,1.3,3.5,0.5,1.2,3.9,4.4,0.4,0.6,1.5,2.6,0.9,2.1,182,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
155,0.5,0.7,0.7,0.3,2.3,0.8,2.3,3.1,1.4,3.2,0.5,1.2,4.1,4.6,0.4,0.7,1.4,2.8,0.8,2.3,61,121,121,182,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61
156,0.6,0.7,1,0.3,1.9,1,2.3,2.3,1,2.3,0.6,0.9,3.1,3.4,0.4,0.6,1.5,2.6,0.8,2.3,59,62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
157,0.4,0.7,0.8,0.2,1,0.9,1.6,1.3,0.5,1.3,0.5,0.4,1.4,1.2,0.3,0.4,1.7,2.2,0.6,1.8,51,51,101,51,51,51,51,51,51,51,51,51,101,51,402,50,51,101,101,101
158,0.3,0.6,0.7,0.2,0.8,0.6,1.5,0.9,0.4,0.9,0.4,0.4,1,0.7,0.2,0.4,0.9,1.7,0.6,1.5,51,50,101,152,51,101,51,51,50,51,101,51,101,101,404,50,50,101,101,101
159,0.4,0.6,0.7,0.2,0.8,0.7,1.7,1,0.5,1.1,0.4,0.4,0.9,0.7,0.2,0.5,0.9,1.7,0.6,1.4,51,51,101,152,51,101,51,51,4,51,50,51,101,101,404,51,51,101,101,101
160,0.3,0.6,0.7,0.2,0.8,0.7,1.6,0.9,0.6,0.9,0.4,0.3,0.9,0.7,0.2,0.4,0.9,1.7,0.6,1.3,50,51,101,151,51,101,51,51,51,51,51,51,101,101,404,51,51,101,101,101
161,0.3,0.6,0.7,0.2,0.8,0.6,1.5,1,0.4,0.9,0.4,0.3,0.9,0.7,0.2,0.4,0.9,1.9,0.7,1.4,50,50,101,51,50,101,50,50,51,50,101,50,101,101,404,50,101,101,101,101
162,0.4,0.5,0.7,0.2,0.7,0.7,1.6,0.9,0.5,1.1,0.4,0.4,1,0.8,0.2,0.4,0.9,1.8,0.6,1.3,50,50,101,50,50,101,50,51,50,51,50,50,101,101,404,51,101,101,101,101
163,0.4,0.6,0.7,0.2,0.8,0.7,1.6,1,0.4,1,0.4,0.4,1,0.8,0.2,0.5,0.9,1.8,0.6,1.6,50,50,101,151,50,101,50,50,50,50,101,50,101,101,404,50,101,101,101,101
164,0.3,0.6,0.7,0.2,0.8,0.6,1.6,1,0.4,1.2,0.4,0.3,0.8,0.6,0.2,0.5,0.9,1.5,0.6,1.4,50,50,101,51,50,101,50,50,50,51,101,50,101,101,404,4,50,101,101,101
165,0.4,0.6,0.7,0.2,0.8,0.7,1.7,0.9,0.4,0.9,0.5,0.3,1,0.8,0.2,0.4,1,1.8,0.7,1.4,50,50,101,152,51,101,50,51,50,51,101,51,101,101,404,50,101,101,101,101
166,0.4,0.6,0.6,0.2,0.7,0.7,1.5,1,0.4,0.9,0.4,0.4,1,0.8,0.2,0.3,0.9,1.8,0.6,1.4,50,50,101,151,50,101,50,50,50,50,101,50,101,101,404,50,50,101,101,101
167,0.4,0.8,1,0.2,0.9,0.9,2.3,1.5,0.7,1.7,0.5,0.6,2.5,0.8,0.4,1.1,1.4,4.7,1,2.8,49,49,99,49,49,49,49,49,45,45,49,45,89,49,45,45,49,92,90,90
168,0.5,0.5,0.8,0.2,0.5,0.8,2,1.9,0.9,2.1,0.4,0.8,1.8,1.5,0.4,1.5,1.1,2.6,0.9,2.4,80,40,80,121,40,40,40,40,41,40,40,40,81,40,161,40,81,81,161,40
169,0.4,0.6,0.7,0.2,0.4,0.7,2,2,0.8,2.2,0.3,0.9,1.7,1.4,0.4,1.5,1,2.4,0.9,2.3,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
170,0.4,0.5,0.8,0.2,0.4,0.7,2.1,2,0.7,2.2,0.3,0.8,1.6,1.3,0.3,1.5,1,2.2,0.9,2.6,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
171,0.4,0.6,0.9,0.2,0.6,0.6,2.1,2,0.8,2.3,0.3,0.9,1.6,1.3,0.4,1.5,1.1,2.3,0.8,2.5,81,21,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
172,0.4,0.5,0.7,0.2,0.4,0.7,2.1,2,0.8,2.3,0.3,0.9,1.5,1.3,0.4,1.5,1.1,2.4,0.9,2.7,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
173,0.4,0.5,0.8,0.2,0.5,0.6,2.2,2,0.7,2.3,0.3,0.8,1.5,1.3,0.4,1.7,1,2.3,1,2.2,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
174,0.4,0.6,0.9,0.2,0.4,0.7,2.1,2.1,0.8,2.3,0.3,0.8,1.6,1.4,0.4,1.6,1,2.4,0.9,2.5,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
175,0.4,0.5,0.8,0.2,0.4,0.7,2.2,2.2,0.7,2.4,0.3,0.9,1.6,1.4,0.4,1.5,1.1,2.6,0.9,2.4,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
176,0.4,0.6,0.8,0.2,0.4,0.7,2.1,2.1,0.8,2.3,0.3,0.9,1.6,1.5,0.4,1.6,1,2.5,0.9,2.4,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,40,40
177,0.4,0.5,0.8,0.2,0.4,0.7,2.2,2.1,0.8,2.2,0.3,0.9,1.6,1.4,0.4,1.6,1,2.5,1,2.3,81,40,81,121,242,40,40,40,40,40,81,40,81,40,40,40,81,81,161,40
178,0.4,0.5,0.8,0.2,0.5,0.7,2.1,2.1,0.8,2.3,0.3,0.9,1.6,1.4,0.4,1.5,1.1,2.5,0.9,2.3,81,40,81,121,242,40,40,40,40,40,81,40,81,40,40,40,81,81,40,40
179,0.4,0.5,0.8,0.2,0.4,0.7,2.2,2,0.7,2.2,0.3,0.8,1.6,1.4,0.4,1.5,1.1,2.3,1,2.1,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,81
180,0.4,0.5,0.8,0.2,0.5,0.7,2.1,2.1,0.8,2.4,0.3,0.9,1.6,1.4,0.4,1.6,1.1,2.5,1,2.1,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
181,0.4,0.5,0.8,0.2,0.5,0.7,2.2,2,0.8,2.2,0.3,0.8,1.6,1.4,0.4,1.6,1.1,2.4,1,2.2,81,40,81,121,242,40,81,40,40,40,81,40,81,40,40,40,81,81,162,40
182,0.4,0.6,0.8,0.2,0.5,0.6,2.1,2.1,0.7,2.5,0.3,0.9,1.5,1.4,0.4,1.6,1.1,2.4,0.9,2.6,81,40,81,121,242,40,40,40,40,40,40,40,81,40,40,40,81,81,161,40
183,0.4,1.2,1.4,0.2,0.8,1.5,2.7,3.8,1.1,4.4,0.8,1.5,1.6,2,0.4,1.2,2.7,7,1,6.7,65,34,65,34,33,34,34,33,33,33,34,33,33,34,143,37,64,64,141,34
184,0.3,0.6,0.7,0.2,0.4,0.5,2.1,2.9,0.7,3.2,0.3,1.1,1,1.5,0.2,1,2.7,6.8,0.5,4.7,30,30,60,30,30,60,60,30,30,30,60,30,60,60,271,30,60,60,30,30
185,0.3,0.5,0.9,0.2,0.4,0.5,1.7,2.3,0.5,2.4,0.3,0.9,0.7,0.9,0.3,0.9,2.5,6,0.5,3.2,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
186,0.3,0.5,0.8,0.1,0.4,0.4,1.6,2.1,0.5,2.3,0.3,0.9,0.5,0.8,0.3,0.9,2.4,6.6,0.5,3.4,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
187,0.3,0.6,0.7,0.2,0.4,0.4,1.6,2.1,0.5,2.2,0.3,0.9,0.5,0.7,0.2,0.9,2.4,6.8,0.5,3.4,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
188,0.4,0.5,0.7,0.2,0.4,0.5,1.6,2.1,0.5,2.3,0.3,0.8,0.6,0.8,0.2,1,2.5,6.4,0.5,3.6,30,30,61,91,30,61,61,30,30,30,61,30,61,61,273,30,61,61,4,30
189,0.3,0.5,0.8,0.2,0.5,0.4,1.7,2.1,0.5,2.4,0.3,0.8,0.6,0.7,0.2,1,2.5,6.5,0.4,3.4,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
190,0.3,0.5,0.8,0.2,0.5,0.5,1.6,2.2,0.5,2.3,0.3,0.9,0.6,0.8,0.2,1.1,2.5,6.6,0.5,3.5,30,30,61,91,30,61,61,30,30,30,61,30,61,61,273,30,61,61,121,30
191,0.3,0.6,0.8,0.2,0.4,0.4,1.8,2.2,0.5,2.3,0.2,0.8,0.6,0.8,0.2,0.9,2.6,6.7,0.5,3.4,30,30,61,30,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
192,0.3,0.6,0.8,0.2,0.4,0.4,1.7,2.1,0.5,2.3,0.3,0.9,0.6,0.9,0.3,0.9,2.6,6.8,0.6,3.2,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
193,0.3,0.5,0.8,0.2,0.4,0.4,1.7,2.2,0.5,2.3,0.2,0.9,0.7,0.8,0.2,1,2.6,7,0.6,3.7,30,30,61,91,30,61,61,30,30,30,61,30,61,61,273,30,61,61,121,30
194,0.3,0.5,0.8,0.2,0.4,0.5,1.6,2.2,0.5,2.4,0.3,0.9,0.7,0.8,0.3,0.9,2.5,6.6,0.5,3.4,30,30,61,91,30,61,61,30,30,30,61,30,61,61,273,30,61,61,121,30
195,0.3,0.5,0.8,0.2,0.4,0.4,1.6,2.1,0.5,2.3,0.3,0.9,0.6,0.7,0.2,0.9,2.5,6.6,0.5,3.1,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
196,0.3,0.5,0.7,0.2,0.4,0.4,1.6,2.1,0.5,2.3,0.3,0.8,0.6,0.8,0.2,0.9,2.4,6.5,0.5,2.9,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
197,0.3,0.5,0.7,0.2,0.4,0.4,1.6,2.1,0.5,2.3,0.3,0.9,0.6,0.9,0.2,0.9,2.4,6.8,0.6,3,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
198,0.3,0.5,0.7,0.2,0.4,0.4,1.6,2.2,0.5,2.3,0.3,0.9,0.6,0.8,0.2,1,2.5,6.7,0.5,3.1,30,30,61,91,30,61,61,30,30,30,61,30,61,61,272,30,61,61,121,30
199,0.3,0.5,0.7,0.2,0.5,0.4,1.5,2.1,0.5,2.3,0.3,0.9,0.6,0.7,0.2,1,2.3,6.6,0.4,3,30,30,61,91,30,61,61,30,30,30,61,30,91,60,273,30,61,61,121,30
200,0.3,0.5,0.8,0.2,0.4,0.5,1.7,2.2,0.5,2.3,0.2,0.9,0.6,0.8,0.2,0.9,2.6,7.3,0.5,3.2,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
201,0.3,0.5,0.8,0.2,0.4,0.4,1.6,2.2,0.5,2.4,0.2,0.9,0.7,0.8,0.2,1,2.6,7.4,0.4,3.3,30,30,61,91,30,61,61,30,30,30,61,30,91,61,272,30,61,61,121,30
202,0.3,0.5,0.8,0.2,0.4,0.4,1.8,2.3,0.4,2.3,0.3,0.9,0.6,0.8,0.2,1,2.8,7,0.4,3.3,30,30,61,30,30,61,61,30,30,30,61,30,91,61,272,30,61,61,121,30
203,0.3,0.6,0.7,0.2,0.4,0.4,1.6,2.2,0.5,2.4,0.3,0.9,0.6,0.8,0.2,1,2.5,6.8,0.4,3.5,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
204,0.3,0.6,0.8,0.2,0.6,0.5,1.6,2.3,0.5,2.4,0.3,0.9,0.7,0.9,0.2,1,2.6,7.1,0.5,3.5,30,30,61,91,30,61,61,30,30,30,61,30,91,61,273,30,61,61,121,30
