CH Name,Dis AD 전(하단),Dis AD 후(상단),Dis 8R,Dis AD 좌(상단),Dis 1R,Dis 2R,VI 8R,Suc AD 후 상,Suc  AD 우 중,Suc  AD 전 하,DIS 전 중,Suc  AD 전 중,Suc  1R,Suc  3R,압력센서 하,저압 SV 용접부,VI 용접부,VI 7R,압력센서 상,Suc  2R,Dis AD 전(하단),Dis AD 후(상단),Dis 8R,Dis AD 좌(상단),Dis 1R,Dis 2R,VI 8R,Suc AD 후 상,Suc  AD 우 중,Suc  AD 전 하,DIS 전 중,Suc  AD 전 중,Suc  1R,Suc  3R,압력센서 하,저압 SV 용접부,VI 용접부,VI 7R,압력센서 상,Suc  2R
CH No.,CH02,CH04,CH06,CH07,CH09,CH11,CH14,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH24,CH25,CH26,CH27,CH29,CH32,CH02,CH04,CH06,CH07,CH09,CH11,CH14,CH16,CH17,CH18,CH19,CH20,CH21,CH22,CH24,CH25,CH26,CH27,CH29,CH32
84,2.3,5.8,5.9,0.5,3.8,1.9,3.8,0.8,3.6,1.4,2.3,0.8,1.9,2.7,1.8,1.8,0.9,1.3,5.8,3.8,133,133,133,133,133,133,133,267,133,133,133,133,133,133,133,133,133,267,133,133
85,2.3,5.7,5.8,0.5,3.8,2,3.7,0.8,3.8,1.6,2.3,0.7,2,2.7,1.8,1.7,0.9,1.4,5.9,3.8,133,133,133,133,133,133,133,267,133,133,133,133,133,133,133,133,133,267,133,133
86,2.3,5.7,6,0.6,3.9,2,3.8,0.9,4.1,1.4,2.3,0.8,2.1,2.9,1.8,1.8,1,1.3,5.9,4,133,133,133,133,133,133,133,267,133,133,133,133,133,133,133,133,133,267,133,133
87,2.3,5.7,5.9,0.5,3.9,1.9,3.8,0.9,3.8,1.7,2.3,0.8,2,2.8,1.8,1.8,0.9,1.4,6,3.9,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,133,133
88,2.3,5.7,6,0.5,4,1.9,3.9,0.9,3.8,1.5,2.4,0.7,2.1,2.8,1.8,1.8,0.9,1.4,6.1,3.8,133,133,133,133,133,133,133,267,133,133,133,133,133,133,133,133,133,267,133,133
89,2.3,5.7,6,0.5,4,1.9,4,1,3.8,1.6,2.4,0.7,2,2.8,1.8,1.8,1,1.4,6,3.8,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,133,267,133,133
90,2.2,5.4,5.8,0.5,3.8,1.9,3.6,0.8,4.1,1.3,2.4,0.7,2,2.6,1.8,1.9,0.9,1.4,5.9,3.8,136,135,135,135,135,135,135,65,135,135,135,135,135,135,135,135,273,273,135,135
91,2,2.4,3.2,0.4,2.6,1.7,2.9,0.8,2.8,1.1,2,0.5,1.4,1.9,1.4,1.6,0.9,2.6,4.5,3.4,140,139,139,140,139,140,140,140,140,139,140,139,400,140,140,140,281,140,140,140
92,2.1,1.4,2.2,0.4,1.7,1.4,2.7,1.1,2.3,1.1,1.7,0.5,0.8,1.7,1.2,1.4,1,3.3,3.8,2.9,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,143,143,143
93,2.1,1.4,2.1,0.4,1.6,1.4,2.6,1.1,2.4,0.9,1.6,0.4,0.8,1.7,1.2,1.4,1,3.4,3.6,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
94,2.1,1.5,2.3,0.4,1.7,1.4,2.7,1.1,2.3,1.3,1.7,0.5,0.9,1.7,1.2,1.5,0.9,3.4,3.7,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
95,2.1,1.5,2.3,0.4,1.7,1.4,2.6,1.1,2.6,1,1.7,0.5,0.9,1.7,1.2,1.5,1,3.4,3.7,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
96,2.2,1.5,2,0.4,1.7,1.5,2.6,1.2,2.4,1.3,1.7,0.5,0.8,1.6,1.2,1.5,1,3.6,3.7,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
97,2.2,1.5,2.1,0.4,1.6,1.3,2.6,1.1,2.5,1,1.7,0.4,0.8,1.7,1.2,1.5,1.1,3.6,3.7,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
98,2.1,1.5,2.1,0.4,1.7,1.4,2.6,1.1,2.3,1,1.7,0.4,0.8,1.6,1.2,1.4,1.1,3.6,3.6,2.9,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
99,2.2,1.5,2.1,0.4,1.7,1.5,2.7,1.2,2.6,1,1.7,0.5,0.8,1.6,1.2,1.3,1,3.4,3.6,2.9,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
100,2.2,1.5,2.1,0.5,1.7,1.4,2.5,1.2,2.3,1.1,1.7,0.5,0.8,1.6,1.2,1.4,1,3.5,3.6,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
101,2.3,1.5,2.1,0.5,1.7,1.5,2.7,1.1,2.3,0.9,1.7,0.5,0.9,1.5,1.2,1.4,1,3.4,3.8,2.9,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
102,2.2,1.5,2.1,0.4,1.7,1.4,2.6,1,2.5,1,1.8,0.4,0.9,1.5,1.1,1.3,1,3.5,3.6,3,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
103,2.1,1.3,2,0.4,1.5,1.3,2.5,1.1,2.4,1.2,1.7,0.4,0.8,1.6,1.1,1.3,0.9,3.4,3.6,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
104,2.1,1.6,2.1,0.4,1.7,1.4,2.6,1,2.5,1.1,1.7,0.5,0.8,1.5,1.1,1.4,1,3.3,3.5,2.8,143,143,143,143,143,143,143,143,143,143,143,143,400,143,143,143,287,287,143,143
105,2.3,1.6,2,0.5,1.7,1.4,2.5,1.2,2.5,1.1,1.7,0.4,0.8,1.4,1.1,1.3,1.1,3.8,3.5,2.7,145,145,145,145,145,145,145,145,145,145,145,145,400,145,145,145,292,145,145,145
106,2.5,1.5,2,0.5,1.5,1.4,2.8,1.4,2.5,1.2,1.9,0.4,0.7,1.5,1.2,1.4,1.1,3.7,3.7,2.7,149,149,149,149,149,149,149,149,149,149,149,149,400,149,149,149,300,149,149,149
107,2.2,1.3,1.7,0.4,1.4,1.1,2.1,1.4,2.1,1.3,1.6,0.6,0.8,1.5,1.1,1.2,0.7,2.7,3.4,2.3,153,153,153,153,153,153,153,153,153,153,153,153,400,153,153,153,307,307,153,153
108,2.3,1.3,1.7,0.5,1.4,1.1,2.1,1.6,2,1.5,1.6,0.5,0.8,1.5,1.1,1.1,0.5,2.4,3.4,2.3,154,154,154,154,154,154,307,154,154,154,154,154,400,154,154,154,307,307,154,154
109,2.3,1.3,1.8,0.4,1.3,1.1,2,1.6,2,1.4,1.6,0.5,0.7,1.4,1.1,1.2,0.5,2.4,3.4,2.3,154,154,154,154,154,154,307,154,154,154,154,154,400,154,154,154,307,307,154,154
110,2.3,1.4,1.8,0.4,1.4,1.2,2.2,1.4,1.9,1.3,1.6,0.5,0.8,1.5,1.1,1.2,0.6,2.4,3.4,2.3,154,154,154,154,154,153,307,154,154,154,154,154,400,154,154,154,307,307,154,154
111,2.3,1.4,1.7,0.4,1.3,1.1,2.1,1.4,2,1.3,1.7,0.4,0.8,1.6,1,1.2,0.5,2.4,3.4,2.4,154,154,154,154,154,154,307,154,154,154,154,154,400,154,154,154,307,307,154,154
112,2.3,1.4,1.7,0.4,1.3,1.1,2,1.5,1.9,1.2,1.6,0.4,0.8,1.5,1,1.1,0.5,2.4,3.3,2.3,154,154,154,154,154,154,307,154,154,154,154,154,400,154,154,154,307,307,154,154
113,2.2,1.3,2,0.4,1.2,1.1,2,1.4,1.8,1.4,1.6,0.5,0.9,1.5,1.1,1.2,0.6,2.4,3.4,2.4,154,154,154,154,154,154,307,154,154,154,154,154,400,154,154,154,307,307,154,154
114,2.2,1.4,1.9,0.4,1.3,1.1,2.1,1.5,1.9,1.3,1.6,0.5,0.9,1.5,1.1,1.1,0.7,2.5,3.3,2.4,154,154,154,154,154,154,307,154,154,154,154,154,400,154,154,154,307,307,154,154
115,2.3,1.4,1.9,0.4,1.4,1.1,2.1,1.5,2.1,1.3,1.7,0.5,0.9,1.5,1,1.1,0.7,2.4,3.3,2.5,154,154,154,154,154,154,307,154,154,154,154,154,154,154,154,154,307,307,154,154
116,2.3,1.4,1.9,0.4,1.3,1.1,2,1.4,1.9,1.3,1.7,0.5,0.9,1.3,1,1.1,0.6,2.6,3.3,2.3,154,153,153,154,153,154,307,154,153,154,154,153,400,154,154,154,307,307,154,153
117,2.3,1.3,1.9,0.4,1.2,1.1,2,1.4,2.3,1.4,1.7,0.5,0.9,1.3,1.1,1.1,0.6,2.4,3.2,2.5,154,154,154,154,154,154,307,154,154,154,154,154,154,154,154,154,307,307,154,154
118,2.3,1.3,1.9,0.4,1.3,1.2,2.1,1.4,1.9,1.2,1.7,0.5,1,1.4,1,1.2,0.6,2.5,3.3,2.5,154,154,154,154,154,154,307,154,154,154,154,154,154,154,154,154,307,307,154,154
119,2.2,1.3,2,0.4,1.2,1.1,2.1,1.4,1.9,1.2,1.7,0.5,0.9,1.3,1,1.2,0.7,2.4,3.2,2.4,154,154,154,154,154,154,307,154,154,154,154,154,154,154,154,154,307,307,154,154
120,2.3,1.3,1.8,0.4,1.2,1,2.3,1.6,2.1,1.3,1.7,0.5,0.9,1.3,1.1,1.2,0.7,2.9,3.5,2.3,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,308,308,155,155
121,2.5,1.4,1.8,0.4,1.2,1,1.8,1.8,1.9,1.8,1.7,0.6,0.8,1.7,1.2,1.5,0.6,2.5,3.8,2.3,159,159,159,159,159,159,316,159,159,159,159,159,400,159,159,159,316,316,159,159
122,2.5,1.5,1.9,0.4,1.3,1,1.8,2,1.8,1.8,1.7,0.6,0.9,1.8,1.3,1.3,0.5,2.4,3.7,2.1,162,162,162,162,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
123,2.5,1.4,1.9,0.4,1.3,1,1.8,1.9,2,1.6,1.7,0.6,0.9,1.8,1.2,1.3,0.6,2.2,3.6,2,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
124,2.5,1.4,1.9,0.4,1.2,1,1.8,2,1.8,1.8,1.7,0.7,0.9,1.8,1.2,1.2,0.5,2.3,3.6,2.1,162,162,162,162,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
125,2.5,1.5,1.9,0.4,1.2,1.1,1.8,2,1.8,1.9,1.7,0.7,0.9,1.6,1.2,1.2,0.6,2.3,3.7,2,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
126,2.5,1.5,2,0.4,1.2,1,1.8,2,1.8,1.8,1.7,0.6,0.9,1.6,1.2,1.2,0.6,2.3,3.6,2.2,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
127,2.5,1.4,1.8,0.4,1.1,0.9,1.7,1.9,1.8,1.7,1.7,0.6,0.8,1.6,1.2,1.2,0.6,2.2,3.7,2.1,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
128,2.5,1.4,1.9,0.4,1.1,0.9,1.8,1.9,1.7,1.7,1.7,0.6,0.9,1.5,1.2,1.2,0.6,2.2,3.6,2.1,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
129,2.5,1.5,2,0.3,1.2,1,1.8,1.9,1.6,1.8,1.7,0.6,1,1.5,1.1,1.2,0.7,2.3,3.5,2.2,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
130,2.6,1.5,2,0.3,1.1,1,1.8,2,2,1.6,1.7,0.6,0.9,1.4,1.1,1.1,0.7,2.2,3.4,2.2,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
131,2.5,1.4,2,0.3,1.2,1,1.9,1.9,2,1.9,1.7,0.6,1,1.4,1.1,1.2,0.7,2.3,3.5,2.2,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
132,2.5,1.6,2.1,0.3,1.2,1,1.8,1.9,2,1.8,1.7,0.5,1,1.3,1.1,1.2,0.7,2.2,3.5,2.2,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
133,2.6,1.5,2.1,0.3,1.1,0.9,1.8,1.9,2,1.6,1.7,0.6,1.1,1.3,1.1,1.1,0.6,2.1,3.4,2.3,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
134,2.5,1.5,2.1,0.2,1.1,1,1.7,1.8,1.7,1.5,1.7,0.6,1,1.4,1.1,1.1,0.6,2.1,3.5,2.3,162,162,162,485,162,162,323,162,162,162,162,162,162,162,162,162,323,323,162,162
135,2.5,1.5,2.1,0.2,1.1,0.9,1.8,2,1.6,1.7,1.7,0.7,1.1,1.5,1.2,1.2,0.6,2.3,3.5,2.2,162,162,162,485,162,162,324,162,162,162,162,162,162,162,162,162,324,324,162,162
136,2.5,1.3,2,0.2,1.1,1.1,1.7,2.1,1.8,1.8,1.7,0.7,0.9,1.7,1.3,1.2,0.6,2.2,3.7,2,166,166,166,498,166,166,334,166,166,166,166,167,166,166,166,166,334,334,166,166
137,2.5,1.3,1.9,0.2,1.1,1,1.7,2.2,1.8,1.9,1.7,0.7,1,1.8,1.3,1.2,0.5,2.1,3.7,2,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
138,2.6,1.3,2.1,0.2,1,1,1.6,2.2,1.6,2.1,1.7,0.7,0.9,1.6,1.3,1.2,0.5,2.1,3.8,2,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
139,2.6,1.3,2,0.2,1.1,0.9,1.6,2.2,1.7,2.1,1.7,0.7,0.9,1.7,1.3,1.2,0.5,2.2,3.9,2.1,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
140,2.6,1.4,2.1,0.2,1.2,0.9,1.6,2.1,1.7,1.8,1.7,0.7,0.9,1.7,1.3,1.2,0.5,2.1,3.7,2,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
141,2.5,1.3,2,0.2,1.1,1,1.6,2.2,1.6,2.2,1.7,0.7,1,1.6,1.3,1.1,0.5,2.1,3.7,2.1,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
142,2.6,1.3,2.1,0.2,1.1,0.9,1.6,2.2,1.6,1.9,1.7,0.7,0.9,1.5,1.2,1.2,0.5,2.1,3.7,2.1,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
143,2.6,1.3,2.2,0.3,1.2,1,1.6,2.2,1.7,2,1.8,0.7,1,1.5,1.2,1.2,0.5,2.1,3.6,2,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
144,2.5,1.4,2.1,0.3,1,1,1.6,2.1,1.6,2.1,1.7,0.7,1,1.5,1.3,1.2,0.6,2.1,3.7,2.1,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
145,2.6,1.3,2.1,0.3,1,1,1.5,2.2,1.5,1.9,1.7,0.7,1,1.5,1.2,1.1,0.6,2,3.6,2.1,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
146,2.5,1.4,2.2,0.3,1.1,1,1.6,2.2,1.6,1.9,1.7,0.7,1,1.4,1.2,1.1,0.5,2.1,3.7,2.2,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
147,2.6,1.3,2.1,0.3,1.1,1,1.6,2.2,1.7,2,1.7,0.7,1,1.4,1.2,1.2,0.5,2.1,3.6,2.3,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
148,2.5,1.2,2.1,0.3,1,0.9,1.6,2,1.6,1.7,1.7,0.7,1.1,1.5,1.1,1.3,0.5,2.3,3.5,2.2,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
149,2.6,1.4,2.1,0.3,1,1,1.6,2.1,1.7,2.1,1.7,0.8,1,1.4,1.2,1.2,0.5,2.1,3.7,2.3,168,168,168,497,168,168,335,168,168,168,168,168,168,168,168,168,335,335,168,168
150,2.5,1.4,2.1,0.3,0.9,0.9,1.6,2.1,1.8,2.1,1.7,0.8,1,1.5,1.2,1.2,0.6,2.1,3.6,2.1,168,168,168,497,168,168,168,168,168,168,168,168,168,168,168,168,336,336,168,168
151,2.9,1.4,2.2,0.3,0.8,0.8,1.5,2.3,1.7,1.9,1.7,0.7,1,1.8,1.3,1.2,0.5,2,4.1,2.2,171,172,171,485,171,171,343,171,171,171,171,171,171,171,171,171,343,343,171,171
152,3,1.5,2.2,0.4,0.9,0.8,1.4,2.3,1.6,2.3,1.7,0.8,1.1,1.7,1.4,1.2,0.4,2.2,4,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
153,3,1.6,2.2,0.4,1,0.8,1.4,2.4,1.4,2.3,1.7,0.7,1.1,1.8,1.3,1.4,0.4,2,4.1,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
154,3,1.5,2.1,0.4,0.8,0.8,1.4,2.3,1.7,2.1,1.7,0.8,1,1.8,1.4,1.3,0.5,2.1,4.2,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
155,2.9,1.6,2.2,0.3,0.8,0.8,1.4,2.4,1.4,2.1,1.7,0.7,1,1.7,1.4,1.3,0.5,2.1,4.3,2.3,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
156,2.9,1.6,2.2,0.3,0.8,0.7,1.5,2.4,1.6,2.1,1.7,0.9,1,1.7,1.3,1.3,0.5,2,4,2.1,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
157,3,1.7,2.3,0.3,0.8,0.8,1.5,2.3,1.6,2.4,1.7,0.8,1.1,1.7,1.3,1.4,0.5,2.1,4.1,2.1,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
158,2.9,1.6,2.1,0.2,0.8,0.8,1.4,2.3,1.7,2,1.7,0.9,1.1,1.7,1.4,1.2,0.5,2,4,2.1,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
159,3,1.7,2.3,0.3,0.9,0.8,1.4,2.4,1.6,2.1,1.6,0.8,1,1.7,1.4,1.2,0.5,2.1,4.1,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
160,2.9,1.7,2.2,0.3,0.9,0.8,1.5,2.3,1.3,2.2,1.6,0.8,1.1,1.7,1.4,1.3,0.5,2.1,4,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
161,3,1.6,2.1,0.3,0.9,0.7,1.5,2.4,1.6,2,1.7,0.9,1.1,1.7,1.4,1.3,0.5,2,4.2,2.3,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
162,3,1.7,2.1,0.4,0.9,0.8,1.5,2.4,1.5,2.3,1.7,0.9,1,1.7,1.4,1.2,0.5,2.1,4.1,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
163,2.9,1.5,2.1,0.4,0.8,0.8,1.4,2.4,1.9,2.2,1.7,0.8,1.1,1.7,1.4,1.2,0.5,2,4,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
164,2.9,1.6,2.1,0.4,0.9,0.8,1.5,2.4,1.5,2,1.7,0.8,1,1.7,1.4,1.3,0.5,2,4,2.2,172,172,172,485,172,172,343,172,172,172,172,172,172,172,172,172,343,343,172,172
165,2.9,1.7,2.1,0.4,0.9,0.8,1.4,2.3,1.5,2.2,1.7,0.7,1,1.9,1.4,1.3,0.5,2.1,4.1,2.2,172,172,172,172,172,172,344,172,172,172,172,172,172,172,172,172,344,344,172,172
166,3.3,1.9,2.1,0.5,0.8,1,1.4,2.7,1.6,2.3,1.8,0.8,1.1,2.4,1.7,1.4,0.5,2,5,2.1,175,175,175,175,175,175,351,175,175,175,175,175,175,175,175,175,351,351,175,175
167,3.5,1.9,1.9,0.5,0.8,0.9,1.5,2.6,1.6,2.5,1.7,1.1,0.9,2.6,1.8,1.3,0.5,1.9,5.2,2,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
168,3.5,1.9,2.1,0.6,0.8,0.9,1.4,2.7,1.6,2.2,1.7,1,1,2.5,1.8,1.4,0.5,2,5.1,1.9,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
169,3.4,2,2.1,0.6,0.9,0.9,1.5,2.7,1.6,2.3,1.8,0.8,0.9,2.5,1.8,1.4,0.4,1.9,5.1,1.9,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
170,3.5,2.1,2,0.6,0.9,0.9,1.5,2.8,1.6,2.6,1.8,0.9,0.9,2.5,1.8,1.4,0.6,2,5.2,2,176,176,176,176,176,176,352,176,176,176,176,176,176,176,176,176,351,351,176,176
171,3.5,2.1,2,0.6,0.8,0.9,1.5,2.7,1.4,2.3,1.8,0.9,0.9,2.5,1.8,1.3,0.6,2,5.2,2,176,176,176,176,176,176,352,176,176,176,176,176,176,176,176,176,352,352,176,176
172,3.5,2.1,2,0.6,1.1,0.9,1.7,2.7,1.8,2.6,1.8,1,1,2.6,1.8,1.4,0.5,2.1,5.3,1.9,176,176,176,176,176,176,352,176,176,176,176,176,176,176,176,176,352,352,176,176
173,3.5,2.1,1.9,0.6,1.1,0.9,1.7,2.7,1.7,2.4,1.8,0.9,0.9,2.5,1.8,1.4,0.5,2.1,5.3,1.9,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
174,3.5,2.1,2,0.6,1,0.9,1.6,2.8,1.7,2.5,1.8,1.2,1,2.6,1.8,1.3,0.5,2.3,5.1,2,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
175,3.4,2,1.9,0.6,1,0.9,1.4,2.7,1.9,2.4,1.8,0.9,1,2.6,1.7,1.4,0.6,2.2,5.2,2,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
176,3.4,2,1.9,0.6,1,0.9,1.5,2.6,1.6,2.2,1.8,0.8,1,2.6,1.8,1.3,0.5,2.1,5.2,1.9,176,176,176,176,176,176,352,176,176,176,176,176,176,176,176,176,352,352,176,176
177,3.4,1.9,1.9,0.6,0.9,0.9,1.5,2.6,1.8,2.3,1.9,0.9,1,2.5,1.7,1.3,0.5,2,5.1,1.9,176,176,176,176,176,176,352,176,176,176,176,176,176,176,176,176,352,352,176,176
178,3.4,2,1.8,0.6,1,1,1.6,2.7,1.6,2.3,1.9,0.9,1,2.6,1.8,1.5,0.6,2.1,5.2,2,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
179,3.4,2,1.8,0.7,1.1,0.9,1.5,3.6,1.7,2.4,1.9,0.9,1.1,2.6,1.8,1.3,0.5,2.1,5.2,2.1,176,176,176,176,176,176,351,176,176,176,176,176,176,176,176,176,351,351,176,176
180,3.4,1.9,1.9,0.6,1.1,0.9,1.5,2.7,1.8,2.2,1.8,0.8,1.1,2.7,1.8,1.3,0.4,2.2,5.2,2,176,176,176,176,176,176,352,176,176,176,176,176,176,176,176,176,352,352,176,176
181,3.9,2.4,1.9,0.7,0.9,1.1,1.4,2.9,2,2.5,2,1,1.3,3.1,2,1.5,0.5,2.1,5.8,1.9,178,178,178,178,178,178,355,178,178,178,178,178,178,178,178,178,355,355,178,178
182,4,2.3,1.8,0.7,1,1.1,1.6,2.9,1.8,2.5,2,0.9,1.1,3.1,2,1.5,0.5,2,5.7,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
183,3.9,2.5,1.8,0.7,1.1,1.2,1.5,2.9,1.8,2.5,1.9,0.9,1.2,3.1,2,1.5,0.6,2.2,5.7,2,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
184,3.9,2.5,1.8,0.7,1,1.2,1.5,2.9,1.7,2.8,2,0.9,1.1,3.1,2,1.5,0.6,2.3,5.8,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
185,4,2.6,1.8,0.7,0.9,1.2,1.6,2.9,1.9,2.5,2,1,1.2,3.1,2,1.4,0.5,2.2,5.8,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
186,3.9,2.6,1.7,0.7,1,1.3,1.5,3,1.7,2.6,2,0.9,1.1,3,2.1,1.4,0.6,2.1,5.9,1.8,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
187,3.9,2.6,1.8,0.7,0.9,1.3,1.6,3,1.7,2.5,2,0.9,1.1,3.1,2.1,1.5,0.7,2.5,5.8,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
188,3.9,2.5,1.7,0.7,0.9,1.1,1.6,2.9,1.7,2.6,2,1,1.1,3.2,2.1,1.5,0.6,2.2,5.8,2,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
189,3.9,2.4,1.6,0.7,0.9,1.1,1.4,2.9,1.8,2.8,2,0.9,1.2,3.1,2.1,1.6,0.5,2.1,5.7,2,178,178,178,178,178,178,355,178,178,178,178,178,178,178,178,178,355,355,178,178
190,3.9,2.4,1.8,0.7,0.8,1.2,1.4,2.9,1.7,2.4,2,0.9,1.2,3.1,2,1.5,0.5,2.1,5.9,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
191,4,2.4,1.8,0.7,1,1.1,1.6,2.9,1.9,2.5,2,1,1.1,3.1,2,1.5,0.6,2.2,6,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
192,4,2.4,1.8,0.7,1,1.2,1.6,2.9,1.8,2.6,2,0.9,1.2,3.1,2,1.6,0.6,2.3,5.9,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
193,3.9,2.4,1.7,0.7,1.2,1.2,1.6,3,1.6,2.5,2,1,1.1,3.1,2.1,1.5,0.6,2.2,5.9,2,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
194,4,2.4,1.6,0.7,1,1.2,1.5,2.9,1.6,2.6,2,1,1.1,3.1,2,1.5,0.6,2.3,5.8,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
195,4,2.5,1.6,0.7,1,1.2,1.5,2.9,1.9,2.5,2,0.9,1.2,3.2,2.1,1.5,0.6,2.3,6,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
196,3.9,2.4,1.8,0.7,1,1.3,1.5,2.9,1.7,2.7,2.1,1,1.2,3.1,2.1,1.5,0.6,2.2,5.8,1.9,178,178,178,178,178,178,356,178,178,178,178,178,178,178,178,178,356,356,178,178
197,3.9,2.5,1.7,0.7,1,1.2,1.6,2.9,1.9,2.5,2.1,0.9,1.1,3.2,2,1.5,0.6,2.3,5.9,1.9,178,178,178,178,178,178,355,178,178,178,178,178,178,178,178,178,355,355,178,178
