Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Friday, September 18 16:07:44, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,PUQ1450T2FR,Version:,"-",LGMV:,8.3.5R,External:,"-"
Installer:,설치자,EEPROM:,"191.129(bf.81)",COMP:,"-",FAN:,"-"
Model:,PUQ1450T2FR,IDU NUM:,1,Connect:,ODU
Site:,표준,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,INV1토출목표,,현재고압,현재저압,COMP기준,,압축비,설정온도차,,,PC CTRL,운전상태 유지,4WAY,HOT GAS,SUMP HEAT,Cooling Fan,오일분리기,POWERRELAY,PFC,PFC CTRL,COP,DEFROSTING,OIL REFUREL,OIL RETURN,FAN1 H,FAN1 L,FAN2 H,FAN2 L,,,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,COMP운전,Sub EEV,VI EEV1,,,,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,열교환기출구,Comp Heatsink,INV토출과열도,IHEX 입구,IHEX 출구,,,,,,,,,,
51,16:09:24,0,,,0,0,0,,1927,1486,0,,1.28,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,30.1,220.0,33.3,23.9,52.0,32.8,220.0,58.00,18.7,220.0,220.0,,,,,,,,,,
52,16:09:26,1,,,0,0,0,,1927,1486,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,30.1,220.0,33.3,23.9,52.0,32.8,220.0,57.00,18.7,220.0,220.0,,,,,,,,,,
53,16:09:28,1,,,0,0,0,,1927,1486,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,,,30.1,220.0,33.3,23.9,52.0,32.8,220.0,58.00,18.7,220.0,220.0,,,,,,,,,,
54,16:09:30,1,,,0,0,0,,1927,1486,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,0,0,0,0,0,0,0,,,,,30.1,220.0,33.3,23.9,52.0,32.8,220.0,58.00,18.7,220.0,220.0,,,,,,,,,,
55,16:09:32,1,,,0,703,0,,1927,1503,0,,1.26,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,0,0,0,0,4,0,0,,,,,30.1,220.0,33.3,24.2,52.0,32.8,220.0,58.00,18.7,220.0,220.0,,,,,,,,,,
56,16:09:34,1,,,0,703,0,,1927,1503,0,,1.26,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,0,0,0,0,4,0,0,,,,,30.1,220.0,33.3,24.2,52.0,32.8,220.0,58.00,18.7,220.0,220.0,,,,,,,,,,
57,16:09:36,1,,,0,703,0,,1927,1503,0,,1.26,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,0,0,0,0,7,0,0,,,,,30.1,220.0,33.3,24.2,52.0,32.8,220.0,57.00,18.7,220.0,220.0,,,,,,,,,,
58,16:09:38,1,,,0,703,0,,1927,1503,0,,1.26,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,0,0,0,0,7,0,0,,,,,30.1,220.0,33.3,24.2,52.0,32.8,220.0,58.00,18.7,220.0,220.0,,,,,,,,,,
59,16:09:40,1,,,0,703,0,,1927,1503,0,,1.26,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,110,0,0,0,11,0,0,,,,,30.1,220.0,33.3,24.2,52.0,32.8,220.0,58.00,18.7,220.0,220.0,,,,,,,,,,
60,16:09:42,1,,,0,703,0,,1927,1503,0,,1.26,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,110,0,0,0,11,0,0,,,,,30.1,220.0,33.3,24.2,52.0,32.8,220.0,57.00,18.7,220.0,220.0,,,,,,,,,,
61,16:09:44,1,,,0,703,0,,1927,1503,0,,1.26,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,660,360,0,0,0,14,0,0,,,,,30.1,220.0,33.3,24.2,52.0,32.8,220.0,57.00,18.7,220.0,220.0,,,,,,,,,,
62,16:09:46,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,1,660,580,0,0,0,18,0,0,,,,,30.1,220.0,33.9,24.2,52.0,33.2,220.0,58.00,18.1,220.0,220.0,,,,,,,,,,
63,16:09:48,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,1,660,580,0,0,0,18,0,0,,,,,30.1,220.0,33.9,24.2,52.0,33.2,220.0,58.00,18.1,220.0,220.0,,,,,,,,,,
64,16:09:50,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,1,660,650,0,0,0,21,0,0,,,,,30.5,220.0,33.9,24.2,52.0,33.2,220.0,57.00,18.1,220.0,220.0,,,,,,,,,,
65,16:09:52,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,1,660,650,0,0,0,21,0,0,,,,,30.5,220.0,33.9,24.2,52.0,33.2,220.0,57.00,18.1,220.0,220.0,,,,,,,,,,
66,16:09:54,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,17,660,640,0,0,0,24,0,0,,,,,30.5,220.0,33.9,24.2,52.0,33.2,220.0,57.00,18.1,220.0,220.0,,,,,,,,,,
67,16:09:56,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,22,660,650,0,0,0,28,0,0,,,,,30.5,220.0,33.9,24.2,52.0,33.2,220.0,58.00,18.1,220.0,220.0,,,,,,,,,,
68,16:09:58,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,22,660,650,0,0,0,28,0,0,,,,,30.5,220.0,33.9,24.2,52.0,33.2,220.0,58.00,18.1,220.0,220.0,,,,,,,,,,
69,16:10:00,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,26,660,660,0,0,0,31,0,0,,,,,30.5,220.0,33.9,24.2,54.0,33.2,220.0,57.00,20.1,220.0,220.0,,,,,,,,,,
70,16:10:02,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,26,660,660,0,0,0,31,0,0,,,,,30.5,220.0,33.9,24.2,55.0,33.2,220.0,57.00,21.1,220.0,220.0,,,,,,,,,,
71,16:10:04,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,30,660,650,0,0,0,35,0,0,,,,,30.5,220.0,33.9,24.2,55.0,33.2,220.0,57.00,21.1,220.0,220.0,,,,,,,,,,
72,16:10:06,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,52,33,660,650,0,0,0,35,0,0,,,,,30.5,220.0,33.9,24.2,56.0,33.2,220.0,57.00,22.1,220.0,220.0,,,,,,,,,,
73,16:10:08,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,52,33,660,660,0,0,0,38,0,0,,,,,30.5,220.0,33.9,24.2,56.0,33.2,220.0,57.00,22.1,220.0,220.0,,,,,,,,,,
74,16:10:10,1,,,0,703,0,,1948,1503,0,,1.28,10.6,,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,52,37,660,660,0,0,0,41,0,0,,,,,30.5,220.0,33.9,24.2,57.0,33.6,220.0,57.00,23.1,220.0,220.0,,,,,,,,,,
75,16:10:12,1,,,0,703,0,,1969,1486,0,,1.30,10.6,,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,52,37,660,660,0,0,0,41,0,0,,,,,30.5,220.0,33.9,24.2,57.0,33.6,220.0,57.00,23.1,220.0,220.0,,,,,,,,,,
76,16:10:14,1,,,0,703,0,,1969,1486,0,,1.30,10.6,,,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,,52,41,660,650,0,0,0,45,0,0,,,,,30.5,220.0,33.9,23.9,57.0,34.1,220.0,57.00,23.1,220.0,220.0,,,,,,,,,,
