CH Name,S_정면,S_측면,S_2R,S_5R,S_6R,D_정면,D_측면,D_2R,D_3R,D_6R,S_정면,S_측면,S_2R,S_5R,S_6R,D_정면,D_측면,D_2R,D_3R,D_6R
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
1,0.3,0.6,0.5,0.2,0.5,0.4,0.4,0.4,0.5,0.6,240,240,240,9,240,240,240,240,120,120
2,0.3,0.5,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,240,240,120,10,240,240,240,240,120,120
3,0.3,0.6,0.5,0.2,0.4,0.3,0.3,0.4,0.4,0.6,240,240,120,9,240,240,240,120,120,120
4,0.3,0.7,0.7,0.3,0.4,0.4,0.4,0.4,0.4,0.6,120,240,120,10,120,120,120,120,120,120
5,0.3,0.6,0.5,0.2,0.5,0.4,0.4,0.4,0.4,0.6,120,120,120,7,120,240,120,120,120,120
6,0.3,0.6,0.5,0.2,0.4,0.4,0.4,0.4,0.4,0.6,120,120,120,9,120,120,120,120,120,120
7,0.3,0.6,0.5,0.2,0.4,0.3,0.3,0.4,0.4,0.6,120,120,120,7,120,240,120,120,120,120
8,0.3,0.8,0.8,0.4,0.4,0.4,0.3,0.4,0.4,0.6,120,10,120,10,240,240,120,120,120,120
9,0.3,0.5,0.4,0.2,0.4,0.3,0.3,0.4,0.4,0.6,120,240,120,6,240,120,120,120,120,120
10,0.3,0.7,0.6,0.2,0.5,0.4,0.4,0.4,0.4,0.6,120,240,120,10,240,240,120,120,120,120
11,0.3,0.7,0.6,0.3,0.5,0.4,0.4,0.3,0.4,0.6,120,240,120,9,240,240,120,120,120,120
12,0.3,0.5,0.4,0.2,0.5,0.4,0.4,0.4,0.4,0.6,120,120,120,8,120,120,120,120,120,120
13,0.3,0.5,0.4,0.2,0.5,0.4,0.4,0.4,0.4,0.7,120,120,120,7,120,120,120,120,120,120
14,0.3,0.6,0.4,0.2,0.4,0.4,0.4,0.5,0.4,0.6,240,240,240,10,240,240,240,240,120,120
15,0.3,0.5,0.4,0.2,0.4,0.4,0.3,0.4,0.4,0.6,240,240,120,6,240,240,240,120,120,120
16,0.3,0.6,0.5,0.2,0.4,0.4,0.4,0.4,0.4,0.6,120,240,120,9,240,120,120,120,120,120
17,0.3,0.6,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,120,120,120,9,240,120,120,120,120,120
18,0.3,0.6,0.6,0.2,0.5,0.4,0.4,0.4,0.4,0.6,240,240,120,10,240,240,120,120,120,120
19,0.3,0.5,0.4,0.2,0.5,0.4,0.3,0.4,0.4,0.6,240,240,240,6,240,240,240,240,120,120
20,0.3,0.5,0.4,0.2,0.4,0.3,0.4,0.4,0.4,0.6,120,240,120,10,240,240,240,240,120,120
21,0.3,0.7,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,240,240,120,10,240,240,240,240,120,120
22,0.3,0.6,0.5,0.2,0.5,0.4,0.4,0.4,0.4,0.6,120,240,120,10,240,240,120,120,120,120
23,0.3,0.6,0.4,0.2,0.5,0.4,0.3,0.4,0.4,0.6,120,240,120,6,120,240,120,120,120,120
24,0.3,0.5,0.4,0.2,0.5,0.4,0.3,0.4,0.4,0.6,120,120,120,6,120,120,120,120,120,120
25,0.3,0.6,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,120,120,120,9,120,120,120,120,120,120
26,0.3,0.5,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.6,120,120,120,120,120,120,120,120,120,120
27,0.4,0.8,0.6,0.4,0.5,0.4,0.4,0.4,0.5,0.6,120,120,120,10,120,120,120,120,120,120
28,0.3,0.6,0.5,0.2,0.5,0.4,0.4,0.4,0.4,0.6,120,120,120,8,120,120,120,120,120,120
29,0.4,0.6,0.6,0.3,0.4,0.4,0.4,0.5,0.4,0.6,120,120,120,10,120,120,120,120,120,120
30,0.3,0.6,0.5,0.2,0.4,0.3,0.3,0.4,0.4,0.6,120,120,120,9,120,120,120,120,120,120
31,0.4,0.5,0.4,0.2,0.4,0.4,0.3,0.4,0.4,0.6,120,240,120,120,240,240,240,240,120,120
32,0.3,0.5,0.5,0.2,0.4,0.3,0.3,0.4,0.4,0.6,240,240,120,6,240,240,240,240,120,120
33,0.3,0.5,0.4,0.2,0.4,0.3,0.3,0.4,0.4,0.6,240,240,120,6,240,240,240,240,120,120
34,0.4,0.6,0.7,0.5,0.6,0.4,0.5,0.5,0.4,0.6,240,240,120,9,240,240,240,240,120,120
35,0.3,0.6,0.4,0.3,0.5,0.4,0.4,0.4,0.5,0.6,120,120,120,6,120,120,120,120,120,120
36,0.3,0.5,0.4,0.2,0.5,0.3,0.4,0.4,0.4,0.6,120,120,120,10,240,120,120,120,120,120
37,0.3,0.7,0.5,0.3,0.5,0.4,0.4,0.4,0.4,0.6,240,240,240,9,240,240,240,240,120,120
38,0.9,2.1,2.6,2.1,2.2,0.6,0.5,0.7,0.8,2.0,240,240,23,23,31,240,240,240,120,120
39,1.0,1.7,2.2,1.7,2.0,0.5,0.5,0.7,0.7,1.7,45,240,45,25,45,240,240,240,120,120
40,0.5,1.2,1.6,1.2,1.4,0.4,0.4,0.5,0.5,1.2,240,240,240,27,240,240,120,240,120,120
41,0.7,1.2,1.4,3.0,3.2,0.4,0.4,0.4,0.6,1.2,240,240,32,4,4,240,240,240,120,120
42,1.5,4.1,2.3,1.1,1.8,0.4,0.4,0.5,0.6,1.0,4,4,4,39,4,240,120,120,120,120
43,1.7,0.8,1.6,0.6,1.2,0.5,0.4,0.6,0.7,0.8,43,120,43,47,43,120,120,120,120,120
44,0.7,1.4,1.2,1.1,1.6,0.5,0.6,0.6,1.1,1.0,28,28,27,28,28,120,180,120,120,120
45,0.8,1.6,1.4,1.2,1.9,0.5,0.7,0.6,1.2,1.0,29,29,29,29,29,120,180,120,29,120
46,0.8,1.6,1.4,1.5,1.8,0.6,0.9,0.6,1.3,1.0,29,29,29,29,29,120,180,120,29,120
47,0.9,1.7,1.5,1.7,2.3,0.7,0.8,0.6,1.4,0.9,29,29,29,29,29,120,180,120,29,120
48,1.1,2.0,2.1,2.2,2.1,0.7,0.8,0.6,1.3,1.1,29,29,29,58,29,120,60,120,29,120
49,0.9,1.8,1.7,2.1,2.0,0.7,0.7,0.5,1.2,1.1,29,29,29,58,29,120,180,120,29,120
50,1.0,1.9,1.5,1.9,1.9,0.7,0.7,0.6,1.3,1.0,29,29,29,59,29,120,60,120,29,120
51,0.9,1.7,1.6,2.0,1.8,0.8,0.8,0.6,1.3,0.9,59,29,59,59,29,59,60,120,29,120
52,1.0,1.8,1.7,2.0,1.8,0.7,0.7,0.7,1.2,0.8,59,29,59,59,29,120,60,120,29,120
53,1.1,1.6,1.5,1.9,1.8,0.7,0.7,0.6,1.3,0.9,59,30,59,59,30,59,60,120,29,120
54,0.9,1.7,1.5,1.9,1.7,0.8,0.8,0.6,1.2,0.8,59,30,59,59,30,59,60,120,30,120
55,1.0,1.7,1.5,2.0,1.6,0.9,0.8,0.6,1.4,0.8,59,29,59,59,29,59,60,120,29,120
56,1.0,1.6,1.6,2.0,1.7,0.9,0.8,0.6,1.3,0.8,59,29,59,59,29,59,60,120,29,120
57,1.1,2.0,1.9,2.2,1.8,0.9,0.7,0.6,1.2,0.9,59,30,59,59,30,59,60,120,30,120
58,1.0,2.0,1.9,2.2,1.7,0.9,0.8,0.7,1.4,0.9,59,30,59,59,30,59,60,120,30,120
59,1.0,2.0,1.8,2.2,1.8,0.8,0.8,0.6,1.3,1.0,59,30,59,59,30,59,60,240,30,120
60,1.0,1.8,1.7,2.2,1.7,0.8,0.8,0.6,1.2,1.0,59,30,59,59,30,59,60,240,30,120
61,1.1,2.0,2.1,2.4,1.8,1.0,0.8,0.6,1.3,0.9,59,30,59,59,30,59,60,120,30,120
62,1.1,1.8,1.9,2.3,1.9,0.9,0.8,0.6,1.3,0.9,59,30,59,59,30,59,60,120,30,120
63,1.1,2.2,2.1,2.5,1.9,0.9,0.8,0.6,1.3,1.0,59,30,59,59,30,59,60,240,30,120
64,1.3,2.0,2.3,2.5,1.8,1.0,0.9,0.6,1.3,1.1,59,30,59,59,30,59,60,240,30,120
65,1.2,2.1,2.1,2.4,1.8,0.9,0.8,0.7,1.3,1.2,59,30,59,59,30,59,60,240,30,120
66,1.1,1.8,1.8,2.2,1.8,0.9,0.9,0.6,1.3,1.0,59,30,59,59,30,59,60,240,30,120
67,1.1,1.9,1.7,2.2,1.7,1.0,0.8,0.6,1.3,1.0,59,30,59,59,30,59,60,120,30,120
68,1.2,2.0,2.0,2.2,1.8,1.0,0.9,0.6,1.3,1.3,59,30,59,59,30,59,60,240,30,120
69,1.1,2.2,1.9,2.4,1.8,0.9,0.8,0.6,1.4,1.2,59,30,59,59,30,59,300,240,30,120
70,1.1,2.1,1.8,2.7,1.9,1.1,0.8,0.6,1.5,1.2,59,30,59,59,30,59,300,240,30,120
71,1.3,2.0,2.2,2.6,1.9,1.0,0.8,0.6,1.4,1.2,59,30,59,59,30,59,300,240,30,120
72,1.1,2.1,2.1,2.5,1.9,0.9,0.8,0.7,1.3,1.2,59,30,59,59,30,59,60,240,30,120
73,1.1,2.1,1.8,2.4,1.9,1.1,0.8,0.6,1.3,1.2,59,30,59,59,30,59,300,240,30,120
74,1.1,2.0,2.0,2.4,1.8,1.1,0.8,0.6,1.3,1.1,59,30,59,59,30,59,300,240,30,120
75,1.1,1.8,1.8,2.3,1.8,1.0,0.8,0.6,1.3,1.0,59,30,59,59,30,59,300,240,30,120
76,1.1,2.0,2.0,2.6,1.9,1.0,0.7,0.7,1.4,1.2,59,30,59,59,30,59,300,240,30,120
77,1.1,2.2,1.9,2.7,1.9,1.0,0.9,0.9,1.5,1.4,59,30,59,59,30,59,60,240,30,120
78,1.1,1.9,1.8,2.4,1.9,1.1,1.1,1.0,1.7,1.9,59,30,59,59,30,59,60,39,30,39
79,1.1,2.3,2.1,2.5,1.8,1.1,1.0,1.0,1.9,2.0,59,30,59,59,30,59,60,39,30,39
80,1.2,1.8,1.7,2.3,1.9,1.1,1.0,0.9,1.7,1.8,59,30,59,59,30,59,60,40,30,40
81,1.1,2.1,1.9,2.4,1.9,1.0,0.9,0.8,1.5,1.4,59,30,59,59,30,59,60,240,30,120
82,1.2,2.5,2.2,2.6,2.0,1.1,0.9,0.8,1.4,1.6,59,30,59,59,30,59,60,120,30,120
83,1.1,2.1,2.2,2.6,2.0,1.1,0.9,0.8,1.6,1.4,59,30,59,59,30,59,60,240,30,120
84,1.2,2.1,2.0,2.4,1.9,1.0,0.9,0.9,1.5,1.5,59,30,59,59,30,59,300,240,30,120
85,1.2,2.0,2.0,2.3,2.0,1.2,1.0,0.8,1.5,1.7,59,30,59,59,30,59,300,240,30,120
86,1.1,2.1,1.8,2.4,2.0,0.9,0.9,0.8,1.5,1.4,59,30,59,59,30,59,60,240,30,42
87,1.2,2.2,2.1,2.4,2.0,1.1,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,120
88,1.3,2.1,2.2,2.5,2.1,1.1,0.8,0.8,1.6,1.4,59,30,59,59,30,59,300,240,30,120
89,1.3,2.1,2.1,2.4,1.9,1.1,0.8,0.8,1.5,1.5,59,30,59,59,30,59,300,240,30,42
90,1.1,2.1,2.0,2.5,1.8,1.0,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,120
91,1.2,2.0,1.9,2.3,1.9,1.0,0.8,0.8,1.4,1.5,59,30,59,59,30,59,60,240,30,120
92,1.1,2.0,2.0,2.4,2.0,1.1,1.0,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,42
93,1.3,2.1,2.2,2.5,1.9,1.1,0.8,0.8,1.5,1.5,59,30,59,59,30,59,120,240,30,42
94,1.3,1.9,1.8,2.4,2.0,1.1,0.9,0.8,1.4,1.4,59,30,59,59,30,59,120,240,30,120
95,1.3,2.0,2.2,2.3,2.0,1.0,0.9,0.8,1.4,1.4,59,30,59,59,30,59,300,120,30,120
96,1.3,2.2,2.4,2.6,2.0,1.0,1.0,0.8,1.5,1.5,59,30,59,59,30,59,300,120,30,120
97,1.1,2.2,2.3,2.6,1.9,1.1,0.9,0.8,1.5,1.4,59,30,59,59,30,59,300,240,30,120
98,1.2,1.9,2.1,2.4,2.0,1.2,0.9,0.8,1.4,1.4,59,30,59,59,30,59,300,240,30,120
99,1.3,2.1,2.0,2.4,2.1,1.1,0.9,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,42
100,1.3,2.1,2.0,2.4,2.0,1.1,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,120
101,1.2,2.0,2.0,2.4,2.0,1.2,1.1,0.8,1.4,1.4,59,30,59,59,30,59,60,120,30,120
102,1.1,1.9,2.1,2.5,2.0,1.1,1.0,0.8,1.5,1.4,59,30,59,59,30,59,60,120,30,42
103,1.2,2.1,2.0,2.4,2.1,1.0,1.1,0.9,1.4,1.5,59,30,59,59,30,59,60,240,30,120
104,1.2,2.2,2.3,2.8,1.9,1.0,0.9,0.8,1.4,1.3,59,30,59,59,30,59,60,120,30,120
105,1.2,2.2,2.3,2.6,1.9,1.1,0.9,0.8,1.5,1.4,59,30,59,59,30,59,60,120,30,120
106,1.1,2.1,2.0,2.4,1.9,1.0,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,120
107,1.1,2.0,2.0,2.4,1.9,1.0,0.9,0.8,1.5,1.5,59,30,59,59,30,59,60,120,30,120
108,1.1,2.1,2.2,2.5,1.9,1.0,1.0,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,42
109,1.2,2.1,2.1,2.5,1.9,1.2,0.9,0.9,1.6,1.4,59,30,59,59,30,59,60,240,30,120
110,1.2,2.1,2.4,2.3,1.9,1.1,1.0,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,120
111,1.2,2.0,2.0,2.4,2.1,1.1,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,42
112,1.2,2.1,2.2,2.4,1.9,1.2,0.9,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,120
113,1.2,1.9,2.2,2.4,2.0,1.0,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,42
114,1.2,2.0,2.2,2.4,2.0,1.0,1.0,0.8,1.5,1.4,59,30,59,59,30,59,60,240,30,120
115,1.1,1.8,1.9,2.4,2.0,1.1,1.0,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,42
116,1.1,2.0,2.0,2.3,2.0,1.0,1.0,0.9,1.6,1.4,59,30,59,59,30,59,60,120,30,42
117,1.2,2.1,2.0,2.3,1.9,1.0,1.0,0.8,1.5,1.4,59,30,59,59,30,59,60,240,30,120
118,1.2,2.2,2.4,2.5,2.0,1.1,1.0,0.8,1.6,1.5,59,30,59,59,30,59,60,240,30,42
119,1.2,2.1,2.3,2.5,2.0,1.0,1.0,0.8,1.4,1.5,59,30,59,59,30,59,60,240,30,120
120,1.2,2.1,2.4,2.5,2.0,1.1,1.0,0.8,1.5,1.4,59,30,59,59,30,59,60,240,30,42
121,1.2,2.2,2.2,2.7,1.9,1.1,0.9,0.9,1.6,1.5,59,30,59,59,30,59,60,240,30,120
122,1.1,1.9,2.0,2.3,2.0,1.1,1.0,0.8,1.5,1.4,59,30,59,59,30,59,60,240,30,42
123,1.2,1.9,2.1,2.4,2.0,1.1,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,42
124,1.2,2.0,2.1,2.5,1.9,1.0,1.0,0.9,1.5,1.4,59,30,59,59,30,59,60,240,30,42
125,1.2,2.0,2.1,2.5,2.1,1.1,1.0,0.9,1.6,1.5,59,30,59,59,30,59,60,240,30,42
126,1.2,2.2,2.2,2.4,1.9,1.0,0.9,0.9,1.6,1.5,59,30,59,59,30,59,60,240,30,42
127,1.2,2.2,2.1,2.4,1.9,1.1,1.0,0.9,1.5,1.4,59,30,59,59,30,59,60,240,30,42
128,1.2,2.3,2.3,2.6,1.9,1.1,1.0,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,42
129,1.3,2.3,2.5,2.7,2.0,1.1,1.0,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,42
130,1.2,2.3,2.0,2.4,1.9,1.0,0.9,0.9,1.5,1.3,59,30,59,59,30,59,60,240,30,42
131,1.3,2.0,2.2,2.4,1.9,1.0,0.8,0.9,1.5,1.4,59,30,59,59,30,59,60,240,30,42
132,1.2,2.2,2.0,2.4,2.1,1.0,1.0,0.8,1.6,1.6,59,30,59,59,30,59,60,120,30,42
133,1.2,2.0,2.0,2.4,1.9,1.1,1.0,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,42
134,1.2,2.4,2.3,2.5,1.9,1.1,0.9,0.9,1.5,1.6,59,30,59,59,30,59,60,240,30,120
135,1.2,2.2,2.2,2.4,1.9,1.0,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,42
136,1.2,2.1,2.3,2.5,2.1,1.0,1.0,0.8,1.6,1.5,59,30,59,59,30,59,60,240,30,42
137,1.3,2.3,2.2,2.5,1.9,1.1,0.9,0.8,1.6,1.5,59,30,59,59,30,59,60,240,30,120
138,1.2,2.1,2.2,2.5,2.0,1.1,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,42
139,1.2,2.0,2.0,2.4,1.9,1.0,1.0,0.9,1.5,1.6,59,30,59,59,30,59,60,240,30,42
140,1.1,2.1,1.8,2.4,1.9,1.0,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,120,30,42
141,1.2,2.1,2.2,2.5,1.9,1.1,0.9,0.8,1.5,1.6,59,30,59,59,30,59,60,240,30,42
142,1.3,2.3,2.3,2.5,1.9,1.1,0.9,0.9,1.7,1.5,59,30,59,59,30,59,60,240,30,42
143,1.2,2.1,2.1,2.6,1.9,1.1,0.9,0.8,1.6,1.4,59,30,59,59,30,59,60,240,30,42
144,1.1,2.0,2.0,2.5,1.8,1.1,0.8,0.8,1.5,1.6,59,30,59,59,30,59,60,240,30,42
145,1.2,2.0,2.1,2.3,2.0,1.0,0.9,0.9,1.5,1.4,59,30,59,59,30,59,60,240,30,42
146,1.2,2.1,2.3,2.4,1.9,1.0,0.9,0.9,1.6,1.6,59,30,59,59,30,59,60,240,30,42
147,1.3,2.5,2.3,2.7,2.0,1.1,1.0,0.9,1.6,1.5,59,30,59,59,30,59,60,120,30,120
148,1.3,2.0,1.9,2.4,1.9,1.1,1.0,0.8,1.5,1.5,59,30,59,59,30,59,60,240,30,42
149,1.2,2.1,2.2,2.5,2.0,1.1,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,120,30,120
150,1.1,2.2,2.0,2.4,1.9,0.9,0.9,0.9,1.5,1.5,59,30,59,59,30,59,60,240,30,120
151,1.2,2.0,2.1,2.4,1.8,1.0,0.9,0.9,1.5,1.6,59,30,59,59,30,59,60,240,30,42
152,1.2,2.3,2.3,2.5,2.1,1.1,1.0,0.9,1.5,1.4,59,30,59,59,30,59,60,240,30,42
153,1.2,2.0,1.9,2.5,1.9,1.0,0.9,0.9,1.6,1.5,59,30,59,59,30,59,60,240,30,42
154,1.1,1.8,1.9,2.1,2.0,1.0,0.9,0.8,1.5,1.4,60,30,60,60,30,60,60,240,30,42
155,1.2,2.0,2.1,2.6,1.8,0.9,1.0,0.9,1.5,1.5,62,31,62,62,31,62,60,31,31,42
156,1.2,1.9,2.1,2.7,1.7,1.0,1.1,0.9,1.5,1.5,64,32,64,64,32,64,60,32,32,42
157,1.2,2.1,2.1,3.2,1.8,1.1,1.2,1.0,1.4,1.7,66,33,66,66,33,66,60,33,33,42
158,1.6,2.0,2.7,5.3,1.6,1.2,1.1,1.1,1.7,1.8,68,34,68,68,34,68,34,34,34,42
159,2.1,3.1,3.7,7.3,1.6,1.6,1.3,1.3,1.6,2.0,70,70,70,70,35,70,35,35,35,35
160,1.9,3.0,3.7,7.0,1.4,1.5,1.4,1.4,1.6,2.5,72,72,72,72,36,72,36,36,36,36
161,1.2,2.6,2.6,4.0,1.5,1.4,1.6,1.5,2.0,2.9,74,74,74,74,37,74,37,37,37,37
162,1.1,2.3,2.3,3.4,1.3,1.2,1.8,1.8,2.6,4.6,76,76,76,76,38,38,38,38,38,38
163,1.1,2.4,2.1,3.2,1.6,1.3,2.1,2.1,3.1,5.1,78,78,78,78,39,39,39,39,39,39
164,1.2,2.4,2.3,2.7,1.4,1.2,1.8,1.6,2.8,4.5,40,80,40,80,40,40,40,40,40,40
165,1.2,2.5,2.0,2.5,1.5,1.0,1.5,1.3,2.2,3.9,41,82,41,82,41,41,60,41,41,41
166,1.1,2.2,1.8,2.1,1.4,1.0,1.4,1.3,1.8,3.2,249,83,83,83,41,207,60,42,42,42
167,1.2,2.5,2.1,2.1,1.5,1.2,1.4,1.1,1.5,2.8,42,83,42,83,41,207,60,41,41,41
168,1.1,2.6,1.8,2.2,1.3,1.0,1.4,1.3,1.8,3.4,41,83,83,83,41,207,60,42,42,42
169,1.1,2.3,1.9,2.0,1.5,1.0,1.4,1.0,1.5,2.7,42,83,42,83,42,207,60,41,41,41
170,1.0,2.4,1.6,2.1,1.3,1.2,1.4,1.3,1.8,3.3,249,83,83,83,41,207,60,42,42,42
171,1.1,2.4,2.0,2.2,1.4,1.0,1.3,1.1,1.5,2.8,42,83,42,83,42,207,60,41,41,41
172,1.1,2.7,2.0,2.3,1.3,1.1,1.3,1.3,1.7,3.3,249,83,9,83,41,207,60,42,42,42
173,1.1,2.2,1.8,2.0,1.5,1.0,1.2,1.1,1.6,2.9,42,83,42,83,42,207,60,41,41,41
174,0.9,2.4,1.7,2.0,1.2,1.1,1.4,1.2,1.8,3.3,41,83,83,83,41,207,60,42,42,42
175,1.2,2.3,1.8,2.0,1.5,1.0,1.3,1.0,1.6,2.7,42,83,42,83,42,207,60,41,41,41
176,1.0,2.4,1.6,2.1,1.3,0.9,1.3,1.2,1.7,3.2,249,83,83,83,41,207,60,42,42,42
177,1.1,2.3,1.9,2.2,1.4,1.0,1.3,1.1,1.6,3.0,42,83,42,83,42,207,60,41,41,41
178,1.0,2.2,1.6,2.1,1.4,1.1,1.3,1.3,1.8,3.2,249,83,83,83,41,207,60,42,42,42
179,1.2,2.4,2.0,2.2,1.5,1.0,1.3,1.1,1.8,2.8,42,83,42,83,42,207,60,41,41,41
180,1.1,2.6,1.5,2.0,1.2,1.0,1.3,1.2,1.6,3.3,249,83,83,83,41,207,60,42,41,42
181,1.0,2.2,1.7,1.9,1.4,1.1,1.3,1.1,1.6,3.0,42,83,42,83,42,207,60,41,41,41
182,1.0,2.4,1.6,2.2,1.3,1.0,1.4,1.2,1.7,3.2,249,83,83,83,41,207,60,42,41,42
183,1.1,2.5,1.9,2.1,1.5,1.0,1.4,1.0,1.7,3.0,42,83,42,83,41,207,60,41,41,41
184,1.1,2.6,1.8,2.1,1.3,1.1,1.1,1.0,1.3,2.7,42,9,42,83,42,42,60,42,42,42
185,1.2,1.7,1.8,1.6,1.5,0.9,1.1,1.0,1.3,2.6,43,86,43,43,43,43,60,43,43,43
186,1.2,1.5,1.9,1.4,1.6,0.9,1.1,1.0,1.2,2.3,44,88,44,44,44,44,60,44,44,44
187,1.3,2.0,2.5,1.7,1.8,0.9,1.1,0.9,1.2,2.3,45,9,45,45,45,45,60,120,45,45
188,1.3,1.9,2.6,1.7,1.9,0.9,1.1,0.9,1.2,2.2,46,9,46,46,46,46,60,120,46,46
189,1.3,1.7,2.4,1.4,1.6,0.9,1.2,0.8,1.0,2.2,47,47,47,47,47,47,60,120,120,47
190,1.1,2.0,2.2,1.4,1.4,1.1,1.3,0.8,1.0,2.0,48,48,48,48,48,48,60,120,120,48
191,1.2,2.2,2.4,1.6,1.7,1.2,1.7,0.8,1.0,1.9,49,49,49,49,49,49,60,240,120,49
192,1.1,2.1,2.1,1.4,1.6,1.1,1.6,0.8,1.1,1.8,50,50,50,50,50,99,60,120,120,42
193,0.9,1.7,1.8,1.5,1.2,1.1,1.9,1.0,1.0,1.8,51,101,51,51,51,203,60,101,120,42
194,1.0,1.9,2.1,1.4,1.4,1.2,1.6,1.1,1.2,1.8,52,103,52,52,52,206,103,103,120,42
195,1.1,2.0,2.3,1.5,1.5,1.3,1.6,1.1,1.1,1.9,53,105,53,53,53,210,60,105,120,120
196,1.0,1.7,2.0,1.5,1.4,1.1,1.4,1.2,1.1,1.6,53,107,53,107,53,213,60,107,120,120
197,1.1,1.7,2.2,1.4,1.4,1.1,1.5,1.2,1.1,1.7,53,53,53,53,53,213,60,107,120,120
198,1.2,2.2,2.3,1.6,1.4,1.2,1.5,1.2,1.2,1.7,53,53,53,53,53,213,60,107,120,42
199,1.1,1.9,2.3,1.4,1.3,1.2,1.6,1.2,1.0,1.6,53,53,53,53,53,213,60,107,120,120
200,1.1,1.9,2.1,1.4,1.4,1.0,1.5,1.2,1.0,1.7,53,53,53,53,53,213,60,107,120,42
201,1.1,1.8,2.1,1.5,1.3,1.2,1.5,1.3,1.1,1.7,53,53,53,53,53,213,60,107,120,120
202,1.3,2.1,2.4,1.6,1.5,1.1,1.5,1.2,1.1,1.8,53,9,53,53,53,213,60,107,120,120
203,1.1,1.7,2.0,1.4,1.4,1.1,1.5,1.1,1.0,1.6,53,107,53,53,53,213,60,107,120,120
204,1.0,1.8,2.0,1.5,1.4,1.1,1.5,1.3,1.1,1.7,53,107,53,53,53,213,60,107,120,120
205,1.2,1.9,2.4,1.5,1.6,1.1,1.5,1.2,1.1,1.7,53,107,53,53,53,213,60,107,120,120
206,1.1,1.8,2.1,1.4,1.4,1.1,1.5,1.1,1.2,1.7,53,53,53,53,53,213,60,107,120,42
207,1.0,1.7,1.9,1.4,1.4,1.2,1.5,1.2,1.0,1.7,53,107,53,53,53,213,60,107,120,42
208,1.1,1.8,2.1,1.3,1.4,1.0,1.6,1.2,1.0,1.6,53,53,53,53,53,213,60,107,120,120
209,1.2,2.0,2.1,1.5,1.4,1.3,1.6,1.2,1.2,1.7,53,53,53,53,53,213,60,107,120,120
210,1.1,2.0,2.3,1.5,1.5,1.0,1.6,1.2,1.2,1.6,53,53,53,53,53,213,60,107,120,120
211,1.2,2.1,2.5,1.5,1.5,1.1,1.6,1.2,1.1,1.9,53,107,53,53,53,213,60,107,120,120
212,1.2,2.0,2.5,1.5,1.5,1.1,1.6,1.2,1.3,1.7,53,107,53,53,53,213,60,107,120,120
213,1.2,1.7,2.1,1.4,1.4,1.1,1.5,1.2,1.1,1.7,53,53,53,53,53,213,60,107,120,120
214,1.3,2.0,2.2,1.5,1.4,1.2,1.6,1.3,1.0,1.8,54,107,54,107,54,213,60,107,120,120
215,1.1,2.1,2.0,1.6,1.4,1.1,1.5,1.3,1.1,1.7,55,109,55,109,55,218,60,109,120,120
216,1.0,2.3,2.3,1.8,1.3,1.3,1.4,1.1,1.1,1.6,56,111,56,111,56,56,60,111,120,120
217,1.1,1.9,1.9,1.7,1.1,1.2,1.4,1.2,1.0,1.7,113,113,57,113,57,113,60,113,120,42
218,1.0,1.9,2.0,1.7,1.2,1.3,1.4,1.0,1.0,1.6,115,115,115,115,115,115,60,115,120,42
219,1.1,1.9,1.8,1.7,1.4,1.4,1.5,1.0,1.1,1.6,117,117,117,117,117,117,60,117,120,42
220,1.0,1.9,1.8,1.4,1.2,1.5,1.8,1.0,1.2,1.6,119,119,119,119,119,119,60,119,119,120
221,0.9,2.1,1.6,1.3,1.2,1.2,1.7,0.8,1.4,1.7,121,121,121,121,121,121,121,121,121,120
222,1.1,2.4,1.9,1.6,1.7,1.3,2.4,1.0,1.9,1.9,123,246,123,123,123,123,123,123,123,120
