CH Name,DIS AD 우(하단),DIS AD 우(중),DIS 1R,DIS 1R,SUC AD 우(중),SUC AD 우(상),SUC AD 후(상),SUC AD 좌(중),SUC AD 전(하단),DIS AD 전(하단),SUC 1R,VI 8R,SUC 2R,SUC 3R,압력센서 직관 용접(하),압력센서 직관 용접(상),VI 직관 용접,VI 7R,DIS AD 우(하단),DIS AD 우(중),DIS 1R,DIS 1R,SUC AD 우(중),SUC AD 우(상),SUC AD 후(상),SUC AD 좌(중),SUC AD 전(하단),DIS AD 전(하단),SUC 1R,VI 8R,SUC 2R,SUC 3R,압력센서 직관 용접(하),압력센서 직관 용접(상),VI 직관 용접,VI 7R
CH No.,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26
98,1.9,1.6,2.9,1.7,3.7,2.5,2.6,2.1,3.6,0.9,3.2,3,5.8,2.9,1.2,1.4,3.1,2.8,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
99,1.9,1.6,2.8,1.9,3.4,2.4,2.4,2,3.5,1,3.1,3.4,5.8,2.8,1.3,1.5,3,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
100,1.9,1.6,2.9,2,3.3,2.4,2.4,2,3.5,1,3.3,3.7,5.7,2.8,1.2,1.5,3.2,2.9,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
101,2,1.6,2.9,2,3.4,2.6,2.6,2,3.6,1,3.2,3.7,5.6,2.9,1.3,1.5,3.4,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
102,2,1.6,3,2,3.4,2.4,2.4,2,3.6,1,3.1,3.7,5.3,2.8,1.2,1.5,3.3,2.8,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
103,2,1.7,2.9,2,3.3,2.3,2.4,1.9,3.5,1,3,3.5,5.8,2.7,1.2,1.6,3.3,2.8,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
104,2,1.6,3,1.9,3.5,2.6,2.4,2,3.5,1,3,3,5.6,2.8,1.3,1.5,3.1,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
105,1.9,1.6,2.8,1.9,3.3,2.6,2.5,2.1,3.4,1,3.2,3,5.6,2.9,1.2,1.5,3,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
106,2,1.7,2.7,1.8,3.2,2.4,2.6,1.9,3.4,1,3,3,5.5,3.2,1.2,1.6,3.1,2.8,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
107,2,1.6,2.8,1.9,3.2,2.4,2.5,1.9,3.4,1,3.1,2.9,5.7,3,1.2,1.5,3.2,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
108,2,1.7,2.8,1.8,3.3,2.4,2.4,1.9,3.4,0.9,2.9,2.9,5.5,2.9,1.2,1.5,3.1,2.8,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
109,2,1.7,2.9,1.9,3.4,2.3,2.5,1.9,3.3,1,3,3.1,5.7,3.2,1.2,1.5,3,2.9,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
110,2,1.7,2.9,2,3.4,2.5,2.4,1.9,3.3,1,3,3.5,5.6,3,1.2,1.5,3.1,2.9,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
111,2,1.7,3,2,3.3,2.3,2.4,1.8,3.3,1,2.9,3.7,5.4,2.8,1.2,1.4,3.3,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
112,2,1.6,2.9,2.1,3.2,2.5,2.5,1.9,3.2,1,2.9,3.7,5.4,2.9,1.2,1.5,3.4,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
113,2,1.7,2.9,2.1,3.1,2.4,2.7,1.9,3.3,1,2.8,3.6,5.4,2.9,1.3,1.6,3.5,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
114,2,1.7,2.9,2,3.1,2.2,2.3,1.8,3.3,1,2.9,3.4,5.3,2.7,1.3,1.6,3.3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
115,2,1.7,2.9,1.9,3.2,2.4,2.4,1.9,3.3,1,2.8,3.2,5.2,2.9,1.2,1.5,3.1,2.9,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
116,2,1.7,2.8,1.8,3.1,2.1,2.4,1.9,3.3,1,2.8,3.1,5.1,2.7,1.2,1.4,3.1,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
117,2,1.7,2.8,1.8,3.2,2.1,2.3,1.9,3.3,1,2.8,2.8,5.2,2.8,1.2,1.4,3,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
118,2,1.7,2.9,1.8,3.2,2.2,2.1,1.8,3.3,1,2.8,2.8,5.3,2.7,1.3,1.5,3.1,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
119,2,1.6,2.8,1.7,3.1,2.3,2.2,1.8,3.3,0.9,2.8,2.7,5.3,2.7,1.3,1.5,3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
120,2,1.6,2.8,1.7,3.1,2.8,2.3,1.8,3.2,1,2.7,2.7,5.4,2.6,1.2,1.6,2.9,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
121,2,1.6,2.9,1.7,3.1,2.1,2.2,1.8,3.2,1,2.8,2.8,5.3,3,1.2,1.4,3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
122,1.9,1.7,2.8,1.7,3.1,2.3,2.3,1.9,3.3,0.9,2.8,2.9,5.3,3,1.2,1.4,3.1,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
123,1.9,1.7,2.9,1.8,3,2.3,2.3,1.8,3.2,0.9,2.7,3,5,2.9,1.2,1.5,3,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
124,2,1.7,2.7,1.8,3.1,2.2,2.4,1.9,3.3,0.9,2.6,3,5.2,2.8,1.3,1.5,3.2,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
125,2,1.7,2.8,1.7,3.3,2.3,2.2,1.9,3.2,1,2.8,3,5.2,2.9,1.2,1.4,3.1,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
126,1.9,1.6,2.8,1.7,3.2,2.1,2.2,1.8,3.2,0.9,2.7,3.1,5.2,3,1.2,1.5,3.1,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
127,1.9,1.7,2.8,1.9,3.2,2.1,2.5,1.8,3.2,0.9,2.7,3,5.2,2.8,1.2,1.5,3.2,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
128,1.9,1.6,2.8,1.8,3.2,2.3,2.4,1.9,3.2,0.9,2.8,3.1,5.4,3,1.3,1.4,3.1,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
129,1.9,1.6,2.8,1.7,3.2,2.1,2.2,1.9,3.2,0.9,2.7,3,5.4,3,1.3,1.6,3.2,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
130,2,1.7,2.7,1.7,3,2.1,2.3,1.8,3.1,0.9,2.5,2.5,5.4,2.7,1.2,1.5,2.8,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
131,1.9,1.7,2.7,1.8,3,2,2,1.7,3.1,0.9,2.6,2.5,5.1,2.8,1.2,1.5,2.9,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
132,1.9,1.7,2.9,1.8,3,2,2.3,1.8,3.1,0.9,2.6,2.9,5.2,2.9,1.2,1.4,3.1,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
133,1.9,1.7,2.9,1.9,3,2.2,2.5,1.8,3.1,0.9,2.7,3.1,5.2,2.9,1.3,1.4,3.2,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
134,2,1.6,2.8,1.8,3,2.2,2.4,1.9,3.1,1,2.8,3.2,5.5,2.9,1.3,1.5,3.2,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
135,1.9,1.6,2.7,1.8,2.9,2.4,2.7,1.8,3,1,2.7,3.3,5.1,2.9,1.2,1.5,3.2,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
136,1.9,1.6,2.8,1.7,3.1,2.1,2.4,1.9,3.2,0.9,2.6,3,5.1,2.8,1.2,1.5,3.1,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
137,1.9,1.7,2.8,1.6,2.9,2,2.2,1.7,3.1,0.9,2.7,2.7,4.9,2.7,1.3,1.5,2.9,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
138,1.9,1.7,2.8,1.6,3,2.2,2.3,1.8,3.1,0.9,2.7,2.8,5,2.8,1.2,1.4,3.2,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
139,1.9,1.7,2.7,1.8,2.9,2.2,2.4,1.8,3.2,0.9,2.7,3.1,5.1,2.9,1.2,1.4,3.2,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
140,1.9,1.7,3,2,3,2,2.3,1.8,3.1,0.9,2.6,3.3,5.2,2.7,1.2,1.5,3.3,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
141,1.9,1.7,2.9,1.9,3,2.1,2.4,1.7,3.2,1,2.5,3.5,5.2,2.9,1.2,1.4,3.3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
142,1.9,1.8,2.9,2,3.1,2.2,2.4,1.7,3.1,1,2.6,3.7,5.3,2.8,1.2,1.4,3.3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
143,1.9,1.7,2.9,2.1,2.9,2.3,2.5,1.8,3.1,1,2.6,3.5,5.5,2.9,1.2,1.4,3.3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
144,1.9,1.7,2.8,1.9,3,2.2,2.6,1.7,3.1,1,2.5,3.6,5.3,2.8,1.2,1.4,3.3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
145,1.9,1.7,2.8,1.8,3.1,2.1,2.5,1.7,3.2,0.9,2.5,3.3,5.4,2.9,1.3,1.6,3.3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
146,1.9,1.7,2.8,1.7,3,2.3,2.7,1.8,3.1,0.9,2.7,3.1,5.5,2.9,1.2,1.4,3.5,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
147,1.9,1.8,2.6,1.7,2.9,2.1,2.5,1.8,3,0.8,2.5,2.9,5.3,2.7,1.2,1.3,3.4,2.6,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,212,106,106
148,1.7,1.9,2.3,2,3,2.3,2.2,1.9,3,0.7,2.5,3.2,4.8,2.6,1.2,1.2,3.5,2.7,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,216,108,108
149,1.5,2,2.1,2.5,3,2.3,2.4,1.9,3.1,0.7,2.4,3.6,4.7,2.5,1.2,1.3,3.5,2.7,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,220,110,110
150,1.3,1.9,1.9,2.6,3,2.5,2.2,2,3.1,0.6,2.3,3.9,4.2,2.5,1.1,1.3,3.5,2.9,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,112,112,112
151,1.2,1.9,1.7,3.1,3.2,2.8,2.4,2.2,3.2,0.6,2.2,4.2,3.9,2.5,1.3,1.5,3.5,2.7,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,114,114,114
152,1.1,1.6,1.6,2.7,3.4,3.2,2.7,2.5,3.5,0.4,2.6,4.5,3.9,3,1.4,1.7,3.6,2.8,58,58,116,58,58,58,58,58,58,116,58,58,58,58,58,116,116,116
153,1,1.2,1.6,2.2,3.8,3.5,3,2.9,4.2,0.4,3.1,4.5,3.6,3.2,1.7,1.6,3.7,2.6,59,59,59,59,59,59,59,59,59,118,59,59,59,59,59,118,118,118
154,0.9,0.8,1.3,2,3.3,3.3,2.8,2.6,3.5,0.4,2.8,4,2.5,2.4,1.7,1.5,4.4,2.2,120,60,120,60,60,60,60,60,60,120,60,60,60,60,60,120,120,120
155,1.1,0.8,1.4,1.8,3.9,4.3,3.9,3.3,4.1,0.5,3.2,3.7,2.2,2.6,2.4,2.2,5.7,2,122,61,122,61,61,61,61,61,61,122,61,61,61,61,61,122,122,122
156,1.5,1,1.5,2,6.1,6.7,6.2,5.1,6.5,0.6,5.9,4.9,2.9,4.3,3.9,2.7,6,2.5,124,62,124,62,62,62,62,62,62,124,62,62,62,62,62,124,124,62
157,1.9,1.4,1.7,2.3,6.4,7.6,7.1,5.7,7,0.8,6.5,5.4,4.2,4.5,4.9,3.6,5.4,3.6,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,126,126,63
158,2.1,1.8,1.9,2.2,6.4,7.6,7.3,5.6,6.9,0.8,6.4,5.7,5.3,4.1,4.8,3.8,5.5,3.5,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,128,64
159,2.2,1.7,1.9,2.5,5.9,7.3,7.2,5.5,6.3,0.9,6.1,5.5,5.5,3.8,4.1,4.1,5.4,3.4,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,130,65
160,2.1,1.8,1.6,2.4,5.3,6.7,6.6,5,5.5,0.8,5.4,4.7,5,3.3,3.4,3.7,4,3.1,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
161,2,1.8,1.5,2.4,4.9,6.5,6.6,4.8,5.2,0.7,5.3,4.4,4.7,3.1,3.4,3.9,3.5,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
162,2,1.9,1.5,2.6,5.1,6.5,6.6,4.8,5.3,0.7,5.4,4.5,5.1,3.4,3.5,3.6,3.5,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,67
163,1.9,1.9,1.5,2.5,5,6.7,6.5,4.8,5.2,0.7,5.5,4.4,5.3,3.3,3.6,3.8,3.6,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
164,2,1.9,1.6,2.5,5,6.6,6.9,4.8,5.3,0.7,5.6,4.5,5.2,3.3,3.5,3.7,3.7,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,67
165,2,1.9,1.6,2.4,5,6.8,6.6,4.9,5.2,0.7,5.3,4.4,5.2,3.3,3.5,3.9,3.6,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,67
166,2,1.9,1.5,2.3,5.1,6.5,6.4,4.8,5.3,0.7,5.3,4.3,5.1,3.3,3.6,3.9,3.6,3,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
167,2,2,1.5,2.4,5.1,6.5,6.6,4.7,5.4,0.7,5.3,4.5,4.8,3.2,3.5,3.7,3.8,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
168,2,1.9,1.6,2.4,5.1,6.6,6.6,4.8,5.4,0.7,5.6,4.7,5,3.4,3.6,3.6,3.8,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
169,2,1.8,1.5,2.4,5,6.6,6.4,4.8,5.4,0.7,5.4,4.6,5.1,3.3,3.5,3.5,3.7,3,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
170,2,1.9,1.5,2.4,5.1,6.7,6.5,4.8,5.3,0.7,5.5,4.3,5.4,3.2,3.4,3.6,3.5,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,67
171,2.1,1.9,1.5,2.4,5,6.6,6.5,4.8,5.3,0.7,5.7,4.4,5.5,3.3,3.5,3.5,3.5,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,67
172,2,1.9,1.6,2.3,5,6.6,6.4,4.9,5.3,0.7,5.5,4.3,5.4,3.2,3.7,3.4,3.4,3.2,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,67
173,2.1,1.9,1.5,2.3,5,6.6,6.5,4.9,5.4,0.7,5.5,4.5,5.6,3.2,3.4,3.6,3.7,3,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
174,2,1.8,1.5,2.5,5.1,6.6,6.7,4.8,5.4,0.7,5.5,4.5,5.8,3.1,3.5,3.4,3.7,3,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
175,2,1.9,1.5,2.5,5,6.6,6.5,4.8,5.3,0.7,5.5,4.5,5.9,3.2,3.5,3.4,3.5,3,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,67
176,2,1.8,1.6,2.4,5.2,6.6,6.5,4.8,5.4,0.7,5.5,4.6,6,3.2,3.6,3.4,3.7,2.9,67,67,67,67,67,67,67,67,67,67,67,67,67,67,133,133,133,67
177,2,1.7,1.6,2.7,4.8,6.6,6.4,4.8,5.1,0.7,5.4,4.5,5.5,3.4,3.6,3.3,3.5,3.1,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
178,2,1.6,1.5,3.1,4.5,5.9,5.8,4.3,4.7,0.8,5,4.2,5.3,3,3,3.2,2.6,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
179,2.1,1.5,1.6,2.9,4.6,6,6,4.4,4.8,0.9,5.1,4.4,5.6,3,2.9,2.9,2.9,3.6,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,206,69,137
180,2,1.6,1.6,2.9,4.6,6.5,5.9,4.5,4.9,0.8,5.1,4.2,5.7,3.1,3.1,3,2.6,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
181,2,1.7,1.6,2.9,4.7,6,5.9,4.4,4.8,0.8,5.2,4,5.5,3,3,3.1,2.5,3.1,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
182,2,1.7,1.6,3.2,4.7,6.2,6.2,4.5,4.9,0.8,5.1,4.2,5.9,3.1,3,3.1,2.7,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
183,2,1.7,1.7,3.1,4.7,6.1,6.1,4.5,4.9,0.8,5.2,4.5,5.7,3,3,3.1,2.8,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
184,2.1,1.6,1.6,3.3,4.7,6.2,6.1,4.4,4.8,0.9,5.2,4.5,5.6,2.9,2.9,3.1,3,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
185,2,1.6,1.6,3.1,4.8,6.2,6.2,4.3,4.8,0.9,5,4.6,5.5,2.9,3,3.1,3,3.3,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
186,2.1,1.6,1.7,3.4,4.7,6.2,6.1,4.5,4.9,0.9,5.2,4.7,5.6,2.9,3,3,3,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
187,2.1,1.7,1.7,3.5,4.8,6.3,6.2,4.5,4.9,0.8,5.2,4.8,6.2,3.1,3,3.2,3.1,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
188,2.1,1.6,1.7,3.4,4.7,6,6.2,4.5,4.9,0.9,5.2,4.6,5.5,2.9,3,3.2,2.6,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
189,2.1,1.6,1.7,3.3,4.7,6.4,6.3,4.5,4.9,0.9,5.2,4.5,5.5,3,3.1,3.1,2.9,3.3,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
190,2.1,1.6,1.7,3.2,4.7,6.3,6.3,4.5,4.9,0.8,5.3,4.2,5.6,3,3.1,3.1,2.9,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
191,2.1,1.5,1.7,3.1,4.7,6.3,6.3,4.5,4.9,0.8,5.4,4.2,5.7,3,3.1,3.2,2.8,3.3,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
192,2.1,1.5,1.7,3.2,4.6,6.3,6.1,4.5,4.9,0.8,5.3,4,5.8,3,3.1,3,2.7,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
193,2.1,1.6,1.7,3.2,4.7,6.1,6,4.5,4.9,0.9,5.3,4,5.5,3,3.1,3.2,2.6,3.6,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
194,2.1,1.5,1.8,3.2,4.7,6.5,6.4,4.6,4.9,0.9,5.3,4.5,5.6,3.1,3.1,3.2,2.9,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
195,2.1,1.5,1.7,3.4,4.7,6.2,6.3,4.6,4.9,0.9,5.2,4.8,5.6,2.9,3.1,3,2.8,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
196,2.1,1.6,1.8,3.4,4.6,6.3,6.2,4.6,4.9,0.9,5.5,4.9,5.5,3,3,3.2,3,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
197,2.1,1.5,1.7,3.4,4.8,6.7,6.3,4.6,4.9,0.9,5.5,4.7,5.4,3.1,3.1,3,3,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
198,2.1,1.6,1.7,3.4,4.8,6.2,6.2,4.5,5,0.9,5.4,4.7,5.5,3.1,3,3.4,3,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
199,2.1,1.5,1.7,3.4,4.8,6.5,6.3,4.6,4.9,0.9,5.5,4.9,5.2,3,3.1,3.1,2.8,3.2,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
200,2.1,1.5,1.7,3.4,4.8,6.4,6.4,4.5,4.9,0.9,5.4,4.9,5.4,3.1,3,3.2,2.8,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
201,2.1,1.5,1.7,3.3,4.8,6.3,6.1,4.6,5.1,0.9,5.3,4.6,5.6,3.1,3.1,3.2,2.8,3.3,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
202,2.1,1.6,1.6,3.2,4.7,6.3,6.5,4.6,4.9,0.9,5.5,4.2,5.8,3.1,3.1,3.2,2.6,3.3,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
203,2.1,1.5,1.6,3.2,4.7,6.3,6.1,4.5,4.9,0.9,5.4,4,5.5,3.1,3.1,3,2.4,3.3,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
204,2.1,1.5,1.7,3.2,4.7,6.3,6.3,4.5,5,0.8,5.5,4.4,5.7,3,3,3.2,2.6,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
205,2.1,1.5,1.7,3.5,4.7,6.3,6.2,4.5,4.9,0.9,5.4,4.4,5.8,2.9,3,3.1,2.7,3.6,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
206,2,1.5,1.7,3.5,4.7,6.3,6.2,4.5,4.9,0.9,5.4,4.6,5.8,2.9,3.1,3.1,2.8,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
207,2.1,1.6,1.6,3.7,4.9,6.3,6.4,4.6,5,0.9,5.6,4.8,5.8,3.1,3.1,3.1,3.1,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
208,2,1.5,1.6,3.4,4.7,6.2,6.2,4.6,5,0.9,5.4,4.7,6,3,3,3.1,2.8,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
209,2.1,1.6,1.7,3.4,4.8,6.2,6.2,4.6,4.9,0.9,5.6,4.5,5.8,3,3,3.2,2.7,3.6,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
210,2.1,1.5,1.6,3.3,4.7,6.5,6.3,4.6,5,0.9,5.5,4.1,5.5,3.1,3,3.1,2.5,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
211,2.1,1.5,1.6,3.2,4.6,6.2,6.1,4.5,4.9,0.9,5.5,3.9,5.4,3,2.9,3.1,2.5,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
212,2.2,1.5,1.7,3.5,4.9,6.3,6.3,4.5,5,0.9,5.7,4.5,5.4,3,2.9,3.2,2.7,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
213,2.1,1.6,1.6,3.5,4.7,6.3,6.3,4.6,4.9,0.9,5.4,4.8,5.1,3,2.8,3.3,2.5,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
214,2.2,1.6,1.6,3.7,4.8,6.2,6.2,4.7,5,0.9,5.5,4.7,5.4,3.1,2.9,3.3,2.6,3.6,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
215,2.1,1.5,1.7,3.6,4.7,6.5,6.3,4.6,4.9,0.9,5.4,4.4,5.2,3.1,2.8,3.4,2.7,3.4,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
216,2.1,1.5,1.7,3.5,4.8,6.4,6.5,4.7,5,0.9,5.7,4.2,5.6,3,2.9,3.5,2.9,3.7,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
217,2,1.5,1.6,3.4,4.7,6.2,6.1,4.6,5,0.8,5.4,4,5.3,3,2.8,3.6,2.5,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
218,2.1,1.6,1.6,3.5,4.8,6.4,6.3,4.7,5,0.9,5.7,4.4,5.3,3.2,2.9,3.4,2.9,3.7,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
219,2.1,1.5,1.7,3.7,4.9,6.4,6.6,4.6,5,0.9,5.5,4.6,5.3,3,2.8,3.4,2.8,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
220,2.1,1.5,1.7,3.9,4.9,6.5,6.3,4.6,5.1,1,5.5,4.7,5.3,3,2.9,3.5,3,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
221,2.1,1.6,1.8,3.7,4.9,6.5,6.5,4.7,5,0.9,5.6,4.9,5.4,3.3,3,3.4,3.1,3.6,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
222,2.1,1.6,1.8,3.7,4.8,6.3,6.4,4.7,4.9,0.9,5.6,4.9,5.4,3,2.9,3.6,2.8,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
223,2.1,1.5,1.6,3.6,4.9,6.3,6.4,4.6,5,0.9,5.8,4.7,5.3,3.1,2.9,3.5,2.8,3.5,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
224,2.1,1.5,1.6,3.4,4.7,6.5,6.3,4.7,5,0.9,5.7,4.4,5.6,3.1,3,3.5,2.7,3.6,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,135,68,135
