CH Name,S_정면,S_측면,S_2R,S_5R,S_6R,D_정면,D_측면,D_2R,D_3R,D_6R,S_정면,S_측면,S_2R,S_5R,S_6R,D_정면,D_측면,D_2R,D_3R,D_6R
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
689,0.8,2.1,1.8,2.1,0.9,1.6,1.9,0.7,0.8,1.7,60,158,79,79,158,79,60,120,120,120
690,0.8,2.0,1.8,2.0,0.9,1.7,1.8,0.8,0.8,1.9,60,158,79,79,158,79,60,120,120,120
691,0.8,2.0,1.8,2.0,0.9,1.8,1.9,0.8,0.7,1.8,60,158,79,79,158,79,60,120,120,120
692,0.8,2.2,1.9,2.1,1.0,1.7,1.8,0.8,0.8,1.7,60,158,79,79,158,79,60,120,120,120
693,0.8,2.1,1.9,2.0,0.9,1.7,1.8,0.8,0.8,1.8,60,158,79,79,158,79,60,120,120,120
694,0.9,2.3,2.0,2.2,1.0,1.9,1.8,0.8,0.7,1.7,60,158,79,79,120,79,60,120,120,120
695,0.8,2.3,1.9,2.2,0.9,1.7,1.9,0.8,0.8,1.8,60,158,79,79,120,79,60,120,120,120
696,0.9,2.1,1.8,2.0,0.9,1.8,1.8,0.8,0.8,1.9,60,158,79,79,120,79,60,120,120,120
697,0.8,2.0,1.8,2.0,0.9,1.9,1.9,0.7,0.8,1.9,60,158,79,79,120,79,60,120,120,120
698,0.8,2.1,1.9,1.9,1.0,1.7,1.8,0.8,0.7,1.8,60,158,79,79,120,79,60,120,120,120
699,0.8,2.2,2.0,2.1,0.9,1.7,1.9,0.7,0.8,1.8,60,158,79,79,120,79,60,120,120,120
700,1.0,2.2,2.0,2.1,1.0,1.8,1.9,0.8,0.8,1.8,60,158,79,79,120,79,60,120,120,120
701,0.8,2.3,1.9,2.0,1.0,1.7,2.0,0.8,0.9,1.8,60,158,79,79,120,79,60,120,120,120
702,0.8,2.4,2.2,2.1,1.0,1.9,1.9,0.7,0.8,1.9,60,157,79,79,120,79,60,120,120,120
703,0.9,2.2,1.9,2.1,1.0,1.6,1.8,0.8,0.8,1.7,60,156,78,78,120,78,60,120,120,120
704,0.9,2.1,2.0,2.2,1.0,1.6,1.7,0.7,0.8,1.8,60,156,78,78,120,78,60,120,120,120
705,0.7,2.1,2.1,2.0,0.8,1.4,1.7,0.7,0.9,1.8,60,155,77,77,120,77,60,120,120,120
706,0.9,2.0,2.1,2.1,1.0,1.4,1.6,0.7,0.9,1.9,60,154,77,77,120,77,60,120,120,120
707,0.9,2.1,2.1,2.1,0.9,1.6,1.7,0.7,0.8,1.9,60,153,77,77,120,77,60,120,120,120
708,0.9,2.0,2.0,2.0,1.0,1.5,1.5,0.8,0.9,1.9,60,152,76,76,120,76,60,120,120,120
709,0.9,1.7,2.0,1.9,0.9,1.4,1.6,0.7,1.0,1.9,60,151,76,76,120,76,60,120,120,120
710,0.7,1.8,2.0,1.9,0.9,1.4,1.4,0.7,0.9,1.7,60,150,75,75,42,75,60,120,120,120
711,0.7,1.9,1.8,1.9,0.9,1.2,1.5,0.7,0.9,1.9,60,150,75,75,75,75,60,120,120,120
712,0.7,1.8,1.9,1.8,0.9,1.5,1.5,0.8,0.9,1.8,60,149,74,74,149,74,60,149,120,120
713,0.7,2.1,2.0,2.0,1.0,1.6,1.4,0.8,1.1,2.0,74,148,74,74,148,74,60,148,120,74
714,0.8,1.7,1.8,1.9,1.1,1.6,1.4,0.7,1.1,1.8,60,147,74,74,147,74,60,147,120,120
715,0.8,1.8,1.9,2.0,1.0,1.7,1.5,0.7,1.1,1.8,73,146,73,73,146,73,60,146,120,73
716,0.8,1.9,1.9,2.2,1.0,1.8,1.4,0.7,1.1,1.9,73,145,73,73,145,73,60,120,120,120
717,0.9,1.9,2.1,2.3,0.9,1.8,1.5,0.7,1.2,2.1,72,72,72,72,289,72,60,120,120,120
718,0.9,2.1,2.1,2.4,1.0,1.9,1.5,0.8,1.3,2.0,72,72,72,72,144,144,60,120,120,120
719,1.0,2.1,2.2,2.6,1.1,2.1,1.6,0.8,1.2,2.1,71,143,71,71,143,143,60,120,143,120
720,1.0,2.2,2.2,2.8,1.1,2.3,1.6,0.8,1.4,2.0,71,71,71,71,142,142,60,142,142,120
721,1.0,2.1,2.2,2.7,1.1,2.3,1.5,0.8,1.3,2.1,71,141,71,71,141,141,60,141,141,120
722,1.0,2.2,2.2,2.7,1.1,2.5,1.6,0.8,1.5,2.2,70,70,70,70,140,140,60,140,140,120
723,0.9,2.0,1.9,2.5,1.0,2.5,1.7,0.7,1.5,2.0,70,70,70,70,139,139,60,120,139,120
724,1.0,2.1,1.7,2.3,1.1,2.5,1.7,0.8,1.6,2.1,69,69,69,69,139,139,60,120,139,120
725,0.8,2.0,1.7,2.1,1.1,2.3,1.8,0.7,1.6,1.9,69,138,69,69,138,138,60,120,138,120
726,0.8,1.9,1.7,1.8,1.2,2.3,1.8,0.8,1.6,1.9,68,137,68,68,137,137,60,120,137,120
727,0.7,1.8,1.5,1.6,1.1,2.0,1.8,0.7,1.6,1.8,68,136,68,68,136,136,60,120,136,120
728,0.8,2.0,1.6,1.6,1.2,1.8,1.7,0.8,1.6,2.0,270,135,68,68,135,135,60,120,135,120
729,0.8,1.8,1.6,1.4,1.2,1.8,1.7,0.8,1.7,1.8,67,134,67,67,134,134,60,120,134,120
730,0.7,1.7,1.5,1.5,1.1,1.7,1.7,0.8,1.6,1.7,267,133,67,67,133,133,60,120,133,120
731,0.8,1.9,1.6,1.5,1.3,1.5,1.7,0.8,1.5,1.9,265,132,66,66,132,132,60,120,132,120
732,0.7,1.6,1.5,1.3,1.5,1.5,1.9,0.8,1.4,1.9,263,132,66,66,132,132,60,120,132,120
733,0.8,1.7,1.6,1.2,1.3,1.6,1.8,0.9,1.6,1.9,262,131,65,65,131,131,131,131,131,120
734,0.7,1.6,1.4,1.2,1.3,1.5,1.9,0.8,1.5,1.9,260,130,65,65,130,130,130,130,130,120
735,0.8,1.6,1.7,1.3,1.4,1.5,1.9,0.8,1.5,2.0,129,129,129,65,129,129,129,129,129,120
736,0.8,1.6,1.7,1.3,1.4,1.3,2.0,0.8,1.6,1.8,128,128,64,64,128,128,128,128,128,120
737,0.9,1.9,1.8,1.4,1.5,1.4,2.1,0.8,1.6,1.9,382,127,64,64,127,127,127,127,127,120
738,0.9,2.0,1.7,1.5,1.5,1.3,2.3,0.8,1.7,1.9,127,253,63,63,127,63,127,120,127,120
739,0.9,1.6,1.8,1.3,1.5,1.3,2.2,0.9,1.6,1.9,125,125,63,63,126,63,125,120,126,120
740,1.0,1.8,1.8,1.4,1.4,1.3,2.4,0.9,1.7,1.8,123,123,62,62,123,123,123,123,123,120
741,0.8,1.6,1.6,1.2,1.1,1.3,2.4,0.9,1.5,1.6,120,121,61,61,121,121,121,120,120,120
742,0.9,1.9,1.8,1.4,1.0,1.2,1.4,0.8,1.1,1.5,120,120,60,60,119,119,120,120,120,120
743,0.9,1.8,1.7,1.5,1.0,1.4,1.3,1.0,1.1,1.7,117,117,59,59,117,59,60,117,120,120
744,0.8,1.6,1.7,1.6,1.0,1.3,1.2,0.9,0.9,1.6,115,115,58,58,58,58,60,115,120,120
745,0.9,1.6,1.6,1.6,1.0,1.2,1.2,1.1,0.9,1.6,57,113,57,57,57,57,60,113,120,120
746,0.9,1.7,2.0,1.7,1.2,1.1,1.3,1.0,1.0,1.7,56,112,56,112,56,223,60,112,120,120
747,0.9,1.7,1.8,1.4,1.1,1.1,1.3,1.0,1.0,1.6,55,110,55,55,55,219,60,110,120,120
748,0.8,1.8,1.7,1.5,1.1,1.3,1.5,1.0,1.1,1.7,54,54,54,54,54,215,60,108,120,120
749,0.8,1.7,1.8,1.4,0.9,1.5,1.5,1.0,1.0,1.6,53,53,53,53,53,211,60,106,120,120
750,0.9,1.7,1.6,1.4,1.1,1.3,1.6,1.0,1.0,2.0,52,104,52,52,52,208,207,104,120,120
751,0.9,1.5,1.8,1.3,1.0,1.2,1.6,0.9,1.0,1.6,51,102,51,51,51,51,60,102,120,120
752,1.2,1.6,2.1,1.1,1.2,1.0,1.3,0.8,0.9,1.6,50,50,50,50,50,50,60,100,120,120
753,1.4,1.8,2.4,1.2,1.7,1.2,1.3,0.7,1.0,2.0,49,49,49,49,49,49,60,120,120,49
754,1.3,1.7,2.3,1.2,1.7,1.1,1.2,0.9,1.1,2.1,48,96,48,48,48,48,60,120,48,48
755,1.3,1.6,2.3,1.4,1.7,1.1,1.2,0.8,1.2,2.2,47,94,47,47,47,47,60,120,47,47
756,1.4,1.7,2.5,1.5,1.9,1.0,1.2,0.8,1.2,2.2,46,92,46,46,46,46,60,46,46,46
757,1.3,1.5,2.3,1.4,1.8,0.8,1.0,0.8,1.2,2.2,45,90,45,45,45,45,60,45,45,45
758,1.2,1.4,1.9,1.5,1.7,0.9,1.0,0.9,1.4,2.5,44,88,44,44,44,44,60,44,44,44
759,1.1,1.6,1.7,1.6,1.5,0.9,1.1,1.0,1.5,2.8,43,86,43,43,43,43,60,43,43,43
760,0.8,1.8,1.4,1.8,1.1,0.9,1.2,1.1,1.7,3.4,42,84,42,84,42,42,60,42,42,42
761,1.1,1.8,1.9,2.1,1.6,1.0,1.2,1.3,2.0,4.1,41,82,41,82,41,41,60,41,41,41
762,1.1,1.7,2.0,2.4,1.4,1.0,1.5,1.5,2.6,4.8,40,80,40,80,40,40,40,40,40,40
763,1.1,1.8,2.1,2.6,1.4,1.2,1.8,1.9,3.0,5.5,78,78,78,78,39,39,39,39,39,39
764,0.9,1.7,1.7,2.4,1.2,1.2,1.9,2.0,3.1,5.5,76,76,76,76,38,38,38,38,38,38
765,1.1,1.8,2.1,3.0,1.5,1.2,1.4,1.6,2.1,3.8,74,74,74,74,37,74,37,37,37,37
766,1.3,2.2,2.5,4.3,1.6,1.2,1.2,1.3,1.7,2.6,72,72,72,72,36,72,36,36,36,36
767,1.4,1.9,2.5,4.2,1.6,1.2,1.3,1.3,1.6,2.1,70,70,70,70,35,70,35,35,35,35
768,1.3,1.7,2.1,3.6,1.6,1.1,1.1,1.0,1.3,1.6,68,34,68,68,34,68,34,34,34,120
769,1.1,1.6,2.0,2.7,1.8,1.0,1.1,1.0,1.4,1.4,66,33,66,66,33,66,60,33,33,120
770,1.1,1.5,1.9,2.4,1.7,0.9,1.0,0.9,1.4,1.4,64,32,32,64,32,64,60,32,32,120
771,1.1,1.8,1.9,2.2,1.9,0.9,1.0,0.9,1.4,1.3,31,31,31,62,31,62,60,31,31,120
772,1.0,2.0,1.9,1.7,1.8,0.9,0.8,0.8,1.3,1.3,30,30,30,60,30,120,60,30,30,120
773,1.2,2.0,1.9,2.2,1.9,0.7,0.8,0.9,1.3,1.4,58,29,29,58,29,120,60,120,29,120
774,1.2,2.0,2.1,2.1,1.9,0.7,0.7,0.8,1.2,1.5,56,28,56,56,28,120,60,120,28,120
775,1.3,1.7,2.2,2.0,2.0,0.8,0.7,0.8,1.1,1.4,54,27,54,54,27,120,60,120,27,120
776,1.5,1.6,2.7,2.0,2.2,0.8,0.7,0.7,1.0,1.4,52,26,52,52,26,120,60,120,120,120
777,1.5,1.5,2.9,1.6,2.5,0.7,0.6,0.7,0.8,1.3,50,25,50,50,50,120,60,120,120,120
778,2.4,1.5,3.9,2.0,3.7,0.8,0.7,0.7,0.8,1.3,48,24,48,48,48,120,60,120,120,120
779,3.2,1.7,5.6,2.1,4.9,1.0,0.6,0.8,0.9,1.2,46,46,46,46,46,120,60,46,120,120
780,3.2,1.6,5.8,1.9,5.2,0.7,0.6,0.8,1.0,1.4,45,44,45,45,45,120,60,44,120,120
781,1.9,1.5,3.6,1.6,3.6,0.7,0.8,1.0,1.2,1.6,42,43,42,42,42,120,60,42,42,42
782,1.6,1.4,2.9,1.7,2.7,0.8,1.2,1.5,2.2,4.0,40,40,40,41,40,120,41,41,41,41
783,1.7,1.6,3.6,1.5,2.9,0.9,1.2,1.7,2.2,4.5,39,39,39,39,39,39,39,39,39,39
784,1.4,1.7,3.1,1.7,2.5,0.8,0.8,0.8,1.2,2.9,36,36,36,36,36,120,60,36,36,36
785,1.3,2.0,2.8,1.9,2.6,0.8,0.7,0.7,1.2,2.5,34,34,34,34,34,120,60,120,120,35
786,1.3,2.0,2.9,1.8,2.8,0.6,0.6,0.7,1.1,2.3,33,33,33,33,33,120,120,120,120,33
787,1.3,2.6,3.0,2.0,3.0,0.6,0.6,0.7,1.3,2.4,31,31,31,31,31,120,120,31,31,31
788,1.3,2.6,3.1,1.9,3.0,0.7,0.6,0.9,1.1,2.5,29,29,29,29,29,120,120,29,29,29
789,1.1,2.5,2.9,2.5,2.6,0.7,0.7,0.8,1.2,2.7,27,27,27,27,27,120,120,27,120,27
790,0.9,2.1,2.7,2.8,2.6,0.7,0.7,0.8,1.3,2.6,25,25,25,25,25,120,180,25,25,25
791,1.1,2.2,3.0,2.6,2.5,0.7,0.6,0.8,1.0,2.4,23,23,23,23,23,120,180,23,120,23
792,0.8,1.6,2.0,1.4,1.7,0.6,0.6,0.7,0.8,1.7,42,21,21,21,21,120,180,120,120,120
793,0.7,1.4,1.5,1.2,1.3,0.6,0.6,0.7,1.0,2.1,120,20,20,20,20,120,180,120,120,120
794,0.6,1.4,1.5,1.1,1.3,0.6,0.6,0.8,1.1,2.0,120,20,20,20,20,120,180,120,120,120
795,0.7,1.3,1.5,1.0,1.3,0.6,0.7,0.7,1.0,1.9,120,20,20,20,20,120,180,120,120,120
796,0.6,1.1,1.4,1.0,1.3,0.5,0.6,0.7,1.0,1.7,120,20,20,20,20,120,180,120,120,120
797,0.6,1.3,1.5,1.1,1.2,0.8,0.6,0.7,0.9,2.0,120,20,20,20,20,120,180,120,120,120
798,0.6,1.1,1.3,1.0,1.2,0.6,0.7,0.7,0.9,1.8,120,20,20,20,20,120,180,120,120,120
799,0.6,1.1,1.4,1.0,1.3,0.6,0.6,0.7,1.0,1.8,120,20,20,20,20,120,180,120,120,120
800,0.7,1.2,1.4,0.9,1.1,0.6,0.6,0.7,0.9,1.8,120,20,20,20,20,120,180,120,120,120
801,0.6,1.2,1.4,1.0,1.2,0.6,0.6,0.8,0.9,1.7,120,20,20,20,20,120,180,120,120,120
802,0.8,1.2,1.4,1.0,1.2,0.6,0.6,0.7,0.9,1.5,120,20,20,20,20,120,180,120,120,120
803,0.5,1.1,1.2,1.0,1.1,0.6,0.6,0.7,0.8,1.6,120,20,20,20,20,120,180,120,120,120
804,0.6,1.1,1.3,0.9,1.1,0.6,0.5,0.7,0.9,1.6,120,20,20,20,20,120,180,120,120,120
805,0.6,1.2,1.4,0.9,1.1,0.6,0.6,0.6,0.9,1.7,120,20,20,20,20,120,180,120,120,120
806,0.6,1.1,1.3,0.9,1.2,0.6,0.6,0.7,0.9,1.6,120,20,20,20,20,120,180,120,120,120
807,0.6,1.2,1.3,0.9,1.1,0.6,0.5,0.6,0.9,1.7,120,20,42,20,20,120,120,120,120,120
808,0.5,1.1,1.2,0.9,1.0,0.5,0.5,0.8,0.8,1.7,120,20,20,20,20,120,120,120,120,120
809,0.6,1.1,1.3,0.8,1.0,0.6,0.6,0.7,0.8,1.5,120,20,20,20,20,120,120,120,120,120
810,0.6,1.3,1.3,1.0,1.0,0.6,0.5,0.7,0.9,1.6,120,20,20,20,20,120,120,120,120,120
811,0.6,1.1,1.3,0.9,1.1,0.5,0.5,0.6,0.8,1.6,120,20,42,20,20,120,120,120,120,120
812,0.7,1.2,1.3,0.9,1.0,0.5,0.6,0.6,0.8,1.5,120,20,20,20,20,120,120,120,120,120
813,0.6,1.2,1.2,0.9,1.1,0.6,0.5,0.7,0.9,1.6,120,20,20,20,20,120,120,120,120,120
814,0.5,1.1,1.4,0.9,1.1,0.6,0.5,0.6,0.7,1.6,120,20,42,20,20,120,120,120,120,120
815,0.6,1.1,1.3,0.9,1.0,0.5,0.6,0.6,0.8,1.6,120,20,20,20,20,120,120,120,120,120
816,0.6,1.2,1.4,0.8,1.0,0.6,0.6,0.7,0.8,1.6,120,20,42,20,20,120,120,120,120,120
817,0.5,0.9,1.1,0.8,1.0,0.6,0.5,0.7,0.8,1.6,120,20,20,20,20,120,120,120,120,120
818,0.5,1.1,1.2,0.8,1.1,0.6,0.5,0.6,0.8,1.6,120,20,42,20,20,120,120,120,120,120
819,0.5,1.1,1.1,0.8,1.0,0.6,0.5,0.6,0.9,1.9,120,20,20,20,20,120,120,120,120,120
820,0.6,1.1,1.2,0.8,1.0,0.5,0.5,0.6,0.8,1.7,120,20,20,20,20,120,300,120,120,120
821,0.6,1.3,1.4,1.0,1.0,0.5,0.5,0.7,0.8,1.7,120,20,42,20,20,120,120,120,120,120
822,0.6,1.1,1.1,0.8,1.0,0.6,0.6,0.7,0.8,1.6,120,20,20,20,20,120,120,120,120,120
823,0.6,1.2,1.5,1.0,1.1,0.5,0.6,0.6,0.9,1.6,120,20,42,20,20,120,120,120,120,120
824,0.6,1.2,1.1,0.9,1.0,0.5,0.5,0.6,0.9,1.6,120,20,20,20,20,120,120,120,120,120
825,0.5,1.0,1.2,0.9,1.0,0.7,0.6,0.6,0.9,1.5,120,20,42,20,20,120,120,120,120,120
826,0.5,1.0,1.0,0.9,1.0,0.5,0.5,0.6,0.8,1.5,120,20,20,20,20,120,120,120,120,120
827,0.6,1.1,1.1,0.8,1.1,0.5,0.5,0.6,0.8,1.5,120,20,42,20,20,120,120,120,120,120
828,0.6,1.2,1.2,0.9,1.0,0.6,0.5,0.7,0.8,1.6,120,20,42,20,20,120,120,120,120,120
829,0.6,1.1,1.2,0.8,1.0,0.6,0.5,0.7,0.7,1.5,120,20,42,20,20,120,120,120,120,120
830,0.5,1.2,1.1,0.8,1.0,0.5,0.5,0.6,0.7,1.5,120,20,20,20,20,120,120,120,120,120
831,0.6,1.2,1.4,0.9,0.9,0.5,0.6,0.6,0.8,1.4,120,20,20,20,20,120,120,120,120,120
832,0.6,1.1,1.2,0.9,0.9,0.6,0.6,0.6,0.8,1.5,120,20,42,20,20,120,120,120,120,120
833,0.5,1.0,1.1,0.8,1.0,0.5,0.5,0.7,0.8,1.6,120,20,20,20,20,120,120,120,120,120
834,0.5,1.1,1.2,0.8,1.1,0.5,0.5,0.6,0.8,1.5,120,120,42,20,20,120,120,120,120,120
835,0.6,1.0,1.2,0.9,1.0,0.5,0.5,0.6,0.8,1.7,120,120,20,20,20,120,120,120,120,120
836,0.6,1.2,1.1,0.9,1.0,0.6,0.5,0.6,0.8,1.5,120,20,42,20,20,120,120,120,120,120
837,0.5,1.1,1.1,0.8,1.0,0.6,0.5,0.6,0.9,1.6,120,20,20,20,20,120,120,120,120,120
838,0.5,0.9,1.2,0.8,0.9,0.5,0.5,0.6,0.8,1.7,120,20,42,20,20,120,120,120,120,120
839,0.6,1.0,1.1,1.0,1.0,0.4,0.6,0.7,0.8,1.7,120,20,20,20,20,120,120,120,120,120
840,0.6,1.1,1.3,0.8,1.1,0.4,0.6,0.6,0.9,1.6,120,20,42,20,20,120,120,120,120,120
841,0.6,1.1,1.2,0.9,1.0,0.5,0.6,0.7,0.9,1.5,120,120,42,20,20,120,120,120,120,120
842,0.6,1.1,1.1,0.8,0.9,0.6,0.6,0.6,0.8,1.7,120,120,42,20,20,120,180,120,120,120
843,0.6,1.0,1.1,0.8,0.9,0.5,0.6,0.6,0.8,1.5,120,20,42,20,20,120,180,120,120,120
844,0.6,1.2,1.2,0.9,1.0,0.5,0.6,0.7,0.9,1.6,120,20,42,20,20,120,180,120,120,120
845,0.6,1.1,1.4,0.8,1.0,0.6,0.5,0.6,0.8,1.5,120,20,42,20,20,120,180,120,120,120
846,0.5,1.1,1.1,0.8,1.0,0.6,0.5,0.6,0.7,1.5,120,120,120,20,20,120,180,120,120,120
847,0.6,1.2,1.3,0.9,1.0,0.5,0.6,0.6,0.8,1.5,120,120,42,20,20,120,180,120,120,120
848,0.6,1.1,1.2,0.8,0.9,0.5,0.6,0.6,0.9,1.5,120,20,120,20,20,120,180,120,120,120
849,0.6,1.0,1.2,0.8,1.0,0.7,0.6,0.6,0.8,1.5,120,20,42,20,20,120,120,120,120,120
850,0.6,1.1,1.2,0.9,0.9,0.5,0.5,0.6,0.8,1.5,120,120,120,20,20,120,180,120,120,120
851,0.5,1.2,1.3,0.8,0.9,0.6,0.6,0.6,0.8,1.4,120,120,42,20,20,120,120,120,120,120
852,0.6,1.0,1.0,0.9,1.0,0.6,0.6,0.6,0.8,1.4,120,120,120,20,20,120,120,120,120,120
853,0.6,1.1,1.2,0.8,0.9,0.6,0.6,0.6,0.7,1.5,120,120,42,20,20,120,120,120,120,120
854,0.5,1.0,1.3,0.9,1.0,0.5,0.5,0.7,0.9,1.5,120,120,120,20,20,120,120,120,120,120
855,0.6,0.9,1.1,0.8,1.0,0.6,0.5,0.6,0.8,1.6,120,120,42,20,20,120,120,120,120,120
856,0.7,1.0,1.2,0.9,1.0,0.6,0.5,0.6,0.8,1.4,120,120,120,20,20,120,120,120,120,120
857,0.6,1.0,1.1,0.9,0.9,0.5,0.5,0.6,0.8,1.4,120,120,42,20,20,120,120,120,120,120
858,0.5,1.1,1.2,0.9,1.0,0.7,0.6,0.6,0.8,1.4,120,120,120,20,20,120,120,120,120,120
859,0.5,1.0,1.1,0.8,1.0,0.5,0.5,0.6,0.8,1.6,120,120,42,20,20,120,120,120,120,120
860,0.5,1.1,1.2,1.0,1.1,0.5,0.6,0.6,0.9,1.5,120,120,120,20,20,120,120,120,120,120
861,0.5,1.3,1.3,0.8,1.1,0.7,0.5,0.5,0.8,1.5,120,120,120,20,20,120,120,120,120,120
862,0.6,1.2,1.5,0.9,1.3,0.6,0.5,0.5,0.7,1.4,120,22,22,22,22,120,120,120,120,120
863,0.7,1.4,1.7,1.3,1.3,0.6,0.5,0.6,0.7,1.7,47,24,24,24,24,120,180,120,120,120
864,0.7,1.1,1.5,1.2,1.3,0.5,0.5,0.5,0.7,1.6,47,24,24,24,24,120,180,120,120,120
865,0.7,1.2,1.7,1.3,1.4,0.4,0.5,0.6,0.8,1.6,47,24,24,24,24,120,180,120,120,120
866,0.7,1.3,1.6,1.3,1.3,0.5,0.5,0.5,0.7,1.6,47,24,24,24,24,120,180,120,120,120
867,0.8,1.2,1.8,1.3,1.3,0.5,0.5,0.6,0.8,1.8,120,24,24,24,24,120,180,120,120,120
868,0.7,1.4,1.8,1.3,1.4,0.5,0.5,0.6,0.8,1.7,47,24,24,24,24,120,180,120,120,120
869,0.8,1.3,1.7,1.3,1.4,0.5,0.5,0.6,0.8,1.6,47,24,24,24,24,120,120,120,120,120
870,0.7,1.1,1.5,1.3,1.3,0.4,0.5,0.5,0.7,1.6,47,24,24,24,24,120,120,120,120,120
871,0.7,1.2,1.8,1.3,1.4,0.5,0.4,0.6,0.7,1.5,120,24,24,24,24,120,120,120,120,120
872,0.8,1.5,1.8,1.4,1.3,0.5,0.5,0.6,0.7,1.7,120,24,24,24,24,120,120,120,120,120
873,0.7,1.4,1.6,1.3,1.3,0.5,0.4,0.6,0.8,1.6,120,24,24,24,24,120,120,120,120,120
874,0.7,1.3,1.6,1.3,1.3,0.5,0.4,0.6,0.8,1.6,120,24,24,24,24,120,120,120,120,120
875,0.7,1.4,1.7,1.3,1.4,0.5,0.4,0.6,0.8,1.7,120,24,24,24,24,120,120,120,120,120
876,0.7,1.2,1.6,1.3,1.3,0.5,0.5,0.6,0.8,1.7,120,24,24,24,24,120,120,120,120,120
877,0.7,1.2,1.6,1.3,1.3,0.5,0.5,0.6,0.7,1.8,120,24,24,24,24,120,120,120,120,120
878,0.6,1.3,1.7,1.5,1.4,0.6,0.5,0.6,0.9,1.8,120,25,25,25,25,120,120,120,120,120
879,0.6,1.6,1.4,1.3,1.4,0.5,0.6,0.6,0.9,1.8,27,27,27,27,27,120,120,120,120,120
880,0.7,1.6,1.6,1.3,1.4,0.6,0.6,0.7,0.8,1.9,28,28,28,28,28,120,120,120,120,120
881,0.7,1.6,1.6,1.4,1.5,0.7,0.6,0.7,0.8,1.6,28,28,28,28,28,120,120,120,120,120
882,0.7,1.7,1.6,1.3,1.3,0.6,0.6,0.7,0.8,1.9,28,28,28,28,28,120,180,120,120,120
883,0.8,1.7,1.8,1.3,1.5,0.6,0.6,0.7,0.8,1.7,28,28,28,28,28,120,180,120,120,120
884,0.7,1.7,1.7,1.3,1.3,0.6,0.6,0.8,0.9,1.9,28,28,28,28,28,120,180,120,120,120
885,0.7,1.6,1.7,1.3,1.5,0.6,0.5,0.7,0.9,1.6,28,28,28,28,28,120,180,120,120,120
886,0.7,1.6,1.6,1.4,1.4,0.6,0.6,0.7,1.0,2.0,28,28,28,28,28,120,180,120,120,120
887,0.7,1.6,1.8,1.3,1.5,0.5,0.6,0.7,0.8,1.9,28,28,28,28,28,120,180,120,120,120
888,0.7,1.6,1.7,1.3,1.4,0.7,0.6,0.7,0.9,2.0,28,28,28,28,28,120,180,120,120,120
889,0.7,1.7,1.7,1.3,1.5,0.5,0.6,0.7,0.8,1.9,28,28,28,28,28,120,180,120,120,120
890,0.7,1.5,1.6,1.3,1.4,0.6,0.6,0.7,0.9,1.8,28,28,28,28,28,120,180,120,120,120
891,0.8,1.7,1.8,1.3,1.7,0.6,0.6,0.7,0.8,1.7,28,28,28,28,28,120,180,120,120,28
892,1.0,2.0,2.1,1.3,1.8,0.7,0.5,0.7,0.9,1.9,30,30,30,30,30,120,180,120,120,30
893,0.9,1.6,1.9,1.1,1.7,0.5,0.6,0.6,1.0,1.8,32,32,32,32,32,120,300,120,120,120
894,0.9,1.5,1.7,1.1,1.7,0.6,0.5,0.6,0.9,1.9,32,32,32,32,32,120,300,120,120,120
895,0.9,1.6,2.0,1.2,1.8,0.6,0.5,0.6,1.0,1.8,32,32,32,32,32,120,180,120,120,120
896,0.9,1.7,1.9,1.3,1.7,0.6,0.6,0.6,0.9,1.8,32,32,32,32,32,120,300,120,120,120
897,0.9,1.7,1.8,1.2,1.7,0.5,0.5,0.6,0.9,1.9,32,32,32,32,32,120,180,120,120,120
898,0.9,1.6,1.8,1.2,1.7,0.6,0.6,0.7,0.9,1.9,32,32,32,32,32,120,180,120,120,120
899,0.9,1.6,1.8,1.2,1.7,0.6,0.6,0.6,0.9,1.8,32,32,32,32,32,120,300,120,120,120
900,0.8,1.7,2.1,1.3,1.8,0.6,0.6,0.7,1.0,1.9,32,32,32,32,32,120,300,120,120,120
901,1.0,1.7,1.9,1.3,1.8,0.5,0.6,0.6,0.9,1.9,32,32,32,32,32,120,180,120,120,120
902,0.8,1.6,2.0,1.2,1.9,0.6,0.5,0.7,1.0,2.0,32,32,32,32,32,120,180,120,120,120
903,0.9,1.7,1.9,1.2,1.8,0.5,0.6,0.7,0.9,1.9,32,32,32,32,32,120,300,120,120,120
904,0.9,1.6,1.8,1.1,1.8,0.6,0.6,0.6,1.0,2.0,32,32,32,32,32,120,300,120,120,120
905,1.0,1.7,2.1,1.3,1.9,0.6,0.6,0.6,1.0,1.9,32,32,32,32,32,120,180,120,120,120
906,0.9,1.8,2.2,1.2,2.0,0.5,0.6,0.7,1.0,2.0,32,32,32,32,32,120,180,120,120,120
907,0.9,1.5,1.9,1.2,1.9,0.5,0.5,0.6,1.0,1.9,32,32,32,32,32,120,300,120,120,120
908,0.8,1.6,1.9,1.1,1.9,0.6,0.5,0.7,1.0,2.0,32,32,32,32,32,120,180,120,120,32
909,0.9,1.4,1.8,1.2,1.7,0.5,0.6,0.6,0.9,1.8,34,34,34,34,34,120,300,120,120,120
910,0.9,1.4,1.8,1.0,1.5,0.5,0.7,0.6,0.9,2.0,35,35,36,35,35,120,180,120,120,120
