CH Name,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R,aa,bb,dd,cc,gg,hh,rr,ee,ww,ll
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
771,5,7.5,2.8,2.3,1.6,0.7,1.9,1.8,1.7,1.7,89,89,89,89,47,240,89,89,120,120
772,5.2,7.7,2.8,2.5,1.6,0.8,1.7,1.6,1.5,1.7,89,89,89,89,47,240,89,89,120,120
773,5.2,7.7,2.9,2.3,1.6,0.7,1.7,1.7,1.5,1.7,89,89,89,89,47,120,89,89,120,120
774,5,7.7,2.9,2.2,1.6,0.8,1.9,1.9,1.6,1.7,89,89,89,89,47,240,89,89,120,120
775,4.9,7.3,2.8,2.2,1.6,0.8,2,1.9,1.7,1.7,89,89,89,89,47,240,89,89,120,120
776,4.9,7.2,2.8,2,1.4,0.7,1.8,1.8,1.4,1.8,89,89,89,89,47,240,89,89,120,120
777,5,7.4,2.7,2.2,1.7,0.8,1.8,1.8,1.4,1.7,89,89,89,89,47,240,89,89,120,120
778,5.2,7.6,2.9,2.3,1.7,0.7,1.8,2,1.6,1.7,89,89,89,89,47,240,89,89,120,120
779,6.2,9.2,2.8,2.8,1.6,0.8,1.8,1.8,1.5,1.8,88,88,88,88,47,240,88,88,120,120
780,7.3,10.5,3.1,3.2,1.7,0.8,1.7,2.1,1.6,1.9,86,86,86,86,47,120,86,86,120,120
781,7,10.1,2.8,2.8,1.6,0.8,1.6,1.7,1.4,1.6,86,86,86,86,47,120,86,86,120,120
782,7,10.4,3.2,2.9,1.7,0.8,1.5,1.9,1.3,1.6,86,86,86,86,47,120,86,86,120,120
783,7,10.6,2.9,2.7,1.7,0.7,1.5,1.8,1.2,1.6,86,86,86,86,47,120,86,86,120,120
784,7,10.6,3,2.8,1.6,0.8,1.6,2,1.5,1.7,86,86,86,86,47,120,86,86,120,120
785,7,10.9,3.1,2.9,1.7,1,1.6,1.8,1.4,1.7,86,86,86,86,47,120,86,86,120,120
786,7.3,10.5,3,2.8,1.7,0.8,1.6,1.9,1.4,1.8,86,86,86,86,47,120,86,86,120,120
787,7,10.5,3,2.8,1.6,0.9,1.7,2.1,1.5,1.7,86,86,86,86,47,120,86,86,120,120
788,6.9,10.7,3.2,2.8,1.5,0.9,1.6,1.9,1.4,2,86,86,86,86,47,120,86,86,120,120
789,7,10.5,2.9,3,1.7,0.8,1.8,2.1,1.5,1.8,86,86,86,86,47,120,86,86,120,120
790,6.8,10.4,3,2.8,1.6,0.8,1.7,1.9,1.4,1.9,86,86,86,86,47,120,86,86,120,120
791,6.8,10.4,3.1,2.8,1.5,0.8,1.7,1.7,1.4,1.6,86,86,86,86,47,120,86,86,120,120
792,7,10.6,3.2,2.9,1.7,0.9,1.8,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
793,6.9,10.9,3,2.6,1.7,0.9,1.7,2.2,1.5,1.8,86,86,86,86,47,120,86,86,120,120
794,7,10.6,3.2,2.6,1.6,0.9,1.5,2,1.3,1.7,86,86,86,86,47,120,86,86,120,120
795,6.9,10.5,3.1,2.6,1.6,0.8,1.6,2,1.3,1.6,86,86,86,86,47,120,86,86,120,120
796,7,10,3.2,2.7,1.6,0.9,1.7,2.2,1.6,1.8,86,86,86,86,47,120,86,86,120,120
797,6.8,10.7,3.3,2.8,1.6,1,1.7,2,1.4,1.8,86,86,86,86,47,120,86,86,120,120
798,7,10.4,3.2,2.7,1.7,1,1.9,2.2,1.6,1.6,86,86,86,86,47,120,86,86,120,120
799,6.8,10.3,3,2.7,1.6,0.8,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
800,7,10.8,3.3,2.9,1.7,0.8,1.6,1.8,1.3,1.7,86,86,86,86,47,120,86,86,120,120
801,6.9,10.5,3.2,3,1.7,0.7,1.6,1.8,1.3,1.7,86,86,86,86,47,120,86,86,120,120
802,6.8,10.2,3.3,2.8,1.6,0.9,1.5,1.8,1.4,1.7,86,86,86,86,47,120,86,86,120,120
803,7,10.6,3.2,2.9,1.6,0.9,1.6,1.8,1.5,1.7,86,86,86,86,47,120,86,86,120,120
804,6.8,10.1,3.1,2.7,1.6,0.8,1.6,1.8,1.4,1.6,86,86,86,86,47,120,86,86,120,120
805,6.9,10.3,2.9,2.9,1.6,0.7,1.7,2.1,1.6,1.7,86,86,86,86,47,120,86,86,120,120
806,6.9,10.2,2.9,2.8,1.5,0.8,1.7,1.8,1.6,1.8,86,86,86,86,47,240,86,86,120,120
807,7,10.3,3.1,3.1,1.6,0.8,1.6,1.7,1.5,1.7,86,86,86,86,47,240,86,86,86,86
808,7.1,10.5,2.9,2.8,1.7,0.7,1.7,1.7,1.3,1.7,86,86,86,86,47,240,86,86,86,86
809,6.8,10.1,2.8,2.7,1.6,0.7,1.6,1.8,1.4,1.7,86,86,86,86,47,240,86,86,86,86
810,6.9,10.5,2.9,2.9,1.5,0.8,1.6,1.8,1.3,1.6,86,86,86,86,47,360,86,86,86,86
811,7,10.4,3,2.9,1.7,0.8,1.8,1.9,1.5,1.7,86,86,86,86,47,360,86,86,86,86
812,6.7,10.2,2.9,2.5,1.6,0.9,1.8,2.1,1.3,1.7,86,86,86,86,47,360,86,86,86,86
813,6.8,10,3.1,2.8,1.6,0.8,1.7,2,1.5,1.6,86,86,86,86,47,120,86,86,86,86
814,6.8,10.6,2.9,2.9,1.5,0.8,1.8,2.1,1.6,1.7,86,86,86,86,47,120,86,86,86,86
815,7.1,10.5,3,2.8,1.6,0.8,1.7,1.9,1.5,1.6,86,86,86,86,47,120,86,86,86,86
816,7,10.4,3,2.5,1.5,0.7,1.6,2,1.3,1.6,86,86,86,86,47,120,86,86,86,86
817,7,10.3,3,2.5,1.6,0.8,1.8,2,1.3,1.5,86,86,86,86,47,120,86,86,86,86
818,6.9,10.3,3.1,3,1.5,0.8,1.8,2.2,1.4,1.7,86,86,86,86,47,120,86,86,86,86
819,7.2,10.2,2.9,2.5,1.7,0.8,1.8,2.2,1.5,1.7,86,86,86,86,47,120,86,86,86,86
820,6.9,10.7,3.1,2.9,1.7,0.7,1.8,2.1,1.4,1.7,86,86,86,86,47,120,86,86,86,86
821,7.2,10.7,3.1,3,1.6,0.9,1.8,2.2,1.6,1.6,86,86,86,86,47,120,86,86,86,86
822,7.2,10.4,3.2,3,1.7,0.9,1.7,1.8,1.4,1.6,86,86,86,86,47,120,86,86,86,86
823,7.3,10.8,3,3.2,1.7,0.9,1.7,1.9,1.5,1.7,86,86,86,86,47,120,86,86,86,86
824,7,10.5,3.1,2.8,1.6,0.8,1.8,2.1,1.4,1.8,86,86,86,86,47,120,86,86,86,86
825,7.5,10.7,3.1,3.2,1.7,0.9,1.7,1.9,1.4,1.6,86,86,86,86,47,120,86,86,86,86
826,6.9,10.5,3.3,2.8,1.7,0.9,1.7,1.9,1.4,1.5,86,86,86,86,47,120,86,86,86,86
827,6.9,10.5,3.1,2.7,1.6,0.9,1.5,1.9,1.3,1.6,86,86,86,86,47,120,86,86,86,86
828,6.8,10.2,3,2.9,1.8,0.8,1.7,1.9,1.4,1.5,86,86,86,86,47,120,86,86,86,86
829,7,10.2,3.4,2.7,1.7,0.8,1.7,1.9,1.4,1.7,86,86,86,86,47,120,86,86,86,86
830,6.9,10.4,3.1,3,1.6,0.8,1.8,2.1,1.3,1.5,86,86,86,86,47,120,86,86,86,86
831,6.9,10.3,3.1,2.6,1.7,0.8,1.7,2.1,1.3,1.6,86,86,86,86,47,120,86,86,86,86
832,7,10.6,3.1,2.8,1.7,0.8,1.5,1.8,1.2,1.5,86,86,86,86,47,120,86,86,86,86
833,6.9,10.1,3.2,2.7,1.6,0.7,1.6,1.9,1.2,1.6,86,86,86,86,47,360,86,86,86,86
834,6.9,10.2,3.1,2.8,1.9,0.8,1.8,2.2,1.5,1.7,86,86,86,86,47,360,86,86,86,86
835,7.1,10.4,3.1,2.8,1.7,0.9,1.6,2.2,1.4,1.6,86,86,86,86,47,360,86,86,86,86
836,7.1,10.4,3.3,2.8,1.7,0.7,1.6,2.2,1.4,1.6,86,86,86,86,47,120,86,86,86,86
837,7,10.4,3,2.7,1.7,0.8,1.8,2.2,1.4,1.6,86,86,86,86,47,120,86,86,86,86
838,6.7,10.1,3.1,2.7,1.6,0.9,1.8,2.1,1.6,1.7,86,86,86,86,47,120,86,86,86,86
839,6.9,10.3,3,2.7,1.6,0.7,1.6,1.7,1.3,1.7,86,86,86,86,47,120,86,86,86,86
840,6.8,10.5,3,2.8,1.6,0.8,1.6,1.8,1.3,1.7,86,86,86,86,47,120,86,86,86,86
841,7,10.2,3,2.6,1.6,0.7,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,86,86
842,7.1,10.5,3,2.7,1.5,0.8,1.6,2,1.3,1.6,86,86,86,86,47,120,86,86,86,86
843,6.9,10.8,3.3,2.8,1.7,1.1,1.7,2,1.3,1.5,86,86,86,86,47,120,86,86,86,86
844,7,10.7,3.2,2.9,1.9,1,1.7,2.1,1.4,1.6,86,86,86,86,47,120,86,120,86,86
845,6.8,10.6,3.2,2.5,1.8,0.9,1.9,2.2,1.6,1.6,86,86,86,86,47,120,86,86,86,86
846,6.8,10.6,3.2,2.7,1.7,1,1.7,1.9,1.4,1.6,86,86,86,86,47,120,86,86,86,86
847,6.9,10.5,3.3,2.6,1.5,0.8,1.6,1.8,1.3,1.6,86,86,86,86,47,120,86,86,86,86
848,6.8,10.4,3.1,2.7,1.7,0.9,1.6,1.9,1.3,1.6,86,86,86,86,47,120,86,86,86,86
849,6.8,10.4,3,2.6,1.5,0.8,1.6,1.8,1.4,1.7,86,86,86,86,47,120,86,86,120,120
850,6.9,10.5,3.2,2.8,1.9,0.8,2,2.4,1.6,1.7,86,86,86,86,47,120,86,86,120,120
851,7.2,10.5,3.4,2.8,1.7,1,1.6,2.1,1.5,1.7,86,86,86,86,47,120,86,86,120,120
852,6.9,10.7,3.2,2.8,1.8,0.9,1.8,2.3,1.4,1.8,86,86,86,86,47,120,86,86,120,120
853,7,10.6,3.1,2.6,1.6,1,1.7,1.9,1.4,1.8,86,86,86,86,47,120,86,86,120,120
854,7.1,10.8,3,2.7,1.7,0.9,1.7,1.9,1.3,1.7,86,86,86,86,47,120,86,86,120,120
855,6.9,10.3,3.3,2.7,2,0.8,1.6,2,1.3,1.6,86,86,86,86,47,120,86,86,120,120
856,6.9,10.7,3.2,2.8,1.8,0.9,1.6,1.9,1.5,1.7,86,86,86,86,47,120,86,86,120,120
857,6.8,10.2,3.2,2.7,1.6,0.8,1.7,1.9,1.5,1.7,86,86,86,86,47,120,86,86,120,120
858,7.3,10.6,3.3,2.7,1.6,0.8,1.7,2.1,1.7,1.8,86,86,86,86,47,120,86,86,120,120
859,7,10.5,3.2,2.9,1.8,0.8,1.8,2,1.5,1.7,86,86,86,86,47,120,86,86,120,120
860,6.9,10.4,3.2,2.6,1.6,0.9,1.8,1.9,1.5,1.8,86,86,86,86,47,120,86,86,120,120
861,7.1,10.6,3,2.8,1.7,0.9,1.7,2.3,1.5,1.8,86,86,86,86,47,120,86,86,120,120
862,6.9,10.6,3.2,2.8,1.9,0.9,1.6,1.9,1.4,1.8,86,86,86,86,47,120,86,86,120,120
863,7,10.9,3.1,2.6,1.7,0.8,1.6,1.9,1.4,1.7,86,86,86,86,47,120,86,86,120,120
864,7,10.9,2.9,2.6,1.5,1.1,1.6,2.1,1.3,1.7,86,86,86,86,47,120,86,86,120,120
865,7.2,11,3,2.9,1.5,0.9,1.5,1.8,1.5,1.8,86,86,86,86,47,120,86,86,120,120
866,7,10.5,3.2,2.9,1.6,0.8,1.7,2.1,1.4,1.7,86,86,86,86,47,120,86,86,120,120
867,6.8,10.3,2.9,2.5,1.6,0.8,1.5,1.9,1.2,1.7,86,86,86,86,47,120,86,86,120,120
868,7.2,10.7,3,2.8,1.6,0.8,1.5,2.1,1.4,1.7,86,86,86,86,47,120,86,86,120,120
869,7.1,10.5,3,3.3,1.5,0.7,1.5,1.8,1.4,1.7,86,86,86,86,47,120,86,86,120,120
870,7.1,10.3,2.9,3.1,1.6,0.6,1.6,1.8,1.5,1.6,86,86,86,86,47,240,86,86,86,86
871,7,10.6,3.1,2.9,1.7,0.8,1.5,1.6,1.3,1.6,86,86,86,86,47,240,86,86,86,86
872,7.2,10.7,3,3,1.7,0.7,1.6,1.9,1.5,1.7,86,86,86,86,47,240,86,86,86,86
873,7,10.7,3.1,2.7,1.6,0.8,1.4,1.8,1.3,1.6,86,86,86,86,47,240,86,86,86,86
874,7,10.7,3,2.8,1.6,0.9,1.5,1.8,1.3,1.6,86,86,86,86,47,240,86,86,86,86
875,7,10.5,2.9,2.7,1.7,0.9,1.5,1.8,1.3,1.6,86,86,86,86,47,120,86,86,86,120
876,7.1,10.4,2.9,2.7,1.5,0.9,1.6,1.8,1.5,1.6,86,86,86,86,47,120,86,86,120,120
877,6.9,10.6,3.2,2.9,1.8,0.8,1.5,1.8,1.3,1.6,86,86,86,86,47,120,86,86,120,120
878,7.2,10.8,3,2.8,1.5,0.9,1.6,1.9,1.4,1.8,86,86,86,86,47,240,86,86,120,120
879,7,10.6,3.1,2.8,1.8,0.8,1.6,1.9,1.5,1.7,86,86,86,86,47,120,86,86,120,120
880,7.2,10.7,3.1,3,1.8,0.9,1.6,1.9,1.2,1.6,86,86,86,86,47,120,86,86,120,120
881,7.3,10.7,3.1,3.1,1.6,1,1.6,2,1.6,1.6,86,86,86,86,47,120,86,86,120,120
882,7,10.8,3.1,2.6,1.6,0.8,1.6,1.9,1.3,1.8,86,86,86,86,47,120,86,86,120,120
883,7,10.5,3.2,3,1.7,1,1.9,2,1.3,1.9,86,86,86,86,47,120,86,86,120,120
884,7,10.8,3.1,2.8,1.5,0.9,1.6,2,1.7,1.7,86,86,86,86,47,120,86,86,120,120
885,7.3,10.8,3.2,2.9,1.8,1,1.6,2,1.3,1.7,86,86,86,86,47,120,86,86,120,120
886,7.2,10.6,3.3,2.6,1.8,0.9,1.6,2.2,1.4,1.8,86,86,86,86,47,120,86,86,120,120
887,7.2,10.8,3.2,3,1.6,0.9,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
888,7,10.8,3.1,2.7,1.7,0.9,1.5,1.9,1.3,1.7,86,86,86,86,47,120,86,86,120,120
889,6.9,10.6,3.1,2.6,1.7,0.7,1.5,2,1.4,1.6,86,86,86,86,47,120,86,86,120,120
890,6.9,10.5,3.1,2.6,1.6,0.9,1.6,1.9,1.4,1.8,86,86,86,86,47,120,86,86,120,120
891,7,10.4,3,2.8,1.6,0.8,1.5,1.7,1.3,1.7,86,86,86,86,47,120,86,86,120,120
892,7.1,10.4,3,2.8,1.7,0.7,1.7,1.9,1.3,1.7,86,86,86,86,47,120,86,86,120,120
893,7,10.6,3.2,2.7,1.9,0.9,1.6,1.9,1.5,1.6,86,86,86,86,47,120,86,86,120,120
894,7,10.5,2.9,2.9,1.8,0.9,1.5,1.7,1.3,1.6,86,86,86,86,47,120,86,86,120,120
895,7,10.6,3.4,2.8,1.7,1,1.6,2.2,1.3,1.6,86,86,86,86,47,120,86,86,120,120
896,7.1,10.9,3.2,2.8,1.6,0.8,1.7,1.8,1.5,1.6,86,86,86,86,47,120,86,86,120,120
897,7.1,10.5,3.3,2.7,1.6,0.8,1.5,1.7,1.3,1.5,86,86,86,86,47,120,86,86,120,120
898,7.1,10.6,3.2,2.9,1.9,0.9,1.5,2,1.4,1.5,86,86,86,86,47,120,86,86,120,120
899,7.2,10.8,3.1,3,1.9,0.8,1.5,1.8,1.3,1.7,86,86,86,86,47,120,86,86,120,120
900,6.8,10.3,3,3,1.6,0.8,1.4,1.7,1.3,1.6,86,86,86,86,47,240,86,86,120,120
901,7,10.7,3.1,3,1.5,0.8,1.5,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
902,7,10.4,3.1,2.9,1.6,0.7,1.7,1.9,1.5,1.7,86,86,86,86,47,120,86,86,120,120
903,7.2,10.4,3,3.1,1.6,0.8,1.5,1.9,1.3,1.5,86,86,86,86,47,120,86,86,120,120
904,7.2,10.6,3.2,3.1,1.7,0.8,1.5,1.8,1.2,1.5,86,86,86,86,47,120,86,86,120,120
905,6.9,10.2,3.2,2.8,1.7,0.8,1.8,2,1.7,1.7,86,86,86,86,47,120,86,86,120,120
906,6.9,10.3,3.5,3,1.6,0.9,1.6,1.8,1.2,1.6,86,86,86,86,47,120,86,86,120,120
907,6.9,10.3,3.1,3,1.6,0.9,1.5,1.6,1.2,1.6,86,86,86,86,47,120,86,86,120,120
908,7.2,11,3.3,2.9,1.7,0.8,1.6,1.9,1.4,1.7,86,86,86,86,47,120,86,86,120,120
909,7.2,10.4,3.1,3.2,1.6,0.7,1.6,1.7,1.6,1.6,86,86,86,86,47,120,86,86,120,120
910,6.9,10.3,3.1,2.8,1.5,0.8,1.6,1.8,1.5,1.6,86,86,86,86,47,120,86,86,120,120
911,7.1,10.4,3.1,3,1.7,0.9,1.6,1.8,1.3,1.6,86,86,86,86,47,120,86,86,120,120
912,7.1,10.6,3.2,2.9,1.6,0.9,1.6,1.9,1.3,1.5,86,86,86,86,47,120,86,86,120,120
913,7.1,10.9,3.2,3,1.8,0.8,1.6,1.8,1.5,1.6,86,86,86,86,47,120,86,86,120,120
914,7.3,10.9,3.6,2.8,1.8,0.9,1.7,2.4,1.4,1.7,86,86,86,86,47,120,86,86,120,120
915,7,10.9,3.2,2.7,1.7,0.9,1.6,1.9,1.5,1.5,86,86,86,86,47,120,86,86,120,120
916,7.1,10.9,3.3,2.9,1.5,0.8,1.7,1.8,1.5,1.5,86,86,86,86,47,120,86,86,120,120
917,6.9,10.5,3.3,2.6,1.8,0.7,1.6,1.6,1.4,1.7,86,86,86,86,47,120,86,86,120,120
918,7.1,10.6,3.1,2.7,1.6,0.7,1.4,1.8,1.5,1.6,86,86,86,86,47,120,86,86,120,120
919,7,10.7,3.2,2.6,1.8,0.9,1.7,1.8,1.4,1.7,86,86,86,86,47,120,86,86,120,120
920,7.1,10.7,3.2,2.8,1.7,0.9,1.5,1.7,1.5,1.7,86,86,86,86,47,120,86,86,120,120
921,7.2,10.8,3.1,2.9,1.6,0.9,1.6,1.8,1.5,1.6,86,86,86,86,47,120,86,86,120,120
922,7,10.7,3.3,2.7,1.5,0.9,1.5,1.7,1.3,1.6,86,86,86,86,47,120,86,86,120,120
923,7.3,10.8,3.2,2.6,1.7,0.9,1.5,1.9,1.4,1.8,86,86,86,86,47,120,86,86,120,120
924,7,10.6,2.9,2.6,1.6,0.9,1.6,1.7,1.4,1.6,86,86,86,86,47,120,86,86,120,120
925,7.1,10.7,3.2,2.9,1.7,0.9,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
926,7.2,11.2,3,2.6,1.7,0.8,1.5,1.7,1.3,1.5,86,86,86,86,47,120,86,86,120,120
927,7.1,10.8,3.3,2.7,1.8,0.8,1.6,2,1.5,1.6,86,86,86,86,47,120,86,86,120,120
928,7,10.5,3.1,3.1,1.6,1,1.7,1.9,1.5,1.7,86,86,86,86,47,120,86,86,120,120
929,7,10.4,3,2.8,1.6,0.7,1.4,1.7,1.3,1.5,86,86,86,86,47,120,86,86,120,120
930,7.1,10.4,3.1,2.9,1.6,0.7,1.6,1.6,1.3,1.6,86,86,86,86,47,120,86,86,120,120
931,7.1,10.8,3.3,2.8,1.4,0.8,1.5,1.8,1.2,1.5,86,86,86,86,47,120,86,86,120,120
932,7.2,11,3,3.1,1.6,0.8,1.5,1.8,1.2,1.5,86,86,86,86,47,120,86,86,120,120
933,7.3,10.6,3.2,3.1,1.8,0.8,1.4,2.2,1.4,1.6,86,86,86,86,47,120,86,86,120,120
934,7.2,10.7,3.1,2.9,1.6,0.8,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
935,7.2,10.6,3.3,3.2,1.6,0.8,1.6,1.8,1.4,1.7,86,86,86,86,47,120,86,86,120,120
936,7.4,10.6,3.3,3.3,1.6,0.8,1.6,1.9,1.6,1.6,86,86,86,86,47,120,86,86,120,120
937,7.3,10.9,3.3,3.3,1.6,0.9,1.7,1.7,1.5,1.5,86,86,86,86,47,120,86,86,120,120
938,7.4,10.7,3.1,3.1,1.6,0.9,1.8,1.7,1.6,1.7,86,86,86,86,47,120,86,86,120,120
939,7.3,10.7,3,3.2,1.7,1,1.6,1.8,1.5,1.6,86,86,86,86,47,120,86,86,120,120
940,7.2,10.7,3,2.9,1.6,0.8,1.5,1.9,1.3,1.5,86,86,86,86,47,120,86,86,120,120
941,7.7,11.2,3.3,3.3,1.6,0.8,1.5,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
942,7.5,11.1,3.1,3.1,1.6,0.8,1.5,1.7,1.3,1.7,86,86,86,86,47,120,86,86,120,120
943,7.2,10.7,3.3,3.4,1.4,0.7,1.5,1.7,1.3,1.6,86,86,86,86,47,240,86,86,120,120
944,7.2,10.8,3.1,2.9,1.7,0.8,1.5,1.8,1.3,1.6,86,86,86,86,47,120,86,86,120,120
945,7.3,10.6,3.1,3.2,1.6,0.9,1.5,1.9,1.5,1.6,86,86,86,86,47,120,86,86,120,120
946,7.4,11.2,3.1,3,1.6,0.8,1.5,1.7,1.2,1.5,86,86,86,86,47,120,86,86,120,120
947,7.1,10.3,2.9,2.9,1.6,0.8,1.5,1.7,1.4,1.5,86,86,86,86,47,120,86,86,120,120
948,7,10.4,3.1,2.8,1.6,0.7,1.5,2,1.2,1.5,86,86,86,86,47,120,86,86,120,120
949,7.4,10.7,3.3,2.8,1.8,0.7,1.4,2.1,1.3,1.5,86,86,86,86,47,120,86,86,120,120
950,7.2,10.8,3,2.8,1.7,0.8,1.4,1.9,1.3,1.7,86,86,86,86,47,120,86,86,120,120
951,6.9,10.3,3.1,3,1.6,0.8,1.5,1.9,1.3,1.6,86,86,86,86,47,110,86,86,120,120
952,7.4,10.8,3.2,2.7,1.6,0.7,1.5,1.8,1.2,1.5,86,86,86,86,47,360,86,86,86,86
953,7.2,10.7,3,2.9,1.8,0.7,1.7,1.9,1.2,1.6,86,86,86,86,47,360,86,86,86,86
954,7.1,10.8,3.3,3,1.5,0.7,1.5,1.8,1.1,1.4,86,86,86,86,47,360,86,86,86,86
955,7,10.7,3.1,2.6,1.6,0.8,1.6,1.9,1.4,1.6,86,86,86,86,47,360,86,86,86,86
956,7.2,10.8,3.1,2.9,1.6,0.8,1.5,2,1.2,1.7,86,86,86,86,47,360,86,86,86,86
957,7.2,10.6,3.1,2.5,1.8,0.7,1.7,2.1,1.3,1.5,86,86,86,86,47,360,86,86,86,86
958,7.3,11.2,3.2,2.7,1.5,0.8,1.6,1.9,1.1,1.6,86,86,86,86,47,360,86,86,86,86
959,7.2,11.2,3.2,2.5,1.6,0.8,1.5,1.8,1.2,1.5,86,86,86,86,47,120,86,86,86,86
960,7.2,11,3.2,2.7,1.5,0.7,1.5,1.7,1.3,1.6,86,86,86,86,47,110,86,86,86,86
961,7.1,10.8,3.1,2.7,1.6,0.7,1.7,2.1,1.2,1.5,86,86,86,86,47,120,86,86,86,86
962,7.2,10.7,3.1,2.8,1.6,0.8,1.6,1.8,1.2,1.5,86,86,86,86,47,120,86,86,86,86
963,7.3,10.9,3.4,2.8,1.5,0.8,1.5,2,1.2,1.6,86,86,86,86,47,120,86,86,86,86
964,7.1,10.8,3.6,2.8,1.6,0.8,1.6,2.1,1.4,1.6,86,86,86,86,47,120,86,86,86,86
965,7.1,10.7,3.1,3,1.7,0.8,1.8,1.9,1.4,1.4,86,86,86,86,47,120,86,86,120,86
966,7.3,10.7,3.2,2.7,1.5,0.7,1.5,1.8,1.3,1.4,86,86,86,86,47,120,86,86,120,120
967,7.2,11.1,3.4,2.9,1.6,0.8,1.6,2.1,1.6,1.6,86,86,86,86,47,120,86,86,120,120
968,7.3,10.9,3.6,2.9,1.8,0.8,1.8,2.3,1.4,1.6,86,86,86,86,47,120,86,86,120,120
969,7.5,11.3,3.4,2.8,1.6,0.9,1.6,2.2,1.3,1.6,86,86,86,86,47,120,86,86,120,120
970,7.4,11,3.2,2.8,1.7,0.9,1.6,1.8,1.3,1.6,86,86,86,86,47,120,86,86,120,120
971,7.4,11.1,3.1,2.7,1.7,0.8,1.7,2.1,1.3,1.6,86,86,86,86,47,120,86,86,120,120
972,7.3,10.8,3.4,3.2,1.6,0.8,1.5,2.1,1.4,1.6,86,86,86,86,47,120,86,86,120,120
973,7.4,11.2,3.4,3,1.6,0.8,1.6,1.9,1.4,1.5,86,86,86,86,47,120,86,86,120,120
974,7.3,11,3.2,3.2,1.6,0.9,1.7,2.1,1.5,1.5,86,86,86,86,47,120,86,86,120,86
975,7.3,11,3.1,2.9,1.6,0.9,1.6,2,1.4,1.5,86,86,86,86,47,120,86,86,120,86
976,7.6,11.3,3.3,3.2,1.7,0.9,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,86
977,7.3,10.8,3.4,2.8,1.7,1.1,1.5,2.1,1.3,1.8,86,86,86,86,47,120,86,86,120,120
978,7.4,10.8,3.3,3.1,1.7,0.8,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
979,7.5,10.8,3.2,3.1,1.7,0.8,1.6,1.9,1.3,1.5,86,86,86,86,47,120,86,86,120,120
980,7.4,10.8,3.2,3,1.6,0.9,1.5,2.2,1.3,1.4,86,86,86,86,47,120,86,86,120,120
981,7.2,10.9,3.3,2.8,1.7,1,1.5,1.9,1.4,1.8,86,86,86,86,47,120,86,86,120,120
982,7.3,10.7,3.3,2.8,1.6,0.9,1.6,1.9,1.4,1.5,86,86,86,86,47,120,86,86,120,120
983,7.3,10.6,3.1,2.7,1.6,0.9,1.6,2.2,1.3,1.5,86,86,86,86,47,120,86,120,120,120
984,7.4,10.8,3.1,2.9,1.7,0.9,1.6,2.2,1.5,1.8,86,86,86,86,47,120,86,86,120,120
985,7.5,11.2,3.2,3,1.6,0.8,1.7,1.8,1.3,1.6,86,86,86,86,47,120,86,86,120,120
986,7.5,10.9,3.4,3,1.6,0.9,1.7,1.9,1.5,1.6,86,86,86,86,47,120,86,86,120,120
987,7.3,10.8,3.2,3,1.8,1,1.6,1.7,1.5,1.5,86,86,86,86,47,120,86,86,120,120
988,7.3,10.8,3.7,3,1.7,0.9,1.7,2.1,1.4,1.6,86,86,86,86,47,120,86,86,120,120
989,7.4,11,3.3,3.2,1.8,0.9,1.7,2.2,1.6,1.5,86,86,86,86,47,120,86,86,120,120
990,7.3,10.8,3.1,3.4,1.7,0.9,1.7,2,1.4,1.7,86,86,86,86,47,120,86,86,120,120
991,7.3,11.1,3.4,2.8,1.7,0.9,1.6,1.9,1.4,1.6,86,86,86,86,47,120,86,86,120,120
992,7.4,11,3.2,3.2,1.7,1,1.6,1.7,1.4,1.7,86,86,86,86,47,120,86,86,120,120
993,7.3,11,3.3,3,1.7,0.8,1.7,1.9,1.5,1.5,86,86,86,86,47,120,86,86,120,120
994,7.3,11.6,3.3,3.2,1.8,0.9,1.6,1.9,1.5,1.7,86,86,86,86,47,120,86,86,120,120
995,7.5,11,3.1,3.3,1.7,0.9,1.6,1.9,1.5,1.7,86,86,86,86,47,120,86,86,120,120
996,7.5,11.1,3.3,3.2,1.8,1,1.6,1.9,1.4,1.5,86,86,86,86,47,120,86,86,120,120
997,7.3,11,3.1,2.9,1.6,0.9,1.7,2.1,1.4,1.7,86,86,86,86,47,120,86,86,120,120
998,7.4,11.1,3.3,3.3,1.6,0.8,1.6,2,1.4,1.7,86,86,86,86,47,120,86,86,120,120
