CH Name,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R,aa,bb,dd,cc,gg,hh,rr,ee,ww,ll
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
2186,2,3.3,2.1,2.5,2.1,1,1.8,2.3,1.4,1.2,93,93,46,46,46,120,93,120,46,120
2187,2,3.4,2,2.5,2.2,1.2,1.8,2.2,1.6,1.2,93,93,120,46,46,120,120,120,120,120
2188,1.9,3.1,1.9,2.5,1.9,1.1,1.7,2,1.4,1.1,93,93,120,46,46,120,93,120,120,120
2189,2,3.3,2,2.6,2,1,1.9,2.3,1.4,1.2,93,93,46,46,46,120,93,120,46,120
2190,2,3.3,1.9,2.7,2,0.8,1.8,2.1,1.6,1.2,93,93,46,46,46,120,93,120,46,120
2191,2,3.2,1.9,2.6,2.1,0.8,1.9,2.2,1.5,1.2,93,93,46,46,46,120,93,120,46,120
2192,1.9,3.2,1.9,2.7,2.1,0.8,1.8,2.1,1.4,1.1,93,93,46,46,46,120,93,46,46,120
2193,1.9,3.2,1.8,2.5,1.9,0.9,1.8,2.1,1.5,1.2,93,93,46,46,46,360,93,46,46,120
2194,1.8,3,1.7,2.5,1.9,0.8,1.8,1.9,1.5,1.2,93,93,46,46,46,360,93,46,46,120
2195,1.9,3.2,1.8,2.6,2,0.8,1.7,1.9,1.6,1.4,93,93,46,46,46,360,93,46,46,120
2196,1.9,3.1,1.8,2.5,2,0.8,1.7,2,1.5,1.2,93,93,47,46,46,360,93,47,46,120
2197,1.8,3.2,1.8,2.7,2,0.9,1.7,1.8,1.5,1.2,93,93,46,46,46,360,93,46,46,120
2198,1.9,3.1,1.8,2.7,1.9,0.8,1.7,1.9,1.3,1.2,93,93,46,46,46,360,46,46,120,120
2199,1.9,3.4,1.9,2.5,2.1,0.9,1.8,2,1.4,1.2,93,93,47,46,47,120,93,46,120,120
2200,2.2,3.1,1.9,2.6,2,0.8,1.9,2.1,1.5,1.4,93,93,46,46,46,120,46,46,120,120
2201,1.9,3.3,2,2.8,2.1,1,1.7,2,1.8,1.5,93,93,46,46,46,120,93,47,120,120
2202,1.9,3.2,2,2.8,2.1,0.9,1.9,2.2,1.5,1.3,93,93,46,46,46,120,46,46,120,120
2203,1.9,3.3,1.9,2.6,2,1,1.7,2.1,1.6,1.4,93,93,46,46,46,120,46,46,120,120
2204,2,3.2,2,2.7,2,0.8,1.9,2.3,1.5,1.4,93,93,120,46,46,120,93,120,120,120
2205,2.1,3.4,2,2.5,2,0.9,1.9,2.4,1.6,1.4,93,93,46,46,46,120,93,120,120,120
2206,1.9,3.5,2,2.5,2.2,1,1.8,2.1,1.5,1.5,93,93,46,46,46,120,93,120,120,120
2207,2,3.4,2.3,2.5,2.1,0.9,1.7,2.1,1.5,1.4,93,93,46,46,46,120,120,120,46,120
2208,1.9,3.3,2,2.5,2.1,1,1.8,2.2,1.5,1.5,93,93,47,46,46,120,93,120,46,120
2209,1.9,3.2,2,2.5,2.1,0.9,1.8,2,1.5,1.3,93,93,46,46,46,120,93,120,46,120
2210,2,3.3,1.9,2.7,2.1,0.9,1.9,2.4,1.6,1.5,93,93,46,46,46,120,93,120,46,120
2211,2,3.2,2,2.7,2.1,0.8,1.6,2,1.4,1.4,93,93,46,46,46,120,93,120,46,120
2212,1.9,3.3,1.9,2.6,2,0.9,1.9,2,1.5,1.3,93,93,46,46,46,120,93,120,46,120
2213,1.9,3.1,1.9,2.7,2.1,0.8,1.8,2,1.6,1.3,93,93,47,46,46,360,93,46,46,120
2214,1.9,3.2,1.8,2.5,1.9,0.8,1.8,2,1.5,1.3,93,93,46,46,46,360,93,46,46,139
2215,2,3,1.8,2.6,2,0.8,1.8,2.2,1.6,1.3,93,93,46,46,46,360,46,46,46,120
2216,1.8,3,1.8,2.5,2,0.8,1.7,2.1,1.6,1.3,93,93,46,46,46,120,93,46,46,120
2217,1.8,3.1,1.9,2.6,2,0.8,1.8,2.2,1.8,1.4,93,93,46,46,46,120,93,46,46,120
2218,2.1,3.3,1.9,2.7,2.1,0.8,1.8,2.2,1.7,1.4,93,93,46,46,46,120,93,46,46,120
2219,1.7,3.1,1.8,2.5,2,0.8,1.8,2,1.6,1.3,93,93,46,46,46,120,93,46,47,120
2220,1.8,3.1,1.8,2.5,2,0.8,1.6,2.2,1.5,1.4,93,93,46,46,46,120,93,46,46,120
2221,1.8,3.2,1.8,2.5,1.9,0.8,1.6,1.8,1.6,1.3,93,93,46,46,46,110,93,46,120,120
2222,2,3.3,1.8,2.6,2.4,0.9,1.7,2,1.6,1.4,93,93,46,46,46,360,93,46,120,120
2223,1.8,3.1,1.8,2.6,2,0.8,1.8,2.4,1.6,1.4,93,93,46,46,46,110,46,46,46,120
2224,1.8,3.2,1.7,2.6,2.1,0.8,1.9,2.3,1.6,1.5,93,93,46,46,46,110,93,46,120,120
2225,1.9,3,1.8,2.6,2,0.8,1.9,2.3,1.7,1.4,93,93,46,46,46,360,93,46,120,120
2226,1.8,3.2,2,2.6,2.1,0.8,1.8,1.9,1.7,1.3,93,93,46,46,46,360,93,46,120,120
2227,2,3.1,1.7,2.6,2,0.8,1.8,2,1.5,1.2,93,93,46,46,46,360,93,46,120,120
2228,1.8,3.1,1.9,2.4,2.1,0.8,1.8,2.2,1.5,1.4,93,93,46,46,46,360,93,46,120,120
2229,1.9,3.2,1.8,2.5,2,0.9,1.6,2,1.6,1.3,93,93,46,46,46,360,93,46,120,120
2230,1.9,3.2,1.8,2.5,1.9,0.8,1.8,2.2,1.7,1.4,93,93,47,46,46,360,93,46,120,120
2231,1.9,3.1,2,2.5,2,0.8,1.6,2,1.5,1.4,93,93,46,46,46,120,46,46,120,120
2232,1.8,2.9,1.7,2.5,2,0.7,1.5,1.9,1.5,1.3,47,47,47,47,47,120,47,47,47,120
2233,1.5,2.2,1.2,2.3,1.6,0.8,1.7,1.9,1.6,1.4,48,48,48,48,48,360,48,48,48,120
2234,1.4,2.2,1.1,2.2,1.3,0.8,1.7,2,1.5,1.5,49,97,360,49,49,360,97,49,120,120
2235,1.4,2.2,1.3,2.3,1.5,0.7,1.9,2.3,1.7,1.6,49,97,360,49,49,120,97,49,120,120
2236,1.5,2.1,1.2,2.3,1.3,0.8,1.7,2.1,1.5,1.3,49,97,120,48,48,120,97,49,120,120
2237,1.5,2.1,1.2,2.3,1.3,0.8,1.7,1.9,1.4,1.4,49,97,120,48,48,120,97,48,120,120
2238,1.5,2.2,1.2,2.4,1.5,0.9,1.6,2.1,1.4,1.4,48,97,120,48,48,120,97,48,120,120
2239,1.4,2.1,1.3,2.3,1.4,0.8,1.7,2.2,1.6,1.3,48,97,120,48,48,120,97,48,120,120
2240,1.4,2.2,1.2,2.2,1.4,0.9,1.7,1.9,1.5,1.2,49,97,120,49,49,120,97,49,120,120
2241,1.5,2.2,1.4,2.4,1.5,1,2,2.6,1.6,1.4,48,97,120,48,49,120,97,48,120,120
2242,1.5,2.2,1.2,2.2,1.5,0.9,1.9,2.2,1.4,1.3,48,97,120,48,49,120,97,48,120,120
2243,1.4,2.2,1.3,2.2,1.5,0.8,1.8,2.1,1.5,1.3,49,97,120,49,49,120,97,120,120,120
2244,1.4,2.3,1.3,2.4,1.4,0.7,1.6,1.9,1.5,1.4,49,97,120,48,49,120,97,120,120,120
2245,1.3,2.3,1.4,2.3,1.3,0.8,1.9,2.1,1.3,1.2,48,97,120,49,48,120,97,120,120,120
2246,1.4,2.2,1.3,2.2,1.4,0.9,1.8,2,1.5,1.3,49,97,120,49,49,120,97,120,120,120
2247,1.5,2.3,1.4,2.3,1.4,1,1.8,2,1.5,1.3,49,97,120,49,48,120,97,120,120,120
2248,1.6,2.4,1.3,2.3,1.5,1,1.7,2.2,1.5,1.3,49,97,120,49,49,120,97,120,120,120
2249,1.6,2.2,1.5,2.4,1.6,0.9,1.8,2.1,1.5,1.2,49,97,120,49,49,120,97,120,120,120
2250,1.4,2.3,1.6,2.3,1.3,0.8,1.8,2,1.6,1.2,48,97,120,49,48,120,97,120,120,120
2251,1.5,2.4,1.5,2.3,1.4,0.8,1.9,2.3,1.5,1.2,49,49,120,49,48,120,97,120,120,120
2252,1.4,2.3,1.3,2.3,1.4,0.9,1.7,2.1,1.7,1.3,49,48,120,48,49,120,97,120,120,120
2253,1.4,2.2,1.4,2.3,1.3,0.8,1.8,2.3,1.6,1.3,49,97,120,49,49,120,97,120,120,120
2254,1.4,2,1.4,2.4,1.4,0.8,1.8,2.2,1.5,1.3,49,97,120,48,49,120,97,120,120,120
2255,1.5,2.1,1.5,2.3,1.3,0.9,1.7,2.3,1.5,1.1,48,97,120,49,49,120,97,120,120,120
2256,1.4,2.2,1.5,2.2,1.3,0.8,1.7,2.2,1.6,1.2,49,97,120,48,49,120,97,120,120,120
2257,1.5,2.1,1.4,2.3,1.5,0.8,1.9,2.1,1.4,1.2,49,49,120,49,49,120,97,120,49,240
2258,1.4,2.2,1.5,2.3,1.4,0.9,1.8,2,1.4,1,48,97,120,48,48,120,97,120,120,120
2259,1.5,2.4,1.4,2.4,1.4,0.8,2,2.3,1.6,1.1,48,97,120,48,49,120,97,120,120,120
2260,1.5,2.3,1.3,2.4,1.5,0.9,1.8,2.1,1.5,1.2,49,97,120,49,48,120,97,120,120,120
2261,1.5,2.3,1.3,2.3,1.3,0.9,1.9,2.2,1.6,1.2,49,97,120,49,49,120,97,120,120,120
2262,1.5,2.4,1.4,2.3,1.4,0.9,1.9,2.1,1.4,1.3,48,97,120,48,48,120,97,120,120,120
2263,1.4,2.3,1.3,2.4,1.2,0.8,1.8,2.2,1.5,1.3,49,97,120,49,49,120,97,120,120,120
2264,1.5,2.3,1.3,2.3,1.3,0.8,1.7,2,1.4,1.2,49,97,120,48,48,120,97,120,120,120
2265,1.4,2.1,1.4,2.4,1.3,0.9,1.7,2,1.2,1.1,49,97,120,49,48,120,97,120,120,120
2266,1.4,2.3,1.5,2.4,1.4,0.8,1.8,2,1.2,1.1,48,97,120,48,48,120,97,120,120,120
2267,1.5,2.3,1.6,2.2,1.3,0.8,1.8,2,1.3,1.2,49,97,120,49,49,120,97,120,120,120
2268,1.5,2.4,1.5,2.3,1.4,0.8,1.8,2.1,1.4,1.2,49,97,120,49,49,120,97,120,120,120
2269,1.6,2.4,1.4,2.2,1.5,0.9,1.8,2.4,1.4,1.2,48,97,120,49,49,120,97,120,120,240
2270,1.5,2.2,1.4,2.3,1.2,0.8,1.7,2.1,1.2,1.1,49,97,120,49,49,120,97,120,120,240
2271,1.5,2.2,1.3,2.3,1.4,0.8,1.8,2.3,1.4,1.2,48,97,120,48,48,120,97,120,120,240
2272,1.4,2.2,1.3,2.4,1.4,0.8,1.9,2.2,1.3,1.3,49,97,120,49,48,120,97,120,120,240
2273,1.5,2.6,1.3,2.3,1.5,0.8,1.8,2.1,1.4,1.2,48,97,120,49,48,120,97,120,120,240
2274,1.4,2.2,1.5,2.4,1.4,0.9,2,2.3,1.5,1.2,48,97,120,49,48,120,97,120,120,240
2275,1.5,2.1,1.3,2.3,1.3,0.7,1.7,2,1.3,1.2,48,97,120,48,48,120,97,120,120,240
2276,1.4,2.2,1.4,2.4,1.6,0.8,1.7,2,1.3,1.3,49,97,120,49,49,120,97,120,120,240
2277,1.4,2.2,1.4,2.3,1.4,0.7,1.6,2.1,1.4,1.3,48,97,120,48,48,120,97,48,120,240
2278,1.5,2.2,1.4,2.3,1.5,0.9,1.7,2.1,1.2,1.1,49,97,120,48,49,120,97,120,120,240
2279,1.5,2.4,1.5,2.3,1.8,0.8,2,2.3,1.4,1.1,48,97,120,48,48,120,97,120,120,240
2280,1.4,2.2,1.6,2.1,1.6,0.8,1.8,2.3,1.3,1.3,49,49,49,49,49,120,49,49,49,240
2281,1,1.7,1.6,1.5,1.3,0.8,1.6,1.7,1.1,1.1,50,50,50,50,50,120,50,50,50,240
2282,0.9,1.8,1.6,1.7,1.1,0.8,1.5,1.8,1.2,1.1,51,51,152,51,51,120,101,120,120,240
2283,0.8,1.7,1.5,1.9,1,0.8,1.4,1.8,1,1.1,51,51,120,51,50,120,101,120,120,240
2284,1,1.7,1.6,1.7,1.1,0.9,1.5,2,1.2,1.1,51,51,152,51,50,120,101,120,120,240
2285,1.2,1.8,1.6,2,1.2,0.7,1.6,2,1.1,1.1,51,51,152,51,43,120,101,120,120,240
2286,0.8,1.8,1.7,1.9,1.3,0.7,1.4,1.9,1.3,1,51,51,152,51,43,120,101,120,120,240
2287,0.9,1.8,1.8,1.9,1.1,0.8,1.4,1.7,1.1,1,50,51,152,51,51,120,101,51,120,240
2288,0.9,1.6,1.7,1.8,0.9,0.7,1.5,1.8,1.1,0.9,51,51,152,51,51,120,101,51,120,240
2289,0.9,1.7,1.4,1.8,1.2,0.8,1.4,1.7,1.2,1,51,51,152,51,43,240,101,51,120,240
2290,1,1.7,1.9,1.8,1.3,0.8,1.5,2,1.2,1.2,51,51,152,51,43,240,101,51,120,240
2291,1.1,1.9,1.7,1.8,1.2,0.7,1.6,1.7,1.3,1.2,51,51,152,51,43,240,101,51,120,120
2292,0.8,1.7,1.7,2.1,1.3,0.8,1.5,2,1.2,1.1,51,51,152,51,51,240,101,51,120,240
2293,0.9,1.6,1.5,2,0.9,0.7,1.5,1.7,1.1,1,51,51,152,51,51,240,101,101,120,120
2294,1,1.8,1.5,1.8,1.3,0.8,1.5,1.6,1.1,1,50,51,152,51,51,240,101,51,120,120
2295,1,1.8,1.5,1.8,1.2,0.8,1.4,1.8,1.2,1.1,51,51,152,51,43,240,101,51,120,120
2296,0.9,1.9,1.6,2,1.2,0.7,1.4,1.7,1.3,1,51,51,152,51,43,240,101,101,120,120
2297,0.9,1.8,1.5,2,1,0.8,1.4,1.8,1.4,1,51,51,152,51,51,240,101,51,120,120
2298,1,1.7,1.6,1.8,1.1,0.7,1.5,1.8,1.2,1.1,51,51,152,51,51,240,101,51,120,120
2299,1,1.6,1.6,1.9,1.2,0.7,1.5,1.7,1.3,1.1,51,51,152,51,43,240,101,51,120,120
2300,1,1.8,1.6,2.1,1.3,0.8,1.4,1.9,1.4,1.3,51,51,152,51,43,240,101,51,120,120
2301,0.9,1.7,1.9,2,1.2,0.8,1.4,2,1.2,1.1,51,51,152,51,43,240,101,51,120,120
2302,1,1.9,1.6,2.2,1.2,0.7,1.6,1.9,1.1,1,51,51,51,51,43,240,101,51,120,120
2303,1,1.6,1.4,2,1,0.7,1.5,1.6,1.1,1,51,51,152,51,51,240,101,51,120,120
2304,1,1.8,1.9,1.9,1,0.8,1.5,1.7,1.2,1.2,51,51,152,51,50,240,101,51,120,120
2305,1.2,1.9,1.6,2,1.5,0.8,1.5,1.9,1.3,1.2,51,51,152,51,43,240,101,51,120,120
2306,0.9,1.8,1.7,1.8,1.4,0.7,1.5,1.8,1.3,1.1,51,51,152,51,43,240,101,51,120,120
2307,0.9,1.6,1.7,1.8,1.1,0.7,1.3,1.9,1,1,51,51,152,51,50,240,101,51,120,120
2308,1,1.8,1.6,2,1.1,0.8,1.4,1.8,1.2,1,51,51,152,51,51,240,101,51,120,240
2309,1,1.7,1.5,1.8,1.2,0.8,1.4,1.7,1.3,1.1,51,51,152,51,43,120,101,51,120,240
2310,1,1.8,1.8,2,1.2,0.7,1.5,1.9,1,1.1,51,51,152,51,43,120,101,51,120,240
2311,1.2,1.8,1.8,1.9,1.4,0.9,1.7,1.8,1.1,1.1,50,51,152,51,43,120,101,120,120,240
2312,1,1.8,1.7,2,1.3,0.8,1.6,2,1.2,1.1,51,51,152,51,43,120,101,120,120,240
2313,1.1,1.9,1.9,1.9,1.4,0.8,1.6,2,1.3,1.3,51,51,120,51,43,120,101,120,120,120
2314,1,1.7,1.8,2,1.4,0.8,1.6,1.8,1.2,1.1,51,51,120,51,43,120,101,120,120,240
2315,1.1,2.2,1.7,2.1,1.3,0.9,1.5,1.8,1.2,1,51,51,120,51,43,120,101,120,120,120
2316,1.2,1.9,1.8,2.3,1.4,0.8,1.8,2,1.1,1.1,51,51,120,51,43,120,101,120,120,120
2317,1.1,1.7,1.8,2.1,1.4,0.7,1.4,1.6,1,1,51,51,120,51,44,120,101,120,120,120
2318,1,1.9,1.9,2,1.5,0.8,1.5,1.8,1,1,50,51,120,51,44,120,101,120,120,120
2319,1,1.9,1.8,1.8,1.5,0.8,1.6,1.9,1.1,1,50,51,120,51,44,120,101,120,120,120
2320,1,2.1,1.9,1.9,1.4,0.9,1.5,2,1.1,1,51,51,120,51,44,120,101,120,120,120
2321,1.1,1.8,1.9,1.9,1.5,0.9,1.6,2,1.2,1,51,51,120,51,44,120,101,120,120,120
2322,1.1,2,1.7,2,1.6,1,1.5,1.9,1.1,1,51,51,120,51,44,120,101,120,120,120
2323,1.2,2.1,2,1.8,1.8,0.9,1.6,1.8,1.4,1.2,51,51,120,51,44,120,101,120,120,120
2324,1.1,2,1.9,2.1,1.5,0.8,1.5,1.9,1.2,1.2,51,51,120,51,44,120,101,120,120,120
2325,1.2,1.8,1.8,2.1,1.7,0.8,1.6,1.9,1.3,1.1,44,51,120,51,44,120,101,120,120,120
2326,1.1,2.1,2.1,2.1,1.7,0.8,1.5,1.7,1.1,1.1,44,51,120,51,44,120,101,120,120,120
2327,1.1,2.2,2.1,1.9,1.8,0.8,1.7,2.1,1.2,1,44,51,120,51,44,120,101,120,120,120
2328,1.2,2.2,2,2,1.7,0.7,1.5,2.1,1.3,1.1,44,50,120,51,44,120,101,120,120,120
2329,1.3,2.2,2.2,2.2,1.8,0.9,1.8,2,1.2,1,50,51,120,51,44,120,101,120,120,120
2330,1.1,2.1,2.1,1.9,1.7,0.8,1.9,2,1.3,1.1,50,51,120,51,44,120,101,120,120,120
2331,1.2,2.3,2.1,1.9,1.7,0.9,1.6,1.9,1.1,1.1,44,51,120,51,44,120,101,120,120,120
2332,1.1,2,2.1,1.6,1.6,0.8,1.7,2,1.2,1.1,51,51,51,51,44,120,51,51,51,120
2333,1.3,2.4,2.4,2,2.1,0.7,2,2.3,1.3,1.2,52,52,156,52,52,120,52,52,120,120
2334,1.2,2.4,2.2,2,2,0.8,2.2,2.5,1.2,1.1,53,53,158,53,44,120,53,120,120,120
2335,1.1,2.4,2.3,2,1.9,0.9,2.2,2.3,1.2,1.1,53,53,120,53,44,120,105,120,120,120
2336,1.3,2.6,2.1,2.2,2.3,0.9,2.2,2.3,1.4,1.3,53,53,158,53,44,120,105,120,120,120
2337,1.3,2.6,2.1,2.1,1.9,0.9,2.1,2.4,1.1,1.2,53,53,158,53,44,120,53,120,120,120
2338,1.3,2.4,2.1,2,2.1,0.8,2,2.4,1.1,1.1,53,53,158,53,44,120,105,120,120,120
2339,1.1,2.4,2.2,2.2,2,0.7,2,2,1.2,1.1,53,53,158,53,44,120,53,120,120,240
2340,1.1,2.6,2.2,2.1,1.9,0.9,2.1,2.1,1.2,1.2,53,53,158,53,44,120,105,120,120,240
2341,1.3,2.8,2.4,2.2,2.2,0.9,2.3,2.5,1.2,1.2,53,53,45,53,45,120,105,120,120,120
2342,1.3,2.6,2.2,2,2.2,0.8,1.9,2.3,1.1,1.2,45,53,45,53,45,120,53,53,120,120
2343,1.2,2.5,2.3,2,2,0.8,2,2.4,1.1,1.2,53,53,158,53,44,120,53,53,120,120
2344,1.2,2.2,2.1,2.2,1.9,0.8,2.1,2.4,1.1,1.1,53,53,158,53,44,120,53,120,120,120
2345,1.3,2.7,2.1,2.1,2,0.8,2.1,2.4,1.2,1.3,53,53,158,53,45,120,105,53,120,120
2346,1.3,2.6,2.1,2.2,2.1,0.9,2.2,2.3,1.1,1.1,45,53,45,53,45,120,105,120,120,120
2347,1.3,2.5,2.2,2.1,2.1,0.8,2.2,2.2,1.2,1.1,53,53,158,53,44,120,53,120,120,120
2348,1.3,2.4,2.2,2.1,2,0.8,2.1,2.4,1.1,1.1,44,53,158,53,44,120,105,120,120,120
2349,1.3,2.5,2.1,2.1,2.1,0.8,2.2,2.3,1.1,1.2,53,53,158,53,45,120,105,120,120,120
2350,1.3,2.5,2.4,2.1,2.3,0.9,2.2,2.6,1.2,1.1,45,53,45,53,45,120,53,120,120,120
2351,1.3,2.5,2.3,2.1,2,0.9,2.1,2.5,1,1.1,53,53,120,53,44,120,105,120,120,120
2352,1.4,2.5,2.2,2.1,2,0.8,2,2.5,1.3,1.2,53,53,158,53,44,120,53,120,120,120
2353,1.3,2.7,2.2,2.2,2.1,0.8,2.1,2.4,1.5,1.2,53,53,120,53,45,120,53,120,120,120
2354,1.4,2.6,2.2,2.2,2.2,0.8,1.9,2.3,1.3,1.2,45,53,45,53,45,120,105,120,120,120
2355,1.4,2.5,2.2,2.1,2.3,0.7,2,2.4,1.2,1.1,53,53,158,53,53,120,53,120,120,120
2356,1.2,2.6,2.2,2.1,2.1,0.9,1.9,2.4,1.3,1.2,53,53,158,53,44,120,53,120,120,120
2357,1.3,2.5,2.4,2.1,2.2,0.9,2,2,1.2,1.2,53,53,158,53,45,120,105,120,120,120
2358,1.4,2.6,2.1,2.1,2.2,0.8,2,2.2,1.3,1.3,45,53,45,53,45,120,105,120,120,120
2359,1.4,2.6,2.3,2,2.1,0.8,2,2.2,1.3,1.2,53,53,158,53,45,120,53,120,120,120
2360,1.3,2.5,2.2,2.1,2.2,0.7,1.9,2.2,1.2,1.3,53,53,158,53,44,120,53,120,120,120
2361,1.2,2.7,2.2,2.4,2.2,0.8,2,2.4,1.2,1.2,53,53,158,53,45,120,53,53,120,120
2362,1.2,2.3,2.2,2.2,2.1,0.9,2.2,2.5,1.3,1.2,45,53,45,53,45,120,53,53,120,120
2363,1.3,2.5,2.2,2.3,2.1,0.8,2.1,2.4,1.1,1.2,53,53,158,53,45,120,105,53,120,120
2364,1.2,2.5,2.1,2.1,2,0.8,2.1,2.4,1.3,1.2,53,53,158,53,44,120,53,53,120,120
2365,1.4,2.3,2.2,2.1,2.1,0.8,2.1,2.3,1.4,1.3,53,53,158,53,44,120,53,53,120,120
2366,1.3,2.3,2.1,2.2,2.2,0.7,2.2,2,1.2,1.3,45,53,45,53,45,120,105,53,120,120
2367,1.2,2.3,2.1,2.2,2.2,0.7,2,2.3,1.2,1.1,53,53,158,53,45,240,53,53,120,120
2368,1.2,2.4,2.2,2.1,2,0.7,2.2,2.3,1.3,1.2,53,53,158,53,44,240,105,53,120,120
2369,1.3,2.3,2.1,2.1,2.1,0.8,1.9,2.3,1.5,1.4,53,53,158,53,53,240,53,53,120,120
2370,1.3,2.3,2.3,2.1,2.2,0.6,2.1,2.3,1.4,1.2,45,53,45,53,45,240,105,53,120,120
2371,1.3,2.5,2.1,2.1,2.2,0.7,2.2,2.3,1.3,1.4,45,53,45,53,45,240,53,53,120,120
2372,1.3,2.3,2,2.2,2.4,0.7,2.2,2.5,1.4,1.3,45,53,45,53,45,240,105,53,120,120
2373,1.3,2.4,2.2,2.1,2.1,0.7,2,2.4,1.3,1.2,45,53,45,53,45,240,53,53,120,120
2374,1.2,2.5,2.3,2.1,2.2,0.7,2,2.4,1.2,1.3,45,53,45,53,45,360,105,53,120,120
2375,1.4,2.5,2.3,2.1,2.3,0.8,2,2.2,1.3,1.2,45,53,45,53,45,360,53,53,120,120
2376,1.2,2.4,2,2.2,2.2,0.7,2,2.1,1.3,1.1,45,53,45,53,45,240,105,53,120,120
2377,1.2,2.4,2.2,2.1,2.3,0.7,2,2.1,1.3,1.2,45,53,45,53,45,120,53,53,120,120
2378,1.3,2.4,2.3,2.2,2.3,0.6,2.1,2.3,1.3,1.2,45,53,45,53,45,360,53,53,120,120
2379,1.3,2.5,2.2,2.2,2.3,0.7,2,2.2,1.1,1.2,45,53,45,53,45,360,105,53,120,120
2380,1.3,2.4,2.4,2.4,2.4,0.7,2.1,2,1.3,1.2,45,53,45,53,45,360,53,53,120,120
2381,1.5,2.5,2.2,2.3,2.3,0.7,2.1,2.6,1.5,1.4,45,53,45,53,45,240,53,53,120,120
2382,1.5,2.4,2.2,2.1,2.2,0.8,2.3,2.5,1.3,1.2,45,54,45,54,45,240,54,54,120,120
2383,1.3,2.4,2,2.2,2.4,0.7,2.2,2.4,1.3,1.4,45,54,45,54,45,240,54,54,120,120
2384,1.3,2.4,1.9,2.3,2.2,0.8,2.2,2.5,1.3,1.4,45,55,45,55,45,240,55,55,120,120
2385,1.2,2.5,2,2.1,2.1,0.7,2.2,2.5,1.3,1.2,45,55,45,55,45,240,55,55,120,120
2386,1.4,3,2.2,2.3,2.3,0.7,2.2,2.3,1.4,1.5,46,55,46,55,46,240,55,55,120,120
2387,1.4,2.6,2,2.2,2.5,0.7,2.2,2.4,1.2,1.2,46,55,46,55,46,120,55,55,120,120
2388,1.2,2.5,2.2,2.3,2.4,0.8,2.3,2.4,1.3,1.3,46,55,46,55,46,120,55,55,120,120
2389,1.3,2.7,2.1,2.1,2.3,0.9,2.3,2.3,1.3,1.3,46,55,46,55,46,120,55,55,120,120
2390,1.2,2.4,2.2,2.1,2.4,0.8,2.2,2.7,1.2,1.2,46,55,46,55,46,120,55,55,120,120
2391,1.4,2.6,2.2,2.1,2.6,0.9,2.4,2.4,1.3,1.2,46,55,46,55,46,120,55,55,120,120
2392,1.2,2.6,2.2,2.1,2.5,0.9,2.1,2.7,1.2,1.1,46,55,46,55,46,120,55,55,120,120
2393,1.4,3,2.2,2,2.3,0.8,2.2,2.3,1.3,1.3,46,55,46,55,46,120,55,55,120,120
2394,1.4,2.7,2.3,2.3,2.4,0.9,2.4,2.7,1.4,1.3,46,55,46,55,46,120,55,55,120,120
2395,1.4,2.8,2.2,2.2,2.3,0.9,2.2,2.4,1.3,1.3,46,55,46,55,46,120,55,55,120,120
2396,1.2,2.7,2.2,2.1,2.4,0.9,2.4,2.3,1.4,1.3,46,55,46,55,46,120,55,55,120,120
2397,1.4,2.8,2.4,2.3,2.4,0.9,2.4,2.6,1.5,1.3,46,55,46,55,46,120,55,55,120,120
2398,1.5,2.9,2.3,2.2,2.5,0.9,2.4,2.2,1.5,1.3,46,55,46,55,46,120,55,55,120,120
2399,1.3,2.7,2.4,2.1,2.5,0.8,2.3,2.4,1.3,1.2,46,55,46,55,46,120,55,55,120,120
2400,1.3,2.9,2.3,2.3,2.4,0.8,2.3,2.6,1.4,1.2,46,55,46,55,46,120,55,55,120,120
2401,1.2,2.9,2.3,2.3,2.4,0.8,2.2,2.5,1.3,1.2,46,55,46,55,46,120,55,55,120,120
2402,1.3,2.8,2.2,2.1,2.5,0.8,2.3,2.5,1.3,1.2,46,55,46,55,46,120,55,55,120,120
2403,1.4,2.8,2.4,2.1,2.6,1,2.2,2.4,1.4,1.1,46,55,46,55,46,120,55,55,120,120
2404,1.4,2.7,2.4,2.1,2.4,0.9,2.4,2.3,1.4,1.3,46,55,46,55,46,120,55,55,120,120
2405,1.4,2.7,2.2,2.1,2.3,0.9,2.4,2.3,1.5,1.4,46,55,46,55,46,120,55,55,120,120
2406,1.4,2.8,2.4,2,2.6,0.8,2.5,2.5,1.5,1.3,46,55,46,55,46,120,55,55,120,120
2407,1.3,2.6,2.2,2.2,2.6,0.9,2.2,2.1,1.4,1.4,46,55,46,55,46,120,55,55,120,120
2408,1.4,2.7,2.3,2.2,2.5,0.8,2.4,2.3,1.6,1.3,46,55,46,55,46,120,55,55,120,120
2409,1.3,2.6,2.3,2.1,2.5,0.8,2.3,2.4,1.4,1.3,46,55,46,55,46,120,55,55,120,120
2410,1.4,2.7,2.3,2.1,2.4,0.8,2.2,2.4,1.4,1.2,46,55,46,55,46,120,55,55,120,120
2411,1.4,2.5,2.2,2.1,2.4,0.7,2.3,2.3,1.3,1.2,46,55,46,55,46,120,55,55,120,120
