CH Name,DIS AD 우(하단),DIS AD 우(중),DIS 1R,DIS 1R,SUC AD 우(중),SUC AD 우(상),SUC AD 후(상),SUC AD 좌(중),SUC AD 전(하단),DIS AD 전(하단),SUC 1R,VI 8R,SUC 2R,SUC 3R,압력센서 직관 용접(하),압력센서 직관 용접(상),VI 직관 용접,VI 7R,DIS AD 우(하단),DIS AD 우(중),DIS 1R,DIS 1R,SUC AD 우(중),SUC AD 우(상),SUC AD 후(상),SUC AD 좌(중),SUC AD 전(하단),DIS AD 전(하단),SUC 1R,VI 8R,SUC 2R,SUC 3R,압력센서 직관 용접(하),압력센서 직관 용접(상),VI 직관 용접,VI 7R
CH No.,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH23,CH24,CH25,CH26
103,1.9,1.7,2.9,2,3.4,2.3,2.4,2,3.9,1,3.1,3.7,5.7,3.1,1.2,1.5,3.1,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
104,1.9,1.7,2.8,2,3.3,2.3,2.6,1.9,4,1,2.9,3.7,5.8,2.8,1.2,1.6,3.1,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
105,1.9,1.7,2.7,2,3.4,2.5,2.4,1.9,3.9,1,3,3.7,5.7,2.9,1.2,1.5,3.1,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
106,1.9,1.7,2.9,2,3.2,2.3,2.3,1.9,3.8,1,2.9,3.7,5.5,2.9,1.3,1.6,3,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
107,1.8,1.7,2.7,2,3.2,2.4,2.4,1.9,3.9,0.9,2.9,3.7,5.4,2.9,1.3,1.6,3,2.8,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
108,1.8,1.7,2.8,1.9,3.4,2.3,2.3,1.8,3.8,1,3,3.6,5.4,2.9,1.2,1.6,2.9,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
109,1.9,1.7,2.7,1.9,3.2,2.3,2.4,1.8,3.8,0.9,2.8,3.6,5.4,2.8,1.1,1.6,3,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
110,1.9,1.8,2.7,1.9,3.2,2.3,2.5,1.9,3.8,1,2.8,3.7,5.3,2.9,1.2,1.4,3,2.8,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
111,1.8,1.8,2.7,1.9,3.1,2.3,2.4,1.8,3.8,0.9,2.9,3.5,5.5,2.9,1.3,1.5,3,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
112,1.8,1.7,2.6,1.9,3.1,2.1,2.2,1.7,3.7,0.9,2.6,3.4,5,2.9,1.2,1.4,2.9,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
113,1.8,1.7,2.7,1.7,3.1,2.1,2.3,1.8,3.7,1,2.7,3.3,5.1,2.7,1.3,1.6,3.2,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
114,1.8,1.7,2.6,1.7,3.1,2.2,2.4,1.8,3.6,0.9,2.7,3.1,5.1,2.9,1.2,1.6,3.2,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
115,1.8,1.7,2.6,1.8,3.2,2.2,2.4,1.8,3.6,0.9,2.7,3.1,5.4,3,1.2,1.5,3.2,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
116,1.7,1.7,2.6,1.7,3,2.2,2.2,1.8,3.7,0.9,2.9,3,5.4,2.9,1.2,1.5,3.1,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
117,1.8,1.7,2.5,1.5,3.1,2.1,2.4,1.7,3.6,0.9,2.7,2.9,5.3,3,1.2,1.5,3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
118,1.8,1.7,2.6,1.6,3.1,2.2,2.3,1.9,3.6,0.9,2.7,2.9,5.2,3,1.2,1.5,3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
119,1.8,1.7,2.5,1.6,3,2.3,2.3,1.8,3.7,0.9,2.8,3,5.2,3.2,1.2,1.5,2.8,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
120,1.8,1.7,2.5,1.6,3.1,2.2,2.3,1.7,3.6,0.9,2.8,2.9,5.5,2.9,1.3,1.5,3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
121,1.8,1.8,2.5,1.6,2.9,2.2,2.3,1.7,3.5,0.9,2.6,2.9,5.4,2.9,1.2,1.5,2.9,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
122,1.7,1.8,2.6,1.6,3,2.3,2.3,1.7,3.5,0.9,2.7,2.9,5.3,3,1.2,1.5,3.1,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
123,1.8,1.8,2.5,1.6,2.9,2.3,2.3,1.7,3.5,0.8,2.9,2.9,5,2.9,1.2,1.5,3.1,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
124,1.7,1.8,2.6,1.5,2.9,2.2,2.3,1.7,3.5,0.9,2.7,2.9,5.2,3,1.3,1.4,3.1,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
125,1.8,1.7,2.5,1.5,2.8,2,2.2,1.7,3.5,0.9,2.7,2.9,5,2.9,1.2,1.4,2.9,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
126,1.8,1.7,2.5,1.5,2.8,2,2.2,1.7,3.5,0.9,2.7,2.6,5.1,2.8,1.2,1.5,2.7,2.6,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
127,1.8,1.7,2.5,1.5,2.9,2.1,2.1,1.7,3.5,0.9,2.6,2.6,5.3,2.9,1.2,1.5,2.9,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
128,1.7,1.8,2.5,1.5,3,2.1,2.2,1.7,3.5,0.9,2.6,2.6,5.3,3,1.2,1.5,2.8,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
129,1.8,1.8,2.5,1.6,2.8,2,2.2,1.7,3.5,0.8,2.5,2.6,5.2,3,1.2,1.5,2.8,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
130,1.8,1.7,2.5,1.3,2.8,2,2,1.6,3.5,0.8,2.7,2.7,4.9,3,1.2,1.5,2.8,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
131,1.8,1.7,2.5,1.4,2.9,2,2.1,1.7,3.4,0.9,2.5,2.9,5,3,1.2,1.5,2.9,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
132,1.7,1.7,2.4,1.6,2.9,1.9,2.1,1.6,3.5,0.9,2.5,2.6,5.1,3,1.2,1.4,2.8,2.3,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
133,1.7,1.8,2.5,1.5,2.9,2.2,2.3,1.7,3.5,0.9,2.6,2.9,5,3,1.2,1.5,3.1,2.7,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
134,1.8,1.7,2.5,1.6,2.8,2,2.5,1.7,3.5,0.9,2.6,2.9,4.9,2.9,1.2,1.4,3.1,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
135,1.8,1.7,2.5,1.6,2.8,2.1,2.4,1.7,3.5,0.9,2.6,3.1,4.9,2.9,1.1,1.4,3.2,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
136,1.7,1.7,2.5,1.6,2.9,2.1,2.3,1.7,3.5,0.9,2.6,3.2,5.1,2.9,1.2,1.5,3,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
137,1.8,1.7,2.5,1.7,2.8,2.1,2.3,1.7,3.5,0.9,2.6,3,5,2.9,1.3,1.4,3.2,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
138,1.8,1.7,2.6,1.5,2.9,2.3,2.4,1.7,3.5,0.9,2.6,3.1,5.1,2.9,1.2,1.4,3.1,2.3,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
139,1.7,1.8,2.6,1.6,2.9,2.3,2.3,1.7,3.5,0.9,2.7,3.1,5,2.9,1.2,1.4,3.2,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
140,1.8,1.8,2.7,1.7,2.9,2,2.4,1.7,3.4,0.9,2.5,3,5.1,3.1,1.2,1.4,3.2,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
141,1.8,1.7,2.7,1.7,2.9,2.1,2.3,1.7,3.4,0.9,2.5,3.3,5.2,2.8,1.2,1.4,3.2,2.3,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
142,1.8,1.7,2.6,1.6,2.9,2.1,2.5,1.7,3.4,0.9,2.5,3.1,4.9,2.9,1.2,1.4,3.3,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
143,1.9,1.8,2.6,1.7,2.8,2.3,2.4,1.7,3.5,0.9,2.7,3.1,5.3,3,1.2,1.4,3.1,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
144,1.7,1.7,2.6,1.8,2.8,2.1,2.4,1.7,3.4,0.9,2.7,3.1,5,2.9,1.2,1.5,3.3,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
145,1.7,1.8,2.5,1.6,2.9,2.1,2.4,1.7,3.4,0.8,2.6,3.1,5.1,2.9,1.3,1.4,3.3,2.2,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
146,1.7,1.8,2.7,1.6,3,2,2.3,1.6,3.4,0.8,2.5,3.1,5.1,3,1.1,1.4,3.3,2.4,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
147,1.8,1.7,2.6,1.6,2.8,2.1,2.2,1.7,3.5,0.8,2.4,3.1,5.2,3,1.2,1.5,3.3,2.5,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
148,1.8,1.7,2.6,1.7,2.7,2.3,2.4,1.7,3.4,0.8,2.5,3.1,5,2.9,1.2,1.5,3.4,2.3,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
149,1.8,1.8,2.5,1.7,2.8,2,2.3,1.6,3.4,0.9,2.5,3.1,4.9,2.9,1.2,1.4,3.4,2.3,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,210,105,105
150,1.8,1.8,2.6,1.6,2.8,2.2,2.4,1.7,3.4,0.8,2.6,2.9,4.7,2.9,1.2,1.4,3.2,2.4,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,210,105,105
151,1.7,1.9,2.4,1.9,2.7,2.3,2.2,1.7,3.3,0.8,2.4,2.9,4.5,2.7,1.2,1.3,3.1,2.6,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,215,107,107
152,1.4,1.9,2.1,2.1,2.9,2.5,2,1.7,3.5,0.6,2.3,2.9,4.1,2.6,1.2,1.1,3.1,2.6,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,219,109,109
153,1.3,2.1,1.8,2.7,2.9,2.5,2.1,1.9,3.5,0.6,2.4,3.6,4.1,2.6,1.2,1.2,3.3,3,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,223,111,111
154,1,2.1,1.5,2.9,2.9,2.5,2.2,2.1,3.5,0.6,2.4,4,3.5,2.8,1.2,1.3,3.3,2.9,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,227,113,113
155,0.9,1.7,1.5,3,3,2.9,2.4,2.3,3.8,0.5,2.6,4.4,3.5,2.8,1.5,1.9,3.2,2.7,58,58,115,58,58,58,58,58,58,115,58,58,58,58,58,115,115,115
156,0.9,1.2,1.6,2.7,3.4,3.3,2.7,2.5,4,0.4,3,4.9,3.2,3.1,1.6,2,3.4,2.7,59,59,117,59,59,59,59,59,59,118,59,59,59,59,59,117,118,117
157,0.9,1,1.6,2.1,2.8,2.9,2.5,2.2,3.2,0.4,2.7,4.6,2.7,2.5,1.6,2,3.4,2.9,120,60,120,60,60,60,60,60,60,120,60,60,60,60,60,119,120,120
158,1.3,0.9,1.8,1.9,3.2,3.2,3.2,2.5,3.8,0.6,3.1,4.8,2.3,2.9,2,2.1,5.2,2.8,122,61,122,61,61,61,61,61,61,122,61,61,61,61,61,121,122,122
159,1.5,1,1.9,2.1,5.9,6.3,5.7,4.9,6.7,0.7,5.8,5,2.5,4.3,3.4,2.3,5.7,2.4,124,123,124,62,62,62,62,62,62,124,62,62,62,62,62,123,124,124
160,1.4,1.1,1.6,1.9,4.9,5.2,4.7,4.1,5.7,0.6,4.8,4.6,2.8,3.8,2.9,2.2,5.5,2.5,122,60,122,60,61,61,61,61,61,122,61,60,60,61,61,122,122,122
161,1.1,2.1,1.7,3,3.2,3,2.3,2.3,3.9,0.5,2.6,4.4,3.7,2.8,1.5,1.8,3.1,2.8,57,57,57,57,57,57,57,57,57,57,58,57,57,57,57,116,114,116
162,1.7,2.1,2.4,2.3,3.1,2.3,2.2,1.9,3.7,0.8,2.5,3.5,4.7,2.8,1.2,1.4,3.3,2.8,54,54,54,55,54,54,54,54,54,54,54,54,54,54,54,300,108,110
163,1.9,2.1,2.8,1.5,2.9,2,2.1,1.6,3.8,0.9,2.9,3.3,5.4,3.4,1.2,1.6,3.3,3.2,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,203,102,102
164,1.5,1.4,2.3,1.5,2.9,1.9,2,1.5,3.4,0.8,2.9,2.7,5,2.7,1.2,1.5,2.2,3.3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
165,1.6,1.3,2.5,1.5,2.9,2,2.1,1.5,3.3,0.8,3,3,5.2,2.7,1,1.5,2.4,3.4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
166,1.4,1.4,2.2,1.5,2.7,1.9,1.9,1.5,3.3,0.8,2.8,2.9,5.3,2.8,1.1,1.5,2.7,3.2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
167,1.6,1.2,2.5,1.5,2.5,2.1,1.9,1.4,2.9,0.9,2.5,2.8,4.9,2.4,1.1,1.7,3.5,3.5,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,203,101,101
168,1.9,1.8,2.6,1.5,3.2,2.3,2.5,1.8,3.8,0.9,3,3.1,5.3,3.3,1.3,1.6,3.4,3.3,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,207,103,103
169,1.8,1.9,2.5,1.6,2.8,1.9,2.1,1.6,3.4,0.8,2.5,2.9,5.1,2.8,1.3,1.5,3.3,2.9,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,211,105,106
170,1.6,1.9,2.4,1.9,2.8,2.1,2.1,1.7,3.5,0.7,2.4,3.2,4.4,2.7,1.2,1.4,3.2,2.6,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,215,108,108
171,1.4,1.9,2,2.2,2.8,2.2,2.1,1.9,3.4,0.6,2.4,3.4,4.1,2.6,1.2,1.3,3.3,2.6,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,219,110,110
172,1.3,2,1.8,2.9,2.7,2.3,2.1,1.9,3.4,0.6,2.4,3.6,3.6,2.6,1.3,1.3,3.2,2.8,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,223,112,112
173,1,2,1.4,2.9,2.9,2.9,2.2,2.1,3.5,0.5,2.5,3.9,3.2,2.7,1.3,1.3,3.2,2.8,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,227,114,114
174,1.1,1.9,1.4,3,3,2.8,2.3,2.2,3.7,0.5,2.5,4.1,3.4,2.8,1.4,1.7,3.3,2.9,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,115,115,115
175,1.6,2.1,2.3,2.4,3,2.3,2.2,1.9,3.6,0.7,2.7,3.5,4.3,2.7,1.2,1.4,3.4,2.8,54,55,54,55,54,54,54,54,54,54,54,54,54,54,54,300,108,110
176,1.9,2,2.8,1.7,3.4,2.2,2.2,1.8,4.3,0.9,3.1,3.3,5.4,3.3,1.2,1.6,3.5,3.4,51,51,51,52,51,51,51,51,51,51,51,51,51,51,51,203,102,102
177,1.5,1.4,2.2,1.3,2.6,1.9,2.4,1.6,3.2,0.7,3.1,3.3,5.5,3,1.1,1.5,2.5,3.3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
178,1.5,1.4,2.2,1.5,2.7,1.9,2.1,1.4,3.4,0.7,3,3,5.4,2.9,1.1,1.5,2.4,3.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
179,1.5,1.4,2.3,1.5,2.6,1.7,2,1.4,3.2,0.8,2.8,2.5,5.5,2.9,1.1,1.5,2.3,3.1,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
180,1.4,1.4,2.1,1.5,2.6,1.6,1.9,1.4,3.2,0.7,3,2.5,5.2,2.9,1,1.5,2.3,3.4,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
181,1.4,1.4,2.1,1.5,2.7,1.9,2,1.4,3.2,0.7,2.8,2.4,5.5,3.1,1,1.5,2.3,3.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
182,1.4,1.4,2.1,1.3,2.5,1.6,1.8,1.4,3,0.7,2.8,2.5,4.8,3,1.1,1.5,2.4,3.6,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
183,1.4,1.4,2.1,1.3,2.6,2.1,2.1,1.5,3.3,0.7,2.8,2.8,5.1,2.8,1.2,1.4,2.8,3.5,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
184,1.4,1.4,2.2,1.5,2.6,1.7,2,1.4,3.1,0.7,2.9,3,5.3,2.7,1.1,1.3,2.7,3.3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
185,1.4,1.3,2.2,1.6,2.7,1.7,1.9,1.4,3.1,0.8,2.7,3.2,5,2.7,1.1,1.6,2.6,3.2,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,101,101
186,1.9,1.2,2.7,1.8,2.4,1.6,2,1.2,2.7,0.9,2.9,3.1,4.7,2.2,1.3,1.6,3.1,4.7,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,202,100,100
187,1.9,1.5,3.1,2.9,3.9,3.4,4.3,2.4,4.7,1.1,7.8,5.1,11.1,5.1,2.6,3.1,4.9,5.7,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,94,47
188,1.7,1.5,2.9,3.6,3.8,3.7,4.9,2.6,4.5,1.1,12,5.7,14,6.1,3.5,5,4.2,6,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
189,1.6,1.5,2.8,3.2,3.6,3.6,4.8,2.7,4.2,0.9,11.7,5.7,13.4,6,3.3,5.2,4,4.1,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
190,1.7,1.5,2.9,3.5,3.6,3.7,4.8,2.6,4.3,1,11.6,5.6,13.6,6.2,3.3,5.1,3.9,4.2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
191,1.6,1.5,2.7,3.3,3.6,3.6,4.8,2.6,4.2,1,11.4,5.5,13.4,6.2,3.3,5,4,4.3,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
192,1.5,1.5,2.7,3.4,3.5,3.9,4.9,2.6,4,0.9,11.4,5.6,13.6,6.1,3.4,5,4.1,4.2,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
193,1.5,1.5,2.8,3.3,3.4,3.7,4.8,2.6,4.1,0.9,11.1,5.5,13.4,6,3.4,4.9,4.1,4.3,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
194,1.5,1.5,2.7,3.3,3.4,3.7,5,2.6,4,0.9,11,5.5,13.2,6.2,3.3,5,4.1,4.3,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
195,1.5,1.5,2.6,3.2,3.4,3.7,4.8,2.6,4.1,0.9,11,5.6,12.9,6,3.3,5,4.2,4.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
196,1.5,1.5,2.7,3.2,3.3,3.7,4.9,2.6,4.3,1,10.6,5.6,12.8,5.9,3.5,4.9,4.1,4.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
197,1.6,1.5,2.6,3.2,3.3,3.8,4.9,2.6,4.2,1,10.6,5.7,13,5.9,3.4,4.9,4.3,4.4,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
198,1.5,1.4,2.7,3.2,3.3,3.8,4.7,2.5,4.1,0.9,10.7,5.5,12.8,6.1,3.3,4.9,4.5,4.3,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
199,1.5,1.5,2.6,3.5,3.4,3.8,4.8,2.5,4.3,0.9,10.7,5.6,12.8,6,3.3,5,4.4,4.4,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,91,45
200,1.9,1.4,4.1,3.4,6.8,4.6,4.3,4.3,7.2,1.3,10,5.7,11,7.5,3.4,4.9,5.1,3.7,43,43,43,43,43,43,43,43,43,43,44,43,44,43,44,44,43,43
201,2,0.9,4.5,4.6,8.6,4.9,2.7,4.7,8.8,1.5,4.7,5.3,3.9,7.7,2,3.2,6.6,4.4,41,40,41,41,41,41,41,41,41,41,41,41,40,41,41,41,41,41
202,1.7,0.7,4.1,5,8.6,4.6,2.2,4.7,8.9,1.3,4.5,4.2,3.9,7.2,1.7,3.1,5.5,3.6,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
203,1.7,0.6,4.1,4.6,8.6,4.6,2.1,4.7,8.8,1.3,4.5,4.2,3.8,7.3,1.7,3.1,5.7,3.8,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
204,1.7,0.6,4.1,4.5,8.6,4.6,2.1,4.6,8.8,1.3,4.6,4.2,3.7,7.4,1.7,3.1,5.6,3.9,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
205,1.7,0.6,4.1,4.5,8.6,4.8,2.1,4.6,9,1.3,4.6,4.3,3.6,7.3,1.7,3.1,5.6,4,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
206,1.7,0.7,4.1,4.5,8.6,4.6,2.1,4.7,9.1,1.3,4.7,4.2,3.9,7.3,1.7,3.1,5.6,3.9,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
207,1.6,0.6,4.1,4.4,8.6,4.6,2,4.7,9.2,1.3,4.8,4.3,3.6,7.3,1.7,3.1,5.5,3.7,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
208,1.7,0.7,4.1,4.5,8.7,4.7,2.1,4.6,9.2,1.3,4.8,4.3,3.9,7.3,1.7,3.1,5.6,3.8,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
209,1.7,0.7,4.1,4.4,8.5,4.7,2,4.6,9.1,1.3,4.7,4.2,4.2,7.2,1.7,3.1,5.5,3.7,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
210,1.7,0.6,4,4.4,8.5,4.7,2.1,4.8,9.1,1.3,5,4.3,3.9,7.4,1.7,3.1,5.6,3.8,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
211,1.7,0.7,4.1,4.5,8.5,4.6,2,4.7,9,1.3,4.9,4.4,3.9,7.5,1.7,3.1,5.5,4,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
212,1.7,0.7,4.1,4.5,8.5,4.7,2,4.6,9.1,1.3,4.9,4.4,3.9,8.3,1.7,4,5.5,3.8,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
213,1.7,0.7,4.2,4.4,8.6,4.8,2.1,4.7,9.7,1.3,5,4.3,3.7,8,1.7,3.2,5.6,3.8,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
214,1.8,0.7,4.2,4.5,8.7,4.9,2.1,4.7,9.4,1.3,5,4.4,3.8,7.5,1.6,3,5.5,3.8,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
215,1.7,0.8,4.1,4.5,8.7,4.9,2.3,4.7,8.7,1.3,4.9,4.4,3.8,7.8,1.6,3.1,5.8,3.8,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
216,1.7,0.8,4.1,4.4,8.6,4.8,2.2,4.7,8.5,1.3,5,4.5,4.1,7.6,1.7,3.2,5.9,3.7,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
217,1.7,0.7,4.1,4.5,8.6,4.7,2.1,4.7,8.7,1.3,5,4.6,3.8,7.5,1.6,3.2,5.9,3.8,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
218,1.7,0.7,4.1,4.4,8.5,4.7,2.1,4.7,8.6,1.3,5.1,4.4,3.7,7.3,1.7,3.1,5.5,3.7,40,121,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40
219,1.7,0.9,4.1,4.9,8.4,4.7,3.1,4.7,8.9,1.3,5.1,4.3,5,7.4,1.6,3.1,5.4,4.9,39,39,40,39,40,40,39,40,40,39,40,40,39,40,40,40,40,40
220,1.6,1.6,3,7.1,6.2,3.1,7.1,2.3,6.8,1.2,2.9,5.6,8.3,2.7,1.3,2.6,4.8,6.2,36,36,36,36,36,36,36,37,36,36,37,36,36,37,36,36,36,36
221,1.7,1.6,3.1,7.2,5.9,3.3,7.5,1.4,6.6,1.2,2.9,6.2,8.6,1.2,1.4,2.9,4.3,6.3,35,35,35,35,35,35,35,70,35,35,70,35,35,70,70,35,35,35
222,1.6,1.5,2.7,6.9,5.8,2.8,7,1.3,6.5,1.1,2.7,5.6,8.2,1.1,1.4,2.7,4.3,6.4,35,35,35,35,35,35,35,71,35,35,71,35,35,71,71,35,35,35
223,1.7,1.6,2.9,6.8,5.8,3,7.2,1.4,6.6,1.1,2.8,5.5,8.2,1,1.5,2.6,4.2,6.5,35,35,35,35,35,35,35,71,35,35,71,35,35,71,141,35,35,35
224,1.7,1.6,2.9,6.9,5.9,3.2,7.4,1.3,6.5,1.1,2.6,5.8,8.4,1,1.4,2.8,4.3,6.5,35,35,35,35,35,35,35,71,35,35,71,35,35,71,141,35,35,35
225,1.7,1.6,3,6.9,5.8,3,7.3,1.4,6.5,1.1,2.5,6.1,8.4,1.2,1.4,2.7,4.7,6.4,35,35,35,35,35,35,35,71,35,35,71,35,35,71,141,35,35,35
226,1.7,1.6,2.9,6.9,5.8,2.9,7.4,1.3,6.7,1.1,2.5,6.1,8.6,1.1,1.4,2.7,4.5,6.5,35,35,35,35,35,35,35,71,35,35,71,35,35,71,141,35,35,35
227,1.7,1.6,2.9,6.8,5.8,2.9,7.1,1.3,6.4,1.1,2.4,5.9,8.4,1,1.4,2.6,4.5,6.4,35,35,35,35,35,35,35,71,35,35,71,35,35,35,141,35,35,35
