CH Name,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
429,2.3,2.4,2.4,3.1,2.5,1.0,2.4,2.6,3.0,1.5,53,79,47,53,47,360,26,26,26,120
430,2.1,2.3,2.4,3.2,2.5,1.1,2.5,2.4,3.1,1.6,53,79,120,53,47,360,26,26,26,120
431,2.1,2.3,2.3,3.1,2.6,1.1,2.5,2.6,3.3,1.5,52,79,47,53,47,120,26,26,26,120
432,2.1,2.2,2.2,3.1,2.9,1.1,2.4,2.2,3.4,1.5,53,79,47,53,47,360,53,26,26,120
433,2.2,2.0,2.5,3.2,2.7,1.1,2.4,2.4,3.2,1.5,53,79,47,53,47,360,53,26,26,120
434,2.1,2.3,2.4,3.3,2.7,1.0,2.3,2.5,3.2,1.2,53,79,47,53,47,360,53,26,26,120
435,2.3,2.2,2.3,3.2,2.8,1.0,2.5,2.4,3.2,1.2,53,79,47,53,47,360,53,26,26,120
436,2.2,2.1,2.4,3.1,2.9,1.0,2.2,2.3,3.2,1.4,53,79,47,53,47,120,53,26,26,120
437,2.1,2.2,2.6,3.4,2.8,0.9,2.5,2.5,3.2,1.2,53,79,47,53,47,120,26,26,26,120
438,1.9,2.2,2.4,3.2,2.8,0.9,2.5,2.5,3.3,1.5,53,79,53,53,47,360,53,26,26,26
439,2.0,2.1,2.2,3.2,2.7,1.0,2.2,2.1,3.0,1.3,53,79,52,53,47,360,26,26,26,26
440,1.9,2.2,2.3,3.3,2.3,1.0,2.2,2.4,3.1,1.5,52,79,52,52,47,360,26,26,26,26
441,2.1,2.1,2.3,3.1,2.7,0.9,2.4,2.3,3.2,1.4,53,79,47,53,47,360,26,26,26,26
442,2.2,2.2,2.3,3.0,2.5,0.9,2.5,2.4,3.2,1.2,53,79,47,53,47,360,53,26,26,26
443,2.2,2.1,2.3,3.2,2.9,0.9,2.4,2.5,3.2,1.2,53,79,47,53,47,360,26,26,26,26
444,2.2,2.2,2.4,3.0,2.9,0.9,2.6,2.6,3.3,1.3,53,79,47,52,47,360,26,26,26,120
445,2.0,2.4,2.2,3.1,2.5,1.0,2.3,2.5,3.1,1.3,53,79,47,53,47,360,53,26,26,120
446,2.2,2.3,2.3,3.2,2.8,0.9,2.2,2.1,3.1,1.4,52,79,47,52,47,360,26,26,26,120
447,2.2,2.2,2.4,3.4,2.7,0.9,2.3,2.5,3.3,1.4,53,79,47,53,47,360,26,26,26,120
448,2.2,2.2,2.2,3.3,2.4,0.9,2.4,2.4,3.2,1.5,52,79,47,52,47,360,26,26,26,120
449,2.1,2.0,2.6,3.2,2.5,0.9,2.4,2.5,3.2,1.5,53,79,47,53,47,360,26,26,26,120
450,2.3,2.1,2.4,3.3,2.6,0.9,2.2,2.2,3.3,1.6,53,79,47,53,47,360,26,26,26,120
451,2.1,2.2,2.3,3.3,2.7,1.0,2.4,2.5,3.3,1.4,53,79,47,53,47,360,53,26,26,120
452,2.2,2.2,2.3,3.2,2.5,1.0,2.4,2.5,3.2,1.3,52,79,47,53,47,120,26,26,26,120
453,2.1,2.2,2.3,3.2,2.4,1.0,2.3,2.4,3.2,1.4,53,79,47,53,47,360,53,26,26,120
454,2.1,2.3,2.5,3.2,2.7,1.0,2.5,2.5,3.3,1.5,53,79,53,53,47,120,26,26,26,120
455,2.1,2.3,2.3,3.2,2.6,1.1,2.5,2.5,3.2,1.4,53,79,120,53,47,120,26,26,26,120
456,2.1,2.4,2.5,3.2,2.6,1.0,2.4,2.4,3.2,1.4,52,79,120,53,47,120,26,26,26,120
457,2.0,2.3,2.3,3.3,2.4,1.1,2.3,2.3,3.2,1.6,53,79,120,53,47,120,26,26,26,120
458,1.9,2.3,2.3,3.2,2.5,0.9,2.4,2.5,3.3,1.2,53,79,360,53,47,360,53,26,26,120
459,2.1,2.1,2.1,3.2,2.3,0.9,2.4,2.4,3.2,1.3,53,79,47,53,47,360,53,26,26,120
460,2.2,2.3,2.1,3.2,2.5,1.1,2.5,2.6,3.4,1.4,53,53,47,53,47,120,53,27,27,120
461,1.8,2.0,2.0,2.7,2.7,1.1,2.5,2.5,2.8,1.3,47,120,47,56,47,120,28,28,28,240
462,1.9,2.0,1.9,2.9,2.6,0.9,2.4,2.5,2.4,1.4,57,85,47,57,47,360,57,57,28,57
463,1.8,2.2,1.9,2.7,2.5,1.0,2.4,2.6,2.6,1.5,47,85,47,56,47,360,28,28,28,56
464,1.8,2.2,1.8,2.8,2.3,1.0,2.5,2.9,2.6,1.4,57,85,47,57,47,360,28,28,28,120
465,1.7,1.9,1.8,2.6,2.5,1.0,2.6,2.6,2.6,1.2,85,85,47,57,47,120,28,28,28,120
466,1.8,2.0,1.7,2.8,2.4,1.0,2.5,2.6,2.6,1.3,85,85,47,57,47,120,28,28,28,120
467,1.7,2.0,1.7,2.7,2.3,1.1,2.5,2.7,2.7,1.3,85,85,47,57,47,120,28,28,28,120
468,1.7,2.0,1.9,2.7,2.5,0.9,2.5,2.5,2.6,1.3,57,85,47,57,47,120,28,28,28,120
469,1.8,2.1,1.9,2.7,2.6,0.9,2.6,2.7,2.6,1.2,57,85,47,57,47,120,28,28,28,120
470,1.7,2.0,1.8,2.8,2.4,1.0,2.6,2.7,2.7,1.4,47,85,47,57,47,120,28,28,28,120
471,1.9,2.3,1.6,2.7,2.9,1.0,2.8,2.7,2.6,1.3,57,85,47,57,47,120,28,28,28,120
472,1.9,2.1,2.0,2.9,2.6,1.0,2.6,2.9,2.7,1.3,57,85,47,57,47,120,28,28,28,120
473,1.9,2.3,1.8,2.8,2.5,1.1,2.6,2.7,3.0,1.5,57,85,47,57,47,120,28,28,28,120
474,1.8,2.3,1.8,2.7,2.4,1.0,2.8,2.8,2.7,1.2,57,85,120,57,47,120,28,28,28,120
475,1.7,2.2,1.8,2.8,2.4,1.1,2.6,2.8,2.7,1.3,57,85,120,57,47,120,28,28,28,120
476,1.7,2.1,1.9,2.7,2.6,1.2,2.5,2.8,2.8,1.3,47,120,120,57,47,120,28,28,28,120
477,1.9,2.2,1.9,2.7,2.6,1.1,2.7,2.9,2.8,1.2,47,120,120,57,47,120,28,28,28,120
478,1.8,2.1,1.9,2.9,2.6,1.2,2.6,2.8,2.9,1.4,57,120,120,57,47,120,28,28,28,120
479,1.9,2.0,1.7,2.7,2.8,1.0,2.5,2.8,2.7,1.3,57,120,120,57,47,120,28,28,28,120
480,1.8,2.1,1.8,2.7,2.7,1.1,2.7,2.8,2.8,1.3,57,120,120,57,47,120,28,28,28,240
481,1.8,2.1,1.9,2.7,2.5,1.1,2.6,2.8,2.8,1.5,57,85,120,57,47,120,28,28,28,240
482,1.7,2.1,1.8,2.6,2.3,1.0,2.6,2.5,2.5,1.3,57,85,47,57,47,120,28,28,28,240
483,1.7,2.2,1.7,2.7,2.4,1.0,2.4,2.8,2.8,1.2,57,85,47,57,47,120,28,28,28,240
484,1.9,2.1,1.6,2.8,2.5,1.1,2.5,3.0,2.8,1.3,57,85,47,57,47,120,28,28,28,57
485,1.7,2.1,1.8,2.7,2.3,1.0,2.5,2.9,2.8,1.2,57,85,47,57,47,120,28,28,28,57
486,1.9,2.2,2.0,2.7,2.6,1.1,2.6,3.0,3.0,1.4,57,85,47,57,47,120,28,28,28,57
487,1.9,2.0,1.7,2.8,2.6,1.1,2.6,2.7,2.8,1.2,57,85,47,57,47,120,28,28,28,57
488,1.7,2.1,1.9,2.7,2.6,1.0,2.6,2.8,2.8,1.2,57,85,47,57,47,120,28,28,28,120
489,1.6,2.2,1.9,2.6,2.7,0.9,2.6,2.8,2.7,1.4,57,85,47,57,47,360,28,28,28,120
490,1.8,2.1,1.6,2.6,2.3,0.9,2.6,2.6,2.8,1.4,57,85,47,57,47,360,28,28,28,120
491,1.7,2.3,2.0,2.7,2.5,1.0,2.6,2.6,2.8,1.5,85,85,47,57,47,360,28,28,28,120
492,2.1,2.2,1.8,2.8,2.6,1.1,2.4,2.9,2.9,1.3,57,85,120,57,47,120,28,28,28,120
493,1.8,2.0,2.0,2.7,2.5,1.0,2.8,3.1,3.0,1.4,85,85,120,57,47,120,28,28,28,120
494,1.8,2.3,2.0,2.9,2.7,1.0,2.5,2.7,2.9,1.3,57,85,47,57,47,120,28,28,28,120
495,1.9,2.1,1.9,2.7,2.6,1.1,2.5,2.7,2.8,1.4,57,85,120,57,47,120,28,28,28,120
496,1.7,2.2,1.9,2.8,2.3,1.2,2.5,3.0,2.7,1.3,57,85,120,57,47,120,28,28,28,120
497,1.9,2.2,1.8,2.7,2.4,1.2,2.9,2.7,2.9,1.5,57,85,120,57,47,120,28,28,28,120
498,1.9,2.2,1.7,2.6,2.4,1.1,2.6,2.6,2.8,1.4,85,85,120,57,47,120,28,28,28,120
499,1.7,2.2,2.1,2.9,2.4,1.2,2.6,2.9,2.8,1.5,57,85,360,57,47,360,28,28,28,120
500,1.7,2.2,1.7,2.8,2.3,0.9,2.6,2.7,2.8,1.2,57,85,360,57,47,360,28,28,28,120
501,1.6,2.1,1.7,2.7,2.4,1.1,2.4,2.5,2.7,1.3,57,85,360,57,47,360,28,28,28,57
502,1.8,2.2,2.1,2.8,2.6,1.1,2.7,2.8,2.9,1.3,57,85,47,57,47,360,28,28,28,120
503,1.7,2.0,1.8,3.0,2.6,1.0,2.6,2.6,2.9,1.4,85,85,47,57,47,360,28,28,28,120
504,1.8,2.2,1.7,2.6,2.4,1.0,2.6,2.7,2.9,1.3,57,85,360,57,47,360,28,28,28,120
505,1.7,2.1,1.8,2.7,2.5,1.1,2.5,2.7,2.9,1.2,57,85,360,57,47,360,28,28,28,120
506,1.8,2.0,1.8,2.7,2.2,0.8,2.5,2.7,2.8,1.2,57,85,47,57,47,360,28,28,28,120
507,1.7,2.0,1.8,2.6,2.2,0.9,2.5,2.7,2.8,1.4,57,85,360,57,47,360,28,28,28,120
508,1.8,2.0,1.7,2.6,2.3,1.0,2.5,2.8,2.7,1.3,57,85,360,57,47,360,28,28,28,120
509,1.6,2.2,1.7,3.4,2.0,1.0,2.5,2.7,2.9,1.3,85,85,360,57,47,360,28,28,28,120
510,1.8,2.0,1.7,2.8,2.3,1.0,2.5,2.4,2.6,1.4,57,85,360,57,47,360,28,28,28,120
511,1.6,2.2,1.8,2.5,2.2,1.0,2.7,2.8,2.8,1.6,58,120,120,58,47,120,29,58,29,120
512,1.5,1.8,1.8,2.1,2.6,1.2,2.6,2.5,2.0,1.4,30,120,120,60,47,120,30,30,30,120
513,1.5,2.2,2.0,1.8,2.7,1.2,2.6,2.7,2.1,1.3,61,120,120,61,47,120,61,61,30,120
514,1.6,2.4,2.2,2.2,2.7,1.2,2.7,2.8,2.1,1.2,47,30,30,61,47,120,30,30,30,120
515,1.7,2.3,2.3,2.2,2.8,1.1,2.6,2.9,2.0,1.2,30,30,30,61,47,120,30,30,30,120
516,1.5,2.4,2.0,2.1,2.5,1.2,2.6,2.9,2.0,1.5,30,30,120,61,47,120,30,30,30,120
517,1.4,1.9,1.8,1.9,2.2,1.1,2.7,2.7,2.3,1.1,30,120,120,61,47,120,30,30,30,120
518,1.5,2.3,2.1,2.0,2.8,1.2,2.7,2.4,2.4,1.3,47,30,30,61,47,120,30,30,30,120
519,1.6,2.4,2.1,2.9,2.7,1.1,2.4,2.4,2.3,1.4,47,30,30,61,47,120,30,30,30,30
520,1.5,2.4,1.9,2.2,2.9,1.1,2.9,2.7,2.4,1.4,30,30,30,61,30,360,30,30,30,60
521,1.7,2.4,2.0,2.1,2.7,0.9,2.7,3.0,2.2,1.1,30,30,30,61,47,360,30,30,30,120
522,1.5,2.1,1.7,2.1,2.4,1.0,2.6,2.6,2.3,1.3,30,30,47,61,47,360,30,30,30,120
523,1.5,1.8,1.8,2.3,2.4,1.1,2.6,2.7,2.3,1.2,30,30,360,61,30,360,30,30,30,120
524,1.4,2.2,2.1,2.0,2.7,1.0,2.5,2.3,2.2,1.5,30,30,30,61,30,360,30,30,30,120
525,1.6,2.3,1.9,2.4,2.8,0.9,2.6,2.6,2.2,1.4,30,30,30,61,30,360,30,30,30,120
526,1.5,1.9,1.8,2.1,2.5,1.0,2.5,2.4,2.1,1.3,30,30,360,61,30,360,30,30,30,120
527,1.3,1.9,1.8,2.1,2.2,1.0,2.4,2.5,2.6,1.2,30,30,360,61,47,360,30,30,30,120
528,1.4,2.2,2.0,2.1,3.0,1.1,2.5,2.4,2.2,1.2,47,30,30,61,47,360,30,30,30,120
529,1.5,2.5,2.0,2.3,2.8,1.2,2.5,2.5,2.2,1.3,30,30,30,61,30,360,30,30,30,120
530,1.6,2.2,2.1,2.1,2.7,1.1,2.5,2.6,2.3,1.4,30,30,30,61,47,360,30,30,30,120
531,1.5,2.1,1.6,2.1,2.5,1.0,2.6,2.8,2.5,1.3,30,30,360,61,47,360,30,30,30,120
532,1.5,1.8,1.8,2.1,2.6,0.9,2.8,2.8,2.6,1.2,30,30,30,61,47,360,30,30,30,120
533,1.6,2.4,2.2,2.1,2.8,1.0,2.6,2.7,2.4,1.4,30,30,30,61,30,360,30,30,30,120
534,1.7,2.3,1.7,2.0,2.8,1.0,2.6,2.6,2.2,1.1,30,30,30,61,30,360,30,30,30,120
535,1.5,2.4,1.9,2.0,2.3,1.0,2.4,2.8,2.6,1.3,30,30,47,61,47,360,30,30,30,120
536,1.5,2.5,1.9,2.0,2.8,1.0,2.6,2.4,2.4,1.5,30,30,30,61,47,360,30,30,30,120
537,1.4,2.4,2.0,1.9,2.6,1.0,2.6,2.7,2.3,1.3,30,30,30,61,30,360,30,30,30,120
538,1.5,2.2,1.9,2.3,2.5,1.2,2.5,2.6,2.1,1.2,30,30,360,61,47,360,30,30,30,120
539,1.4,1.9,1.8,2.2,2.6,0.9,2.6,2.7,2.5,1.4,30,30,30,61,47,360,30,30,30,120
540,1.4,2.4,2.3,2.1,2.8,1.1,2.6,2.7,2.4,1.4,30,30,30,61,30,360,30,30,30,120
541,1.7,2.4,2.0,2.1,2.9,1.0,2.8,2.9,2.4,1.3,30,30,30,61,47,120,30,30,30,120
542,1.8,1.9,1.8,2.0,2.7,1.0,2.7,2.8,2.4,1.2,30,30,47,61,47,360,30,30,30,120
543,1.5,2.3,2.1,2.1,2.6,1.1,2.4,2.4,2.4,1.4,30,30,30,61,47,360,30,30,30,120
544,1.5,2.3,2.1,2.2,2.7,1.0,2.5,2.4,2.4,1.3,30,30,30,61,30,360,30,30,30,120
545,1.6,2.2,1.8,2.2,2.8,1.2,2.7,2.8,2.5,1.5,30,30,360,61,47,360,30,30,30,120
546,1.5,2.2,2.1,2.2,2.9,1.0,2.8,2.6,2.3,1.4,61,30,30,61,47,360,30,30,30,120
547,1.5,2.5,2.1,1.9,2.7,1.0,2.6,2.6,2.4,1.3,30,30,30,61,30,360,30,30,30,120
548,1.6,2.0,1.6,2.2,2.6,1.0,2.7,2.8,2.3,1.2,30,30,120,61,47,120,30,30,30,120
549,1.5,2.3,1.9,2.1,2.5,1.0,2.6,2.5,2.4,1.6,30,30,30,61,47,360,30,30,30,120
550,1.4,2.3,2.0,2.0,2.7,1.0,2.8,2.5,2.5,1.6,30,30,30,61,30,360,30,30,30,120
551,1.5,2.0,1.9,2.1,2.5,1.0,2.6,2.7,2.3,1.5,30,30,360,61,30,360,30,30,30,120
552,1.5,2.1,1.8,2.0,2.6,1.1,2.5,2.7,2.4,1.3,30,360,360,61,47,360,30,30,30,120
553,1.5,2.3,2.0,2.1,2.8,1.0,2.7,2.5,2.4,1.5,30,30,30,61,30,360,30,30,30,120
554,1.6,2.2,2.0,2.0,2.8,0.9,2.7,2.7,2.3,1.3,30,30,360,61,30,360,30,30,30,120
555,1.7,2.3,2.1,2.2,2.4,1.0,2.7,2.8,2.5,1.1,30,360,360,61,47,360,30,30,30,120
556,1.5,2.3,2.1,2.2,2.7,1.1,2.6,2.6,2.6,1.2,47,30,30,61,47,360,30,30,30,120
557,1.5,2.2,2.0,2.1,2.7,1.0,2.7,2.6,2.3,1.3,30,30,30,61,30,360,30,30,30,120
558,1.6,2.6,2.1,2.1,2.8,1.1,2.6,2.5,2.3,1.2,30,30,360,61,47,360,30,30,30,120
559,1.6,2.4,1.8,2.1,2.4,1.0,2.5,2.6,2.5,1.4,30,30,120,61,47,360,30,30,30,120
560,1.4,2.6,2.2,2.0,2.8,1.1,2.5,2.5,2.5,1.4,61,30,30,61,47,120,30,61,30,120
561,1.7,3.0,2.1,2.7,2.9,1.2,3.0,2.9,2.7,1.5,31,31,31,31,31,120,63,63,31,120
562,1.8,2.9,2.3,2.7,3.1,1.2,3.1,3.1,2.7,1.6,31,31,31,31,31,120,63,31,31,120
563,1.8,3.1,2.0,2.6,2.9,1.1,2.7,2.8,2.8,1.5,31,31,31,31,31,120,31,31,31,120
564,1.8,3.3,2.5,2.8,2.9,1.1,3.0,2.7,2.8,1.5,31,31,31,31,31,120,63,31,31,120
565,1.9,3.6,2.5,3.4,2.9,1.2,2.9,2.4,2.6,1.6,32,32,32,32,32,360,64,32,32,32
566,2.0,3.4,2.2,3.7,2.9,1.1,2.8,2.1,2.7,1.6,32,32,360,32,32,360,65,65,32,120
567,2.1,3.4,2.5,3.7,2.9,1.1,2.8,2.1,2.7,1.5,32,32,32,32,32,360,65,32,32,32
568,2.1,3.5,2.0,3.7,2.7,1.0,3.0,2.1,2.8,1.4,32,32,32,32,32,360,65,120,32,120
569,2.1,3.5,2.1,3.7,3.1,0.9,2.8,2.3,2.7,1.5,32,32,32,32,32,360,65,120,32,32
570,2.2,3.3,2.2,3.8,2.9,1.0,2.8,2.0,2.9,1.4,32,32,32,32,32,360,65,120,32,32
571,2.2,3.6,2.2,4.0,3.1,1.1,2.8,2.1,2.8,1.5,32,32,32,32,32,360,65,120,32,32
572,2.0,3.8,2.2,3.8,3.2,1.2,2.7,2.2,2.8,1.4,32,32,32,32,32,360,65,120,32,32
573,2.4,3.5,2.2,4.0,3.3,1.0,2.8,2.2,3.0,1.5,32,32,47,32,32,360,65,65,32,32
574,2.2,3.5,2.2,3.9,3.1,1.0,2.8,2.0,2.8,1.6,32,32,32,32,32,360,65,120,32,32
575,2.3,4.0,2.3,4.1,3.3,1.2,2.8,2.2,2.9,1.6,32,32,47,32,32,360,65,120,32,32
576,2.4,3.7,2.2,3.9,2.9,1.1,2.9,2.3,2.9,1.5,32,32,32,32,32,120,65,120,32,32
577,2.2,3.7,2.0,4.5,2.9,1.2,2.9,2.1,3.1,1.5,32,32,47,32,32,360,65,65,32,32
578,2.3,3.7,2.0,4.0,3.2,1.2,2.8,1.9,2.8,1.6,32,32,47,32,32,360,65,65,32,32
579,2.3,3.4,2.0,4.4,2.9,1.0,2.6,1.9,2.9,1.6,32,32,32,32,32,120,65,120,32,32
580,2.4,3.5,2.0,4.0,3.1,1.1,2.7,2.3,2.9,1.5,32,32,32,32,32,360,65,65,32,32
581,2.3,3.6,2.0,4.0,3.1,1.0,2.7,2.1,2.7,1.5,32,32,47,32,32,360,65,65,32,32
582,2.3,3.6,2.3,4.1,3.0,1.1,2.7,2.2,3.0,1.5,32,32,47,32,32,360,65,65,32,32
583,2.1,3.4,2.4,4.1,3.1,1.0,2.8,2.1,2.9,1.6,32,32,32,32,32,360,65,65,32,32
584,2.4,3.8,2.1,4.1,2.9,1.2,2.7,2.2,2.9,1.5,32,32,47,32,32,120,65,65,32,32
585,2.3,3.7,2.2,4.2,3.0,1.2,2.7,1.9,3.0,1.6,32,32,47,32,32,120,65,65,32,32
586,2.3,3.4,2.1,4.0,2.8,1.0,2.8,2.4,3.2,1.5,32,32,32,32,32,360,65,65,32,32
587,2.3,3.5,2.2,4.2,3.0,1.0,2.5,2.0,2.8,1.4,32,32,47,32,32,360,65,65,32,32
588,2.5,3.5,2.0,4.2,3.0,0.9,2.7,2.1,2.9,1.5,32,32,32,32,32,360,65,65,32,32
589,2.3,3.6,2.0,4.2,3.1,1.0,2.6,2.0,3.1,1.5,32,32,32,32,32,360,65,65,32,32
590,2.5,3.8,2.2,4.7,3.0,1.0,2.7,2.2,2.9,1.6,32,32,47,32,32,360,65,65,32,120
591,2.4,3.5,2.2,4.1,3.0,0.9,2.7,1.9,2.8,1.7,32,32,47,32,32,360,65,65,32,120
592,2.2,3.7,1.9,4.1,3.0,1.1,2.8,2.4,3.1,1.6,32,32,47,32,32,360,65,65,32,120
593,2.4,3.5,1.9,4.2,3.1,1.0,2.8,2.1,2.8,1.6,32,32,47,32,32,360,65,65,32,120
594,2.4,3.6,2.0,4.2,3.2,1.0,3.0,2.0,3.0,1.8,32,32,47,32,32,120,65,65,32,120
595,2.2,3.8,2.2,4.1,3.4,1.1,2.8,2.1,3.1,1.7,32,32,47,32,32,120,65,120,32,120
596,2.2,3.7,2.1,4.1,2.8,1.1,2.7,2.3,2.9,1.6,32,32,120,32,32,120,65,120,32,120
597,2.2,3.5,2.1,4.1,2.9,1.1,2.8,2.0,3.0,1.3,32,32,47,32,32,120,65,120,32,120
598,2.3,3.4,2.2,4.2,3.1,1.1,2.8,2.3,2.9,1.5,32,32,32,32,32,120,65,120,32,120
599,2.2,3.8,2.2,4.1,3.1,1.2,2.8,2.4,2.9,1.7,32,32,120,32,32,120,65,120,32,32
600,2.5,3.6,2.1,4.2,3.0,1.1,2.8,2.1,2.9,1.6,32,32,120,32,32,120,65,120,32,32
601,2.4,3.6,2.1,4.1,3.1,1.1,2.8,2.1,2.9,1.6,32,32,47,32,32,120,65,120,32,32
602,2.4,3.7,1.8,4.2,3.0,1.1,2.6,2.0,2.9,1.5,32,32,47,32,32,120,65,120,32,32
603,2.4,3.5,2.3,4.2,3.0,1.2,2.7,2.0,2.8,1.7,32,32,47,32,32,360,65,65,32,32
604,2.4,3.4,2.3,4.1,3.0,1.0,2.8,1.8,2.8,1.4,32,32,47,32,32,360,65,65,32,32
605,2.4,3.5,2.2,4.3,3.2,1.2,2.7,2.0,2.9,1.7,32,32,47,32,32,360,65,65,32,32
606,2.4,3.6,2.0,4.2,2.8,1.1,2.6,2.1,2.8,1.7,32,32,47,32,32,360,65,65,32,32
607,2.4,3.7,2.0,4.3,3.3,1.1,2.8,2.0,3.0,1.5,32,32,47,32,32,120,65,65,32,32
608,2.3,3.5,2.0,4.4,3.1,1.0,2.8,2.0,3.0,1.6,32,32,47,32,32,120,65,65,32,32
609,2.5,3.6,1.9,4.6,3.0,1.1,2.7,1.9,3.0,1.5,32,32,32,32,32,360,65,65,32,32
610,2.5,3.8,2.2,4.5,3.3,1.0,2.5,1.9,2.9,1.6,32,32,47,32,32,360,65,65,32,32
611,2.6,3.4,2.1,4.8,2.8,1.0,2.9,1.9,3.1,1.6,33,33,47,33,33,360,65,360,33,33
612,2.5,3.4,1.9,4.8,2.9,1.0,3.0,1.6,3.2,2.0,33,33,47,33,33,360,67,360,33,120
613,2.6,3.3,1.9,4.9,3.0,1.0,3.1,2.2,3.0,1.7,33,33,47,33,33,360,67,360,33,33
614,2.5,3.6,1.9,4.9,2.9,1.1,2.9,1.8,2.8,1.9,33,33,47,33,33,360,67,360,33,33
615,2.6,3.5,2.1,4.8,3.0,1.0,3.0,1.9,3.0,1.9,33,33,47,33,33,360,67,360,33,33
616,2.7,3.5,2.1,4.8,3.0,1.1,3.0,1.9,2.9,1.7,33,33,360,33,33,360,67,360,33,120
617,2.7,3.5,2.0,5.6,2.7,1.1,2.9,1.8,3.1,1.8,33,33,360,33,33,360,67,120,33,33
618,2.6,3.5,1.9,4.7,2.8,1.1,2.8,1.6,2.9,1.8,33,33,120,33,33,360,67,120,33,33
619,2.6,3.5,2.0,5.1,3.0,1.2,2.8,1.4,2.8,1.8,33,33,120,33,33,120,67,120,33,33
620,2.6,3.7,1.9,4.9,3.0,1.1,2.8,1.8,2.9,1.7,33,33,120,33,33,120,67,120,33,33
621,2.8,3.5,2.0,5.0,2.9,1.0,2.9,1.5,2.9,1.9,33,33,120,33,33,120,67,120,33,33
622,2.7,3.8,2.1,4.9,3.1,1.1,3.0,1.5,2.9,1.7,33,33,120,33,33,120,67,120,33,33
623,2.7,3.3,2.1,4.9,2.9,1.0,2.9,1.5,3.0,1.7,33,33,47,33,33,120,67,120,33,33
624,2.9,3.3,2.2,5.0,3.0,1.1,2.8,1.5,2.9,1.8,33,33,47,33,33,360,67,120,33,33
625,2.7,3.4,2.1,5.0,3.1,1.0,2.8,1.6,3.0,1.8,33,33,47,33,33,360,67,360,33,33
626,2.6,3.3,1.9,5.0,2.8,1.1,2.9,1.7,2.9,1.9,34,34,47,34,34,360,68,360,34,34
627,2.7,3.2,1.9,5.1,2.7,1.0,2.9,1.7,3.1,1.5,34,34,47,34,34,360,69,360,34,34
628,2.9,3.2,1.7,5.3,2.7,1.0,2.9,1.6,3.0,1.7,34,34,47,34,34,360,69,360,34,34
629,2.8,3.4,2.0,5.4,2.7,1.0,2.8,1.5,3.0,1.6,34,34,47,34,34,360,69,360,34,34
630,2.9,3.3,2.0,5.4,2.7,1.1,3.1,1.9,2.9,1.9,34,34,47,34,34,360,69,360,34,34
631,2.6,3.2,1.7,5.5,2.7,1.0,3.0,1.6,3.1,1.7,34,34,47,34,34,360,69,360,34,34
632,2.8,3.3,2.0,5.5,2.7,1.0,2.9,1.6,3.2,1.8,34,34,47,34,34,360,69,360,34,34
633,2.9,3.6,1.9,5.6,2.7,1.0,2.9,1.7,3.1,1.7,34,34,47,34,34,360,69,360,34,120
634,2.7,3.3,2.0,5.4,2.9,1.2,3.1,1.9,3.1,2.0,34,34,47,34,34,360,69,360,34,34
635,2.9,3.3,1.9,5.4,3.2,0.9,3.1,1.8,3.2,2.0,34,34,47,34,34,360,69,120,34,34
636,3.0,3.2,2.1,5.4,2.7,1.2,3.1,1.9,3.0,1.8,34,34,47,34,34,360,69,120,34,120
637,2.8,3.7,2.1,5.5,2.7,1.1,2.9,1.9,3.0,2.0,34,34,360,34,34,360,69,360,34,120
638,2.9,3.4,2.3,5.4,2.8,1.2,3.1,2.0,3.0,1.9,34,34,120,34,34,120,69,120,34,120
639,2.8,3.5,2.2,5.5,2.6,1.3,3.1,1.7,3.0,2.0,34,34,120,34,34,120,69,120,34,34
640,3.0,3.4,2.1,5.5,2.9,1.2,3.2,1.8,3.1,2.0,34,34,120,34,34,120,69,120,34,34
641,2.9,3.4,2.1,5.6,2.8,1.2,3.1,2.0,3.1,2.2,34,34,120,34,34,120,69,120,34,34
642,2.9,3.6,2.1,5.5,2.6,1.2,3.1,1.9,3.1,1.9,34,34,120,34,34,120,69,120,34,34
643,2.9,3.4,2.0,5.5,2.7,1.2,3.1,1.7,3.0,2.0,34,34,120,34,34,120,69,120,34,34
644,3.0,3.2,2.1,5.5,2.9,1.2,3.1,1.6,2.9,2.0,34,34,120,34,34,120,69,120,34,34
645,3.0,3.4,1.8,5.5,2.7,1.1,3.0,1.8,3.1,1.6,34,34,47,34,34,360,69,360,34,34
646,3.0,3.4,2.1,5.7,2.9,1.0,3.0,1.8,3.1,1.7,34,34,47,34,34,360,69,360,34,34
647,3.0,3.3,2.1,5.5,2.7,1.0,3.1,1.8,3.0,1.6,34,34,47,34,34,360,69,360,34,34
648,3.0,3.5,1.8,5.5,2.5,1.1,2.9,1.5,3.3,1.8,34,34,47,34,34,360,69,360,34,34
649,3.0,3.3,2.1,5.5,2.6,1.2,2.9,1.5,3.1,1.8,34,34,47,34,34,360,69,360,34,34
650,2.9,3.2,1.9,5.6,2.8,1.1,3.0,1.6,2.9,1.5,34,34,47,34,34,360,69,34,34,34
