CH Name,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R,D_정면,D_측면,D_1R,D_2R,D_3R,S_정면,S_측면,S_1R,S_2R,S_3R
CH No.,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26,CH17,CH18,CH19,CH20,CH21,CH22,CH23,CH24,CH25,CH26
207,3.1,3.9,2.4,5.3,3.8,0.9,2.2,2.4,2.8,1.7,32,32,47,32,32,360,32,32,32,32
208,2.9,3.9,2.5,4.9,3.6,0.9,2.1,2.2,2.7,1.4,32,32,47,32,32,360,32,32,32,32
209,3.0,4.2,2.6,5.4,3.7,0.9,2.4,2.6,3.0,1.5,32,32,47,32,32,120,32,32,32,32
210,3.0,4.2,2.8,5.6,3.4,0.9,2.3,2.2,2.7,1.5,33,33,47,33,33,360,33,33,33,33
211,3.5,4.0,2.8,6.5,3.1,1.0,2.5,2.4,2.9,1.1,35,35,47,35,47,120,35,35,35,120
212,3.7,3.5,2.3,6.9,3.0,1.0,2.4,2.4,3.1,0.9,37,37,47,37,47,120,37,18,37,120
213,3.7,3.6,2.2,6.7,2.9,0.9,2.5,2.3,3.4,1.0,36,36,47,36,47,120,36,18,36,120
214,3.8,3.8,2.3,7.2,3.2,0.9,2.5,2.4,3.1,1.1,36,36,47,36,47,360,36,18,36,120
215,3.8,3.9,2.5,7.6,3.4,0.9,2.3,2.4,3.2,1.0,36,36,47,36,47,360,36,18,36,120
216,3.8,3.8,2.4,7.0,2.8,0.9,2.4,2.3,3.2,1.0,36,36,47,36,47,360,36,18,36,120
217,3.8,3.8,2.5,7.2,3.1,1.0,2.8,2.6,3.3,1.0,36,36,47,36,47,360,36,18,36,120
218,4.1,3.8,2.5,7.4,3.2,0.8,2.5,2.4,3.3,1.0,36,36,47,36,47,360,36,18,36,120
219,4.3,3.8,2.2,7.3,3.4,0.9,2.6,2.5,3.3,1.2,36,36,47,36,47,360,36,18,36,120
220,4.1,3.7,2.2,7.5,3.2,0.9,2.4,2.3,3.5,1.0,36,36,47,36,47,360,36,18,36,120
221,4.2,3.8,2.5,7.6,3.0,0.9,2.5,2.7,3.6,1.0,36,36,47,36,47,360,36,18,36,120
222,4.3,3.7,2.4,7.7,2.9,1.0,2.5,2.4,3.7,1.0,36,36,47,36,47,360,36,18,36,120
223,4.3,3.8,2.5,7.5,2.9,0.8,2.7,2.6,3.7,1.0,36,36,47,36,47,360,36,18,36,120
224,4.3,4.0,2.3,7.9,3.5,0.9,2.5,2.5,3.7,1.0,36,36,47,36,47,360,36,18,36,120
225,4.3,3.9,2.5,7.6,3.2,0.9,2.5,2.3,3.7,1.1,36,36,47,36,47,360,36,18,36,120
226,4.2,4.1,2.3,7.9,3.1,0.9,2.4,2.3,3.6,1.1,36,36,47,36,47,360,36,18,36,120
227,4.5,3.9,2.5,8.2,3.4,1.0,2.6,2.7,4.0,1.0,36,36,47,36,47,360,36,18,36,120
228,4.5,4.3,2.3,8.0,2.9,0.9,2.3,2.4,3.8,1.1,36,36,47,36,47,360,36,18,36,120
229,4.5,4.1,2.5,8.3,3.0,0.9,2.5,2.3,3.6,1.1,36,36,47,36,47,360,36,18,36,120
230,4.5,3.9,2.3,7.9,3.2,1.0,2.3,2.6,3.6,1.1,36,36,47,36,47,360,36,18,36,120
231,4.7,4.1,2.2,8.3,3.2,0.9,2.5,2.6,3.9,1.1,36,36,47,36,47,360,36,18,36,120
232,4.6,4.1,2.3,8.2,3.1,0.9,2.4,2.2,3.8,1.1,36,36,47,36,47,120,36,18,36,120
233,4.7,3.9,2.4,8.1,3.2,0.9,2.5,2.5,3.9,1.1,36,36,47,36,47,360,36,18,36,120
234,4.7,4.0,2.4,8.3,3.5,0.9,2.8,2.8,4.2,1.0,36,36,47,36,47,360,36,18,36,120
235,4.5,4.1,2.4,8.2,3.2,0.9,2.5,2.7,3.8,1.0,36,36,47,36,47,360,36,18,36,120
236,4.5,4.0,2.2,8.2,3.0,0.9,2.4,2.4,4.0,1.2,36,36,47,36,47,360,36,18,36,120
237,4.7,3.8,2.5,8.3,2.9,0.8,2.5,2.3,4.0,1.0,36,36,47,36,47,360,36,18,36,120
238,4.4,3.9,2.6,8.1,2.8,0.8,2.6,2.8,3.9,1.0,36,36,47,36,47,360,36,18,36,120
239,4.5,3.8,2.5,8.1,3.2,0.9,2.4,2.6,3.9,1.0,36,36,47,36,47,120,36,18,36,120
240,4.6,4.1,2.3,8.5,3.1,0.8,2.4,2.6,4.0,1.0,36,36,47,36,47,360,36,18,36,120
241,4.8,4.3,2.5,8.2,3.4,0.9,2.5,2.5,4.1,1.3,36,36,47,36,47,360,36,18,36,120
242,4.8,4.1,2.3,8.3,3.3,0.9,2.5,2.5,4.1,1.2,36,36,47,36,47,360,36,18,36,120
243,4.7,3.9,2.5,8.2,3.2,0.9,2.5,2.6,4.2,1.0,36,36,47,36,47,360,36,18,36,120
244,4.6,4.0,2.4,8.2,3.1,0.9,2.4,2.4,4.1,1.1,36,36,47,36,47,360,36,36,36,120
245,4.6,4.1,2.4,8.2,3.1,0.9,2.4,2.4,4.0,1.1,36,36,47,36,47,360,36,18,36,120
246,4.6,4.2,2.5,8.3,3.3,0.9,2.4,2.4,4.0,1.2,36,36,47,36,47,360,36,18,36,120
247,4.4,4.0,2.6,8.2,3.1,0.9,2.5,2.5,4.0,1.1,36,36,47,36,47,360,36,18,36,120
248,4.4,4.3,2.3,8.1,3.0,0.9,2.5,2.5,3.8,1.0,36,36,47,36,47,360,36,18,36,120
249,4.3,4.1,2.3,7.9,3.2,1.0,2.3,2.5,3.7,1.0,36,36,47,36,47,360,36,18,36,120
250,4.6,4.0,2.5,7.9,3.1,0.9,2.5,2.7,3.9,1.1,36,36,47,36,47,120,36,18,36,120
251,4.6,4.1,2.3,8.1,3.0,0.9,2.7,2.6,3.9,1.3,36,36,47,36,47,120,36,18,36,120
252,4.4,4.1,2.4,8.2,2.9,0.9,2.6,2.6,3.9,1.1,36,36,47,36,47,120,36,18,36,120
253,4.4,4.1,2.5,7.9,3.0,1.0,2.4,2.6,3.9,1.0,36,36,47,36,47,120,36,18,36,120
254,4.7,3.9,2.5,8.2,2.8,1.0,2.4,2.6,4.0,1.1,36,36,47,36,47,360,36,18,36,120
255,4.5,4.1,2.3,8.1,2.9,0.9,2.4,2.6,3.8,1.1,36,36,47,36,47,360,36,18,36,120
256,4.4,4.0,2.6,8.2,3.4,0.9,2.3,2.5,3.9,1.2,36,36,47,36,47,360,36,18,36,120
257,4.5,3.9,2.4,8.4,3.4,0.9,2.3,2.3,3.9,1.1,36,36,47,36,47,360,36,18,36,120
258,4.5,4.1,2.3,8.0,3.3,0.9,2.5,2.8,4.0,1.1,36,36,47,36,47,360,36,18,36,120
259,4.5,3.9,2.4,8.1,3.4,0.8,2.4,2.6,3.8,1.1,36,36,47,36,47,360,36,18,36,120
260,4.4,4.0,2.5,7.9,2.7,0.9,2.4,2.4,3.8,1.2,36,36,47,36,47,360,36,18,36,120
261,4.1,3.6,2.6,7.5,2.8,0.9,2.5,2.7,3.7,1.4,38,38,47,38,47,360,37,19,38,120
262,3.4,3.1,2.5,6.2,2.5,0.9,2.1,2.2,2.8,1.1,40,40,40,40,47,360,40,20,40,120
263,3.6,3.1,2.5,6.3,2.5,0.9,1.7,2.1,2.8,1.1,41,41,41,41,47,120,41,20,41,120
264,3.5,3.2,2.6,6.5,2.5,0.9,1.7,2.3,2.8,1.1,40,40,40,40,47,120,40,20,40,120
265,3.5,3.3,2.6,6.5,2.5,0.9,1.8,2.1,3.1,1.1,40,40,40,40,47,120,40,20,40,120
266,3.6,3.1,2.7,6.5,2.6,0.9,1.7,2.2,2.9,1.3,40,40,40,40,47,120,40,20,40,120
267,3.5,3.2,2.6,6.6,2.4,1.0,1.7,2.1,2.9,1.0,40,40,40,40,47,120,40,20,40,120
268,3.7,3.3,2.8,6.6,2.5,1.0,1.9,2.3,3.0,1.0,40,40,40,40,47,120,40,20,40,120
269,3.6,3.1,2.6,6.6,2.8,1.0,1.7,2.1,2.9,1.2,40,40,40,40,47,120,40,20,40,120
270,3.6,3.1,2.8,6.7,2.6,0.9,1.7,2.2,2.9,1.1,40,40,40,40,47,120,40,20,40,120
271,3.6,3.3,2.8,6.6,2.5,0.9,1.6,2.1,2.9,1.1,40,40,40,40,47,120,40,20,40,120
272,3.7,3.2,2.9,6.6,2.5,1.0,1.5,2.1,3.0,1.1,40,40,40,40,47,120,40,20,40,120
273,3.7,3.1,2.7,6.7,2.5,1.0,1.6,2.4,3.0,1.0,40,40,40,40,47,120,40,20,40,120
274,3.7,3.1,2.6,6.7,2.6,0.9,1.7,2.3,2.9,1.2,40,40,40,40,47,120,40,20,40,120
275,3.7,3.3,2.9,6.9,2.6,0.8,1.7,2.0,3.1,1.2,40,40,40,40,47,120,40,20,40,120
276,3.6,3.3,2.6,6.8,2.6,0.8,1.5,2.1,3.0,1.2,40,40,47,40,47,360,40,20,40,120
277,3.6,3.3,2.6,6.8,2.7,0.9,1.7,2.1,3.1,1.2,40,40,40,40,47,360,40,20,40,120
278,3.7,3.1,2.6,6.7,2.4,0.9,2.0,2.5,3.1,1.1,40,40,40,40,47,360,40,20,40,120
279,3.6,3.2,2.6,6.9,2.7,0.9,1.7,2.2,3.1,1.1,40,40,40,40,47,360,40,20,40,120
280,3.7,3.2,2.7,6.8,2.7,1.0,1.5,2.0,3.0,1.1,40,40,40,40,47,360,40,20,40,120
281,3.7,3.1,2.6,6.7,2.5,1.0,1.8,2.4,3.1,1.2,40,40,40,40,47,360,40,20,40,120
282,3.7,3.2,2.7,6.9,2.4,0.8,1.5,2.0,3.1,1.2,40,40,47,40,47,360,40,20,40,120
283,3.7,3.2,2.7,6.7,2.7,0.9,1.5,2.1,3.2,1.2,40,40,40,40,47,360,40,20,40,120
284,3.7,3.2,2.7,7.0,2.7,0.9,1.7,2.1,3.1,1.1,40,40,47,40,47,360,40,20,40,120
285,3.8,3.2,2.5,6.8,2.7,0.9,1.6,2.2,3.0,1.2,40,40,40,40,47,360,40,20,40,120
286,3.7,3.2,2.7,6.8,2.6,0.9,1.6,2.4,3.1,1.2,40,40,40,40,47,360,40,20,40,120
287,3.7,3.2,2.7,6.8,2.3,0.8,1.6,2.2,3.1,1.2,40,40,40,40,47,360,40,20,40,120
288,3.6,3.1,2.5,6.9,2.6,0.9,1.5,2.1,3.1,1.1,40,40,40,40,47,360,40,20,40,120
289,3.7,3.2,2.5,6.7,2.5,0.9,1.6,2.3,3.3,1.3,40,40,40,40,47,360,40,20,40,120
290,3.6,3.3,2.7,6.7,2.4,0.9,2.0,2.3,3.2,1.2,40,40,40,40,47,360,40,20,40,120
291,3.8,3.1,2.7,6.8,2.7,0.9,1.8,2.2,3.2,1.6,40,40,40,40,47,360,40,20,40,120
292,3.7,3.2,2.6,6.6,2.6,0.9,1.7,2.3,3.2,1.1,40,40,47,40,47,360,40,20,40,120
293,3.7,3.2,2.6,6.7,2.5,0.9,1.7,2.3,3.1,1.2,40,40,40,40,47,360,40,20,40,120
294,3.7,3.4,2.7,6.9,2.5,0.8,1.8,2.2,3.1,1.1,40,40,40,40,47,360,40,20,40,120
295,3.7,3.2,2.7,6.9,2.8,0.9,1.7,2.4,2.9,1.0,40,40,40,40,47,360,40,20,40,120
296,3.7,3.4,2.7,6.7,2.5,1.0,1.6,2.7,3.0,1.4,40,40,47,40,47,360,40,20,40,120
297,3.8,3.1,2.6,6.5,2.4,1.0,1.8,2.2,3.0,1.2,40,40,40,40,47,120,40,20,40,120
298,3.6,3.4,2.7,6.6,2.6,0.9,1.5,2.4,3.0,1.2,40,40,40,40,47,360,40,20,40,120
299,3.6,3.3,2.8,7.0,2.8,1.3,1.7,2.2,3.0,1.3,40,40,47,40,47,360,40,20,40,120
300,3.6,3.1,2.8,6.8,2.8,1.1,1.7,2.3,3.1,1.3,40,40,40,40,47,360,40,20,40,120
301,3.6,3.4,2.9,6.7,2.6,1.1,1.6,2.3,3.2,1.2,40,40,40,40,47,120,40,20,40,120
302,3.7,3.2,2.9,6.5,2.8,1.0,1.7,2.2,3.2,1.5,40,40,47,40,47,120,40,20,40,120
303,3.5,3.3,2.8,6.8,2.7,1.0,1.6,2.4,3.1,1.3,40,40,40,40,47,120,40,20,40,120
304,3.7,3.5,2.7,7.0,2.6,1.1,1.8,2.4,2.8,1.2,40,40,40,40,47,120,40,20,40,120
305,3.9,3.4,2.8,6.7,2.7,1.0,1.7,2.4,3.0,1.3,40,40,40,40,47,120,40,20,40,120
306,3.7,3.1,2.7,6.8,2.8,1.1,1.8,2.2,2.8,1.3,40,40,40,40,47,120,40,20,40,120
307,3.7,3.1,2.7,6.7,2.8,1.1,1.6,2.4,2.9,1.3,40,40,40,40,47,120,40,20,40,120
308,3.7,3.2,2.9,7.3,2.8,1.2,1.6,2.4,3.0,1.2,40,40,47,40,47,120,40,20,40,120
309,3.7,3.5,2.9,6.8,2.7,1.2,1.8,2.4,3.0,1.2,40,40,40,40,47,120,40,20,40,120
310,3.7,3.4,3.1,6.6,2.7,1.1,1.6,2.4,2.9,1.4,41,41,41,41,47,120,41,120,41,120
311,3.4,3.0,3.1,6.2,2.2,1.3,2.0,2.0,2.8,1.0,43,43,43,43,47,120,43,120,43,120
312,2.9,2.8,3.2,5.5,2.3,1.0,1.9,2.2,2.4,1.2,45,45,45,45,47,120,45,120,45,120
313,2.8,2.9,3.4,5.8,2.8,1.3,2.1,2.3,2.7,1.2,44,44,44,44,47,120,44,120,44,120
314,3.0,2.8,3.1,5.8,2.5,1.1,2.0,2.2,2.5,0.9,44,44,44,44,47,120,44,22,44,120
315,2.8,2.9,3.2,5.7,2.5,1.0,2.2,2.3,2.7,1.1,44,44,44,44,47,360,44,22,44,120
316,2.9,3.0,3.4,5.9,2.3,1.0,1.9,2.1,2.6,1.2,44,44,44,44,47,360,44,22,44,120
317,2.9,3.0,3.0,5.8,2.5,1.0,1.8,1.9,2.6,1.2,44,44,44,44,47,360,44,22,44,120
318,2.8,2.9,3.3,5.8,2.4,1.1,1.9,2.0,2.6,1.0,44,44,44,44,47,360,44,22,44,120
319,2.9,3.3,3.2,5.8,2.7,1.1,2.0,2.1,2.5,0.9,44,44,44,44,47,360,44,22,44,120
320,2.8,2.9,3.0,5.8,2.5,1.0,2.0,2.2,2.5,1.1,44,44,44,44,47,360,44,22,44,120
321,2.8,3.1,3.3,5.8,2.3,1.0,2.1,2.2,2.8,1.2,44,44,44,44,47,360,44,22,44,120
322,2.8,3.0,3.0,5.8,2.4,1.1,2.0,2.0,2.6,1.2,44,44,44,44,47,360,44,22,44,120
323,2.8,2.9,3.0,5.8,2.7,1.1,2.0,2.0,2.6,1.1,44,44,44,44,47,360,44,22,44,120
324,2.8,3.2,3.2,6.1,2.3,1.0,2.1,1.9,2.8,1.3,44,44,44,44,47,120,44,22,44,120
325,2.9,2.9,3.2,5.7,2.2,1.1,1.8,2.3,2.4,1.1,44,44,44,44,47,360,44,22,44,120
326,3.0,2.9,3.1,5.9,2.6,1.0,1.8,2.0,2.5,1.3,44,44,44,44,47,120,44,22,44,120
327,2.9,3.1,3.2,5.8,2.6,1.1,1.9,2.2,2.6,1.2,44,44,44,44,47,360,44,22,44,120
328,3.1,2.9,3.1,5.8,2.4,1.1,1.8,2.1,2.6,1.0,44,44,44,44,47,360,44,22,44,120
329,2.9,2.9,3.3,5.7,2.2,1.1,1.9,2.1,2.7,1.0,44,44,44,44,47,360,44,22,44,120
330,2.9,2.9,3.4,5.7,2.2,1.1,2.0,2.2,2.6,1.1,44,44,44,44,47,360,44,22,44,120
331,2.9,3.0,3.0,5.6,2.4,1.2,1.8,2.1,2.6,1.2,44,44,44,44,47,360,44,22,44,120
332,3.0,2.9,3.2,5.8,2.5,1.1,2.0,2.0,2.7,1.2,44,44,44,44,47,360,44,22,44,120
333,3.0,2.8,3.2,5.9,2.4,1.1,1.8,2.0,2.7,1.0,44,44,44,44,47,120,44,22,44,120
334,2.8,2.8,3.1,6.0,2.7,1.0,1.8,2.1,2.5,1.1,44,44,44,44,47,120,44,22,44,120
335,2.9,2.9,3.0,5.9,2.5,1.2,1.9,2.1,2.6,1.1,44,44,44,44,47,120,44,22,44,120
336,2.8,2.9,3.1,5.9,2.3,1.1,1.9,2.2,2.5,1.2,44,44,44,44,47,120,44,22,44,240
337,3.1,2.9,3.2,5.8,2.2,1.0,2.0,2.0,2.7,1.0,44,44,44,44,47,120,44,22,44,240
338,2.9,2.8,2.9,5.7,2.6,1.0,2.0,2.0,2.6,1.1,44,44,44,44,47,120,44,22,44,240
339,3.0,2.7,3.0,5.9,2.1,1.2,1.8,1.8,2.7,1.3,44,44,44,44,47,120,44,22,44,240
340,2.9,2.9,3.1,5.7,2.4,1.1,2.2,2.3,2.9,1.3,44,44,44,44,47,120,44,22,44,240
341,3.0,3.2,3.0,6.0,2.6,1.0,1.9,2.1,2.6,1.0,44,44,44,44,47,120,44,22,44,240
342,2.9,3.2,3.3,5.9,2.6,1.2,1.9,2.1,2.8,1.1,44,44,44,44,47,120,44,22,44,240
343,3.0,3.1,3.2,5.7,2.7,1.2,1.9,2.1,2.6,1.0,44,44,44,44,47,120,44,22,44,240
344,3.0,3.2,3.4,6.0,2.8,1.2,2.1,2.2,2.7,1.0,44,44,44,44,47,120,44,22,44,240
345,2.9,2.8,3.3,5.6,2.4,1.3,1.9,2.2,2.6,1.1,44,44,44,44,47,120,44,22,44,240
346,3.0,3.4,3.3,6.1,2.4,1.2,1.9,2.1,2.5,1.1,44,44,44,44,47,120,44,22,44,240
347,2.9,2.8,3.4,5.8,2.2,1.2,1.8,2.1,2.7,1.0,44,44,44,44,47,120,44,22,44,120
348,3.0,3.1,3.3,6.0,2.7,1.2,2.0,2.1,2.9,1.0,44,44,44,44,47,120,44,22,44,240
349,2.9,3.0,3.5,6.0,2.5,1.0,2.0,2.1,2.7,1.2,44,44,44,44,47,120,44,22,44,120
350,3.0,2.9,3.4,5.7,2.6,1.2,1.9,2.2,2.6,1.1,44,44,44,44,47,120,44,22,44,240
351,2.7,3.3,3.2,5.7,2.4,1.1,1.9,1.8,2.6,0.9,44,44,44,44,47,360,44,22,44,120
352,2.9,2.7,2.9,5.6,2.2,1.0,2.0,1.9,2.5,1.1,44,44,44,44,47,360,44,22,44,120
353,2.9,2.8,3.1,5.9,2.4,1.1,2.0,2.0,2.6,1.0,44,44,44,44,47,360,44,22,44,120
354,2.9,2.9,3.1,5.6,2.5,0.9,1.9,2.1,2.5,1.1,44,44,44,44,47,120,44,22,44,120
355,2.8,3.1,3.1,5.8,2.5,1.0,2.0,2.2,2.6,1.0,44,44,45,44,47,360,44,22,44,120
356,2.7,2.9,2.9,5.6,2.4,1.0,2.0,2.1,2.7,1.0,44,44,44,44,47,360,44,22,44,120
357,2.9,3.1,2.9,5.7,2.6,1.1,2.0,1.9,2.7,1.0,44,44,44,44,47,360,44,22,44,120
358,2.8,3.2,3.2,5.7,2.4,1.0,2.0,2.0,2.5,1.2,44,44,44,44,47,360,44,22,44,120
359,2.9,3.0,3.1,5.7,2.5,0.9,2.0,2.0,2.6,1.3,44,44,44,44,47,360,44,22,44,120
360,2.9,2.7,3.0,5.6,2.7,1.1,2.1,1.9,2.7,1.2,44,44,44,44,47,360,44,22,44,120
361,2.6,3.0,3.1,5.4,2.3,0.9,1.9,2.0,2.4,1.5,45,45,45,45,47,360,45,360,45,120
362,2.4,2.4,2.2,4.5,2.7,0.9,1.8,2.1,2.3,1.2,47,47,47,47,47,360,47,24,24,120
363,2.3,2.4,2.6,4.2,2.6,1.0,2.0,2.3,2.4,1.6,49,49,49,49,47,360,49,24,24,24
364,2.4,2.3,2.7,4.4,2.4,1.0,2.0,2.2,2.4,1.2,48,48,47,48,47,360,48,24,24,120
365,2.6,2.3,2.5,4.4,2.6,1.0,2.2,2.2,2.5,1.3,48,48,48,48,47,360,48,24,24,120
366,2.3,2.5,2.5,4.5,2.3,1.0,1.9,2.2,2.6,1.2,48,48,48,48,47,360,48,24,24,120
367,2.3,2.6,2.7,4.5,2.7,1.2,2.0,2.2,2.6,1.4,48,48,48,48,47,360,48,24,24,120
368,2.5,2.6,2.6,4.3,2.7,1.0,2.0,2.2,2.7,1.3,49,48,47,48,47,360,48,24,24,120
369,2.5,2.6,2.7,4.5,2.5,1.1,2.0,2.3,2.7,1.2,48,48,47,48,47,360,48,24,24,120
370,2.5,2.6,2.5,4.4,2.5,1.1,2.0,2.3,2.7,1.3,48,49,49,48,47,360,48,24,24,120
371,2.6,2.7,2.8,4.4,2.8,1.3,2.1,2.3,2.7,1.3,49,48,47,48,47,360,48,24,24,120
372,2.4,2.5,2.5,4.3,2.4,0.9,2.2,2.3,2.8,1.4,48,48,48,48,47,360,48,24,24,120
373,2.4,2.5,2.4,4.4,2.2,1.0,2.0,2.4,2.6,1.3,48,48,47,48,47,360,48,24,24,120
374,2.4,2.4,2.5,4.6,2.9,0.9,2.1,2.3,2.9,1.4,48,49,49,48,47,360,48,24,24,120
375,2.5,2.4,2.8,4.4,2.7,1.0,2.0,2.5,2.9,1.4,49,48,47,48,47,360,48,24,24,120
376,2.6,2.5,2.6,4.3,2.7,1.0,2.1,2.3,2.7,1.2,49,48,47,48,47,360,48,24,24,120
377,2.5,2.6,2.8,4.5,2.8,1.0,2.1,2.3,2.6,1.3,48,48,49,48,47,360,48,24,24,120
378,2.4,2.6,2.5,4.5,2.6,1.0,2.2,2.3,2.7,1.4,48,49,47,48,47,360,48,24,24,120
379,2.6,2.4,2.5,4.6,2.7,1.1,2.1,2.1,2.8,1.2,48,48,48,48,47,360,48,24,24,120
380,2.4,2.5,2.7,4.5,2.4,0.9,2.0,2.4,2.8,1.3,49,48,48,48,47,360,48,24,24,120
381,2.4,2.6,2.4,4.4,2.6,1.2,2.2,2.5,2.9,1.4,48,49,47,49,47,360,48,24,24,120
382,2.6,2.8,2.4,4.8,2.6,1.1,2.0,2.5,2.9,1.4,48,49,47,48,47,360,48,24,24,120
383,2.6,2.4,2.7,4.5,2.6,1.2,2.3,2.6,3.0,1.2,48,48,48,48,47,120,48,24,24,120
384,2.4,2.6,2.7,4.3,2.9,1.2,1.9,2.3,2.7,1.4,48,48,48,48,47,120,48,24,24,120
385,2.6,2.6,2.6,4.5,2.9,1.2,2.2,2.4,2.9,1.3,48,48,49,48,47,120,48,24,24,120
386,2.6,2.7,2.6,4.5,2.5,1.1,2.1,2.4,3.1,1.4,49,48,47,48,47,120,48,24,24,120
387,2.4,2.7,2.8,4.5,2.5,1.2,2.2,2.4,2.7,1.4,49,49,47,49,47,120,49,24,24,120
388,2.7,2.6,2.4,4.5,2.9,1.2,2.1,2.1,2.6,1.3,48,48,48,48,47,120,48,24,24,120
389,2.4,2.4,2.6,4.6,2.8,1.0,1.9,2.2,2.7,1.3,48,48,48,48,47,360,48,24,24,120
390,2.6,2.4,2.9,4.4,2.9,1.0,2.1,2.6,2.8,1.3,48,48,47,48,47,360,48,24,24,120
391,2.5,2.6,2.8,4.3,2.6,1.1,2.0,2.3,3.0,1.5,48,48,47,48,47,360,48,24,24,120
392,2.5,2.6,2.6,4.4,2.7,1.2,2.0,2.4,2.8,1.3,48,48,49,48,47,360,48,24,24,120
393,2.6,2.6,2.7,4.6,2.8,1.1,2.1,2.7,2.9,1.2,49,48,47,48,47,360,48,24,24,120
394,2.4,2.6,2.7,4.3,2.5,1.1,2.0,2.2,2.7,1.1,48,48,47,48,47,120,48,24,24,120
395,2.4,2.4,2.7,4.4,2.3,1.1,2.2,2.2,2.7,1.3,48,49,47,48,47,360,49,24,24,120
396,2.3,2.6,2.5,4.5,2.7,0.9,2.0,2.1,2.7,1.1,48,48,48,48,47,360,48,24,24,120
397,2.3,2.6,2.6,4.5,2.4,0.9,2.0,2.4,2.7,1.4,49,48,48,48,47,360,48,24,24,120
398,2.3,2.6,2.6,4.4,2.4,1.0,2.0,2.2,2.7,1.4,48,48,49,48,47,360,48,24,24,120
399,2.4,2.7,2.5,4.3,2.6,0.9,2.0,2.1,2.7,1.1,48,48,47,48,47,360,48,24,24,120
400,2.4,2.8,2.6,4.3,2.6,1.0,2.1,2.1,2.6,1.2,48,48,48,48,47,360,48,24,24,120
401,2.6,2.6,2.5,4.5,2.6,1.1,2.1,2.2,2.9,1.4,48,48,47,48,47,360,48,24,24,120
402,2.4,2.5,2.6,4.3,2.5,0.9,2.1,2.1,2.6,1.2,48,48,49,48,47,360,48,24,24,120
403,2.5,2.7,2.6,4.5,2.7,1.2,2.1,2.5,2.8,1.4,48,48,49,48,47,360,48,24,24,120
404,2.4,2.5,2.8,4.3,2.5,0.9,2.1,2.0,2.6,1.2,48,48,47,48,47,360,48,24,24,120
405,2.3,2.6,2.7,4.4,2.2,1.0,2.0,2.2,2.7,1.3,48,48,48,48,47,360,48,24,24,120
406,2.3,2.7,2.6,4.4,2.7,1.2,2.2,2.3,2.7,1.3,49,48,48,48,47,120,48,24,24,120
407,2.4,2.7,2.6,4.2,2.6,1.1,2.1,2.2,2.7,1.2,48,49,47,49,47,360,48,24,24,120
408,2.5,2.7,2.8,4.3,2.2,1.1,1.9,2.3,2.6,1.1,48,49,47,48,47,360,48,24,24,120
409,2.3,2.6,2.7,4.4,2.3,1.0,2.1,2.2,2.5,1.2,48,48,48,48,47,360,49,24,24,120
410,2.3,2.8,2.8,4.5,2.5,1.2,2.1,2.2,2.6,1.4,49,49,49,49,47,360,49,24,24,120
411,2.0,2.1,2.1,3.3,2.6,1.1,2.1,2.3,2.9,1.8,50,50,50,50,47,360,50,25,25,120
412,2.2,2.3,2.3,3.2,2.6,1.1,2.4,2.4,2.9,1.3,52,360,47,52,47,360,52,26,26,120
413,2.1,2.2,2.2,3.1,2.8,1.0,2.3,2.3,3.0,1.5,53,79,53,53,47,360,53,26,26,120
414,2.1,2.1,2.4,3.5,2.6,1.0,2.5,2.2,3.1,1.4,52,360,360,52,47,360,52,26,26,120
415,2.1,2.2,2.3,3.5,2.5,0.8,2.3,2.1,3.0,1.2,53,79,360,53,47,360,52,26,26,120
416,2.2,2.1,2.6,3.0,2.6,1.1,2.4,2.4,3.3,1.4,52,360,47,52,47,360,52,26,26,120
417,2.2,2.2,2.4,3.3,2.7,0.9,2.6,2.6,3.5,1.6,53,360,47,53,47,360,53,26,26,120
418,2.3,2.2,2.3,3.1,2.8,0.9,2.4,2.3,3.3,1.4,53,79,47,53,47,360,53,26,26,120
419,2.3,2.2,2.4,3.2,3.1,1.0,2.3,2.4,3.4,1.5,53,360,47,53,47,360,26,26,26,120
420,2.1,2.1,2.3,3.1,2.6,1.0,2.4,2.4,3.2,1.6,53,360,47,53,47,360,53,26,26,120
421,2.1,2.2,2.4,3.4,2.7,1.0,2.5,2.3,3.4,1.4,53,360,360,53,47,360,26,26,26,120
422,2.1,2.2,2.5,3.2,2.5,1.1,2.3,2.7,3.2,1.4,53,360,360,53,47,360,53,26,26,120
423,2.3,2.2,2.3,3.5,2.2,0.9,2.3,2.3,3.1,1.3,52,360,360,52,47,360,52,26,26,120
424,2.2,2.2,2.3,3.2,2.5,1.0,2.7,2.7,3.3,1.5,52,360,360,53,47,360,26,26,26,120
425,2.2,2.3,2.3,3.3,2.4,1.0,2.5,2.4,3.3,1.4,53,360,360,53,47,360,26,26,26,120
426,2.3,2.4,2.4,3.2,2.6,1.1,2.4,2.6,3.3,1.4,53,79,47,53,47,360,53,26,26,120
427,2.2,2.2,2.3,3.0,2.9,0.9,2.4,2.6,3.1,1.3,53,79,47,53,47,360,53,26,26,120
428,2.1,2.2,2.5,3.3,2.8,1.1,2.5,2.4,3.2,1.5,53,360,47,53,47,360,53,26,26,120
