CH Name,D_정면,D_측면,D_2R,D_5R,D_6R,D_manifold,S_정면,S_측면,S_2R,S_5R,S_7R,S_8R,D_정면,D_측면,D_2R,D_5R,D_6R,D_manifold,S_정면,S_측면,S_2R,S_5R,S_7R,S_8R
CH No.,CH17,CH18,CH19,CH20,CH21,CH25,CH26,CH27,CH28,CH29,CH30,CH31,CH17,CH18,CH19,CH20,CH21,CH25,CH26,CH27,CH28,CH29,CH30,CH31
1159,0.2,0.2,0.3,0.2,0.2,0.3,0.5,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1160,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1161,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.5,0.3,0.4,0.2,0.4,120,120,120,10,120,120,120,120,120,120,120,120
1162,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1163,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1164,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1165,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,9,120,120,120,120,120,120,120,120
1166,0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1167,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1168,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1169,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,9,120,120,120,120,120,120,120,120
1170,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1171,0.2,0.3,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1172,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.4,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1173,0.2,0.3,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,10,120,120,120,120,120,120,120,120
1174,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1175,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.4,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1176,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1177,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1178,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1179,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1180,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1181,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1182,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.5,0.3,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1183,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1184,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.5,0.2,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1185,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1186,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,10,120,120,120,120,120,120,120,120
1187,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,10,120,120,120,120,120,120,120,120
1188,0.2,0.2,0.4,0.2,0.3,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1189,0.2,0.2,0.3,0.2,0.2,0.3,0.5,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1190,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1191,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1192,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1193,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1194,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1195,0.3,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1196,0.2,0.2,0.3,0.3,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1197,0.3,0.2,0.3,0.2,0.2,0.2,0.5,0.5,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1198,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1199,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1200,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1201,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.6,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1202,0.2,0.2,0.3,0.3,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1203,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1204,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.6,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1205,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1206,0.2,0.2,0.3,0.2,0.2,0.3,0.5,0.5,0.3,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1207,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1208,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1209,0.2,0.2,0.3,0.2,0.3,0.3,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1210,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.4,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1211,0.3,0.3,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1212,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1213,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,9,120,120,120,120,120,120,120,120
1214,0.2,0.2,0.3,0.3,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1215,0.2,0.2,0.3,0.2,0.2,0.2,0.3,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1216,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.4,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1217,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1218,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1219,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1220,0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1221,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1222,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.4,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1223,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.4,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1224,0.2,0.2,0.3,0.2,0.2,0.2,0.5,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1225,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1226,0.2,0.2,0.3,0.3,0.2,0.3,0.4,0.4,0.3,0.4,0.3,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1227,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.5,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1228,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1229,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1230,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,9,120,120,120,120,120,120,120,120
1231,0.2,0.2,0.3,0.2,0.2,0.3,0.5,0.6,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1232,0.2,0.3,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1233,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1234,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1235,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1236,0.2,0.2,0.4,0.3,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,10,120,120,120,120,120,120,120,120
1237,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1238,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1239,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1240,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1241,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.5,0.3,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1242,0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1243,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.6,0.4,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1244,0.2,0.2,0.3,0.2,0.2,0.2,0.4,0.6,0.3,0.5,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1245,0.3,0.3,0.4,0.3,0.2,0.2,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1246,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.3,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1247,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1248,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1249,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.4,0.3,0.4,0.2,0.4,120,120,120,120,120,120,120,120,120,120,120,120
1250,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.5,0.3,0.4,0.3,0.5,120,120,60,9,120,120,120,120,120,120,120,120
1251,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.5,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1252,0.3,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1253,0.2,0.2,0.4,0.3,0.3,0.3,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1254,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1255,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1256,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1257,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,9,120,120,120,120,120,120,120,120
1258,0.2,0.3,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.4,0.3,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1259,0.2,0.2,0.3,0.2,0.2,0.3,0.4,0.5,0.3,0.3,0.2,0.3,120,120,120,120,120,120,120,120,120,120,120,120
1260,0.4,1.3,0.7,1.6,0.5,0.4,0.8,1.6,1,0.7,0.5,0.9,120,120,120,28,120,120,120,120,120,120,120,120
1261,0.3,1.6,0.6,1.8,0.8,0.6,1.1,2.5,1,0.8,0.7,0.8,120,25,120,25,120,120,120,120,120,120,120,120
1262,0.7,3.8,1.7,2.6,1.5,0.7,2.1,2.9,3.3,1.2,1,1.9,120,32,32,32,32,30,32,32,32,120,32,35
1263,0.4,0.4,0.4,0.4,0.3,0.3,0.6,1.2,0.5,1.3,0.5,0.4,120,120,120,9,120,120,120,120,120,5,120,120
1264,0.6,3,1.5,2.2,1.1,1,1.2,1.8,2.6,1.1,0.7,1.7,120,39,120,13,13,13,120,120,38,120,120,120
1265,0.3,1.2,0.6,1.7,0.8,0.7,0.8,1.3,1.3,0.6,0.5,1.9,120,32,120,17,32,17,120,32,32,120,17,32
1266,0.3,1,0.4,1.3,0.5,0.7,0.6,0.8,0.6,0.5,0.3,0.7,120,42,120,21,21,21,120,120,41,120,120,120
1267,0.3,1,0.5,1.3,0.6,0.8,0.6,0.8,0.7,0.5,0.3,0.8,120,43,120,22,22,22,120,120,43,120,120,43
1268,0.3,1.2,0.5,1.3,0.5,0.9,0.6,1.2,0.8,0.5,0.5,1,120,45,120,23,23,23,120,120,45,120,120,23
1269,0.3,1,0.6,1.3,0.6,0.8,0.6,1.1,0.8,0.6,0.5,0.8,120,48,120,24,24,24,120,120,48,120,48,24
1270,0.3,1,0.6,1.2,0.5,0.6,0.5,0.8,0.7,0.5,0.5,0.7,120,50,50,25,25,25,120,120,50,120,50,25
1271,0.4,1.2,0.7,1.1,0.5,0.7,0.5,0.8,0.9,0.6,0.4,0.6,52,52,52,26,26,26,120,120,52,120,52,26
1272,0.4,1.2,0.7,1.2,0.5,0.9,0.7,0.8,0.8,0.7,0.5,0.7,54,54,54,27,27,27,120,120,54,120,54,27
1273,0.4,1.2,0.7,1.1,0.6,1.2,0.6,0.9,0.8,0.5,0.5,0.9,56,28,56,28,28,28,120,28,56,120,56,28
1274,0.4,1.1,0.6,1.1,0.7,1.1,0.6,1.1,0.7,0.5,0.4,0.7,29,29,58,29,29,29,120,29,58,120,58,29
1275,0.4,1.1,0.5,1,0.6,1.1,0.5,1.3,0.7,0.6,0.4,0.8,30,30,60,30,30,30,120,30,30,120,120,30
1276,0.5,1.5,0.6,1,0.5,0.9,0.6,1.3,0.8,0.5,0.4,1.2,31,31,62,31,31,31,120,31,31,120,31,31
1277,0.5,1.9,0.8,0.8,0.7,1,0.6,1.3,0.9,0.5,0.5,1.1,32,32,64,32,32,32,120,32,32,120,32,32
1278,0.5,2.1,0.7,0.8,0.7,1.2,0.7,1.3,0.9,0.5,0.5,1.1,33,33,120,33,33,33,120,33,33,120,33,33
1279,0.6,1.9,0.8,0.8,0.8,1.2,0.7,1.5,0.9,0.5,0.5,1.2,34,34,120,34,34,34,120,34,34,120,34,34
1280,0.7,2,0.9,0.8,0.9,1.3,0.9,1.7,1.1,0.5,0.7,1.6,35,35,35,35,35,35,35,35,35,120,35,35
1281,0.7,2.3,0.9,0.9,0.9,1.3,0.9,1.9,1.2,0.5,0.7,1.8,72,36,36,36,36,36,36,36,36,120,36,36
1282,0.7,2.1,0.9,1,0.9,1.2,0.9,1.9,1.1,0.6,0.7,1.6,74,37,37,37,37,37,37,37,37,120,37,37
1283,0.7,1.9,0.9,1,0.9,1.2,0.9,1.8,1.1,0.5,0.6,1.2,298,37,37,37,37,37,37,37,37,120,37,37
1284,0.7,2,1,1,0.9,1.3,0.9,1.9,1.2,0.5,0.5,1.3,74,37,37,37,37,37,37,37,37,120,37,37
1285,0.8,2,0.9,1.1,0.9,1.4,0.9,2,1.2,0.5,0.6,1.3,74,37,37,37,37,37,37,37,37,120,37,37
1286,0.7,2.1,0.9,1.2,0.8,1.3,0.9,2,1.2,0.6,0.6,1.3,74,37,37,37,37,37,37,37,37,120,37,37
1287,0.8,2,0.9,1.1,0.9,1.3,0.9,2,1.3,0.5,0.6,1.2,74,37,37,37,37,37,37,37,37,120,37,37
1288,0.7,2.2,0.9,1,0.9,1.3,1,1.9,1.2,0.5,0.6,1.3,74,37,37,37,37,37,37,37,37,120,37,37
1289,0.8,2.1,0.9,1.1,0.9,1.3,1,1.8,1.2,0.5,0.5,1.3,74,37,37,37,37,37,37,37,37,120,37,37
1290,0.8,2.1,0.9,1.1,1,1.2,1,1.8,1.2,0.5,0.6,1.2,74,37,37,37,37,37,37,37,37,120,37,37
1291,0.8,2.3,1,1.1,0.9,1.3,1,1.8,1.2,0.6,0.6,1.2,74,37,37,37,37,37,37,37,37,120,37,37
1292,0.8,2.1,1,1,0.9,1.2,1,1.8,1.2,0.7,0.6,1.2,74,37,37,37,37,37,37,37,37,120,37,37
1293,0.9,2.2,0.9,1.1,0.9,1.3,1,1.8,1.2,0.6,0.6,1.2,74,37,37,37,37,37,37,37,37,120,37,37
1294,0.9,2.1,0.9,1.2,1,1.3,1,1.8,1.2,0.6,0.6,1.1,75,37,37,37,37,37,37,37,37,120,37,37
1295,0.8,2.1,0.9,1.1,0.9,1.2,1,1.8,1.2,0.5,0.6,1.2,74,37,37,37,37,37,37,37,37,120,37,37
1296,0.8,2,0.9,1.2,1,1.3,1,1.9,1.2,0.6,0.6,1.2,74,37,37,37,37,37,37,37,37,120,37,37
1297,1.6,3.1,1.8,6.7,1.9,2.3,1.4,2.2,2.8,1.8,1.2,1.8,74,37,120,12,37,37,37,37,74,120,74,38
1298,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,12,120,120,120,120,120,120,120,120
1299,0.2,0.2,0.3,0.3,0.2,0.3,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,12,120,120,120,120,120,120,120,120
1300,0.2,0.2,0.3,0.3,0.2,0.4,0.4,0.5,0.3,0.4,0.2,0.4,120,120,120,12,120,120,120,120,120,120,120,120
1301,0.2,0.2,0.4,0.3,0.2,0.3,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,13,120,13,120,120,120,120,120,120
1302,0.2,0.2,0.4,0.3,0.3,0.4,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,13,120,13,120,120,120,120,120,120
1303,0.3,0.3,0.4,0.4,0.3,0.4,0.5,0.5,0.4,0.5,0.2,0.5,120,120,120,13,120,13,120,120,120,120,120,120
1304,0.2,0.2,0.3,0.3,0.3,0.5,0.4,0.5,0.4,0.3,0.3,0.5,120,120,120,14,120,14,120,120,120,120,120,120
1305,0.2,0.3,0.4,0.3,0.3,0.5,0.4,0.6,0.3,0.5,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1306,0.2,0.3,0.3,0.4,0.2,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1307,0.2,0.3,0.3,0.4,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.5,120,120,120,14,14,14,120,120,120,120,120,120
1308,0.2,0.3,0.3,0.5,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1309,0.2,0.3,0.3,0.4,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1310,0.2,0.3,0.3,0.5,0.3,0.5,0.4,0.6,0.4,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1311,0.2,0.3,0.4,0.4,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1312,0.2,0.2,0.3,0.4,0.3,0.5,0.4,0.6,0.4,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1313,0.2,0.3,0.3,0.5,0.3,0.5,0.4,0.6,0.3,0.3,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1314,0.2,0.2,0.3,0.5,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1315,0.2,0.2,0.3,0.4,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1316,0.2,0.3,0.3,0.5,0.3,0.6,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1317,0.2,0.3,0.3,0.4,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.5,120,120,120,14,14,14,120,120,120,120,120,120
1318,0.2,0.2,0.3,0.4,0.3,0.5,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1319,0.2,0.3,0.4,0.5,0.3,0.5,0.4,0.5,0.4,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1320,0.2,0.3,0.4,0.5,0.3,0.5,0.4,0.6,0.4,0.4,0.3,0.5,120,120,120,14,14,14,120,120,120,120,120,120
1321,0.2,0.3,0.4,0.5,0.3,0.5,0.4,0.6,0.4,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1322,0.3,0.3,0.3,0.5,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1323,0.2,0.3,0.3,0.4,0.3,0.5,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1324,0.2,0.3,0.4,0.4,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1325,0.2,0.3,0.3,0.5,0.3,0.5,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1326,0.2,0.3,0.3,0.5,0.3,0.4,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1327,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.5,0.3,0.4,0.3,0.5,120,120,120,14,14,14,120,120,120,120,120,120
1328,0.2,0.3,0.3,0.5,0.3,0.5,0.4,0.6,0.4,0.4,0.3,0.5,120,120,120,14,14,14,120,120,120,120,120,120
1329,0.2,0.3,0.3,0.4,0.3,0.5,0.4,0.6,0.3,0.5,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1330,0.2,0.2,0.4,0.4,0.3,0.4,0.4,0.6,0.4,0.4,0.3,0.5,120,120,120,14,120,14,120,120,120,120,120,120
1331,0.2,0.3,0.4,0.5,0.3,0.5,0.5,0.6,0.3,0.4,0.2,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1332,0.2,0.2,0.3,0.4,0.3,0.5,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1333,0.2,0.3,0.3,0.5,0.3,0.6,0.4,0.6,0.3,0.4,0.3,0.5,120,120,120,14,120,14,120,120,120,120,120,120
1334,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1335,0.2,0.3,0.3,0.5,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1336,0.2,0.3,0.3,0.5,0.3,0.5,0.4,0.6,0.4,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1337,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.5,0.3,0.4,0.3,0.4,120,120,120,14,14,14,120,120,120,120,120,120
1338,0.3,0.3,0.4,0.5,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1339,0.2,0.3,0.3,0.4,0.3,0.4,0.4,0.6,0.4,0.5,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1340,0.2,0.3,0.3,0.4,0.3,0.5,0.4,0.6,0.4,0.5,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1341,0.2,0.3,0.4,0.5,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
1342,0.2,0.3,0.3,0.4,0.3,0.5,0.4,0.6,0.3,0.4,0.3,0.4,120,120,120,14,120,14,120,120,120,120,120,120
