Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Thursday, November 19 14:57:00, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.1.0R,External:,"-"
Installer:,설치자명,EEPROM:,"29.177(1d.b1)",COMP:,"-",FAN:,"-"
Model:,M3,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,INV1토출목표,,현재고압,현재저압,COMP기준,,압축비,설정온도차,,,PC CTRL,운전상태 유지,4WAY,HOT GAS,SUMP HEAT,Cooling Fan,오일분리기,POWERRELAY,PFC,PFC CTRL,COP,DEFROSTING,OIL REFUREL,OIL RETURN,FAN1 H,FAN1 L,FAN2 H,FAN2 L,,,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,COMP운전,,,,,,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,열교환기출구,Comp Heatsink,INV토출과열도,,,,,,,,,,,,
50,14:58:38,0,,,0,0,0,,906,923,0,,0.98,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
51,14:58:40,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
52,14:58:42,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
53,14:58:44,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
54,14:58:46,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
55,14:58:48,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
56,14:58:50,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
57,14:58:52,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
58,14:58:54,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
59,14:58:56,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,41.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
60,14:58:58,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,40.0,7.6,7.6,15.00,31.7,,,,,,,,,,,,
61,14:59:00,0,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,40.0,7.6,7.6,15.00,31.7,,,,,,,,,,,,
62,14:59:02,2,,,0,0,0,,906,915,0,,0.99,-12.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,8.3,7.2,40.0,7.6,7.6,15.00,31.7,,,,,,,,,,,,
63,14:59:04,2,,,0,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,7.3,7.7,40.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
64,14:59:06,2,,,0,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,12.3,7.3,7.7,40.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
65,14:59:08,2,,,3015,0,0,,915,897,0,,1.02,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,630,0,630,0,0,2,,,,,,,8.4,12.3,7.3,7.7,40.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
66,14:59:10,2,,,3015,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,630,0,630,0,0,2,,,,,,,8.4,12.3,7.3,7.7,40.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
67,14:59:12,2,,,3015,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,630,0,630,0,0,5,,,,,,,8.4,12.3,7.3,7.7,40.0,7.6,7.6,15.00,32.7,,,,,,,,,,,,
68,14:59:14,2,,,3024,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,630,0,630,0,0,5,,,,,,,8.4,12.3,7.3,7.7,40.0,7.3,7.6,15.00,32.7,,,,,,,,,,,,
69,14:59:16,2,,,3024,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,630,0,630,0,0,9,,,,,,,8.4,12.3,7.3,7.7,40.0,7.3,7.6,15.00,32.7,,,,,,,,,,,,
70,14:59:18,2,,,3024,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,630,0,630,0,0,9,,,,,,,8.4,12.3,7.3,7.7,40.0,7.3,7.6,15.00,32.7,,,,,,,,,,,,
71,14:59:20,2,,,3024,0,0,,915,906,0,,1.01,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,0,630,0,630,0,0,12,,,,,,,8.4,12.3,7.3,7.7,40.0,7.3,7.6,15.00,32.7,,,,,,,,,,,,
72,14:59:22,2,,,3024,0,0,,915,897,0,,1.02,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,1,630,530,630,530,0,16,,,,,,,8.4,12.3,7.3,7.7,40.0,7.3,7.6,18.00,32.7,,,,,,,,,,,,
73,14:59:24,2,,,3024,0,0,,1168,897,0,,1.27,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,1,630,530,630,530,0,16,,,,,,,8.4,12.3,7.3,7.7,40.0,7.3,7.6,18.00,32.7,,,,,,,,,,,,
74,14:59:26,2,,,3024,0,0,,1168,897,0,,1.27,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,12,630,600,630,600,0,19,,,,,,,8.4,12.3,16.1,7.7,40.0,7.3,7.6,18.00,23.9,,,,,,,,,,,,
75,14:59:28,2,,,3024,0,0,,1413,897,0,,1.52,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,12,630,600,630,600,0,19,,,,,,,8.4,11.7,22.0,7.7,40.0,7.3,7.6,18.00,18.0,,,,,,,,,,,,
76,14:59:30,2,,,3024,0,0,,1413,897,0,,1.52,12.0,,,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,52,25,630,610,630,600,0,22,,,,,,,8.4,11.7,22.0,7.7,40.0,7.3,7.6,18.00,18.0,,,,,,,,,,,,
