Micom ODU1 Data,Time Interval = 2 sec,Save Start Time:,"Thursday, November 19 16:30:43, 2020",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R410A,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.1.0R,External:,"-"
Installer:,설치자명,EEPROM:,"29.177(1d.b1)",COMP:,"-",FAN:,"-"
Model:,M3,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,INV1토출목표,,현재고압,현재저압,COMP기준,,압축비,설정온도차,,,PC CTRL,운전상태 유지,4WAY,HOT GAS,SUMP HEAT,Cooling Fan,오일분리기,POWERRELAY,PFC,PFC CTRL,COP,DEFROSTING,OIL REFUREL,OIL RETURN,FAN1 H,FAN1 L,FAN2 H,FAN2 L,,,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,COMP운전,,,,,,,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,열교환기출구,Comp Heatsink,INV토출과열도,,,,,,,,,,,,
18,16:31:17,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
19,16:31:19,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
20,16:31:21,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
21,16:31:23,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
22,16:31:25,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
23,16:31:27,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
24,16:31:29,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
25,16:31:31,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
26,16:31:33,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
27,16:31:35,0,,,3000,950,0,,927,948,0,,0.98,0.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,8.4,9.7,8.3,8.5,60.0,8.3,10.7,18.00,51.7,,,,,,,,,,,,
28,16:31:37,0,,,0,0,0,,1317,1307,0,,1.01,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,400.00,12.5,,,,,,,,,,,,
29,16:31:39,0,,,0,0,0,,1317,1307,0,,1.01,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,400.00,12.5,,,,,,,,,,,,
30,16:31:41,0,,,0,0,0,,1317,1307,0,,1.01,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
31,16:31:43,0,,,0,0,0,,1317,1307,0,,1.01,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
32,16:31:45,0,,,0,0,0,,1317,1307,0,,1.01,0.0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
33,16:31:47,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
34,16:31:49,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
35,16:31:51,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
36,16:31:53,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
37,16:31:55,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
38,16:31:57,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
39,16:31:59,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
40,16:32:01,0,,,0,0,0,,1317,1299,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
41,16:32:03,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
42,16:32:05,0,,,0,0,0,,1317,1307,0,,1.01,-7.5,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.2,19.5,18.7,32.0,19.4,18.7,20.00,12.5,,,,,,,,,,,,
43,16:32:07,0,,,0,0,0,,1317,1299,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
44,16:32:09,0,,,0,0,0,,1317,1299,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
45,16:32:11,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
46,16:32:13,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
47,16:32:15,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
48,16:32:17,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
49,16:32:19,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
50,16:32:21,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
51,16:32:23,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
52,16:32:25,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
53,16:32:27,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
54,16:32:29,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.8,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
55,16:32:31,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
56,16:32:33,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
57,16:32:35,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
58,16:32:37,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
59,16:32:39,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
60,16:32:41,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
61,16:32:43,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,32.0,19.1,18.7,20.00,12.5,,,,,,,,,,,,
62,16:32:45,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
63,16:32:47,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
64,16:32:49,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
65,16:32:51,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
66,16:32:53,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
67,16:32:55,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
68,16:32:57,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
69,16:32:59,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
70,16:33:01,0,,,0,0,0,,1305,1299,0,,1.00,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.7,20.00,13.5,,,,,,,,,,,,
71,16:33:03,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
72,16:33:05,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
73,16:33:07,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
74,16:33:09,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
75,16:33:11,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
76,16:33:13,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
77,16:33:15,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
78,16:33:17,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
79,16:33:19,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
80,16:33:21,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
81,16:33:23,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
82,16:33:25,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
83,16:33:27,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
84,16:33:29,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
85,16:33:31,0,,,0,0,0,,1305,1291,0,,1.01,-7.5,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,23.4,23.5,19.5,18.7,33.0,19.1,18.4,20.00,13.5,,,,,,,,,,,,
