Micom ODU2 Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,INV 입력전류,INV 입력전압,INV전원주파수,소비전력,INV1 목표DC,INV DC전압,전류 기준,Q축 기준,Q축 전류,D축 기준,D축 전류,INV 제한사유,,,,,,,,,,Comp. 과부하,Comp. 과전류,Heatsink제한,예열운전,,,,
1,08:25:23,0,,,0.8,177,60,0.04,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
2,08:25:25,0,,,0.8,177,60,0.04,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
3,08:25:27,0,,,0.8,177,60,0.04,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
4,08:25:29,0,,,0.8,177,60,0.04,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
5,08:25:31,0,,,0.8,177,60,0.04,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
6,08:25:33,0,,,0.8,177,60,0.04,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
7,08:25:35,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
8,08:25:37,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
9,08:25:39,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
10,08:25:41,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
11,08:25:43,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
12,08:25:45,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
13,08:25:47,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
14,08:25:49,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
15,08:25:51,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
16,08:25:53,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
17,08:25:55,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
18,08:25:57,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
19,08:25:59,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
20,08:26:01,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
21,08:26:03,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
22,08:26:05,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
23,08:26:07,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
24,08:26:09,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
25,08:26:11,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
26,08:26:13,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
27,08:26:15,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
28,08:26:17,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
29,08:26:19,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
30,08:26:21,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
31,08:26:23,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
32,08:26:25,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
33,08:26:27,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
34,08:26:29,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
35,08:26:31,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
36,08:26:33,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
37,08:26:35,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
38,08:26:37,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
39,08:26:39,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
40,08:26:41,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
41,08:26:43,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
42,08:26:45,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
43,08:26:47,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
44,08:26:49,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
45,08:26:51,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
46,08:26:53,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
47,08:26:55,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
48,08:26:57,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
49,08:26:59,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
50,08:27:01,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
51,08:27:03,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
52,08:27:05,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
53,08:27:07,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
54,08:27:09,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
55,08:27:11,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
56,08:27:13,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
57,08:27:15,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
58,08:27:17,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
59,08:27:19,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
60,08:27:21,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
61,08:27:23,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
62,08:27:25,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
63,08:27:27,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
64,08:27:29,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
65,08:27:31,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
66,08:27:33,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
67,08:27:35,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
68,08:27:37,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
69,08:27:39,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
70,08:27:41,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
71,08:27:43,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
72,08:27:45,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
73,08:27:47,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
74,08:27:49,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
75,08:27:51,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
76,08:27:53,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
77,08:27:55,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
78,08:27:57,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
79,08:27:59,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
80,08:28:01,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
81,08:28:03,0,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
82,08:28:05,1,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,TO,,,,,,,,,,0,0,0,0,,,,
83,08:28:07,1,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,TO,,,,,,,,,,0,0,0,0,,,,
84,08:28:09,1,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,TO,,,,,,,,,,0,0,0,0,,,,
85,08:28:11,1,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,TO,,,,,,,,,,0,0,0,0,,,,
86,08:28:13,1,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,TO,,,,,,,,,,0,0,0,0,,,,
87,08:28:15,1,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,TO,,,,,,,,,,0,0,0,0,,,,
88,08:28:17,1,,,0.0,177,60,0.00,380,245,0.0,0.0,6.0,0.0,3.6,TO,,,,,,,,,,0,0,0,0,,,,
89,08:28:19,1,,,0.6,177,60,0.00,380,245,0.0,0.0,0.0,5.0,1.4,TO,,,,,,,,,,0,0,0,0,,,,
90,08:28:21,1,,,1.0,177,60,0.08,380,240,7.0,0.0,0.2,6.8,7.0,TO,,,,,,,,,,0,0,0,0,,,,
91,08:28:24,1,,,1.0,177,60,0.08,380,240,7.0,0.0,0.2,6.8,7.0,TO,,,,,,,,,,0,0,0,0,,,,
92,08:28:26,1,,,1.0,177,60,0.04,380,240,1.4,1.4,1.2,0.0,0.2,TO,,,,,,,,,,0,0,0,0,,,,
93,08:28:28,1,,,1.0,177,60,0.04,380,240,2.8,2.8,2.4,0.0,0.2,TO,,,,,,,,,,0,0,0,0,,,,
94,08:28:30,1,,,1.6,177,60,0.12,380,240,2.8,2.8,2.4,0.0,0.2,TO,,,,,,,,,,0,0,0,0,,,,
95,08:28:32,1,,,1.6,177,60,0.12,380,240,2.8,2.8,2.8,0.0,0.2,TO,,,,,,,,,,0,0,0,0,,,,
96,08:28:34,1,,,2.2,177,60,0.20,380,240,2.8,2.8,2.8,0.2,0.2,TO,,,,,,,,,,0,0,0,0,,,,
97,08:28:36,1,,,2.8,177,60,0.28,380,235,3.0,3.0,3.0,0.2,0.0,TO,,,,,,,,,,0,0,0,0,,,,
98,08:28:38,1,,,2.8,177,60,0.28,380,235,3.0,3.0,3.0,0.2,0.0,TO,,,,,,,,,,0,0,0,0,,,,
99,08:28:40,1,,,3.6,177,60,0.36,380,235,3.4,3.4,3.8,0.4,0.0,TO,,,,,,,,,,0,0,0,0,,,,
100,08:28:42,1,,,4.2,177,60,0.44,380,235,3.8,3.8,3.6,0.4,0.4,TO,,,,,,,,,,0,0,0,0,,,,
101,08:28:44,1,,,4.2,177,60,0.44,380,235,3.8,3.8,3.6,0.4,0.4,TO,,,,,,,,,,0,0,0,0,,,,
102,08:28:46,1,,,5.0,176,60,0.52,380,235,4.2,4.2,4.2,0.6,0.6,TO,,,,,,,,,,0,0,0,0,,,,
103,08:28:48,1,,,5.0,176,60,0.52,380,235,4.2,4.2,4.2,0.6,0.6,TO,,,,,,,,,,0,0,0,0,,,,
104,08:28:50,1,,,5.8,176,60,0.64,380,230,4.6,4.6,4.6,0.8,1.0,TO,,,,,,,,,,0,0,0,0,,,,
105,08:28:52,1,,,6.8,176,60,0.76,380,230,5.2,5.0,5.4,0.8,0.6,TO,,,,,,,,,,0,0,0,0,,,,
106,08:28:54,1,,,6.8,176,60,0.76,380,230,5.2,5.0,5.4,0.8,0.6,TO,,,,,,,,,,0,0,0,0,,,,
107,08:28:56,1,,,4.8,175,60,0.84,305,310,5.4,5.4,5.0,1.0,1.2,TO,,,,,,,,,,0,0,0,0,,,,
108,08:28:58,1,,,4.8,175,60,0.84,305,310,5.4,5.4,5.0,1.0,1.2,TO,,,,,,,,,,0,0,0,0,,,,
109,08:29:00,1,,,5.4,175,60,0.96,300,305,5.8,5.6,5.8,1.0,1.2,TO,,,,,,,,,,0,0,0,0,,,,
110,08:29:02,1,,,5.6,175,60,0.96,305,305,5.8,5.6,5.8,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
111,08:29:04,1,,,5.6,175,60,0.96,305,305,5.8,5.6,5.8,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
112,08:29:06,1,,,5.6,175,60,1.00,305,305,5.8,5.8,5.6,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
113,08:29:08,1,,,5.6,175,60,1.00,305,305,5.8,5.8,5.6,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
114,08:29:10,1,,,5.6,175,60,1.00,305,305,5.8,5.8,5.6,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
115,08:29:12,1,,,5.6,175,60,1.00,305,305,5.8,5.8,5.8,1.2,0.8,TO,,,,,,,,,,0,0,0,0,,,,
116,08:29:14,1,,,5.8,175,60,1.00,305,305,5.8,5.8,5.8,1.2,0.8,TO,,,,,,,,,,0,0,0,0,,,,
117,08:29:16,1,,,5.6,175,60,1.00,305,305,6.0,5.8,6.0,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
118,08:29:18,1,,,5.6,175,60,1.00,305,305,6.0,5.8,6.0,1.2,1.4,TO,,,,,,,,,,0,0,0,0,,,,
119,08:29:20,1,,,6.0,175,60,1.00,305,305,6.0,5.8,5.6,1.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
120,08:29:22,1,,,6.0,175,60,1.00,305,305,6.0,6.0,6.2,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
121,08:29:24,1,,,6.4,175,60,1.12,305,305,6.0,6.0,6.2,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
122,08:29:26,1,,,6.8,175,60,1.20,305,305,6.2,6.0,6.2,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
123,08:29:28,1,,,6.8,175,60,1.20,305,305,6.2,6.0,6.2,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
124,08:29:30,1,,,7.4,174,60,1.28,305,305,6.4,6.0,6.6,1.2,1.2,TO,,,,,,,,,,0,0,0,0,,,,
125,08:29:32,1,,,8.0,174,60,1.40,300,305,6.4,6.2,6.2,1.4,1.0,TO,,,,,,,,,,0,0,0,0,,,,
126,08:29:34,1,,,8.0,174,60,1.40,300,305,6.4,6.2,6.2,1.4,1.0,TO,,,,,,,,,,0,0,0,0,,,,
127,08:29:36,1,,,8.6,174,60,1.48,300,305,6.4,6.2,6.4,1.4,0.4,TO,,,,,,,,,,0,0,0,0,,,,
128,08:29:38,1,,,8.6,174,60,1.48,300,305,6.4,6.2,6.4,1.4,0.4,TO,,,,,,,,,,0,0,0,0,,,,
129,08:29:40,1,,,9.2,174,60,1.60,295,300,6.6,6.4,6.6,1.4,1.6,TO,,,,,,,,,,0,0,0,0,,,,
130,08:29:42,1,,,9.8,174,60,1.68,300,300,6.8,6.4,7.2,2.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
131,08:29:44,1,,,9.8,174,60,1.68,300,300,6.8,6.4,7.2,2.2,1.0,TO,,,,,,,,,,0,0,0,0,,,,
132,08:29:46,1,,,10.4,173,60,1.80,300,300,7.2,6.4,6.8,3.2,2.2,TO,,,,,,,,,,0,0,0,0,,,,
133,08:29:48,1,,,10.4,173,60,1.80,300,300,7.2,6.4,6.8,3.2,2.2,TO,,,,,,,,,,0,0,0,0,,,,
134,08:29:50,1,,,11.0,173,60,1.92,295,300,7.6,6.4,6.4,4.0,4.8,TO,,,,,,,,,,0,0,0,0,,,,
135,08:29:52,1,,,11.8,173,60,2.04,295,300,8.0,6.4,6.2,4.8,5.2,TO,,,,,,,,,,0,0,0,0,,,,
136,08:29:54,1,,,11.8,173,60,2.04,295,300,8.0,6.4,6.2,4.8,5.2,TO,,,,,,,,,,0,0,0,0,,,,
137,08:29:56,1,,,12.4,173,60,2.16,295,300,8.6,6.4,6.0,5.6,6.4,TO,,,,,,,,,,0,0,0,0,,,,
138,08:29:58,1,,,12.4,173,60,2.16,295,300,8.6,6.4,6.0,5.6,6.4,TO,,,,,,,,,,0,0,0,0,,,,
139,08:30:00,1,,,13.0,173,60,2.28,295,300,9.0,6.4,7.0,6.4,6.0,TO,,,,,,,,,,0,0,0,0,,,,
140,08:30:02,1,,,13.8,172,60,2.40,290,300,9.4,6.6,6.8,7.0,7.4,TO,,,,,,,,,,0,0,0,0,,,,
141,08:30:04,1,,,13.8,172,60,2.40,290,300,9.4,6.6,6.8,7.0,7.4,TO,,,,,,,,,,0,0,0,0,,,,
142,08:30:06,1,,,14.6,172,60,2.52,295,295,10.2,6.6,7.4,7.8,7.6,TO,,,,,,,,,,0,0,0,0,,,,
143,08:30:08,1,,,14.6,172,60,2.52,295,295,10.2,6.6,7.4,7.8,7.6,TO,,,,,,,,,,0,0,0,0,,,,
144,08:30:10,1,,,14.8,172,60,2.56,290,295,10.4,6.8,5.8,8.0,8.2,TO,,,,,,,,,,0,0,0,0,,,,
145,08:30:12,1,,,14.8,172,60,2.56,290,295,10.6,6.8,6.0,8.0,8.2,TO,,,,,,,,,,0,0,0,0,,,,
146,08:30:14,1,,,14.8,172,60,2.60,295,290,10.6,6.8,6.0,8.0,8.2,TO,,,,,,,,,,0,0,0,0,,,,
147,08:30:16,1,,,15.2,172,60,2.64,295,290,10.6,6.8,5.6,8.0,8.2,TO,,,,,,,,,,0,0,0,0,,,,
148,08:30:18,1,,,15.2,172,60,2.64,295,290,10.6,6.8,5.6,8.0,8.2,TO,,,,,,,,,,0,0,0,0,,,,
149,08:30:20,1,,,15.2,172,60,2.68,295,290,10.6,6.8,5.8,8.2,9.0,TO,,,,,,,,,,0,0,0,0,,,,
150,08:30:22,1,,,15.2,172,60,2.68,295,290,10.8,6.8,7.6,8.2,8.0,TO,,,,,,,,,,0,0,0,0,,,,
151,08:30:24,1,,,15.4,172,60,2.68,300,290,10.8,6.8,7.6,8.2,8.0,TO,,,,,,,,,,0,0,0,0,,,,
152,08:30:26,1,,,15.4,172,60,2.68,295,285,11.0,7.0,5.8,8.4,8.8,TO,,,,,,,,,,0,0,0,0,,,,
153,08:30:28,1,,,15.4,172,60,2.68,295,285,11.0,7.0,5.8,8.4,8.8,TO,,,,,,,,,,0,0,0,0,,,,
154,08:30:30,1,,,15.6,172,60,2.72,295,285,11.0,7.0,8.2,8.6,6.8,TO,,,,,,,,,,0,0,0,0,,,,
155,08:30:32,1,,,15.4,172,60,2.72,290,285,11.0,7.0,6.6,8.6,9.4,TO,,,,,,,,,,0,0,0,0,,,,
156,08:30:34,1,,,15.4,172,60,2.72,290,285,11.0,7.0,6.6,8.6,9.4,TO,,,,,,,,,,0,0,0,0,,,,
157,08:30:36,1,,,15.8,172,60,2.76,295,280,11.4,7.0,6.4,8.8,9.2,TO,,,,,,,,,,0,0,0,0,,,,
158,08:30:38,1,,,15.8,172,60,2.76,295,280,11.4,7.0,6.4,8.8,9.2,TO,,,,,,,,,,0,0,0,0,,,,
159,08:30:40,1,,,15.6,171,60,2.76,295,280,11.4,7.0,8.2,8.8,9.2,TO,,,,,,,,,,0,0,0,0,,,,
160,08:30:42,1,,,15.8,172,60,2.72,290,280,11.4,7.0,6.6,9.0,9.6,TO,,,,,,,,,,0,0,0,0,,,,
161,08:30:44,1,,,15.8,172,60,2.72,290,280,11.4,7.0,6.6,9.0,9.6,TO,,,,,,,,,,0,0,0,0,,,,
162,08:30:46,1,,,15.8,172,60,2.72,290,280,11.4,7.0,6.6,9.0,9.8,TO,,,,,,,,,,0,0,0,0,,,,
163,08:30:48,1,,,15.8,172,60,2.72,290,280,11.4,7.0,6.6,9.0,9.8,TO,,,,,,,,,,0,0,0,0,,,,
164,08:30:50,1,,,16.0,171,60,2.76,290,280,11.6,7.0,6.4,9.2,9.8,CT,,,,,,,,,,0,0,0,0,,,,
165,08:30:52,1,,,16.0,171,60,2.76,290,280,11.6,7.0,8.2,9.2,7.6,CT,,,,,,,,,,0,0,0,0,,,,
166,08:30:54,1,,,15.8,171,60,2.72,295,280,11.6,7.0,8.2,9.2,7.6,CT,,,,,,,,,,0,0,0,0,,,,
167,08:30:56,1,,,16.0,172,60,2.72,295,280,11.4,7.0,6.2,9.0,9.4,CT,,,,,,,,,,0,0,0,0,,,,
168,08:30:58,1,,,16.0,172,60,2.72,295,280,11.4,7.0,6.2,9.0,9.4,CT,,,,,,,,,,0,0,0,0,,,,
169,08:31:00,1,,,15.8,172,60,2.80,295,275,11.8,7.0,7.2,9.4,9.4,CT,,,,,,,,,,0,0,0,0,,,,
170,08:31:02,1,,,15.8,172,60,2.80,295,275,11.6,7.0,6.2,9.4,10.0,CT,,,,,,,,,,0,0,0,0,,,,
171,08:31:04,1,,,16.0,171,60,2.80,295,275,11.6,7.0,6.2,9.4,10.0,CT,,,,,,,,,,0,0,0,0,,,,
172,08:31:06,1,,,15.8,172,60,2.76,290,280,11.6,7.0,7.2,9.2,11.0,CT,,,,,,,,,,0,0,0,0,,,,
173,08:31:08,1,,,15.8,172,60,2.76,290,280,11.6,7.0,7.2,9.2,11.0,CT,,,,,,,,,,0,0,0,0,,,,
174,08:31:10,1,,,16.0,172,60,2.80,295,275,11.8,7.2,6.4,9.4,9.8,CT,,,,,,,,,,0,0,0,0,,,,
175,08:31:12,1,,,16.0,171,60,2.76,290,275,11.8,7.2,6.6,9.4,10.2,CT,,,,,,,,,,0,0,0,0,,,,
176,08:31:14,1,,,16.0,171,60,2.76,290,275,11.8,7.2,6.6,9.4,10.2,CT,,,,,,,,,,0,0,0,0,,,,
177,08:31:16,1,,,16.0,172,60,2.76,300,275,11.8,7.0,8.4,9.2,7.8,CT,,,,,,,,,,0,0,0,0,,,,
178,08:31:18,1,,,16.0,172,60,2.76,300,275,11.8,7.0,8.4,9.2,7.8,CT,,,,,,,,,,0,0,0,0,,,,
179,08:31:20,1,,,16.0,172,60,2.80,295,275,11.8,7.0,7.0,9.4,10.0,CT,,,,,,,,,,0,0,0,0,,,,
180,08:31:23,1,,,16.0,172,60,2.80,300,275,12.0,7.0,6.6,9.6,8.6,CT,,,,,,,,,,0,0,0,0,,,,
181,08:31:25,1,,,16.0,172,60,2.80,300,275,12.0,7.0,6.6,9.6,8.6,CT,,,,,,,,,,0,0,0,0,,,,
182,08:31:27,1,,,16.0,171,60,2.80,295,275,11.8,7.2,6.6,9.4,9.2,CT,,,,,,,,,,0,0,0,0,,,,
183,08:31:29,1,,,16.0,171,60,2.80,295,275,11.8,7.2,6.6,9.4,9.2,CT,,,,,,,,,,0,0,0,0,,,,
184,08:31:31,1,,,15.8,172,60,2.76,295,280,11.6,7.0,6.6,9.2,9.4,CT,,,,,,,,,,0,0,0,0,,,,
185,08:31:33,1,,,15.8,172,60,2.76,295,280,11.6,7.0,6.6,9.2,9.4,CT,,,,,,,,,,0,0,0,0,,,,
186,08:31:35,1,,,15.8,172,60,2.76,290,280,11.6,7.0,6.6,9.2,9.4,CT,,,,,,,,,,0,0,0,0,,,,
187,08:31:37,1,,,16.0,171,60,2.80,295,275,11.8,7.0,6.2,9.4,9.6,CT,,,,,,,,,,0,0,0,0,,,,
188,08:31:39,1,,,16.0,171,60,2.80,295,275,11.8,7.0,6.2,9.4,9.6,CT,,,,,,,,,,0,0,0,0,,,,
