Micom ODU2 Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,INV 입력전류,INV 입력전압,INV전원주파수,소비전력,INV1 목표DC,INV DC전압,전류 기준,Q축 기준,Q축 전류,D축 기준,D축 전류,INV 제한사유,,,,,,,,,,Comp. 과부하,Comp. 과전류,Heatsink제한,예열운전,,,,
2009,09:32:43,1,,,9.2,174,60,1.64,300,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2010,09:32:45,1,,,9.2,174,60,1.60,295,305,7.0,6.8,7.8,1.6,0.0,TE,,,,,,,,,,0,0,0,0,,,,
2011,09:32:47,1,,,9.2,174,60,1.60,295,305,7.0,6.8,7.8,1.6,0.0,TE,,,,,,,,,,0,0,0,0,,,,
2012,09:32:49,1,,,9.2,174,60,1.60,295,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2013,09:32:51,1,,,9.2,174,60,1.60,295,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2014,09:32:53,1,,,9.2,174,60,1.60,300,305,7.2,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2015,09:32:55,1,,,9.2,174,60,1.60,300,305,7.2,6.8,7.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2016,09:32:57,1,,,9.2,174,60,1.60,300,305,7.2,6.8,7.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2017,09:32:59,1,,,9.2,174,60,1.64,295,305,7.2,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2018,09:33:01,1,,,9.2,174,60,1.64,295,305,7.2,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2019,09:33:03,1,,,9.2,174,60,1.64,295,305,7.0,6.8,7.0,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2020,09:33:05,1,,,9.2,174,60,1.64,300,305,7.2,6.8,6.6,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2021,09:33:07,1,,,9.2,174,60,1.64,300,305,7.2,6.8,6.6,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2022,09:33:09,1,,,9.2,174,60,1.60,300,305,7.0,6.8,7.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2023,09:33:11,1,,,9.2,174,60,1.60,300,305,7.0,6.8,7.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2024,09:33:13,1,,,9.2,174,60,1.60,295,305,7.0,6.8,7.2,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2025,09:33:15,1,,,9.2,174,60,1.60,295,305,7.0,6.8,7.0,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2026,09:33:17,1,,,9.0,174,60,1.60,295,305,7.0,6.8,7.0,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2027,09:33:19,1,,,9.0,174,60,1.56,295,305,7.0,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2028,09:33:21,1,,,9.0,174,60,1.56,295,305,7.0,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2029,09:33:23,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.6,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2030,09:33:25,1,,,9.0,174,60,1.60,300,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2031,09:33:27,1,,,9.0,174,60,1.60,300,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2032,09:33:29,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.4,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2033,09:33:31,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.4,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2034,09:33:33,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.4,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2035,09:33:35,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2036,09:33:37,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2037,09:33:39,1,,,9.0,174,60,1.56,300,305,7.2,6.8,7.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2038,09:33:41,1,,,9.0,174,60,1.56,300,305,7.2,6.8,7.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2039,09:33:43,1,,,9.0,174,60,1.60,305,305,7.2,6.8,7.0,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2040,09:33:45,1,,,9.0,174,60,1.60,305,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2041,09:33:47,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2042,09:33:49,1,,,9.0,174,60,1.60,300,305,7.2,6.8,7.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2043,09:33:51,1,,,9.0,174,60,1.60,300,305,7.2,6.8,7.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2044,09:33:53,1,,,9.0,174,60,1.60,295,305,7.0,6.8,7.2,1.6,0.4,TE,,,,,,,,,,0,0,0,0,,,,
2045,09:33:55,1,,,9.0,174,60,1.60,295,305,7.0,6.8,7.0,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2046,09:33:57,1,,,9.0,174,60,1.56,295,305,7.0,6.8,7.0,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2047,09:33:59,1,,,9.0,174,60,1.56,300,305,7.0,6.8,7.2,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2048,09:34:01,1,,,9.0,174,60,1.56,300,305,7.0,6.8,7.2,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2049,09:34:03,1,,,9.0,174,60,1.56,295,305,7.0,6.8,7.2,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2050,09:34:05,1,,,9.0,174,60,1.56,295,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2051,09:34:07,1,,,9.0,174,60,1.56,295,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2052,09:34:09,1,,,9.0,174,60,1.60,300,305,7.2,6.8,6.4,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2053,09:34:11,1,,,9.0,174,60,1.60,300,305,7.2,6.8,6.4,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2054,09:34:13,1,,,9.0,174,60,1.60,300,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2055,09:34:15,1,,,9.0,174,60,1.60,305,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2056,09:34:17,1,,,9.0,174,60,1.60,305,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2057,09:34:19,1,,,9.0,174,60,1.60,300,305,7.0,6.8,6.6,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2058,09:34:21,1,,,9.0,174,60,1.60,300,305,7.0,6.8,6.6,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2059,09:34:23,1,,,9.0,174,60,1.56,300,305,7.2,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2060,09:34:25,1,,,9.0,174,60,1.60,300,305,7.2,6.8,7.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2061,09:34:27,1,,,9.0,174,60,1.60,300,305,7.2,6.8,7.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2062,09:34:29,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.4,1.6,2.2,TE,,,,,,,,,,0,0,0,0,,,,
2063,09:34:31,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.4,1.6,2.2,TE,,,,,,,,,,0,0,0,0,,,,
2064,09:34:33,1,,,9.0,174,60,1.56,300,305,7.0,6.8,7.2,1.6,0.4,TE,,,,,,,,,,0,0,0,0,,,,
2065,09:34:36,1,,,9.0,174,60,1.56,300,305,7.2,6.8,6.8,1.6,2.4,TE,,,,,,,,,,0,0,0,0,,,,
2066,09:34:38,1,,,9.0,174,60,1.60,295,305,7.2,6.8,6.8,1.6,2.4,TE,,,,,,,,,,0,0,0,0,,,,
2067,09:34:40,1,,,9.0,174,60,1.56,305,305,7.2,6.8,7.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2068,09:34:42,1,,,9.0,174,60,1.56,305,305,7.2,6.8,7.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2069,09:34:44,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.0,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2070,09:34:46,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.0,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2071,09:34:48,1,,,9.0,174,60,1.60,295,305,7.0,6.8,7.0,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2072,09:34:50,1,,,9.2,174,60,1.60,295,305,7.2,6.8,7.0,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2073,09:34:52,1,,,9.2,174,60,1.60,295,305,7.2,6.8,7.0,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2074,09:34:54,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.0,1.6,0.6,TE,,,,,,,,,,0,0,0,0,,,,
2075,09:34:56,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.4,1.6,0.6,TE,,,,,,,,,,0,0,0,0,,,,
2076,09:34:58,1,,,9.0,174,60,1.60,300,305,7.0,6.8,7.4,1.6,0.6,TE,,,,,,,,,,0,0,0,0,,,,
2077,09:35:00,1,,,9.0,174,60,1.56,300,305,7.2,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2078,09:35:02,1,,,9.0,174,60,1.56,300,305,7.2,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2079,09:35:04,1,,,9.2,174,60,1.60,295,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2080,09:35:06,1,,,9.0,174,60,1.60,295,305,7.0,6.8,7.2,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2081,09:35:08,1,,,9.0,174,60,1.60,295,305,7.0,6.8,7.2,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2082,09:35:10,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2083,09:35:12,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2084,09:35:14,1,,,9.0,174,60,1.60,295,305,7.0,6.8,6.6,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2085,09:35:16,1,,,9.0,174,60,1.60,295,305,7.0,6.8,7.4,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2086,09:35:18,1,,,9.0,174,60,1.56,295,305,7.0,6.8,7.4,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2087,09:35:20,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.8,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2088,09:35:22,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.8,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2089,09:35:24,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2090,09:35:26,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2091,09:35:28,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2092,09:35:30,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2093,09:35:32,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2094,09:35:34,1,,,8.8,174,60,1.56,305,305,7.0,6.8,6.4,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2095,09:35:36,1,,,8.8,174,60,1.56,305,305,7.0,6.8,6.8,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2096,09:35:38,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.8,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2097,09:35:40,1,,,8.8,174,60,1.56,295,305,7.0,6.8,5.8,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2098,09:35:42,1,,,8.8,174,60,1.56,295,305,7.0,6.8,5.8,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2099,09:35:44,1,,,8.8,174,60,1.52,295,305,7.0,6.8,6.6,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2100,09:35:46,1,,,8.8,174,60,1.52,295,305,7.0,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2101,09:35:48,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2102,09:35:50,1,,,8.8,174,60,1.56,305,305,7.0,6.8,7.0,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2103,09:35:52,1,,,8.8,174,60,1.56,305,305,7.0,6.8,7.0,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2104,09:35:54,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.6,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2105,09:35:56,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.6,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2106,09:35:58,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.6,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2107,09:36:00,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2108,09:36:02,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2109,09:36:04,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2110,09:36:06,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2111,09:36:08,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.2,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2112,09:36:10,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.8,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2113,09:36:12,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.8,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2114,09:36:14,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.8,1.6,2.4,TE,,,,,,,,,,0,0,0,0,,,,
2115,09:36:16,1,,,8.8,174,60,1.56,295,305,7.2,6.8,7.2,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2116,09:36:18,1,,,8.8,174,60,1.56,295,305,7.2,6.8,7.2,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2117,09:36:20,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.6,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2118,09:36:22,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.6,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2119,09:36:24,1,,,8.8,174,60,1.56,300,305,7.2,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2120,09:36:26,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2121,09:36:28,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2122,09:36:30,1,,,9.0,174,60,1.56,300,305,7.0,6.8,6.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2123,09:36:32,1,,,9.0,174,60,1.56,300,305,7.0,6.8,6.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2124,09:36:34,1,,,8.8,174,60,1.56,305,305,7.0,6.8,6.4,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2125,09:36:36,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.4,1.6,0.4,TE,,,,,,,,,,0,0,0,0,,,,
2126,09:36:38,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.4,1.6,0.4,TE,,,,,,,,,,0,0,0,0,,,,
2127,09:36:40,1,,,8.8,174,60,1.56,300,305,7.2,6.8,7.0,1.6,2.2,TE,,,,,,,,,,0,0,0,0,,,,
2128,09:36:42,1,,,8.8,174,60,1.56,300,305,7.2,6.8,7.0,1.6,2.2,TE,,,,,,,,,,0,0,0,0,,,,
2129,09:36:44,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2130,09:36:46,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2131,09:36:48,1,,,8.8,174,60,1.56,300,305,7.0,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2132,09:36:50,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2133,09:36:52,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.2,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2134,09:36:54,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.8,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2135,09:36:56,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2136,09:36:58,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2137,09:37:00,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.6,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2138,09:37:02,1,,,8.8,174,60,1.56,295,305,7.0,6.8,6.6,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2139,09:37:04,1,,,8.8,174,60,1.56,295,305,7.0,6.8,7.2,1.6,0.2,TE,,,,,,,,,,0,0,0,0,,,,
2140,09:37:06,1,,,8.8,174,60,1.56,295,305,7.0,6.8,7.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2141,09:37:08,1,,,8.8,174,60,1.56,300,305,7.0,6.8,7.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2142,09:37:10,1,,,8.8,174,60,1.56,300,305,7.2,6.8,7.2,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2143,09:37:12,1,,,8.8,174,60,1.56,300,305,7.2,6.8,7.2,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2144,09:37:14,1,,,9.0,174,60,1.56,300,305,7.0,6.8,6.4,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2145,09:37:17,1,,,9.0,174,60,1.56,300,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2146,09:37:19,1,,,8.6,174,60,1.52,300,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2147,09:37:21,1,,,8.8,174,60,1.52,300,305,7.0,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2148,09:37:23,1,,,8.8,174,60,1.52,300,305,7.0,6.8,6.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2149,09:37:25,1,,,8.6,174,60,1.52,300,305,7.0,6.8,6.6,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2150,09:37:27,1,,,8.8,174,60,1.52,300,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2151,09:37:29,1,,,8.8,174,60,1.52,300,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2152,09:37:31,1,,,8.6,174,60,1.52,300,305,7.0,6.8,6.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2153,09:37:33,1,,,8.6,174,60,1.52,300,305,7.0,6.8,6.2,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2154,09:37:35,1,,,8.8,174,60,1.52,305,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2155,09:37:37,1,,,8.8,174,60,1.52,305,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2156,09:37:39,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.2,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2157,09:37:41,1,,,8.8,174,60,1.52,300,305,7.0,6.8,6.6,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2158,09:37:43,1,,,8.8,174,60,1.52,300,305,7.0,6.8,6.6,1.6,0.8,TE,,,,,,,,,,0,0,0,0,,,,
2159,09:37:45,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.0,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2160,09:37:47,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.2,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2161,09:37:49,1,,,8.8,174,60,1.52,300,305,7.0,6.8,7.2,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2162,09:37:51,1,,,8.6,174,60,1.52,305,305,7.2,6.8,7.0,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2163,09:37:53,1,,,8.6,174,60,1.52,305,305,7.2,6.8,7.0,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2164,09:37:55,1,,,8.8,174,60,1.52,295,305,7.0,6.8,7.0,1.6,2.2,TE,,,,,,,,,,0,0,0,0,,,,
2165,09:37:57,1,,,8.6,174,60,1.52,300,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2166,09:37:59,1,,,8.6,174,60,1.52,300,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2167,09:38:01,1,,,8.8,174,60,1.52,305,305,7.2,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2168,09:38:03,1,,,8.8,174,60,1.52,305,305,7.2,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2169,09:38:05,1,,,8.8,174,60,1.52,305,305,7.0,6.8,6.6,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2170,09:38:07,1,,,8.8,174,60,1.52,305,305,7.0,6.8,7.4,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2171,09:38:09,1,,,8.8,174,60,1.52,295,305,7.0,6.8,7.4,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2172,09:38:11,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2173,09:38:13,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.4,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2174,09:38:15,1,,,8.8,174,60,1.52,295,305,7.0,6.8,6.8,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2175,09:38:17,1,,,8.8,174,60,1.52,295,305,7.0,6.8,6.8,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2176,09:38:19,1,,,8.6,174,60,1.52,300,305,7.0,6.8,6.8,1.6,1.2,TE,,,,,,,,,,0,0,0,0,,,,
2177,09:38:21,1,,,8.8,174,60,1.52,300,305,7.0,6.8,7.4,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2178,09:38:23,1,,,8.8,174,60,1.52,300,305,7.0,6.8,7.4,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2179,09:38:25,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2180,09:38:27,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.4,1.6,2.0,TE,,,,,,,,,,0,0,0,0,,,,
2181,09:38:29,1,,,8.8,174,60,1.52,295,305,7.0,6.8,7.2,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2182,09:38:31,1,,,8.6,174,60,1.52,295,305,7.0,6.8,6.6,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2183,09:38:33,1,,,8.6,174,60,1.52,295,305,7.0,6.8,6.6,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2184,09:38:35,1,,,8.8,174,60,1.52,295,305,7.0,6.8,7.2,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2185,09:38:37,1,,,8.8,174,60,1.52,295,305,7.0,6.8,7.2,1.6,1.4,TE,,,,,,,,,,0,0,0,0,,,,
2186,09:38:39,1,,,8.6,174,60,1.52,295,305,7.0,6.8,6.6,1.6,1.8,TE,,,,,,,,,,0,0,0,0,,,,
2187,09:38:41,1,,,8.6,174,60,1.52,305,305,7.0,6.8,6.6,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2188,09:38:43,1,,,8.6,174,60,1.52,305,305,7.0,6.8,6.6,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2189,09:38:45,1,,,8.6,174,60,1.52,295,305,7.0,6.8,6.6,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
2190,09:38:47,1,,,8.6,174,60,1.52,295,305,7.0,6.8,7.0,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2191,09:38:49,1,,,8.6,174,60,1.52,300,305,7.0,6.8,7.0,1.6,1.0,TE,,,,,,,,,,0,0,0,0,,,,
2192,09:38:51,1,,,8.6,174,60,1.52,300,305,7.0,6.8,6.8,1.6,1.6,TE,,,,,,,,,,0,0,0,0,,,,
