Micom EMCTL Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,COMP모드,COMP최대,COMP최소,MAX제한사유,EEV모드,FAN 퍼지목표,COMP정시제어주기,COMP퍼지증분,EEV제어주기,EEV정시제어주기,EEV퍼지증분,EEV정시증분,제상단계,약계자제어,예열운전1,예열운전2,LOW AMBIENT운전,CT제한,방열판 제한,과전류 제어,과부하 제어,ACM,통신시도,RESET TIMER,대기전력상태,DC PEAK,DCLINK 에러,COMP실패 에러,CT2 에러,PFC 실패,실외FAN LOCK,INV토출카운트,HEATSINK카운트,COMP과전류,CPIPE카운트,고압스위치에러,실내기운전용량합,,,
3112,10:09:43,1,,,2,23,1,실외온도제한,4,0,14,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,232,255,0,0,0,37,0,1,10,83,1,33,4,224,24,,,
3113,10:09:45,1,,,2,23,1,실외온도제한,4,0,17,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,234,255,0,0,0,36,0,1,10,83,1,23,4,216,24,,,
3114,10:09:47,1,,,2,23,1,실외온도제한,4,0,21,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,237,255,0,0,0,36,0,1,10,81,1,24,4,222,24,,,
3115,10:09:49,1,,,2,23,1,실외온도제한,4,0,21,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,237,255,0,0,0,36,0,1,10,81,1,24,4,222,24,,,
3116,10:09:51,1,,,2,23,1,실외온도제한,4,0,24,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,239,255,0,0,0,37,0,1,10,83,1,33,4,226,24,,,
3117,10:09:53,1,,,2,23,1,실외온도제한,4,0,24,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,241,255,0,0,0,37,0,1,10,83,1,33,4,226,24,,,
3118,10:09:55,1,,,2,23,1,실외온도제한,4,0,28,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,241,255,0,0,0,36,0,1,10,80,1,24,4,222,24,,,
3119,10:09:57,1,,,2,23,1,실외온도제한,4,0,28,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,243,255,0,0,0,36,0,1,10,80,1,24,4,222,24,,,
3120,10:09:59,1,,,2,23,1,실외온도제한,4,0,31,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,243,255,0,0,0,37,0,1,10,77,1,34,4,228,24,,,
3121,10:10:01,1,,,2,23,1,실외온도제한,4,0,34,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,246,255,0,0,0,37,0,1,10,83,1,33,4,223,24,,,
3122,10:10:03,1,,,2,23,1,실외온도제한,4,0,34,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,246,255,0,0,0,37,0,1,10,83,1,33,4,223,24,,,
3123,10:10:05,1,,,2,23,1,실외온도제한,4,0,38,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,248,255,0,0,0,36,0,1,10,83,1,24,4,222,24,,,
3124,10:10:07,1,,,2,23,1,실외온도제한,4,0,38,2,0,13,0,-1,0,0,0,0,0,0,0,0,0,0,250,255,0,0,0,36,0,1,10,77,1,25,4,225,24,,,
3125,10:10:09,1,,,2,23,1,실외온도제한,4,0,41,2,0,13,0,-1,0,0,0,0,0,0,0,0,0,0,250,255,0,0,0,36,0,1,10,77,1,25,4,225,24,,,
3126,10:10:11,1,,,2,23,1,실외온도제한,4,0,45,2,3,13,0,-1,0,0,0,0,0,0,0,0,0,0,2,255,0,0,0,37,0,1,10,81,1,37,4,243,24,,,
3127,10:10:13,1,,,2,23,1,실외온도제한,4,0,45,2,7,13,0,-1,0,0,0,0,0,0,0,0,0,0,2,255,0,0,0,37,0,1,10,81,1,37,4,243,24,,,
3128,10:10:15,1,,,2,23,1,실외온도제한,4,0,48,2,7,13,0,-1,0,0,0,0,0,0,0,0,0,0,5,255,0,0,0,36,0,1,10,83,1,25,4,226,24,,,
3129,10:10:17,1,,,2,23,1,실외온도제한,4,0,51,2,10,13,0,-1,0,0,0,0,0,0,0,0,0,0,7,255,0,0,0,36,0,1,10,83,1,23,4,217,24,,,
3130,10:10:19,1,,,2,23,1,실외온도제한,4,0,51,2,10,13,0,-1,0,0,0,0,0,0,0,0,0,0,7,255,0,0,0,36,0,1,10,83,1,23,4,217,24,,,
3131,10:10:21,1,,,2,23,1,실외온도제한,4,0,55,2,14,13,0,-1,0,0,0,0,0,0,0,0,0,0,9,255,0,0,0,37,0,1,10,83,1,37,4,240,24,,,
3132,10:10:23,1,,,2,23,1,실외온도제한,4,0,55,2,17,13,0,-1,0,0,0,0,0,0,0,0,0,0,9,255,0,0,0,37,0,1,10,83,1,37,4,240,24,,,
3133,10:10:25,1,,,2,23,1,실외온도제한,4,0,58,2,17,13,0,-1,0,0,0,0,0,0,0,0,0,0,11,255,0,0,0,36,0,1,10,83,1,23,4,217,24,,,
3134,10:10:27,1,,,2,23,1,실외온도제한,4,0,1,2,20,13,0,-1,0,0,0,0,0,0,0,0,0,0,14,255,0,0,0,36,0,1,10,78,1,24,4,219,24,,,
3135,10:10:29,1,,,2,23,1,실외온도제한,4,0,1,2,20,13,0,-1,0,0,0,0,0,0,0,0,0,0,14,255,0,0,0,36,0,1,10,78,1,24,4,219,24,,,
3136,10:10:31,1,,,2,23,1,실외온도제한,4,0,5,2,24,13,0,-1,0,0,0,0,0,0,0,0,0,0,16,255,0,0,0,36,0,1,10,83,1,24,4,218,24,,,
3137,10:10:33,1,,,2,23,1,실외온도제한,4,0,5,2,27,13,0,-1,0,0,0,0,0,0,0,0,0,0,16,255,0,0,0,36,0,1,10,83,1,24,4,218,24,,,
3138,10:10:35,1,,,2,23,1,실외온도제한,4,0,8,2,27,13,0,-1,0,0,0,0,0,0,0,0,0,0,18,255,0,0,0,36,0,1,10,83,1,23,4,215,24,,,
3139,10:10:37,1,,,2,23,1,실외온도제한,4,0,8,2,31,13,0,-1,0,0,0,0,0,0,0,0,0,0,20,255,0,0,0,36,0,1,10,83,1,23,4,215,24,,,
3140,10:10:39,1,,,2,23,1,실외온도제한,4,0,12,2,31,13,0,-1,0,0,0,0,0,0,0,0,0,0,20,255,0,0,0,36,0,1,10,83,1,22,4,212,24,,,
3141,10:10:41,1,,,2,23,1,실외온도제한,4,0,15,2,34,13,0,-1,0,0,0,0,0,0,0,0,0,0,23,255,0,0,0,37,0,1,10,83,1,36,4,238,24,,,
3142,10:10:43,1,,,2,23,1,실외온도제한,4,0,15,2,37,13,0,-1,0,0,0,0,0,0,0,0,0,0,23,255,0,0,0,37,0,1,10,83,1,36,4,238,24,,,
3143,10:10:45,1,,,2,23,1,실외온도제한,4,0,18,2,37,13,0,-1,0,0,0,0,0,0,0,0,0,0,25,255,0,0,0,36,0,1,10,76,1,24,4,220,24,,,
3144,10:10:47,1,,,2,23,1,실외온도제한,4,0,18,2,1,13,0,-1,0,0,0,0,0,0,0,0,0,0,27,255,0,0,0,36,0,1,10,83,1,22,4,210,24,,,
3145,10:10:49,1,,,2,23,1,실외온도제한,4,0,22,2,1,13,0,-1,0,0,0,0,0,0,0,0,0,0,27,255,0,0,0,36,0,1,10,83,1,22,4,210,24,,,
3146,10:10:51,1,,,2,23,1,실외온도제한,4,0,25,2,4,13,0,-1,0,0,0,0,0,0,0,0,0,0,29,255,0,0,0,36,0,1,10,83,1,25,4,225,24,,,
3147,10:10:53,1,,,2,23,1,실외온도제한,4,0,25,2,8,13,0,-1,0,0,0,0,0,0,0,0,0,0,29,255,0,0,0,36,0,1,10,83,1,25,4,225,24,,,
3148,10:10:55,1,,,2,23,1,실외온도제한,4,0,29,2,8,13,0,-1,0,0,0,0,0,0,0,0,0,0,32,255,0,0,0,36,0,1,10,83,1,24,4,219,24,,,
3149,10:10:57,1,,,2,23,1,실외온도제한,4,0,29,2,11,13,0,-1,0,0,0,0,0,0,0,0,0,0,34,255,0,0,0,36,0,1,10,83,1,25,4,225,24,,,
3150,10:10:59,1,,,2,23,1,실외온도제한,4,0,32,2,11,13,0,-1,0,0,0,0,0,0,0,0,0,0,34,255,0,0,0,36,0,1,10,83,1,25,4,225,24,,,
3151,10:11:01,1,,,2,23,1,실외온도제한,4,0,35,2,14,13,0,-1,0,0,0,0,0,0,0,0,0,0,36,255,0,0,0,37,0,1,10,83,1,33,4,227,24,,,
3152,10:11:03,1,,,2,23,1,실외온도제한,4,0,35,2,18,13,0,-1,0,0,0,0,0,0,0,0,0,0,36,255,0,0,0,37,0,1,10,83,1,33,4,227,24,,,
3153,10:11:05,1,,,2,23,1,실외온도제한,4,0,39,2,18,13,0,-1,0,0,0,0,0,0,0,0,0,0,39,255,0,0,0,36,0,1,10,83,1,27,4,232,24,,,
3154,10:11:07,1,,,2,23,1,실외온도제한,4,0,39,2,21,13,0,-1,0,0,0,0,0,0,0,0,0,0,41,255,0,0,0,37,0,1,10,83,1,34,4,229,24,,,
3155,10:11:09,1,,,2,23,1,실외온도제한,4,0,42,2,21,13,0,-1,0,0,0,0,0,0,0,0,0,0,41,255,0,0,0,37,0,1,10,83,1,34,4,229,24,,,
3156,10:11:11,1,,,2,23,1,실외온도제한,4,0,45,2,24,13,0,-1,0,0,0,0,0,0,0,0,0,0,43,255,0,0,0,36,0,1,10,77,1,26,4,228,24,,,
3157,10:11:13,1,,,2,23,1,실외온도제한,4,0,45,2,28,13,0,-1,0,0,0,0,0,0,0,0,0,0,43,255,0,0,0,36,0,1,10,77,1,26,4,228,24,,,
3158,10:11:15,1,,,2,23,1,실외온도제한,4,0,49,2,28,13,0,-1,0,0,0,0,0,0,0,0,0,0,45,255,0,0,0,37,0,1,10,81,1,36,4,237,24,,,
3159,10:11:17,1,,,2,23,1,실외온도제한,4,0,52,2,31,13,0,-1,0,0,0,0,0,0,0,0,0,0,48,255,0,0,0,36,0,1,10,60,1,24,4,220,24,,,
3160,10:11:19,1,,,2,23,1,실외온도제한,4,0,52,2,31,13,0,-1,0,0,0,0,0,0,0,0,0,0,48,255,0,0,0,36,0,1,10,60,1,24,4,220,24,,,
3161,10:11:21,1,,,2,23,1,실외온도제한,4,0,56,2,35,13,0,-1,0,0,0,0,0,0,0,0,0,0,50,255,0,0,0,36,0,1,10,49,1,24,4,219,24,,,
3162,10:11:23,1,,,2,23,1,실외온도제한,4,0,56,2,35,13,0,-1,0,0,0,0,0,0,0,0,0,0,50,255,0,0,0,36,0,1,10,49,1,24,4,219,24,,,
3163,10:11:25,1,,,2,23,1,실외온도제한,4,0,59,2,38,13,0,-1,0,0,0,0,0,0,0,0,0,0,52,255,0,0,0,37,0,1,10,66,1,38,4,244,24,,,
3164,10:11:27,1,,,2,23,1,실외온도제한,4,0,59,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,54,255,0,0,0,37,0,1,10,66,1,38,4,244,24,,,
3165,10:11:29,1,,,2,23,1,실외온도제한,4,0,2,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,54,255,0,0,0,37,0,1,10,66,1,36,4,239,24,,,
3166,10:11:31,1,,,2,23,1,실외온도제한,4,0,6,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,57,255,0,0,0,36,0,1,10,60,1,22,4,210,24,,,
3167,10:11:33,1,,,2,23,1,실외온도제한,4,0,6,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,57,255,0,0,0,36,0,1,10,60,1,22,4,210,24,,,
3168,10:11:35,1,,,2,23,1,실외온도제한,4,0,9,2,8,13,0,0,0,0,0,0,0,0,0,0,0,0,59,255,0,0,0,36,0,1,10,64,1,24,4,221,24,,,
3169,10:11:37,1,,,2,23,1,실외온도제한,4,0,9,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,61,255,0,0,0,36,0,1,10,43,1,26,4,227,24,,,
3170,10:11:39,1,,,2,23,1,실외온도제한,4,0,13,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,61,255,0,0,0,36,0,1,10,43,1,26,4,227,24,,,
3171,10:11:41,1,,,2,23,1,실외온도제한,4,0,16,2,15,13,0,0,0,0,0,0,0,0,0,0,0,0,63,255,0,0,0,36,0,1,10,65,1,19,4,199,24,,,
3172,10:11:43,1,,,2,23,1,실외온도제한,4,0,16,2,18,13,0,0,0,0,0,0,0,0,0,0,0,0,63,255,0,0,0,36,0,1,10,65,1,19,4,199,24,,,
3173,10:11:45,1,,,2,23,1,실외온도제한,4,0,19,2,18,13,0,0,0,0,0,0,0,0,0,0,0,0,66,255,0,0,0,36,0,1,10,49,1,21,4,208,24,,,
3174,10:11:47,1,,,2,23,1,실외온도제한,4,0,23,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,68,255,0,0,0,36,0,1,10,49,1,26,4,230,24,,,
3175,10:11:49,1,,,2,23,1,실외온도제한,4,0,23,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,68,255,0,0,0,36,0,1,10,49,1,26,4,230,24,,,
3176,10:11:51,1,,,2,23,1,실외온도제한,4,0,26,2,25,13,0,0,0,0,0,0,0,0,0,0,0,0,70,255,0,0,0,36,0,1,10,49,1,20,4,204,24,,,
3177,10:11:53,1,,,2,23,1,실외온도제한,4,0,26,2,28,13,0,0,0,0,0,0,0,0,0,0,0,0,70,255,0,0,0,36,0,1,10,49,1,20,4,204,24,,,
3178,10:11:55,1,,,2,23,1,실외온도제한,4,0,29,2,28,13,0,0,0,0,0,0,0,0,0,0,0,0,72,255,0,0,0,36,0,1,10,49,1,26,4,229,24,,,
3179,10:11:57,1,,,2,23,1,실외온도제한,4,0,29,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,75,255,0,0,0,36,0,1,10,49,1,24,4,220,24,,,
3180,10:11:59,1,,,2,23,1,실외온도제한,4,0,33,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,75,255,0,0,0,36,0,1,10,49,1,24,4,220,24,,,
3181,10:12:01,1,,,2,23,1,실외온도제한,4,0,36,2,35,13,0,0,0,0,0,0,0,0,0,0,0,0,77,255,0,0,0,36,0,1,10,49,1,18,4,193,24,,,
3182,10:12:03,1,,,2,23,1,실외온도제한,4,0,36,2,39,13,0,0,0,0,0,0,0,0,0,0,0,0,77,255,0,0,0,36,0,1,10,49,1,18,4,193,24,,,
3183,10:12:05,1,,,2,23,1,실외온도제한,4,0,40,2,39,13,0,0,0,0,0,0,0,0,0,0,0,0,79,255,0,0,0,37,0,1,10,49,1,33,4,223,24,,,
3184,10:12:07,1,,,2,23,1,실외온도제한,4,0,40,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,81,255,0,0,0,36,0,1,10,49,1,24,4,220,24,,,
3185,10:12:09,1,,,2,23,1,실외온도제한,4,0,43,2,2,13,0,0,0,0,0,0,0,0,0,0,0,0,81,255,0,0,0,36,0,1,10,49,1,24,4,220,24,,,
3186,10:12:11,1,,,2,23,1,실외온도제한,4,0,46,2,5,13,0,0,0,0,0,0,0,0,0,0,0,0,84,255,0,0,0,36,0,1,10,49,1,26,4,228,24,,,
3187,10:12:13,1,,,2,23,1,실외온도제한,4,0,46,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,84,255,0,0,0,36,0,1,10,49,1,26,4,228,24,,,
3188,10:12:15,1,,,2,23,1,실외온도제한,4,0,50,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,86,255,0,0,0,36,0,1,10,49,1,17,4,190,24,,,
3189,10:12:17,1,,,2,23,1,실외온도제한,4,0,50,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,88,255,0,0,0,36,0,1,10,49,1,17,4,190,24,,,
3190,10:12:19,1,,,2,23,1,실외온도제한,4,0,53,2,12,13,0,0,0,0,0,0,0,0,0,0,0,0,88,255,0,0,0,36,0,1,10,49,1,25,4,225,24,,,
3191,10:12:21,1,,,2,23,1,실외온도제한,4,0,57,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,90,255,0,0,0,36,0,1,10,45,1,21,4,206,24,,,
3192,10:12:23,1,,,2,23,1,실외온도제한,4,0,57,2,19,13,0,0,0,0,0,0,0,0,0,0,0,0,90,255,0,0,0,36,0,1,10,45,1,21,4,206,24,,,
3193,10:12:26,1,,,2,23,1,실외온도제한,4,0,0,2,19,13,0,0,0,0,0,0,0,0,0,0,0,0,93,255,0,0,0,36,0,1,10,48,1,27,4,232,24,,,
3194,10:12:28,1,,,2,23,1,실외온도제한,4,0,0,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,95,255,0,0,0,36,0,1,10,48,1,27,4,232,24,,,
3195,10:12:30,1,,,2,23,1,실외온도제한,4,0,3,2,22,13,0,0,0,0,0,0,0,0,0,0,0,0,95,255,0,0,0,36,0,1,10,47,1,21,4,209,24,,,
3196,10:12:32,1,,,2,23,1,실외온도제한,4,0,7,2,26,13,0,0,0,0,0,0,0,0,0,0,0,0,97,255,0,0,0,36,0,1,10,49,1,25,4,224,24,,,
3197,10:12:34,1,,,2,23,1,실외온도제한,4,0,7,2,29,13,0,0,0,0,0,0,0,0,0,0,0,0,97,255,0,0,0,36,0,1,10,49,1,25,4,224,24,,,
3198,10:12:36,1,,,2,23,1,실외온도제한,4,0,10,2,29,13,0,0,0,0,0,0,0,0,0,0,0,0,99,255,0,0,0,37,0,1,10,49,1,35,4,232,24,,,
3199,10:12:38,1,,,2,23,1,실외온도제한,4,0,10,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,102,255,0,0,0,36,0,1,10,49,1,19,4,198,24,,,
3200,10:12:40,1,,,2,23,1,실외온도제한,4,0,13,2,32,13,0,0,0,0,0,0,0,0,0,0,0,0,102,255,0,0,0,36,0,1,10,49,1,19,4,198,24,,,
3201,10:12:42,1,,,2,23,1,실외온도제한,4,0,17,2,36,13,0,0,0,0,0,0,0,0,0,0,0,0,104,255,0,0,0,36,0,1,10,49,1,24,4,218,24,,,
3202,10:12:44,1,,,2,23,1,실외온도제한,4,0,17,2,39,13,0,0,0,0,0,0,0,0,0,0,0,0,104,255,0,0,0,36,0,1,10,49,1,24,4,218,24,,,
3203,10:12:46,1,,,2,23,1,실외온도제한,4,0,20,2,39,13,0,0,0,0,0,0,0,0,0,0,0,0,106,255,0,0,0,37,0,1,10,49,1,36,4,236,24,,,
3204,10:12:48,1,,,2,23,1,실외온도제한,4,0,20,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,108,255,0,0,0,37,0,1,10,49,1,36,4,236,24,,,
3205,10:12:50,1,,,2,23,1,실외온도제한,4,0,24,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,108,255,0,0,0,36,0,1,10,49,1,26,4,229,24,,,
3206,10:12:52,1,,,2,23,1,실외온도제한,4,0,27,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,111,255,0,0,0,36,0,1,10,49,1,27,4,234,24,,,
3207,10:12:54,1,,,2,23,1,실외온도제한,4,0,27,2,6,13,0,0,0,0,0,0,0,0,0,0,0,0,111,255,0,0,0,36,0,1,10,49,1,27,4,234,24,,,
3208,10:12:56,1,,,2,23,1,실외온도제한,4,0,30,2,9,13,0,0,0,0,0,0,0,0,0,0,0,0,113,255,0,0,0,36,0,1,10,49,1,21,4,206,24,,,
3209,10:12:58,1,,,2,23,1,실외온도제한,4,0,30,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,115,255,0,0,0,36,0,1,10,49,1,21,4,206,24,,,
3210,10:13:00,1,,,2,23,1,실외온도제한,4,0,34,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,115,255,0,0,0,36,0,1,10,49,1,26,4,227,24,,,
3211,10:13:02,1,,,2,23,1,실외온도제한,4,0,37,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,117,255,0,0,0,36,0,1,10,49,1,23,4,217,24,,,
3212,10:13:04,1,,,2,23,1,실외온도제한,4,0,37,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,117,255,0,0,0,36,0,1,10,49,1,23,4,217,24,,,
3213,10:13:06,1,,,2,23,1,실외온도제한,4,0,41,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,120,255,0,0,0,37,0,1,10,43,1,34,4,228,24,,,
3214,10:13:08,1,,,2,23,1,실외온도제한,4,0,41,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,122,255,0,0,0,37,0,1,10,43,1,34,4,228,24,,,
3215,10:13:10,1,,,2,23,1,실외온도제한,4,0,44,2,23,13,0,0,0,0,0,0,0,0,0,0,0,0,122,255,0,0,0,37,0,1,10,43,1,37,4,243,24,,,
3216,10:13:12,1,,,2,23,1,실외온도제한,4,0,47,2,26,13,0,0,0,0,0,0,0,0,0,0,0,0,124,255,0,0,0,36,0,1,10,43,1,22,4,211,24,,,
3217,10:13:14,1,,,2,23,1,실외온도제한,4,0,47,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,124,255,0,0,0,36,0,1,10,43,1,22,4,211,24,,,
3218,10:13:16,1,,,2,23,1,실외온도제한,4,0,51,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,127,255,0,0,0,36,0,1,10,32,1,20,4,201,24,,,
3219,10:13:18,1,,,2,23,1,실외온도제한,4,0,51,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,129,255,0,0,0,36,0,1,10,32,1,24,4,222,24,,,
3220,10:13:20,1,,,2,23,1,실외온도제한,4,0,54,2,33,13,0,0,0,0,0,0,0,0,0,0,0,0,129,255,0,0,0,36,0,1,10,32,1,24,4,222,24,,,
3221,10:13:22,1,,,2,23,1,실외온도제한,4,0,58,2,36,13,0,0,0,0,0,0,0,0,0,0,0,0,131,255,0,0,0,37,0,1,10,32,1,35,4,233,24,,,
3222,10:13:24,1,,,2,23,1,실외온도제한,4,0,58,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,131,255,0,0,0,37,0,1,10,32,1,35,4,233,24,,,
3223,10:13:26,1,,,2,23,1,실외온도제한,4,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,133,255,0,0,0,36,0,1,10,32,1,25,4,223,24,,,
3224,10:13:28,1,,,2,23,1,실외온도제한,4,0,1,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,136,255,0,0,0,36,0,1,10,32,1,23,4,217,24,,,
3225,10:13:30,1,,,2,23,1,실외온도제한,4,0,4,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,136,255,0,0,0,36,0,1,10,32,1,23,4,217,24,,,
3226,10:13:32,1,,,2,23,1,실외온도제한,4,0,8,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,138,255,0,0,0,36,0,1,10,32,1,25,4,225,24,,,
3227,10:13:34,1,,,2,23,1,실외온도제한,4,0,8,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,138,255,0,0,0,36,0,1,10,32,1,25,4,225,24,,,
3228,10:13:36,1,,,2,23,1,실외온도제한,4,0,11,2,10,13,0,0,0,0,0,0,0,0,0,0,0,0,140,255,0,0,0,36,0,1,10,30,1,24,4,220,24,,,
3229,10:13:38,1,,,2,23,1,실외온도제한,4,0,11,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,142,255,0,0,0,36,0,1,10,29,1,26,4,231,24,,,
3230,10:13:40,1,,,2,23,1,실외온도제한,4,0,14,2,13,13,0,0,0,0,0,0,0,0,0,0,0,0,142,255,0,0,0,36,0,1,10,29,1,26,4,231,24,,,
3231,10:13:42,1,,,2,23,1,실외온도제한,4,0,18,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,145,255,0,0,0,36,0,1,10,32,1,26,4,229,24,,,
3232,10:13:44,1,,,2,23,1,실외온도제한,4,0,18,2,17,13,0,0,0,0,0,0,0,0,0,0,0,0,145,255,0,0,0,36,0,1,10,32,1,26,4,229,24,,,
3233,10:13:46,1,,,2,23,1,실외온도제한,4,0,21,2,20,13,0,0,0,0,0,0,0,0,0,0,0,0,147,255,0,0,0,36,0,1,10,26,1,25,4,224,24,,,
3234,10:13:48,1,,,2,23,1,실외온도제한,4,0,21,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,149,255,0,0,0,36,0,1,10,26,1,25,4,224,24,,,
3235,10:13:50,1,,,2,23,1,실외온도제한,4,0,25,2,24,13,0,0,0,0,0,0,0,0,0,0,0,0,149,255,0,0,0,36,0,1,10,27,1,18,4,195,24,,,
3236,10:13:52,1,,,2,23,1,실외온도제한,4,0,28,2,27,13,0,0,0,0,0,0,0,0,0,0,0,0,151,255,0,0,0,36,0,1,10,14,1,21,4,209,24,,,
3237,10:13:54,1,,,2,23,1,실외온도제한,4,0,28,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,151,255,0,0,0,36,0,1,10,14,1,21,4,209,24,,,
3238,10:13:56,1,,,2,23,1,실외온도제한,4,0,31,2,30,13,0,0,0,0,0,0,0,0,0,0,0,0,154,255,0,0,0,36,0,1,10,14,1,23,4,216,24,,,
3239,10:13:58,1,,,2,23,1,실외온도제한,4,0,31,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,156,255,0,0,0,36,0,1,10,14,1,23,4,216,24,,,
3240,10:14:00,1,,,2,23,1,실외온도제한,4,0,35,2,34,13,0,0,0,0,0,0,0,0,0,0,0,0,156,255,0,0,0,36,0,1,10,32,1,23,4,215,24,,,
3241,10:14:02,1,,,2,23,1,실외온도제한,4,0,38,2,37,13,0,0,0,0,0,0,0,0,0,0,0,0,158,255,0,0,0,36,0,1,10,32,1,18,4,192,24,,,
3242,10:14:04,1,,,2,23,1,실외온도제한,4,0,38,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,158,255,0,0,0,36,0,1,10,32,1,18,4,192,24,,,
3243,10:14:06,1,,,2,23,1,실외온도제한,4,0,42,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,160,255,0,0,0,36,0,1,10,32,1,21,4,208,24,,,
3244,10:14:08,1,,,2,23,1,실외온도제한,4,0,42,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,163,255,0,0,0,36,0,1,10,32,1,18,4,195,24,,,
3245,10:14:10,1,,,2,23,1,실외온도제한,4,0,45,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,163,255,0,0,0,36,0,1,10,32,1,18,4,195,24,,,
3246,10:14:12,1,,,2,23,1,실외온도제한,4,0,48,2,7,13,0,0,0,0,0,0,0,0,0,0,0,0,165,255,0,0,0,36,0,1,10,32,1,20,4,203,24,,,
3247,10:14:14,1,,,2,23,1,실외온도제한,4,0,48,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,165,255,0,0,0,36,0,1,10,32,1,20,4,203,24,,,
3248,10:14:16,1,,,2,23,1,실외온도제한,4,0,52,2,11,13,0,0,0,0,0,0,0,0,0,0,0,0,167,255,0,0,0,36,0,1,10,32,1,20,4,204,24,,,
3249,10:14:18,1,,,2,23,1,실외온도제한,4,0,52,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,169,255,0,0,0,36,0,1,10,32,1,20,4,204,24,,,
3250,10:14:20,1,,,2,23,1,실외온도제한,4,0,55,2,14,13,0,0,0,0,0,0,0,0,0,0,0,0,169,255,0,0,0,36,0,1,10,32,1,20,4,203,24,,,
