Micom EMCTL Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,COMP모드,COMP최대,COMP최소,MAX제한사유,EEV모드,FAN 퍼지목표,COMP정시제어주기,COMP퍼지증분,EEV제어주기,EEV정시제어주기,EEV퍼지증분,EEV정시증분,제상단계,약계자제어,예열운전1,예열운전2,LOW AMBIENT운전,CT제한,방열판 제한,과전류 제어,과부하 제어,ACM,통신시도,RESET TIMER,대기전력상태,DC PEAK,DCLINK 에러,COMP실패 에러,CT2 에러,PFC 실패,실외FAN LOCK,INV토출카운트,HEATSINK카운트,COMP과전류,CPIPE카운트,고압스위치에러,실내기운전용량합,,,
1,08:25:23,0,,,0,1,1,,5,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,69,0,1,0,70,0,0,0,0,0,,,
2,08:25:25,0,,,0,1,1,,5,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,27,21,0,0,0,69,0,1,0,70,0,0,0,0,24,,,
3,08:25:27,0,,,0,1,1,,5,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,29,24,0,0,0,69,0,1,0,70,0,0,0,0,24,,,
4,08:25:29,0,,,0,1,1,,5,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,29,24,0,0,0,69,0,1,0,70,0,0,0,0,24,,,
5,08:25:31,0,,,0,1,1,,5,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,27,0,0,0,69,0,1,0,71,0,0,0,0,24,,,
6,08:25:33,0,,,0,1,1,,5,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,31,27,0,0,0,69,0,1,0,71,0,0,0,0,24,,,
7,08:25:35,0,,,0,1,1,,5,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,33,31,0,0,0,69,0,1,0,60,0,0,0,0,24,,,
8,08:25:37,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,0,0,0,69,0,1,0,60,0,0,0,0,24,,,
9,08:25:39,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,34,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
10,08:25:41,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
11,08:25:43,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
12,08:25:45,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
13,08:25:47,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
14,08:25:49,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,44,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
15,08:25:51,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
16,08:25:53,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
17,08:25:55,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,51,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
18,08:25:57,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
19,08:25:59,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,54,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
20,08:26:01,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
21,08:26:03,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
22,08:26:05,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
23,08:26:07,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
24,08:26:09,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,65,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
25,08:26:11,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,68,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
26,08:26:13,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,68,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
27,08:26:15,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,71,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
28,08:26:17,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
29,08:26:19,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
30,08:26:21,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,78,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
31,08:26:23,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,78,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
32,08:26:25,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,81,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
33,08:26:27,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,85,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
34,08:26:29,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,85,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
35,08:26:31,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,88,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
36,08:26:33,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,88,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
37,08:26:35,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,92,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
38,08:26:37,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,95,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
39,08:26:39,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,95,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
40,08:26:41,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,98,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
41,08:26:43,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,98,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
42,08:26:45,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,102,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
43,08:26:47,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,105,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
44,08:26:49,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,105,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
45,08:26:51,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,108,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
46,08:26:53,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,108,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
47,08:26:55,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,112,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
48,08:26:57,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,115,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
49,08:26:59,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,115,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
50,08:27:01,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,119,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
51,08:27:03,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,119,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
52,08:27:05,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,122,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
53,08:27:07,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,125,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
54,08:27:09,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,125,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
55,08:27:11,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,129,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
56,08:27:13,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,129,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
57,08:27:15,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,132,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
58,08:27:17,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,135,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
59,08:27:19,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,135,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
60,08:27:21,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,139,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
61,08:27:23,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,139,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
62,08:27:25,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,142,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
63,08:27:27,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,146,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
64,08:27:29,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,146,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
65,08:27:31,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,149,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
66,08:27:33,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,149,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
67,08:27:35,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,152,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
68,08:27:37,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,156,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
69,08:27:39,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,156,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
70,08:27:41,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,159,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
71,08:27:43,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,159,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
72,08:27:45,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,163,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
73,08:27:47,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,166,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
74,08:27:49,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,166,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
75,08:27:51,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,169,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
76,08:27:53,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,169,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
77,08:27:55,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,173,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
78,08:27:57,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,176,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
79,08:27:59,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,176,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
80,08:28:01,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,179,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
81,08:28:03,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,179,0,0,0,69,0,1,0,0,0,0,0,0,24,,,
82,08:28:05,1,,,0,23,1,실외온도제한,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,135,183,0,0,0,69,0,1,0,3,0,0,0,0,24,,,
83,08:28:07,1,,,0,23,1,실외온도제한,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,137,186,0,0,0,69,0,1,0,3,0,0,0,0,24,,,
84,08:28:09,1,,,0,23,1,실외온도제한,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,137,186,0,0,0,69,0,1,0,3,0,0,0,0,24,,,
85,08:28:11,1,,,0,23,1,실외온도제한,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,139,190,0,0,0,69,0,0,0,9,0,0,0,0,24,,,
86,08:28:13,1,,,0,23,1,실외온도제한,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,139,190,0,0,0,69,0,0,0,9,0,0,0,0,24,,,
87,08:28:15,1,,,0,23,1,실외온도제한,1,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,142,193,0,0,0,69,0,0,0,4,0,0,0,0,24,,,
88,08:28:17,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,144,196,0,0,0,69,0,0,0,8,0,0,0,0,24,,,
89,08:28:19,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,144,196,0,0,0,69,0,0,0,8,0,0,0,0,24,,,
90,08:28:21,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,146,200,0,0,0,0,0,0,0,49,5,91,0,0,24,,,
91,08:28:24,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,146,200,0,0,0,0,0,0,0,49,5,91,0,0,24,,,
92,08:28:26,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,148,203,0,0,0,0,0,0,1,3,0,0,2,36,24,,,
93,08:28:28,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,151,206,0,0,0,11,0,0,1,28,0,31,1,195,24,,,
94,08:28:30,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,151,206,0,0,0,11,0,0,1,28,0,31,1,195,24,,,
95,08:28:32,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,153,210,0,0,0,16,0,0,2,1,0,52,2,48,24,,,
96,08:28:34,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,153,210,0,0,0,16,0,0,2,1,0,52,2,48,24,,,
97,08:28:36,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,155,213,0,0,0,18,0,1,2,83,0,68,2,95,24,,,
98,08:28:38,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,157,217,0,0,0,18,0,1,2,83,0,68,2,95,24,,,
99,08:28:40,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,157,217,0,0,0,20,0,1,3,55,0,83,2,159,24,,,
100,08:28:42,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,160,220,0,0,0,23,0,1,4,49,0,109,2,249,24,,,
101,08:28:44,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,160,220,0,0,0,23,0,1,4,49,0,109,2,249,24,,,
102,08:28:46,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,162,223,0,0,0,25,0,1,5,30,0,128,3,57,24,,,
103,08:28:48,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,164,227,0,0,0,27,0,1,6,37,0,151,3,133,24,,,
104,08:28:50,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,164,227,0,0,0,27,0,1,6,37,0,151,3,133,24,,,
105,08:28:52,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,166,230,0,0,0,30,0,1,7,43,0,184,3,217,24,,,
106,08:28:54,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,166,230,0,0,0,30,0,1,7,43,0,184,3,217,24,,,
107,08:28:56,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,169,234,0,0,0,32,0,1,8,42,0,211,4,34,24,,,
108,08:28:58,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,171,237,0,0,0,33,0,1,9,46,0,229,4,88,24,,,
109,08:29:00,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,171,237,0,0,0,33,0,1,9,46,0,229,4,88,24,,,
110,08:29:02,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,173,240,0,0,0,34,0,1,9,94,0,239,4,103,24,,,
111,08:29:04,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,173,240,0,0,0,34,0,1,9,94,0,239,4,103,24,,,
112,08:29:06,1,,,1,23,10,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,175,244,0,0,0,34,0,1,9,97,0,243,4,116,24,,,
113,08:29:08,1,,,1,23,1,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,178,247,0,0,0,35,0,1,10,8,0,250,4,116,24,,,
114,08:29:10,1,,,1,23,1,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,178,247,0,0,0,35,0,1,10,8,0,250,4,116,24,,,
115,08:29:12,1,,,1,23,1,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,180,250,0,0,0,34,0,1,10,8,0,243,4,118,24,,,
116,08:29:14,1,,,1,23,1,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,180,250,0,0,0,34,0,1,10,8,0,243,4,118,24,,,
117,08:29:16,1,,,1,23,1,실외온도제한,2,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,182,254,0,0,0,35,0,1,10,8,0,252,4,126,24,,,
118,08:29:18,1,,,2,23,1,실외온도제한,3,0,0,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,184,255,0,0,0,35,0,1,10,8,0,252,4,126,24,,,
119,08:29:20,1,,,2,23,1,실외온도제한,3,0,1,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,184,255,0,0,0,35,0,1,10,32,0,255,4,140,24,,,
120,08:29:22,1,,,2,23,1,실외온도제한,3,0,4,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,187,255,0,0,0,35,0,1,11,18,1,2,4,157,24,,,
121,08:29:24,1,,,2,23,1,실외온도제한,3,0,4,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,187,255,0,0,0,35,0,1,11,18,1,2,4,157,24,,,
122,08:29:26,1,,,2,23,1,실외온도제한,3,0,8,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,189,255,0,0,0,35,0,1,11,97,1,7,4,174,24,,,
123,08:29:28,1,,,2,23,1,실외온도제한,3,0,8,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,191,255,0,0,0,35,0,1,11,97,1,7,4,174,24,,,
124,08:29:30,1,,,2,23,1,실외온도제한,3,0,11,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,191,255,0,0,0,36,0,1,12,94,1,17,4,190,24,,,
125,08:29:32,1,,,2,23,1,실외온도제한,3,0,14,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,193,255,0,0,0,36,0,1,13,80,1,21,4,207,24,,,
126,08:29:34,1,,,2,23,1,실외온도제한,3,0,14,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,193,255,0,0,0,36,0,1,13,80,1,21,4,207,24,,,
127,08:29:36,1,,,2,23,1,실외온도제한,3,0,18,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,196,255,0,0,0,36,0,1,14,84,1,25,4,222,24,,,
128,08:29:38,1,,,2,23,1,실외온도제한,3,0,18,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,198,255,0,0,0,36,0,1,14,84,1,25,4,222,24,,,
129,08:29:40,1,,,2,23,1,실외온도제한,3,0,21,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,198,255,0,0,0,37,0,1,15,82,1,39,4,245,24,,,
130,08:29:42,1,,,2,23,1,실외온도제한,3,0,24,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,200,255,0,0,0,55,0,1,17,23,1,185,4,231,24,,,
131,08:29:44,1,,,2,23,1,실외온도제한,3,0,24,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,200,255,0,0,0,55,0,1,17,23,1,185,4,231,24,,,
132,08:29:46,1,,,2,23,1,실외온도제한,3,0,28,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,202,255,0,0,0,76,0,1,17,99,2,121,4,230,24,,,
133,08:29:48,1,,,2,23,1,실외온도제한,3,0,28,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,205,255,0,0,0,92,0,1,19,11,3,33,4,239,24,,,
134,08:29:50,1,,,2,23,1,실외온도제한,3,0,31,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,205,255,0,0,0,92,0,1,19,11,3,33,4,239,24,,,
135,08:29:52,1,,,2,23,1,실외온도제한,3,0,35,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,207,255,0,0,0,105,0,1,20,28,3,192,4,253,24,,,
136,08:29:54,1,,,2,23,1,실외온도제한,3,0,35,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,207,255,0,0,0,105,0,1,20,28,3,192,4,253,24,,,
137,08:29:56,1,,,2,23,1,실외온도제한,3,0,38,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,209,255,0,0,0,116,0,1,21,60,4,82,5,0,24,,,
138,08:29:58,1,,,2,23,1,실외온도제한,3,0,38,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,211,255,0,0,0,125,0,1,22,81,4,210,4,254,24,,,
139,08:30:00,1,,,2,23,1,실외온도제한,3,0,41,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,211,255,0,0,0,125,0,1,22,81,4,210,4,254,24,,,
140,08:30:02,1,,,2,23,1,실외온도제한,3,0,45,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,214,255,0,0,0,131,0,1,23,95,5,80,5,29,24,,,
141,08:30:04,1,,,2,23,1,실외온도제한,3,0,45,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,214,255,0,0,0,131,0,1,23,95,5,80,5,29,24,,,
142,08:30:06,1,,,2,23,1,실외온도제한,3,0,48,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,216,255,0,0,0,139,0,1,25,50,5,233,5,39,24,,,
143,08:30:08,1,,,2,23,1,실외온도제한,3,0,48,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,216,255,0,0,0,139,0,1,25,50,5,233,5,39,24,,,
144,08:30:10,1,,,2,23,1,실외온도제한,3,0,52,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,218,255,0,0,0,141,0,1,26,4,6,33,5,55,24,,,
145,08:30:12,1,,,2,23,1,실외온도제한,3,0,55,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,220,255,0,0,0,142,0,1,26,14,6,57,5,58,24,,,
146,08:30:14,1,,,2,23,1,실외온도제한,3,0,55,2,0,13,0,0,0,1,0,0,0,0,0,0,0,0,220,255,0,0,0,142,0,1,26,14,6,57,5,58,24,,,
