siter,time,운전모드,Error,ErrorUnit,COMP모드,COMP최대,COMP최소,MAX제한사유,EEV모드,FAN 퍼지목표,COMP정시제어주기,COMP퍼지증분,EEV제어주기,EEV정시제어주기,EEV퍼지증분,EEV정시증분,제상단계,약계자제어,예열운전1,예열운전2,LOW AMBIENT운전,CT제한,방열판 제한,과전류 제어,과부하 제어,ACM,통신시도,RESET TIMER,대기전력상태,DC PEAK,DCLINK 에러,COMP실패 에러,CT2 에러,PFC 실패,실외FAN LOCK,INV토출카운트,HEATSINK카운트,COMP과전류,CPIPE카운트,고압스위치에러,실내기운전용량합,Unnamed: 42,Unnamed: 43,Unnamed: 44,siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,습도1,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,siter,time,운전모드,Error,ErrorUnit,목표고압,목표저압,INV1토출목표,Unnamed: 8,현재고압,현재저압,COMP기준,Unnamed: 12,압축비,설정온도차,Unnamed: 15,Unnamed: 16,PC CTRL,운전상태 유지,4WAY,HOT GAS,SUMP HEAT,Cooling Fan,오일분리기,POWERRELAY,PFC,PFC CTRL,COP,DEFROSTING,OIL REFUREL,OIL RETURN,FAN1 H,FAN1 L,FAN2 H,FAN2 L,Unnamed: 35,Unnamed: 36,INV 목표,INV 현재,FAN 목표,FAN 현재,FAN2 목표,FAN2 현재,Main EEV,COMP운전,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,공기온도,흡입온도,응축온도,증발온도,INV 토출온도,열교환기온도,열교환기출구,Comp Heatsink,INV토출과열도,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,siter,time,운전모드,Error,ErrorUnit,INV 입력전류,INV 입력전압,INV전원주파수,소비전력,INV1 목표DC,INV DC전압,전류 기준,Q축 기준,Q축 전류,D축 기준,D축 전류,INV 제한사유,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Comp. 과부하,Comp. 과전류,Heatsink제한,예열운전,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33
21,08:26:03,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,58,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,21,08:26:03,0,,,24,5,3,290,27.93,24.94,19.39,0.0,,100,0,0,220,,,,,,21,08:26:03,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,290,0,,,,,,,39.3,220.0,-48.7,-50.3,69.0,43.0,33.2,51.0,117.7,,,,,,,,,,,,,21,08:26:03,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
22,08:26:05,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,22,08:26:05,0,,,24,5,3,460,27.93,26.74,22.13,0.0,,98,0,0,220,,,,,,22,08:26:05,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,39.3,220.0,-48.7,-50.3,68.0,43.0,33.2,51.0,116.7,,,,,,,,,,,,,22,08:26:05,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
23,08:26:07,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,61,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,23,08:26:07,0,,,24,5,3,460,27.93,26.74,22.13,0.0,,98,0,0,220,,,,,,23,08:26:07,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,39.3,220.0,-48.7,-50.3,68.0,43.0,32.8,51.0,116.7,,,,,,,,,,,,,23,08:26:07,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
24,08:26:09,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,65,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,24,08:26:09,0,,,24,5,3,460,27.93,26.74,22.13,0.0,,98,0,0,220,,,,,,24,08:26:09,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,39.3,220.0,-48.7,-50.3,68.0,43.0,32.8,51.0,116.7,,,,,,,,,,,,,24,08:26:09,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
25,08:26:11,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,68,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,25,08:26:11,0,,,24,5,3,460,27.93,26.74,22.13,0.0,,100,0,0,220,,,,,,25,08:26:11,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,25,08:26:11,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
26,08:26:13,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,68,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,26,08:26:13,0,,,24,5,3,460,27.93,27.11,22.83,0.0,,100,0,0,220,,,,,,26,08:26:13,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,26,08:26:13,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
27,08:26:15,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,71,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,27,08:26:15,0,,,24,5,3,460,27.93,27.11,22.83,0.0,,100,0,0,220,,,,,,27,08:26:15,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,27,08:26:15,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
28,08:26:17,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,28,08:26:17,0,,,24,5,3,460,27.93,27.11,22.83,0.0,,98,0,0,220,,,,,,28,08:26:17,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,28,08:26:17,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
29,08:26:19,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,75,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,29,08:26:19,0,,,24,5,3,460,27.93,27.85,24.59,0.0,,98,0,0,220,,,,,,29,08:26:19,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,29,08:26:19,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
30,08:26:21,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,78,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,30,08:26:21,0,,,24,5,3,460,27.93,27.85,24.59,0.0,,98,0,0,220,,,,,,30,08:26:21,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,30,08:26:21,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
31,08:26:23,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,78,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,31,08:26:23,0,,,24,5,3,460,27.93,27.85,24.59,0.0,,98,0,0,220,,,,,,31,08:26:23,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,31,08:26:23,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
32,08:26:25,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,81,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,32,08:26:25,0,,,24,5,3,460,27.93,27.85,24.94,0.0,,100,0,0,220,,,,,,32,08:26:25,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,32,08:26:25,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
33,08:26:27,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,85,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,33,08:26:27,0,,,24,5,3,460,27.93,27.85,24.94,0.0,,100,0,0,220,,,,,,33,08:26:27,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,33,08:26:27,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
34,08:26:29,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,85,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,34,08:26:29,0,,,24,5,3,460,27.93,27.85,24.94,0.0,,100,0,0,220,,,,,,34,08:26:29,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,67.0,43.0,32.8,51.0,115.7,,,,,,,,,,,,,34,08:26:29,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
35,08:26:31,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,88,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,35,08:26:31,0,,,24,5,3,460,27.93,27.85,24.94,0.0,,98,0,0,220,,,,,,35,08:26:31,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,66.0,43.0,32.8,51.0,114.7,,,,,,,,,,,,,35,08:26:31,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
36,08:26:33,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,88,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,36,08:26:33,0,,,24,5,3,460,27.93,27.85,25.3,0.0,,98,0,0,220,,,,,,36,08:26:33,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,66.0,43.0,32.8,51.0,114.7,,,,,,,,,,,,,36,08:26:33,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
37,08:26:35,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,92,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,37,08:26:35,0,,,24,5,3,460,28.64,27.85,26.02,0.0,,98,0,0,220,,,,,,37,08:26:35,0,,,0,0,0,,0,0,0,,1.0,9.9,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,66.0,43.0,33.2,51.0,114.7,,,,,,,,,,,,,37,08:26:35,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
38,08:26:37,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,95,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,38,08:26:37,0,,,24,5,3,460,28.64,27.85,26.02,0.0,,100,0,0,220,,,,,,38,08:26:37,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,66.0,43.0,33.2,51.0,114.7,,,,,,,,,,,,,38,08:26:37,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
39,08:26:39,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,95,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,39,08:26:39,0,,,24,5,3,460,28.64,27.85,26.02,0.0,,100,0,0,220,,,,,,39,08:26:39,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,66.0,43.0,33.2,51.0,114.7,,,,,,,,,,,,,39,08:26:39,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
40,08:26:41,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,98,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,40,08:26:41,0,,,24,5,3,460,28.64,27.85,26.02,0.0,,100,0,0,220,,,,,,40,08:26:41,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,40,08:26:41,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
41,08:26:43,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,98,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,41,08:26:43,0,,,24,5,3,460,28.64,27.85,26.38,0.0,,100,0,0,220,,,,,,41,08:26:43,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,41,08:26:43,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
42,08:26:45,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,102,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,42,08:26:45,0,,,24,5,3,460,28.64,27.85,26.38,0.0,,98,0,0,220,,,,,,42,08:26:45,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,42,08:26:45,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
43,08:26:47,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,105,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,43,08:26:47,0,,,24,5,3,460,28.64,27.85,26.38,0.0,,98,0,0,220,,,,,,43,08:26:47,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,43,08:26:47,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
44,08:26:49,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,105,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,44,08:26:49,0,,,24,5,3,460,28.64,27.85,26.74,0.0,,98,0,0,220,,,,,,44,08:26:49,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,44,08:26:49,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
45,08:26:51,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,108,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,45,08:26:51,0,,,24,5,3,460,28.64,27.85,26.74,0.0,,100,0,0,220,,,,,,45,08:26:51,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,45,08:26:51,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
46,08:26:53,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,108,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,46,08:26:53,0,,,24,5,3,460,28.64,27.85,26.74,0.0,,100,0,0,220,,,,,,46,08:26:53,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,46,08:26:53,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
47,08:26:55,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,112,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,47,08:26:55,0,,,24,5,3,460,28.64,28.22,26.74,0.0,,100,0,0,220,,,,,,47,08:26:55,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,47,08:26:55,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
48,08:26:57,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,115,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,48,08:26:57,0,,,24,5,3,460,28.64,28.22,26.74,0.0,,98,0,0,220,,,,,,48,08:26:57,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,48,08:26:57,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
49,08:26:59,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,115,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,49,08:26:59,0,,,24,5,3,460,29.0,28.22,27.11,0.0,,98,0,0,220,,,,,,49,08:26:59,0,,,0,0,0,,0,0,0,,1.0,10.6,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,49,08:26:59,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
50,08:27:01,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,119,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,50,08:27:01,0,,,24,5,3,460,29.0,28.22,27.11,0.0,,98,0,0,220,,,,,,50,08:27:01,0,,,0,0,0,,0,0,0,,1.0,11.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,50,08:27:01,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
51,08:27:03,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,119,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,51,08:27:03,0,,,24,5,3,460,29.0,28.22,27.11,0.0,,98,0,0,220,,,,,,51,08:27:03,0,,,0,0,0,,0,0,0,,1.0,11.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,51,08:27:03,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
52,08:27:05,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,122,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,52,08:27:05,0,,,24,5,3,460,29.0,28.22,27.11,0.0,,100,0,0,220,,,,,,52,08:27:05,0,,,0,0,0,,0,0,0,,1.0,11.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,65.0,43.0,33.2,50.0,113.7,,,,,,,,,,,,,52,08:27:05,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
53,08:27:07,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,125,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,53,08:27:07,0,,,24,5,3,460,29.0,28.22,27.11,0.0,,100,0,0,220,,,,,,53,08:27:07,0,,,0,0,0,,0,0,0,,1.0,11.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,64.0,43.0,33.2,50.0,112.7,,,,,,,,,,,,,53,08:27:07,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
54,08:27:09,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,125,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,54,08:27:09,0,,,24,5,3,460,29.0,28.22,27.11,0.0,,100,0,0,220,,,,,,54,08:27:09,0,,,0,0,0,,0,0,0,,1.0,11.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,64.0,43.0,33.2,50.0,112.7,,,,,,,,,,,,,54,08:27:09,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
55,08:27:11,0,,,0,1,1,,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,129,0,0,0,69,0,1,0,0,0,0,0,0,24,,,,55,08:27:11,0,,,24,5,3,460,29.0,28.22,27.11,0.0,,98,0,0,220,,,,,,55,08:27:11,0,,,0,0,0,,0,0,0,,1.0,11.0,,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,460,0,,,,,,,38.8,220.0,-48.7,-50.3,64.0,43.0,33.2,50.0,112.7,,,,,,,,,,,,,55,08:27:11,0,,,0.0,177,60,0.0,380,245,0.0,0.0,6.0,0.0,3.6,-,,,,,,,,,,0,0,0,0,,,,
