Micom IDU1 Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,습도1,,,,,
3755,10:31:16,1,,,24,5,3,75,27.93,12.01,12.68,0.67,,99,0,0,220,,,,,
3756,10:31:18,1,,,24,5,3,75,27.93,12.01,12.68,0.67,,99,0,0,220,,,,,
3757,10:31:20,1,,,24,5,3,75,27.93,12.01,12.68,0.67,,100,0,0,220,,,,,
3758,10:31:23,1,,,24,5,3,75,27.93,12.01,12.68,0.67,,99,0,0,220,,,,,
3759,10:31:25,1,,,24,5,3,75,27.93,12.01,13.01,1.00,,99,0,0,220,,,,,
3760,10:31:27,1,,,24,5,3,75,27.93,12.01,13.01,1.00,,99,0,0,220,,,,,
3761,10:31:29,1,,,24,5,3,75,27.93,12.01,13.01,1.00,,99,0,0,220,,,,,
3762,10:31:31,1,,,24,5,3,75,27.93,12.01,13.01,1.00,,99,0,0,220,,,,,
3763,10:31:33,1,,,24,5,3,75,27.93,12.01,13.01,1.00,,100,0,0,220,,,,,
3764,10:31:35,1,,,24,5,3,75,27.93,12.34,13.01,0.67,,100,0,0,220,,,,,
3765,10:31:37,1,,,24,5,3,75,27.93,12.34,13.01,0.67,,99,0,0,220,,,,,
3766,10:31:39,1,,,24,5,3,75,27.93,12.34,13.01,0.67,,99,0,0,220,,,,,
3767,10:31:41,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3768,10:31:43,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3769,10:31:45,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3770,10:31:47,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,100,0,0,220,,,,,
3771,10:31:49,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3772,10:31:51,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3773,10:31:53,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3774,10:31:55,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3775,10:31:57,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3776,10:31:59,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,100,0,0,220,,,,,
3777,10:32:01,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,100,0,0,220,,,,,
3778,10:32:03,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3779,10:32:05,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3780,10:32:07,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3781,10:32:09,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3782,10:32:11,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3783,10:32:13,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3784,10:32:15,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3785,10:32:17,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3786,10:32:19,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3787,10:32:21,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3788,10:32:23,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3789,10:32:25,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3790,10:32:27,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3791,10:32:29,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3792,10:32:31,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3793,10:32:33,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3794,10:32:35,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3795,10:32:37,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3796,10:32:39,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3797,10:32:41,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3798,10:32:43,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3799,10:32:45,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3800,10:32:47,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3801,10:32:49,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3802,10:32:51,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3803,10:32:53,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3804,10:32:55,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3805,10:32:57,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3806,10:32:59,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3807,10:33:01,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3808,10:33:03,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,100,0,0,220,,,,,
3809,10:33:05,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3810,10:33:07,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,100,0,0,220,,,,,
3811,10:33:09,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,100,0,0,220,,,,,
3812,10:33:11,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3813,10:33:13,1,,,24,5,3,75,27.93,12.34,12.68,0.34,,99,0,0,220,,,,,
3814,10:33:15,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3815,10:33:17,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3816,10:33:19,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3817,10:33:21,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3818,10:33:23,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3819,10:33:25,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3820,10:33:27,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3821,10:33:29,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3822,10:33:31,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3823,10:33:33,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3824,10:33:35,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3825,10:33:37,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3826,10:33:39,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3827,10:33:41,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3828,10:33:43,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3829,10:33:45,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3830,10:33:47,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3831,10:33:49,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3832,10:33:51,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3833,10:33:53,1,,,24,5,3,75,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3834,10:33:55,1,,,24,5,3,74,27.93,12.68,12.68,0.00,,99,0,0,220,,,,,
3835,10:33:57,1,,,24,5,3,74,27.93,13.01,12.68,-0.33,,100,0,0,220,,,,,
3836,10:33:59,1,,,24,5,3,74,27.93,13.01,12.68,-0.33,,100,0,0,220,,,,,
3837,10:34:01,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3838,10:34:03,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3839,10:34:05,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3840,10:34:08,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3841,10:34:10,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3842,10:34:12,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3843,10:34:14,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3844,10:34:16,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3845,10:34:18,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3846,10:34:20,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3847,10:34:22,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3848,10:34:24,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3849,10:34:26,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3850,10:34:28,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3851,10:34:30,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3852,10:34:32,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3853,10:34:34,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3854,10:34:36,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3855,10:34:38,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3856,10:34:40,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3857,10:34:42,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3858,10:34:44,1,,,24,5,3,74,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3859,10:34:46,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,99,0,0,220,,,,,
3860,10:34:48,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,100,0,0,220,,,,,
3861,10:34:50,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,100,0,0,220,,,,,
3862,10:34:52,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,100,0,0,220,,,,,
3863,10:34:54,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,99,0,0,220,,,,,
3864,10:34:56,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,99,0,0,220,,,,,
3865,10:34:58,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,50,0,0,220,,,,,
3866,10:35:00,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,100,0,0,220,,,,,
3867,10:35:02,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,100,0,0,220,,,,,
3868,10:35:04,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,100,0,0,220,,,,,
3869,10:35:06,1,,,24,5,3,74,27.93,12.68,13.01,0.33,,100,0,0,220,,,,,
3870,10:35:08,1,,,24,5,3,74,27.93,12.68,12.68,0.00,,88,0,0,220,,,,,
3871,10:35:10,1,,,24,5,3,74,27.93,12.68,12.68,0.00,,88,0,0,220,,,,,
3872,10:35:12,1,,,24,5,3,74,27.93,12.68,12.68,0.00,,90,0,0,220,,,,,
3873,10:35:14,1,,,24,5,3,74,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3874,10:35:16,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3875,10:35:18,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3876,10:35:20,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3877,10:35:22,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,94,0,0,220,,,,,
3878,10:35:24,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,95,0,0,220,,,,,
3879,10:35:26,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,95,0,0,220,,,,,
3880,10:35:28,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3881,10:35:30,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3882,10:35:32,1,,,24,5,3,73,27.93,12.68,13.01,0.33,,96,0,0,220,,,,,
3883,10:35:34,1,,,24,5,3,73,27.93,12.68,13.01,0.33,,96,0,0,220,,,,,
3884,10:35:36,1,,,24,5,3,73,27.93,12.68,13.01,0.33,,96,0,0,220,,,,,
3885,10:35:38,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,96,0,0,220,,,,,
3886,10:35:40,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,96,0,0,220,,,,,
3887,10:35:42,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,100,0,0,220,,,,,
3888,10:35:44,1,,,24,5,3,73,27.93,12.68,12.68,0.00,,97,0,0,220,,,,,
3889,10:35:46,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3890,10:35:48,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3891,10:35:50,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3892,10:35:52,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3893,10:35:54,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3894,10:35:56,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3895,10:35:58,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3896,10:36:00,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3897,10:36:02,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3898,10:36:04,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3899,10:36:06,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,97,0,0,220,,,,,
3900,10:36:08,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3901,10:36:10,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3902,10:36:12,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3903,10:36:14,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3904,10:36:16,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3905,10:36:18,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3906,10:36:20,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3907,10:36:22,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3908,10:36:24,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3909,10:36:26,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3910,10:36:28,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3911,10:36:30,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3912,10:36:32,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3913,10:36:34,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3914,10:36:36,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3915,10:36:38,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3916,10:36:40,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3917,10:36:42,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3918,10:36:44,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3919,10:36:46,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3920,10:36:48,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3921,10:36:51,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3922,10:36:53,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3923,10:36:55,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3924,10:36:57,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3925,10:36:59,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3926,10:37:01,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3927,10:37:03,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3928,10:37:05,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3929,10:37:07,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3930,10:37:09,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3931,10:37:11,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3932,10:37:13,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3933,10:37:15,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3934,10:37:17,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3935,10:37:19,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3936,10:37:21,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3937,10:37:23,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,98,0,0,220,,,,,
3938,10:37:25,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3939,10:37:27,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3940,10:37:29,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3941,10:37:31,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,100,0,0,220,,,,,
3942,10:37:33,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3943,10:37:35,1,,,24,5,3,73,27.93,13.01,13.01,0.00,,99,0,0,220,,,,,
3944,10:37:37,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3945,10:37:39,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3946,10:37:41,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3947,10:37:43,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3948,10:37:45,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3949,10:37:47,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3950,10:37:49,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3951,10:37:51,1,,,24,5,3,73,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3952,10:37:53,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3953,10:37:55,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3954,10:37:57,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3955,10:37:59,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3956,10:38:01,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3957,10:38:03,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3958,10:38:05,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3959,10:38:07,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3960,10:38:09,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3961,10:38:11,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3962,10:38:13,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3963,10:38:15,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3964,10:38:17,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3965,10:38:19,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3966,10:38:21,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3967,10:38:23,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
3968,10:38:25,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
3969,10:38:27,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
3970,10:38:29,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
3971,10:38:31,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
3972,10:38:33,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,100,0,0,220,,,,,
3973,10:38:35,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
3974,10:38:37,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3975,10:38:39,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3976,10:38:41,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3977,10:38:43,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3978,10:38:45,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3979,10:38:47,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3980,10:38:49,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3981,10:38:51,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3982,10:38:53,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3983,10:38:55,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3984,10:38:57,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3985,10:38:59,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3986,10:39:01,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3987,10:39:03,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3988,10:39:05,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3989,10:39:07,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3990,10:39:09,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3991,10:39:11,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3992,10:39:13,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3993,10:39:15,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3994,10:39:17,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3995,10:39:19,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3996,10:39:21,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
3997,10:39:23,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3998,10:39:25,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
3999,10:39:27,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4000,10:39:29,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
4001,10:39:32,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
4002,10:39:34,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
4003,10:39:36,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4004,10:39:38,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4005,10:39:40,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4006,10:39:42,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4007,10:39:44,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
4008,10:39:46,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
4009,10:39:48,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
4010,10:39:50,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4011,10:39:52,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4012,10:39:54,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,100,0,0,220,,,,,
4013,10:39:56,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
4014,10:39:58,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
4015,10:40:00,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,99,0,0,220,,,,,
4016,10:40:02,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,99,0,0,220,,,,,
4017,10:40:04,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4018,10:40:06,1,,,24,5,3,72,27.93,13.35,13.35,0.00,,100,0,0,220,,,,,
4019,10:40:08,1,,,24,5,3,72,27.93,13.35,13.68,0.33,,100,0,0,220,,,,,
