Micom IDU1 Data,Time Interval = 2 sec,Save Start Time:,"Thursday, February 21 08:25:23, 2019",,,,,NOTE:파일저장중 생성된 공란은 모델확장을 위한 영역입니다. 분석시 불필요할 경우 숨기기 기능을 이용해 주시기 바랍니다.
System Info:,Single&Multi,Pressure,R32,1Unit,Default Unit:,"C , kPa , m3/h , kBtu/h",User's Unit:,"C , kPa , m3/h , kBtu/h"
Distributor:,전문점명,Version:,"-",LGMV:,8.0.5R,External:,"-"
Installer:,설치자명,EEPROM:,"7.232(7.e8)",COMP:,"-",FAN:,"-"
Model:,모델명,IDU NUM:,1,Connect:,ODU
Site:,현장명,Hrunit NUM:,0,AWHP:,0,DXC:,0,FAU:,0,GHU:,0,WHU:,0,CASCADE:,0,SHOWCASE:,0,
siter,time,운전모드,Error,ErrorUnit,용량1,모드1,풍량1,EEV1,공기1,배관in1,배관out1,SC/SH1,추가정보1,통신1,CEN1,에러1,습도1,,,,,
1,08:25:23,0,,,24,1,3,121,27.57,6.58,5.19,0,,100,0,0,220,,,,,
2,08:25:25,0,,,24,5,3,121,27.57,7.96,5.89,0,,96,0,0,220,,,,,
3,08:25:27,0,,,24,5,3,121,27.57,7.96,5.89,0,,96,0,0,220,,,,,
4,08:25:29,0,,,24,5,3,121,27.57,7.96,5.89,0,,96,0,0,220,,,,,
5,08:25:31,0,,,24,5,3,121,27.57,7.96,5.89,0,,96,0,0,220,,,,,
6,08:25:33,0,,,24,5,3,121,27.57,12.01,8.30,0,,96,0,0,220,,,,,
7,08:25:35,0,,,24,5,3,290,27.57,12.01,8.30,0,,100,0,0,220,,,,,
8,08:25:37,0,,,24,5,3,290,27.57,12.01,8.30,0,,97,0,0,220,,,,,
9,08:25:39,0,,,24,5,3,290,27.93,14.35,9.65,0,,97,0,0,220,,,,,
10,08:25:41,0,,,24,5,3,290,27.93,14.35,9.65,0,,97,0,0,220,,,,,
11,08:25:43,0,,,24,5,3,290,27.93,18.04,13.01,0,,97,0,0,220,,,,,
12,08:25:45,0,,,24,5,3,290,27.93,18.04,13.01,0,,97,0,0,220,,,,,
13,08:25:47,0,,,24,5,3,290,27.93,18.04,13.01,0,,97,0,0,220,,,,,
14,08:25:49,0,,,24,5,3,290,27.93,20.07,14.68,0,,100,0,0,220,,,,,
15,08:25:51,0,,,24,5,3,290,27.93,20.07,14.68,0,,97,0,0,220,,,,,
16,08:25:53,0,,,24,5,3,290,27.93,20.07,14.68,0,,97,0,0,220,,,,,
17,08:25:55,0,,,24,5,3,290,27.93,23.18,18.04,0,,97,0,0,220,,,,,
18,08:25:57,0,,,24,5,3,290,27.93,23.18,18.04,0,,100,0,0,220,,,,,
19,08:25:59,0,,,24,5,3,290,27.93,23.18,18.04,0,,100,0,0,220,,,,,
20,08:26:01,0,,,24,5,3,290,27.93,23.18,18.04,0,,100,0,0,220,,,,,
21,08:26:03,0,,,24,5,3,290,27.93,24.94,19.39,0,,100,0,0,220,,,,,
22,08:26:05,0,,,24,5,3,460,27.93,26.74,22.13,0,,98,0,0,220,,,,,
23,08:26:07,0,,,24,5,3,460,27.93,26.74,22.13,0,,98,0,0,220,,,,,
24,08:26:09,0,,,24,5,3,460,27.93,26.74,22.13,0,,98,0,0,220,,,,,
25,08:26:11,0,,,24,5,3,460,27.93,26.74,22.13,0,,100,0,0,220,,,,,
26,08:26:13,0,,,24,5,3,460,27.93,27.11,22.83,0,,100,0,0,220,,,,,
27,08:26:15,0,,,24,5,3,460,27.93,27.11,22.83,0,,100,0,0,220,,,,,
28,08:26:17,0,,,24,5,3,460,27.93,27.11,22.83,0,,98,0,0,220,,,,,
29,08:26:19,0,,,24,5,3,460,27.93,27.85,24.59,0,,98,0,0,220,,,,,
30,08:26:21,0,,,24,5,3,460,27.93,27.85,24.59,0,,98,0,0,220,,,,,
31,08:26:23,0,,,24,5,3,460,27.93,27.85,24.59,0,,98,0,0,220,,,,,
32,08:26:25,0,,,24,5,3,460,27.93,27.85,24.94,0,,100,0,0,220,,,,,
33,08:26:27,0,,,24,5,3,460,27.93,27.85,24.94,0,,100,0,0,220,,,,,
34,08:26:29,0,,,24,5,3,460,27.93,27.85,24.94,0,,100,0,0,220,,,,,
35,08:26:31,0,,,24,5,3,460,27.93,27.85,24.94,0,,98,0,0,220,,,,,
36,08:26:33,0,,,24,5,3,460,27.93,27.85,25.30,0,,98,0,0,220,,,,,
37,08:26:35,0,,,24,5,3,460,28.64,27.85,26.02,0,,98,0,0,220,,,,,
38,08:26:37,0,,,24,5,3,460,28.64,27.85,26.02,0,,100,0,0,220,,,,,
39,08:26:39,0,,,24,5,3,460,28.64,27.85,26.02,0,,100,0,0,220,,,,,
40,08:26:41,0,,,24,5,3,460,28.64,27.85,26.02,0,,100,0,0,220,,,,,
41,08:26:43,0,,,24,5,3,460,28.64,27.85,26.38,0,,100,0,0,220,,,,,
42,08:26:45,0,,,24,5,3,460,28.64,27.85,26.38,0,,98,0,0,220,,,,,
43,08:26:47,0,,,24,5,3,460,28.64,27.85,26.38,0,,98,0,0,220,,,,,
44,08:26:49,0,,,24,5,3,460,28.64,27.85,26.74,0,,98,0,0,220,,,,,
45,08:26:51,0,,,24,5,3,460,28.64,27.85,26.74,0,,100,0,0,220,,,,,
46,08:26:53,0,,,24,5,3,460,28.64,27.85,26.74,0,,100,0,0,220,,,,,
47,08:26:55,0,,,24,5,3,460,28.64,28.22,26.74,0,,100,0,0,220,,,,,
48,08:26:57,0,,,24,5,3,460,28.64,28.22,26.74,0,,98,0,0,220,,,,,
49,08:26:59,0,,,24,5,3,460,29.00,28.22,27.11,0,,98,0,0,220,,,,,
50,08:27:01,0,,,24,5,3,460,29.00,28.22,27.11,0,,98,0,0,220,,,,,
51,08:27:03,0,,,24,5,3,460,29.00,28.22,27.11,0,,98,0,0,220,,,,,
52,08:27:05,0,,,24,5,3,460,29.00,28.22,27.11,0,,100,0,0,220,,,,,
53,08:27:07,0,,,24,5,3,460,29.00,28.22,27.11,0,,100,0,0,220,,,,,
54,08:27:09,0,,,24,5,3,460,29.00,28.22,27.11,0,,100,0,0,220,,,,,
55,08:27:11,0,,,24,5,3,460,29.00,28.22,27.11,0,,98,0,0,220,,,,,
56,08:27:13,0,,,24,5,3,460,29.00,28.22,27.48,0,,98,0,0,220,,,,,
57,08:27:15,0,,,24,5,3,460,29.00,28.22,27.48,0,,99,0,0,220,,,,,
58,08:27:17,0,,,24,5,3,460,29.00,28.22,27.48,0,,100,0,0,220,,,,,
59,08:27:19,0,,,24,5,3,460,29.00,28.22,27.48,0,,100,0,0,220,,,,,
60,08:27:21,0,,,24,5,3,460,29.00,28.59,27.48,0,,100,0,0,220,,,,,
61,08:27:23,0,,,24,5,3,460,29.00,28.59,27.48,0,,100,0,0,220,,,,,
62,08:27:25,0,,,24,5,3,460,29.00,28.59,27.48,0,,99,0,0,220,,,,,
63,08:27:27,0,,,24,5,3,460,29.00,28.59,27.48,0,,99,0,0,220,,,,,
64,08:27:29,0,,,24,5,3,460,29.36,28.59,27.85,0,,99,0,0,220,,,,,
65,08:27:31,0,,,24,5,3,460,29.36,28.59,27.85,0,,100,0,0,220,,,,,
66,08:27:33,0,,,24,5,3,460,29.36,28.59,27.85,0,,100,0,0,220,,,,,
67,08:27:35,0,,,24,5,3,460,29.36,28.59,27.85,0,,100,0,0,220,,,,,
68,08:27:37,0,,,24,5,3,460,29.36,28.59,27.85,0,,99,0,0,220,,,,,
69,08:27:39,0,,,24,5,3,460,29.36,28.59,27.85,0,,99,0,0,220,,,,,
70,08:27:41,0,,,24,5,3,460,29.36,28.59,27.85,0,,99,0,0,220,,,,,
71,08:27:43,0,,,24,5,3,460,29.36,28.59,27.85,0,,99,0,0,220,,,,,
72,08:27:45,0,,,24,5,3,460,29.36,28.59,27.85,0,,100,0,0,220,,,,,
73,08:27:47,0,,,24,5,3,460,29.36,28.59,27.85,0,,100,0,0,220,,,,,
74,08:27:49,0,,,24,5,3,460,29.36,28.96,27.85,0,,100,0,0,220,,,,,
75,08:27:51,0,,,24,5,3,460,29.36,28.96,28.22,0,,99,0,0,220,,,,,
76,08:27:53,0,,,24,5,3,460,29.36,28.96,28.22,0,,99,0,0,220,,,,,
77,08:27:55,0,,,24,5,3,460,29.36,28.96,28.22,0,,99,0,0,220,,,,,
78,08:27:57,0,,,24,5,3,460,29.36,28.96,28.22,0,,100,0,0,220,,,,,
79,08:27:59,0,,,24,5,3,460,29.36,28.96,28.22,0,,100,0,0,220,,,,,
80,08:28:01,0,,,24,5,3,460,29.36,28.96,28.22,0,,99,0,0,220,,,,,
81,08:28:03,0,,,24,5,3,460,29.36,28.96,28.22,0,,99,0,0,220,,,,,
82,08:28:05,1,,,24,5,3,0,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
83,08:28:07,1,,,24,5,3,0,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
84,08:28:09,1,,,24,5,3,0,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
85,08:28:11,1,,,24,5,3,0,29.36,29.34,28.22,-1.12,,100,0,0,220,,,,,
86,08:28:13,1,,,24,5,3,0,29.36,29.34,28.22,-1.12,,100,0,0,220,,,,,
87,08:28:15,1,,,24,5,3,0,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
88,08:28:17,1,,,24,5,3,0,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
89,08:28:19,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
90,08:28:21,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
91,08:28:24,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
92,08:28:26,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,100,0,0,220,,,,,
93,08:28:28,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
94,08:28:30,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
95,08:28:32,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
96,08:28:34,1,,,24,5,3,271,29.36,29.34,28.22,-1.12,,99,0,0,220,,,,,
97,08:28:36,1,,,24,5,3,271,29.36,28.96,28.22,-0.74,,99,0,0,220,,,,,
98,08:28:38,1,,,24,5,3,271,29.36,28.96,28.22,-0.74,,100,0,0,220,,,,,
99,08:28:40,1,,,24,5,3,252,29.36,28.96,28.22,-0.74,,100,0,0,220,,,,,
100,08:28:42,1,,,24,5,3,252,29.36,28.96,28.22,-0.74,,99,0,0,220,,,,,
101,08:28:44,1,,,24,5,3,252,29.36,29.34,27.85,-1.49,,99,0,0,220,,,,,
102,08:28:46,1,,,24,5,3,252,29.36,29.72,27.85,-1.87,,99,0,0,220,,,,,
103,08:28:48,1,,,24,5,3,252,29.36,29.72,27.85,-1.87,,99,0,0,220,,,,,
104,08:28:50,1,,,24,5,3,232,29.36,29.72,27.85,-1.87,,99,0,0,220,,,,,
105,08:28:52,1,,,24,5,3,232,29.36,28.96,27.11,-1.85,,100,0,0,220,,,,,
106,08:28:54,1,,,24,5,3,232,29.36,28.96,27.11,-1.85,,100,0,0,220,,,,,
107,08:28:56,1,,,24,5,3,232,29.36,28.96,27.11,-1.85,,99,0,0,220,,,,,
108,08:28:58,1,,,24,5,3,232,29.36,28.96,27.11,-1.85,,99,0,0,220,,,,,
109,08:29:00,1,,,24,5,3,213,29.36,27.11,26.74,-0.37,,99,0,0,220,,,,,
110,08:29:02,1,,,24,5,3,213,29.36,27.11,26.74,-0.37,,99,0,0,220,,,,,
111,08:29:04,1,,,24,5,3,213,29.36,27.11,26.74,-0.37,,99,0,0,220,,,,,
112,08:29:06,1,,,24,5,3,213,29.36,22.13,26.02,3.89,,100,0,0,220,,,,,
113,08:29:08,1,,,24,5,3,213,29.36,22.13,26.02,3.89,,99,0,0,220,,,,,
114,08:29:10,1,,,24,5,3,194,29.36,20.07,25.66,5.59,,99,0,0,220,,,,,
115,08:29:12,1,,,24,5,3,194,29.36,20.07,25.66,5.59,,99,0,0,220,,,,,
116,08:29:14,1,,,24,5,3,194,29.36,20.07,25.66,5.59,,99,0,0,220,,,,,
117,08:29:16,1,,,24,5,3,194,29.36,17.70,25.30,7.60,,99,0,0,220,,,,,
118,08:29:18,1,,,24,5,3,194,29.36,17.70,25.30,7.60,,100,0,0,220,,,,,
119,08:29:20,1,,,24,5,3,194,29.36,17.70,25.30,7.60,,100,0,0,220,,,,,
120,08:29:22,1,,,24,5,3,194,29.36,17.70,25.30,7.60,,99,0,0,220,,,,,
121,08:29:24,1,,,24,5,3,194,29.36,15.35,24.59,9.24,,99,0,0,220,,,,,
122,08:29:26,1,,,24,5,3,194,29.36,15.35,24.59,9.24,,99,0,0,220,,,,,
123,08:29:28,1,,,24,5,3,194,29.36,15.35,24.59,9.24,,100,0,0,220,,,,,
124,08:29:30,1,,,24,5,3,194,29.36,14.35,24.23,9.88,,100,0,0,220,,,,,
125,08:29:32,1,,,24,5,3,194,29.36,14.35,24.23,9.88,,100,0,0,220,,,,,
126,08:29:34,1,,,24,5,3,194,29.36,14.35,24.23,9.88,,100,0,0,220,,,,,
127,08:29:36,1,,,24,5,3,194,29.36,13.68,23.53,9.85,,99,0,0,220,,,,,
128,08:29:38,1,,,24,5,3,194,29.36,13.68,23.53,9.85,,99,0,0,220,,,,,
129,08:29:40,1,,,24,5,3,194,29.36,13.01,22.83,9.82,,99,0,0,220,,,,,
130,08:29:42,1,,,24,5,3,194,29.36,13.01,22.83,9.82,,100,0,0,220,,,,,
131,08:29:44,1,,,24,5,3,194,29.36,13.01,22.83,9.82,,100,0,0,220,,,,,
132,08:29:46,1,,,24,5,3,194,29.36,12.01,22.13,10.12,,100,0,0,220,,,,,
133,08:29:48,1,,,24,5,3,194,29.36,12.01,22.13,10.12,,99,0,0,220,,,,,
134,08:29:50,1,,,24,5,3,194,29.36,12.01,22.13,10.12,,99,0,0,220,,,,,
135,08:29:52,1,,,24,5,3,194,29.36,11.34,21.79,10.45,,99,0,0,220,,,,,
136,08:29:54,1,,,24,5,3,194,29.36,11.34,21.79,10.45,,99,0,0,220,,,,,
137,08:29:56,1,,,24,5,3,194,29.36,11.34,21.79,10.45,,100,0,0,220,,,,,
138,08:29:58,1,,,24,5,3,194,29.36,11.34,21.79,10.45,,100,0,0,220,,,,,
139,08:30:00,1,,,24,5,3,194,29.36,9.65,20.07,10.42,,100,0,0,220,,,,,
140,08:30:02,1,,,24,5,3,194,29.36,9.32,18.71,9.39,,99,0,0,220,,,,,
141,08:30:04,1,,,24,5,3,194,29.36,9.32,18.71,9.39,,99,0,0,220,,,,,
142,08:30:06,1,,,24,5,3,194,29.36,9.32,18.71,9.39,,99,0,0,220,,,,,
143,08:30:08,1,,,24,5,3,194,29.36,9.32,18.71,9.39,,99,0,0,220,,,,,
144,08:30:10,1,,,24,5,3,194,29.00,7.96,15.02,7.06,,100,0,0,220,,,,,
145,08:30:12,1,,,24,5,3,194,29.00,7.96,15.02,7.06,,100,0,0,220,,,,,
146,08:30:14,1,,,24,5,3,194,29.00,7.96,15.02,7.06,,100,0,0,220,,,,,
147,08:30:16,1,,,24,5,3,194,29.00,7.61,13.01,5.40,,99,0,0,220,,,,,
148,08:30:18,1,,,24,5,3,194,29.00,7.61,13.01,5.40,,99,0,0,220,,,,,
149,08:30:20,1,,,24,5,3,197,29.00,7.61,13.01,5.40,,99,0,0,220,,,,,
150,08:30:22,1,,,24,5,3,197,29.00,7.61,13.01,5.40,,100,0,0,220,,,,,
151,08:30:24,1,,,24,5,3,197,29.00,6.93,10.33,3.40,,100,0,0,220,,,,,
152,08:30:26,1,,,24,5,3,197,28.64,6.58,8.98,2.40,,100,0,0,220,,,,,
153,08:30:28,1,,,24,5,3,197,28.64,6.58,8.98,2.40,,99,0,0,220,,,,,
154,08:30:30,1,,,24,5,3,197,28.64,6.58,8.98,2.40,,99,0,0,220,,,,,
155,08:30:32,1,,,24,5,3,197,28.64,6.58,8.98,2.40,,99,0,0,220,,,,,
156,08:30:34,1,,,24,5,3,197,28.64,6.24,7.96,1.72,,99,0,0,220,,,,,
157,08:30:36,1,,,24,5,3,197,28.64,6.24,7.96,1.72,,100,0,0,220,,,,,
158,08:30:38,1,,,24,5,3,197,28.64,6.24,7.96,1.72,,99,0,0,220,,,,,
159,08:30:40,1,,,24,5,3,197,27.93,5.54,6.58,1.04,,99,0,0,220,,,,,
160,08:30:42,1,,,24,5,3,197,27.93,5.54,6.58,1.04,,99,0,0,220,,,,,
161,08:30:44,1,,,24,5,3,197,27.93,5.54,6.58,1.04,,99,0,0,220,,,,,
162,08:30:46,1,,,24,5,3,197,27.93,5.54,5.89,0.35,,99,0,0,220,,,,,
163,08:30:48,1,,,24,5,3,197,27.93,5.54,5.89,0.35,,100,0,0,220,,,,,
164,08:30:50,1,,,24,5,3,197,27.93,5.54,5.89,0.35,,100,0,0,220,,,,,
165,08:30:52,1,,,24,5,3,197,27.93,5.54,5.89,0.35,,99,0,0,220,,,,,
166,08:30:54,1,,,24,5,3,197,27.93,5.54,5.19,-0.35,,99,0,0,220,,,,,
167,08:30:56,1,,,24,5,3,197,27.93,5.19,4.84,-0.35,,99,0,0,220,,,,,
168,08:30:58,1,,,24,5,3,197,27.93,5.19,4.84,-0.35,,50,0,0,220,,,,,
169,08:31:00,1,,,24,5,3,192,27.93,5.19,4.84,-0.35,,50,0,0,220,,,,,
170,08:31:02,1,,,24,5,3,192,27.93,5.19,4.84,-0.35,,100,0,0,220,,,,,
171,08:31:04,1,,,24,5,3,192,27.93,5.19,4.14,-1.05,,100,0,0,220,,,,,
172,08:31:06,1,,,24,5,3,192,27.93,5.19,4.14,-1.05,,85,0,0,220,,,,,
173,08:31:08,1,,,24,5,3,192,27.93,5.19,4.14,-1.05,,88,0,0,220,,,,,
174,08:31:10,1,,,24,5,3,192,27.93,5.19,4.14,-1.05,,88,0,0,220,,,,,
175,08:31:12,1,,,24,5,3,192,27.93,5.19,4.14,-1.05,,90,0,0,220,,,,,
176,08:31:14,1,,,24,5,3,192,27.93,5.19,4.14,-1.05,,90,0,0,220,,,,,
177,08:31:16,1,,,24,5,3,192,27.93,5.19,3.78,-1.41,,100,0,0,220,,,,,
178,08:31:18,1,,,24,5,3,192,27.93,5.19,3.78,-1.41,,93,0,0,220,,,,,
179,08:31:20,1,,,24,5,3,192,27.93,5.19,3.78,-1.41,,93,0,0,220,,,,,
180,08:31:23,1,,,24,5,3,192,27.93,5.19,3.78,-1.41,,94,0,0,220,,,,,
181,08:31:25,1,,,24,5,3,192,27.93,5.19,3.78,-1.41,,94,0,0,220,,,,,
182,08:31:27,1,,,24,5,3,192,27.57,5.19,3.78,-1.41,,95,0,0,220,,,,,
183,08:31:29,1,,,24,5,3,192,27.57,5.19,3.78,-1.41,,95,0,0,220,,,,,
184,08:31:31,1,,,24,5,3,192,27.57,5.19,3.78,-1.41,,100,0,0,220,,,,,
185,08:31:33,1,,,24,5,3,192,27.57,5.19,3.78,-1.41,,96,0,0,220,,,,,
186,08:31:35,1,,,24,5,3,192,27.57,5.19,3.43,-1.76,,96,0,0,220,,,,,
187,08:31:37,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,96,0,0,220,,,,,
188,08:31:39,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
189,08:31:41,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
190,08:31:43,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
191,08:31:45,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
192,08:31:47,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,97,0,0,220,,,,,
193,08:31:49,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,97,0,0,220,,,,,
194,08:31:51,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,97,0,0,220,,,,,
195,08:31:53,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
196,08:31:55,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
197,08:31:57,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
198,08:31:59,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,97,0,0,220,,,,,
199,08:32:01,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,97,0,0,220,,,,,
200,08:32:03,1,,,24,5,3,186,27.57,5.19,3.43,-1.76,,97,0,0,220,,,,,
201,08:32:05,1,,,24,5,3,186,27.22,5.19,3.43,-1.76,,97,0,0,220,,,,,
202,08:32:07,1,,,24,5,3,186,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
203,08:32:09,1,,,24,5,3,186,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
204,08:32:11,1,,,24,5,3,186,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
205,08:32:13,1,,,24,5,3,186,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
206,08:32:15,1,,,24,5,3,186,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
207,08:32:17,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
208,08:32:19,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
209,08:32:21,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
210,08:32:23,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
211,08:32:25,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
212,08:32:27,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
213,08:32:29,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
214,08:32:31,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
215,08:32:33,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
216,08:32:35,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
217,08:32:37,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
218,08:32:39,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
219,08:32:41,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
220,08:32:43,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
221,08:32:45,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
222,08:32:47,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
223,08:32:49,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
224,08:32:51,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
225,08:32:53,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
226,08:32:55,1,,,24,5,3,180,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
227,08:32:57,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
228,08:32:59,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
229,08:33:01,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
230,08:33:03,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
231,08:33:05,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
232,08:33:07,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
233,08:33:09,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
234,08:33:11,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
235,08:33:13,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
236,08:33:15,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
237,08:33:17,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
238,08:33:19,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
239,08:33:21,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
240,08:33:23,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
241,08:33:25,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,98,0,0,220,,,,,
242,08:33:27,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
243,08:33:29,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
244,08:33:31,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
245,08:33:33,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
246,08:33:35,1,,,24,5,3,174,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
247,08:33:37,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
248,08:33:39,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
249,08:33:41,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
250,08:33:43,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
251,08:33:45,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
252,08:33:47,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
253,08:33:49,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
254,08:33:51,1,,,24,5,3,169,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
255,08:33:53,1,,,24,5,3,169,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
256,08:33:55,1,,,24,5,3,169,27.57,5.19,3.43,-1.76,,100,0,0,220,,,,,
257,08:33:57,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
258,08:33:59,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
259,08:34:01,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
260,08:34:03,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
261,08:34:05,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
262,08:34:07,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
263,08:34:09,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
264,08:34:11,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
265,08:34:13,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
266,08:34:15,1,,,24,5,3,169,27.22,5.19,3.43,-1.76,,99,0,0,220,,,,,
267,08:34:17,1,,,24,5,3,163,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
268,08:34:19,1,,,24,5,3,163,27.22,5.19,3.43,-1.76,,100,0,0,220,,,,,
269,08:34:21,1,,,24,5,3,163,27.22,5.19,3.78,-1.41,,100,0,0,220,,,,,
270,08:34:23,1,,,24,5,3,163,27.22,5.19,3.78,-1.41,,99,0,0,220,,,,,
